Wood Buffalo Environmental Association - Continuous Ambient Air Quality Monitoring Program
For authorized use only
AMS21, L1, 5Mn
Exported On:,2022/08/24,11:05
Date Range:,2022/5/23,0:00,to,2022/8/23,23:00

Date/Time, SO2 (ppb), TRS (ppb), NO2 (ppb), NOx (ppb), NO (ppb), O3 (ppb), NMHC (ppm), CH4 (ppm), THC (ppm), PM2.5 (ug/m3), Wind Speed @ 10m (km/h), Wind Direction @ 10m (deg.), Relative Humidity (%), Temp (deg. C)
2022-06-08 08:50:00,0.57,0.26,0.69,0.9,0.2,43.04,0.008,2,2.01,5.45,4.5,279.3,41,18.97
2022-06-08 08:55:00,0.35,0.23,0.75,0.89,0.13,42.46,0.008,2,2.01,5.42,4.83,251.8,42,19.3
2022-06-08 09:00:00,0.41,0.24,0.67,0.88,0.21,42.49,0.011,2,2.01,5.24,6.78,279,41,19.65
2022-06-08 09:05:00,0.55,0.23,0.71,0.9,0.2,42.35,0.004,2,2,5.1,4.52,276,41,20.04
2022-06-08 09:15:00,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,n/d,n/d,36,20.27
2022-06-08 09:20:00,-3.65,-3.67,-4.09,-3.96,-4.34,43.81,0.006,2,2.01,5.23,8.3,183.3,37,20.32
2022-06-08 09:25:00,0.68,0.28,0.7,0.91,0.21,44.53,0.005,2,2.01,5.83,7.63,189.3,37,20.53
2022-06-08 09:30:00,0.76,0.25,0.71,0.89,0.19,44.67,0.003,2,2,5.74,8.52,160.8,37,20.35
2022-06-08 09:35:00,0.77,0.22,0.77,1,0.23,45.59,0.005,2,2,6.01,10.28,218,36,20.28
2022-06-08 09:40:00,0.93,0.29,0.79,0.98,0.19,45.58,0.007,2,2,5.78,7.5,223.7,37,20.11
2022-06-08 09:45:00,1,0.28,0.82,1.04,0.22,44.94,0.005,1.99,2,5.26,7.34,221.3,38,19.86
2022-06-08 09:50:00,0.81,0.27,1.18,1.38,0.2,45.03,0.005,2,2,4.83,4.09,264.3,38,19.78
2022-06-08 09:55:00,0.9,0.25,1.27,1.52,0.26,45.29,0.007,2,2,5.11,5.55,226.9,37,19.72
2022-06-08 10:00:00,0.78,0.23,2.36,3.06,0.7,43.07,0.006,1.99,2,6.11,7.81,237.3,38,19.57
2022-06-08 10:05:00,0.7,0.23,1.68,2.5,0.82,44.78,0.006,2,2,6.18,14.25,260.3,40,19.15
2022-06-08 10:10:00,0.52,0.29,2.37,3.41,1.04,45.63,0.005,1.99,1.99,4.62,13.5,253.7,40,18.83
2022-06-08 10:15:00,0.48,0.25,3.31,4.83,1.52,45.52,0.008,1.99,2,3.91,12.11,247.2,40,18.63
2022-06-08 10:20:00,0.37,0.28,2.77,3.95,1.19,45.26,0.006,1.99,2,3.97,10.11,256.3,41,18.59
2022-06-08 10:25:00,0.53,0.27,2.36,3.55,1.19,46.31,0.005,1.98,1.99,3.92,10.52,243.8,41,18.42
2022-06-08 10:30:00,0.55,0.26,2.85,3.93,1.09,45.4,0.004,1.99,1.99,3.78,11.15,254.1,42,18.45
2022-06-08 10:35:00,0.51,0.29,2.66,3.91,1.25,46.11,0.006,1.99,1.99,3.81,12.08,254.9,42,18.24
2022-06-08 10:40:00,0.34,0.27,4.28,6.05,1.77,44.63,0.01,1.99,2,3.72,9.67,256.1,43,18.14
2022-06-08 10:45:00,0.25,0.25,2.35,3.28,0.93,45.78,0.007,1.99,2,3.51,8.69,259.6,43,18.22
2022-06-08 10:50:00,0.37,0.26,2.91,4,1.09,45.27,0.006,1.99,1.99,3.6,9.5,249.8,43,18.28
2022-06-08 10:55:00,0.34,0.28,3.45,4.85,1.41,44.69,0.006,1.98,1.99,3.64,8.86,260.9,44,18.3
2022-06-08 11:00:00,0.52,0.3,1.68,2.57,0.89,46.27,0.005,1.99,1.99,3.6,7.92,265.1,44,18.3
2022-06-08 11:05:00,0.35,0.27,3.53,4.74,1.2,45.44,0.003,1.99,1.99,3.57,8.53,258.5,43,18.37
2022-06-08 11:10:00,0.33,0.29,1.73,2.2,0.47,47.12,0.003,1.99,1.99,3.59,7.69,278.6,43,18.46
2022-06-08 11:15:00,0.4,0.23,1.17,1.56,0.39,48.01,0.005,1.99,2,3.64,6.74,260,42,18.38
2022-06-08 11:20:00,0.47,0.25,3.5,5.07,1.57,44.92,0.007,1.99,2,3.82,6.79,266.8,44,18.39
2022-06-08 11:25:00,0.46,0.23,1.97,2.64,0.67,47,0.009,2,2.01,3.89,7.74,268.9,43,18.41
2022-06-08 11:30:00,0.3,0.27,2.08,2.71,0.63,46.82,0.004,2,2,3.89,7.75,260.7,43,18.25
2022-06-08 11:35:00,0.38,0.26,4.28,5.96,1.68,45.3,0.003,2,2,3.76,6.73,265.1,43,18.22
2022-06-08 11:40:00,0.65,0.26,1.33,1.64,0.31,47.9,0.006,2,2.01,3.54,8.01,266.1,43,18.36
2022-06-08 11:45:00,0.74,0.29,0.89,1.12,0.23,49.82,0.008,1.99,2,3.57,5.72,271.3,41,18.4
2022-06-08 11:50:00,0.51,0.25,1.37,1.59,0.22,47.19,0.008,1.99,2,3.64,3.49,303.9,43,18.56
2022-06-08 11:55:00,0.47,0.25,1.01,1.21,0.2,47.46,0.008,2,2.01,3.67,3.88,252.4,43,18.64
2022-06-08 12:00:00,0.55,0.25,2.01,2.44,0.43,47.41,0.006,2,2,3.88,4.6,263,42,18.61
2022-06-08 12:05:00,0.41,0.28,1.1,1.32,0.23,47.75,0.006,1.99,2,3.88,3.48,324.5,43,18.72
2022-06-08 12:10:00,0.24,0.25,1.13,1.31,0.17,47.72,0.011,1.99,2.01,3.75,4.33,336.5,42,18.9
2022-06-08 12:15:00,0.52,0.27,0.98,1.19,0.21,47.5,0.003,2,2,3.78,4.62,330.3,43,18.88
2022-06-08 12:20:00,0.63,0.27,0.97,1.15,0.18,47.56,0.003,2,2.01,3.83,4.68,345,43,18.88
2022-06-08 12:25:00,0.25,0.24,0.98,1.13,0.15,47.8,0.004,2.01,2.02,4.23,4.94,351.9,42,19.16
2022-06-08 12:30:00,0.41,0.26,0.87,1.02,0.15,48.78,0.004,2,2.01,4.62,3.73,313.7,40,19.45
2022-06-08 12:35:00,0.55,0.28,0.84,1,0.16,48.31,0.006,2,2.01,4.55,4.13,317.7,40,19.58
2022-06-08 12:40:00,0.48,0.25,0.8,0.94,0.14,48.59,0.004,2.01,2.01,4.32,3.84,43.48,39,19.69
2022-06-08 12:45:00,0.5,0.19,0.79,0.99,0.2,48.86,0.004,2.01,2.01,4.25,4,348,38,20.09
2022-06-08 12:50:00,0.61,0.25,0.94,1.15,0.21,48.02,0.007,2.01,2.02,4.33,4.5,330.5,39,19.85
2022-06-08 12:55:00,0.63,0.25,0.94,1.15,0.21,48.5,0.005,2.01,2.02,4.29,4.4,332.2,38,19.85
2022-06-08 13:00:00,0.64,0.17,0.93,1.13,0.2,48.41,0.003,2.01,2.01,4.34,2.67,36.75,37,20.21
2022-06-08 13:05:00,0.72,0.24,0.87,1.04,0.17,48.72,0.003,2.01,2.02,4.39,4.7,334.4,36,20.2
2022-06-08 13:10:00,0.52,0.27,0.85,1.03,0.18,48.48,0.003,2.02,2.02,4.93,6.68,359.7,39,19.97
2022-06-08 13:15:00,0.42,0.26,0.91,1.06,0.15,48.08,0.005,2.02,2.02,6.03,3.56,353.6,39,19.99
2022-06-08 13:20:00,0.63,0.24,0.87,1.05,0.18,48.28,0.002,2.01,2.02,6.73,5.01,11.52,39,20.18
2022-06-08 13:25:00,0.64,0.27,0.84,0.97,0.14,48.88,0.006,2.02,2.03,6.45,5.07,12.08,37,20.33
2022-06-08 13:30:00,0.75,0.29,0.84,1.02,0.18,49.16,0.008,2.01,2.02,6.21,5.84,354.3,37,20.45
2022-06-08 13:35:00,0.58,0.23,0.83,0.96,0.13,48.62,0.007,2.01,2.02,6.17,7.63,10.02,38,20.45
2022-06-08 13:40:00,0.65,0.19,0.85,1.02,0.17,48.68,0.006,2.02,2.02,6.15,5.05,13.2,38,20.51
2022-06-08 13:45:00,0.88,0.22,0.82,1.01,0.19,49.61,0.007,2.01,2.02,6.06,5.4,56.72,36,20.71
2022-06-08 13:50:00,1.06,0.28,0.96,1.12,0.17,50.44,0.006,2.02,2.02,5.89,3.75,56,35,20.92
2022-06-08 13:55:00,0.96,0.24,0.96,1.19,0.23,50.06,0.002,2.02,2.02,5.79,6.56,110,34,21.29
2022-06-08 14:00:00,1.46,0.21,0.98,1.18,0.2,51.04,0.006,2.01,2.02,5.79,6.1,83.8,33,21.57
2022-06-08 14:05:00,1.37,0.26,1.08,1.25,0.17,51.09,0.004,2.02,2.02,5.8,6.91,112.9,33,21.71
2022-06-08 14:10:00,1.58,0.29,1.21,1.41,0.2,52.18,0.004,2.02,2.02,6.1,9.11,133.3,32,22
2022-06-08 14:15:00,1.6,0.27,1.18,1.41,0.22,51.89,0.006,2.02,2.02,6.61,8.59,137.3,32,21.93
2022-06-08 14:20:00,1.48,0.31,1.1,1.33,0.23,51.89,0.005,2.01,2.02,6.87,6.65,99.3,31,22.28
2022-06-08 14:25:00,1.42,0.27,1.08,1.28,0.2,52.9,0.006,2.01,2.02,6.39,7.5,108.8,30,22.07
2022-06-08 14:30:00,1.19,0.22,1.14,1.35,0.21,52.34,0.004,2.01,2.02,6.16,6.73,141.3,31,21.84
2022-06-08 14:35:00,1.17,0.22,1.05,1.19,0.14,51.98,0.002,2.01,2.02,6.21,9.04,136.2,31,21.95
2022-06-08 14:40:00,1.01,0.23,0.95,1.12,0.17,52.43,0.005,2.01,2.01,5.87,12.46,155.8,30,22.12
2022-06-08 14:45:00,0.8,0.28,0.92,1.08,0.16,52.82,0.008,2.01,2.01,5.78,12.98,177.4,28,22.1
2022-06-08 14:50:00,0.83,0.34,0.92,1.06,0.14,52.61,0.001,2,2.01,5.64,10.95,186.5,29,21.96
2022-06-08 14:55:00,0.77,0.2,0.76,0.91,0.15,52.8,0.004,2.01,2.01,5.18,15.13,175.9,28,21.86
2022-06-08 15:00:00,0.62,0.23,0.8,0.97,0.17,53.02,0.002,2,2.01,5.19,11.03,168.4,28,21.76
2022-06-08 15:05:00,0.59,0.23,0.71,0.86,0.15,53.09,0.001,2,2,5.69,11.98,155.8,27,22
2022-06-08 15:10:00,0.75,0.23,0.78,0.99,0.21,53.84,0.005,2,2.01,5.63,10.61,168.2,26,23.18
2022-06-08 15:15:00,0.96,0.31,0.86,1.07,0.21,54.14,0.004,2,2.01,5.02,14.55,126.5,25,23.3
2022-06-08 15:20:00,0.93,0.27,0.87,0.98,0.11,54.23,0.005,2,2.01,4.79,9.93,139.1,26,22.72
2022-06-08 15:25:00,1.09,0.22,0.88,1.05,0.17,53.49,0.005,2,2,4.95,8.62,133,26,23.33
2022-06-08 15:30:00,0.87,0.24,0.87,1.06,0.19,53.98,0.001,2,2,5.31,10.63,112.5,25,23.23
2022-06-08 15:35:00,0.94,0.24,1,1.13,0.14,53.99,0.003,2,2,5.17,10.62,143.7,25,23.13
2022-06-08 15:40:00,0.66,0.26,1.48,1.81,0.33,53.35,0.004,2,2,5.17,9.27,123.3,26,22.86
2022-06-08 15:45:00,0.68,0.27,0.78,0.98,0.2,53.41,0.002,2.01,2.01,5.51,9.97,136.6,27,22.71
2022-06-08 15:50:00,0.64,0.2,0.82,0.99,0.17,53.83,0.002,2.01,2.01,5.4,13.14,127.2,26,23.01
2022-06-08 15:55:00,1.02,0.2,0.91,1.13,0.22,54.48,0.004,2.01,2.01,5.17,15.57,125.7,25,23.39
2022-06-08 16:00:00,1.09,0.28,1.02,1.21,0.19,53.88,0.004,2.01,2.01,4.84,10.16,119,26,23.61
2022-06-08 16:05:00,0.94,0.24,0.99,1.24,0.24,54.38,0.008,2,2.01,4.78,15.16,134.8,24,23.56
2022-06-08 16:10:00,0.82,0.27,0.98,1.16,0.18,54.15,0.004,2,2,4.81,13.23,119.5,25,23.29
2022-06-08 16:15:00,0.61,0.22,0.83,0.98,0.15,52.66,0.003,2,2,4.84,10.27,133.5,27,23.02
2022-06-08 16:20:00,0.78,0.26,0.76,0.92,0.16,52,0.007,2,2.01,4.77,15.39,165,27,22.96
2022-06-08 16:25:00,0.51,0.27,0.69,0.89,0.2,52.41,0.003,1.99,2,4.79,13.05,163.3,27,22.77
2022-06-08 16:30:00,0.6,0.24,0.71,0.88,0.17,52.41,0.004,2,2,5.06,14.14,157.6,27,22.6
2022-06-08 16:35:00,0.72,0.22,0.78,0.92,0.14,52.6,0.003,2,2.01,5.28,13.25,182.4,27,22.61
2022-06-08 16:40:00,0.62,0.21,0.73,0.96,0.23,52.65,0.005,2,2.01,5.93,12.34,189.2,27,22.53
2022-06-08 16:45:00,0.74,0.26,0.78,0.93,0.15,44.17,0.001,2,2,6.4,14.41,151.3,28,22.6
2022-06-08 16:50:00,0.6,0.24,0.7,0.9,0.2,51.85,0.005,2.01,2.01,6.09,14.98,153.9,28,22.75
2022-06-08 16:55:00,0.63,0.27,0.8,1.02,0.22,51.83,0.004,2,2.01,6.19,13.21,179.5,28,22.7
2022-06-08 17:00:00,0.9,0.22,0.88,1.02,0.14,52.06,0.004,2.01,2.02,6.91,14.96,165.7,28,22.62
2022-06-08 17:05:00,0.73,0.27,0.73,0.9,0.17,52.22,0.008,2.01,2.02,7.47,14.92,182.1,28,22.55
2022-06-08 17:10:00,0.88,0.24,0.75,0.91,0.16,51.73,0.008,2.01,2.02,7.8,14.68,179.2,28,22.72
2022-06-08 17:15:00,0.78,0.27,1.1,1.29,0.19,51.06,0.005,2.01,2.02,8.54,13.19,174.3,29,22.48
2022-06-08 17:20:00,0.75,0.24,0.96,1.17,0.21,51.72,0.006,2.01,2.02,8.91,11.92,177.5,29,22.34
2022-06-08 17:25:00,0.42,0.23,0.88,1.1,0.22,51.62,0.007,2.01,2.02,8.86,12.56,181.6,29,22.56
2022-06-08 17:30:00,0.66,0.24,0.81,0.98,0.17,51.17,0.006,2.01,2.02,8.07,11.32,187.2,29,22.51
2022-06-08 17:35:00,0.3,0.24,0.88,1.06,0.18,51.66,0.007,2.01,2.02,7.77,11.83,185.7,29,22.26
2022-06-08 17:40:00,0.71,0.28,0.86,1.07,0.21,51.61,0.004,2.01,2.01,7.29,13.23,194.5,29,22.12
2022-06-08 17:45:00,0.7,0.24,0.88,1.05,0.17,51.78,0.003,2.01,2.01,6.85,9.97,175.8,30,22.1
2022-06-08 17:50:00,0.79,0.2,0.96,1.12,0.17,52.03,0.006,2.02,2.02,7.23,9.43,180,30,22.12
2022-06-08 17:55:00,1.27,0.23,1.1,1.25,0.15,51.63,0.006,2.02,2.02,7.73,7.7,161.8,30,22.22
2022-06-08 18:00:00,1.02,0.28,1.03,1.18,0.15,51.8,0.002,2.02,2.02,8.12,9.82,157.6,30,22.34
2022-06-08 18:05:00,0.95,0.21,0.99,1.11,0.12,52.21,0.004,2.02,2.02,9.51,6.74,169.8,30,22.46
2022-06-08 18:10:00,0.84,0.3,0.99,1.19,0.2,52.76,0.004,2.01,2.01,10.11,9.45,189.5,30,22.28
2022-06-08 18:15:00,0.64,0.26,1.07,1.22,0.15,54.91,0.005,2.02,2.02,8.95,16.86,193.2,31,21.86
2022-06-08 18:20:00,0.63,0.29,2.02,2.27,0.26,54.89,0.01,2.02,2.03,7.77,14.04,188.7,32,21.46
2022-06-08 18:25:00,0.53,0.26,1.2,1.34,0.14,55,0.005,2.02,2.03,7.26,13.61,185.8,32,21.26
2022-06-08 18:30:00,0.6,0.28,1.2,1.29,0.09,54.67,0.005,2.02,2.03,6.72,12.18,195.6,33,21.12
2022-06-08 18:35:00,0.34,0.23,1.11,1.26,0.16,54.2,0.006,2.02,2.03,6.19,10.68,198.9,33,20.97
2022-06-08 18:40:00,0.29,0.24,1.6,1.76,0.16,52.92,0.004,2.02,2.03,7.52,6.95,183,34,20.9
2022-06-08 18:45:00,0.48,0.21,1.5,1.62,0.12,52.25,0.005,2.03,2.03,8.84,7.49,168.7,34,20.86
2022-06-08 18:50:00,0.54,0.21,1.18,1.41,0.24,53,0.01,2.02,2.03,8.58,7.76,182.4,34,20.8
2022-06-08 18:55:00,0.59,0.25,1.25,1.46,0.21,52.68,0.007,2.02,2.03,7.25,7.97,173.4,34,20.76
2022-06-08 19:00:00,0.39,0.24,1.17,1.29,0.12,51.36,0.007,2.02,2.03,8.08,6.56,176.1,34,20.64
2022-06-08 19:05:00,0.34,0.26,1.22,1.41,0.19,52.02,0.005,2.03,2.03,8.85,7.07,172.7,34,20.6
2022-06-08 19:10:00,0.58,0.23,1.15,1.31,0.16,51.52,0.006,2.03,2.04,8.37,6.2,169.5,35,20.49
2022-06-08 19:15:00,0.5,0.3,1.55,1.8,0.24,50.7,0.006,2.04,2.04,8.66,6.63,158,36,20.35
2022-06-08 19:20:00,0.54,0.26,1.15,1.38,0.22,50.64,0.01,2.04,2.05,9.47,6.47,159.8,36,20.24
2022-06-08 19:25:00,0.87,0.24,1.59,1.76,0.17,49.93,0.008,2.05,2.05,8.62,6.21,158,37,20.18
2022-06-08 19:30:00,1.29,0.24,1.5,1.64,0.14,49.45,0.007,2.05,2.06,7.05,6.19,155.7,38,20.08
2022-06-08 19:35:00,1.4,0.26,1.45,1.6,0.15,49.43,0.009,2.05,2.06,7.14,6.43,156.2,38,19.95
2022-06-08 19:40:00,1.47,0.28,1.44,1.6,0.15,49.95,0.008,2.05,2.06,8.39,6.34,157.9,38,19.9
2022-06-08 19:45:00,1.31,0.28,1.35,1.5,0.15,49.4,0.013,2.06,2.07,9.42,6.02,153.2,38,19.81
2022-06-08 19:50:00,1.17,0.24,1.42,1.58,0.16,48.8,0.016,2.05,2.07,9.57,5.33,159.8,39,19.66
2022-06-08 19:55:00,1.19,0.3,1.39,1.5,0.12,48.48,0.009,2.05,2.06,9.49,5.37,159.1,39,19.49
2022-06-08 20:00:00,0.94,0.3,1.49,1.63,0.14,48.28,0.027,2.06,2.09,10.24,5.2,149.4,40,19.27
2022-06-08 20:05:00,1.06,0.36,1.45,1.59,0.14,47.3,0.037,2.08,2.12,11.23,4.35,135.9,41,19.04
2022-06-08 20:10:00,1.14,0.32,1.36,1.54,0.18,46.91,0.033,2.07,2.11,11.49,4.28,130.5,41,18.88
2022-06-08 20:15:00,1.34,0.33,1.64,1.76,0.12,46.33,0.04,2.07,2.11,10.69,3.31,156.7,42,18.62
2022-06-08 20:20:00,1.84,0.33,1.84,1.96,0.13,47.46,0.03,2.07,2.1,9.89,2.1,178.2,43,18.46
2022-06-08 20:25:00,1.64,0.32,1.58,1.77,0.2,45.86,0.032,2.06,2.09,9.9,1.7,132,45,18.29
2022-06-08 20:30:00,1.95,0.28,1.8,1.93,0.13,45.93,0.032,2.06,2.09,9.89,2.79,178.2,46,17.76
2022-06-08 20:35:00,2.1,0.32,1.81,1.94,0.14,44.9,0.023,2.04,2.06,9.55,3.65,214,46,17.58
2022-06-08 20:40:00,2.1,0.29,1.89,2.08,0.19,42.39,0.025,2.06,2.09,9.95,2.65,203.3,49,17.44
2022-06-08 20:45:00,1.89,0.32,2.03,2.17,0.15,40.71,0.03,2.08,2.11,11.23,3.44,180.7,49,17.21
2022-06-08 20:50:00,1.31,0.35,1.89,2.02,0.13,37.82,0.042,2.16,2.2,13.55,2.63,136.5,52,16.82
2022-06-08 20:55:00,2.2,0.33,2.38,2.54,0.16,41.55,0.035,2.08,2.12,15.34,2.46,126.8,51,16.4
2022-06-08 21:00:00,2.32,0.33,2.27,2.46,0.19,41.07,0.024,2.07,2.09,14.75,2.48,137.3,52,16.11
2022-06-08 21:05:00,2.16,0.34,2.34,2.54,0.2,40.66,0.029,2.07,2.1,13.16,2.65,149.9,54,15.76
2022-06-08 21:10:00,2.23,0.32,2.53,2.66,0.13,38.74,0.037,2.1,2.13,13.11,1.97,154.9,56,15.37
2022-06-08 21:15:00,1.97,0.34,2.56,2.74,0.19,37.34,0.037,2.11,2.15,13.31,1.67,162.3,58,14.85
2022-06-08 21:20:00,2.13,0.33,2.49,2.66,0.17,37.38,0.026,2.12,2.15,13.6,0.54,164.8,61,14.34
2022-06-08 21:25:00,2.19,0.33,2.42,2.57,0.15,35.9,0.029,2.18,2.2,14.3,1.01,191.9,63,13.89
2022-06-08 21:30:00,2.14,0.32,2.65,2.81,0.17,36.05,0.028,2.15,2.18,14.87,1.13,205.9,63,13.49
2022-06-08 21:35:00,1.88,0.32,2.72,2.88,0.16,32.06,0.03,2.15,2.18,16.59,0.62,215.4,66,13.12
2022-06-08 21:40:00,1.11,0.41,1.88,2.04,0.16,25.85,0.038,2.27,2.31,15.27,1.25,306.5,70,12.59
2022-06-08 21:45:00,0.94,0.35,1.73,1.86,0.13,25.9,0.04,2.14,2.18,11.89,0.69,346.4,73,12.02
2022-06-08 21:50:00,0.74,0.31,1.51,1.68,0.17,22.17,0.044,2.22,2.27,10.81,1.78,331,77,11.77
2022-06-08 21:55:00,0.75,0.3,1.56,1.76,0.2,22.27,0.04,2.23,2.27,10.81,1.59,336.4,76,11.45
2022-06-08 22:00:00,0.9,0.32,1.63,1.79,0.16,22.67,0.046,2.19,2.24,11.14,1.43,309.1,77,11.13
2022-06-08 22:05:00,0.84,0.31,1.63,1.74,0.11,20.12,0.039,2.25,2.29,11.48,1.68,305.7,80,10.95
2022-06-08 22:10:00,0.77,0.32,1.82,1.98,0.15,20.31,0.041,2.26,2.3,11.36,0.47,305.6,81,10.88
2022-06-08 22:15:00,0.73,0.33,1.49,1.64,0.15,18.54,0.037,2.27,2.31,11.21,0.56,290.6,82,10.72
2022-06-08 22:20:00,0.68,0.29,1.64,1.79,0.16,17.94,0.041,2.28,2.32,11.13,0.56,300.8,79,10.5
2022-06-08 22:25:00,0.76,0.34,1.37,1.55,0.19,15.81,0.05,2.25,2.3,10.91,1.65,335,84,10.3
2022-06-08 22:30:00,0.6,0.3,1.39,1.61,0.21,14.98,0.053,2.27,2.32,10.52,1.98,333.1,82,10.19
2022-06-08 22:35:00,0.39,0.28,1.32,1.47,0.16,14.38,0.045,2.26,2.31,10.12,2.1,334.6,84,9.87
2022-06-08 22:40:00,0.54,0.3,1.1,1.25,0.15,13.88,0.049,2.27,2.32,9.73,2.7,344.7,87,9.75
2022-06-08 22:45:00,0.43,0.31,1.16,1.3,0.15,14.12,0.051,2.26,2.32,9.36,1.89,330.5,86,9.61
2022-06-08 22:50:00,0.64,0.29,1.41,1.58,0.17,14.75,0.059,2.23,2.29,9.48,1.61,251.4,84,9.38
2022-06-08 22:55:00,0.72,0.28,1.43,1.61,0.18,17.46,0.053,2.18,2.23,10,1.46,235.7,83,9.14
2022-06-08 23:00:00,0.88,0.31,1.49,1.63,0.15,18.42,0.037,2.16,2.2,10.69,1.18,221.8,85,9.04
2022-06-08 23:05:00,0.63,0.34,1.36,1.51,0.15,15.06,0.052,2.21,2.26,10.97,0.6,160.2,86,9.03
2022-06-08 23:10:00,0.5,0.32,1.61,1.76,0.14,15.56,0.053,2.23,2.29,11.17,1.1,189.7,85,8.76
2022-06-08 23:15:00,0.74,0.32,1.75,1.89,0.14,17.97,0.044,2.14,2.19,11.44,1.93,238.8,83,8.59
2022-06-08 23:20:00,0.67,0.25,1.74,1.87,0.14,18.79,0.052,2.13,2.18,11.81,1.78,231.3,83,8.47
2022-06-08 23:25:00,0.55,0.31,1.68,1.8,0.12,16.29,0.052,2.17,2.23,11.94,0.61,237.5,84,8.38
2022-06-08 23:30:00,0.66,0.26,1.69,1.89,0.2,16.92,0.056,2.16,2.22,12.18,0.94,146.9,85,8.25
2022-06-08 23:35:00,0.73,0.23,1.78,1.94,0.15,16.45,0.058,2.17,2.22,12.62,0.54,128,86,8.2
2022-06-08 23:40:00,0.53,0.28,1.74,1.88,0.14,15.76,0.058,2.17,2.23,12.81,0,0,87,8.06
2022-06-08 23:45:00,0.48,0.3,1.67,1.85,0.18,14.79,0.057,2.19,2.24,12.65,0,0,88,8.04
2022-06-08 23:50:00,0.47,0.31,1.86,2.02,0.16,14.67,0.063,2.21,2.27,12.75,0.27,147.5,88,7.97
2022-06-08 23:55:00,0.5,0.3,1.8,2.01,0.21,13.2,0.072,2.2,2.27,13.37,1.45,179.4,87,7.9
2022-06-09 00:00:00,0.44,0.35,2.31,2.48,0.18,10.98,0.095,2.32,2.41,15.06,1.51,188.3,88,7.95
2022-06-09 00:05:00,0.63,0.49,2.18,2.36,0.18,10.56,0.08,2.55,2.63,16.01,0.52,203.7,90,7.96
2022-06-09 00:10:00,0.17,0.43,1.96,2.13,0.17,10.73,0.089,2.66,2.75,16.11,1.07,196.1,90,7.83
2022-06-09 00:15:00,0.33,0.36,1.87,2.06,0.19,10.2,0.08,2.58,2.66,15.5,1.31,223.1,91,7.7
2022-06-09 00:20:00,0.38,0.43,1.63,1.77,0.14,8.49,0.075,2.66,2.73,14.59,0.64,214.5,92,7.6
2022-06-09 00:25:00,0.43,0.46,1.55,1.73,0.18,8.68,0.08,2.61,2.69,14.49,2.14,232.8,93,7.58
2022-06-09 00:30:00,0.48,0.24,1.81,1.97,0.16,10.59,0.08,2.46,2.54,14.28,3.47,263.3,90,7.6
2022-06-09 00:35:00,0.35,0.34,1.69,1.89,0.21,11.69,0.074,2.39,2.46,13.86,2.4,312.2,89,7.82
2022-06-09 00:40:00,0.33,0.37,1.62,1.8,0.18,11.31,0.068,2.39,2.46,13.47,2.71,43.52,89,8.15
2022-06-09 00:45:00,0.45,0.38,1.7,1.87,0.17,11.37,0.073,2.4,2.47,13.38,3.37,73.13,87,8.27
2022-06-09 00:50:00,0.49,0.32,1.39,1.54,0.14,9.58,0.076,2.37,2.44,13.17,2.62,68.69,86,8.3
2022-06-09 00:55:00,0.48,0.34,1.37,1.57,0.21,12.27,0.06,2.31,2.37,12.4,2.62,331.1,86,8.3
2022-06-09 01:00:00,0.54,0.31,1.69,1.84,0.15,21.39,Z/S,Z/S,Z/S,12.05,7.7,256.6,84,8.97
2022-06-09 01:05:00,Z/S,0.31,1.41,1.64,0.23,33.23,Z/S,Z/S,Z/S,11.9,5.59,160.2,70,11.29
2022-06-09 01:10:00,Z/S,0.25,1.45,1.63,0.18,25.99,Z/S,Z/S,Z/S,11.21,4.85,150.1,73,10.92
2022-06-09 01:15:00,Z/S,0.29,1.26,1.41,0.15,38.48,Z/S,Z/S,Z/S,9.67,6.32,223.9,64,12.05
2022-06-09 01:20:00,Z/S,0.29,1.11,1.24,0.13,38.45,Z/S,Z/S,Z/S,8.09,3.54,224.6,62,12.66
2022-06-09 01:25:00,Z/S,0.34,1.09,1.25,0.17,29.25,Z/S,Z/S,Z/S,7.08,1.59,124.6,70,11.88
2022-06-09 01:30:00,Z/S,0.28,1.05,1.25,0.2,25.56,Z/S,Z/S,Z/S,7.66,3.07,51.67,74,10.84
2022-06-09 01:35:00,Z/S,0.31,1.06,1.23,0.17,26.31,Z/S,Z/S,Z/S,8.14,2.65,50.28,75,10.55
2022-06-09 01:40:00,Z/S,0.24,0.95,1.12,0.16,22.09,Z/S,Z/S,Z/S,7.91,2.57,2.77,75,10.79
2022-06-09 01:45:00,Z/S,0.33,0.94,1.11,0.17,20.12,Z/S,Z/S,Z/S,7.73,2.11,277,80,10.24
2022-06-09 01:50:00,Z/S,0.26,0.92,1.12,0.2,23.55,Z/S,Z/S,Z/S,7.56,2.67,118.8,79,10.09
2022-06-09 01:55:00,Z/S,0.28,0.81,0.97,0.16,23,Z/S,Z/S,Z/S,7.43,1.77,181.4,79,9.95
2022-06-09 02:00:00,Z/S,Z/S,0.84,1.02,0.18,24.76,Z/S,Z/S,Z/S,7.41,1.9,32.77,79,10.17
2022-06-09 02:05:00,0.53,Z/S,0.81,0.98,0.17,21.92,0.023,2.22,2.24,7.29,2.21,329.2,79,9.95
