Wood Buffalo Environmental Association - Continuous Ambient Air Quality Monitoring Program
For authorized use only
AMS14, L1, 5Mn
Exported On:,2022/08/24,10:56
Date Range:,2021/8/23,0:00,to,2022/8/23,23:00

Date/Time, SO2 (ppb), TRS (ppb), NO (ppb), NO2 (ppb), NOX (ppb), THC (ppm), O3 (ppb), PM2.5 (ug/m3), NMHC (ppm), CH4 (ppm), Temp @ 2m (deg. C), RH (%), Wind Speed @ 20m (km/h), Wind Dir. @ 20m (deg.), LW % of range
2022-07-06 14:20:00,0.42,0,0,0.63,0.46,1.99,38.26,10.52,0,1.99,23.6,34,5.25,199.1,259.4
2022-07-06 14:25:00,0.29,0,0,0.58,0.43,1.99,35.83,10.2,0,1.99,23.12,36,5.83,275.5,259.7
2022-07-06 14:30:00,0.71,0,0,0.6,0.45,1.99,35.52,9.43,0,1.99,22.61,37,7.6,297,259.6
2022-07-06 14:35:00,0.52,0,0,0.63,0.48,2,35.88,9.08,0,2,22.79,38,9.68,278.9,260
2022-07-06 14:40:00,0.28,0,0,0.68,0.54,1.99,36.67,9.26,0,1.99,22.94,35,6.84,310,259.8
2022-07-06 14:45:00,0.64,0,0,0.62,0.46,1.99,36.64,9.78,0,1.99,23.03,35,5.42,281.3,259.9
2022-07-06 14:50:00,0.43,0,0,0.63,0.48,1.99,37.19,10.3,0,1.99,23.32,35,3.5,303.8,259.8
2022-07-06 14:55:00,0.63,0,0,0.67,0.52,1.99,37.95,10.23,0,1.99,23.6,36,8.47,121.7,259.8
2022-07-06 15:00:00,0.84,0.01,0,0.79,0.67,1.99,40.16,9.95,0,1.99,24.66,35,9.21,122.5,259.8
2022-07-06 15:05:00,0.7,0,0,0.75,0.62,1.99,38.78,10.21,0,1.99,23.86,35,5.6,209.3,259.8
2022-07-06 15:10:00,0.58,0.02,0,0.68,0.53,2,38.38,10.69,0,2,23.1,36,5.32,171.3,260
2022-07-06 15:15:00,0.63,0,0,0.75,0.6,1.99,39.4,10.69,0,1.99,22.81,38,7.82,160.3,260
2022-07-06 15:20:00,0.71,0,0,0.75,0.62,1.99,39.7,10.41,0,1.99,22.87,37,6.17,161.3,260.1
2022-07-06 15:25:00,0.68,0,0,0.8,0.66,1.99,40.06,10.55,0,1.99,22.75,38,8.78,190.3,260.2
2022-07-06 15:30:00,0.81,0,0,0.85,0.69,1.99,40.09,10.73,0,1.99,22.4,39,6.54,165.6,260.2
2022-07-06 15:35:00,0.75,0,0,0.81,0.66,1.99,38.54,10.84,0,1.99,22.35,41,5.19,133,260.3
2022-07-06 15:40:00,0.59,0,0,0.85,0.69,1.99,38.53,10.86,0,1.99,22.14,42,5.66,122.4,260.3
2022-07-06 15:45:00,0.86,0,0,0.78,0.64,1.99,38.05,10.9,0,1.99,22.07,42,4.62,106.3,260.4
2022-07-06 15:50:00,0.44,0,0,0.81,0.67,1.99,38.52,10.92,0,1.99,22.22,42,5.9,72.22,260.3
2022-07-06 15:55:00,0.89,0,0,0.81,0.66,1.99,40.09,10.9,0,1.99,22.74,39,7.38,70.56,260.4
2022-07-06 16:00:00,0.55,0.02,0,0.83,0.66,1.99,40.09,10.98,0,1.99,22.9,40,5.79,62.76,260.3
2022-07-06 16:05:00,0.61,0,0,0.86,0.69,1.99,40.73,11.3,0,1.99,23.92,35,7.86,168.8,260.2
2022-07-06 16:10:00,0.63,0.01,0,0.82,0.69,1.99,41.31,11.79,0,1.99,24.27,33,8.33,215.6,260.2
2022-07-06 16:15:00,0.79,0,0,1.21,1.17,1.99,41.15,12.05,0,1.99,24.39,32,7.03,200.6,260.2
2022-07-06 16:20:00,0.74,0,0,0.7,0.56,1.99,41.33,11.84,0,1.99,24.42,32,6.62,182.8,260.1
2022-07-06 16:25:00,0.78,0,0.04,0.82,0.86,1.99,40.87,11.6,0,1.99,24.86,33,11.03,164.7,260.1
2022-07-06 16:30:00,0.58,0,0.22,1.27,1.49,1.99,40.7,11.76,0,1.99,24.43,33,10.14,181.6,260.1
2022-07-06 16:35:00,0.63,0,0,0.84,0.68,1.99,41.15,11.8,0,1.99,24.42,34,10.68,175.8,260.2
2022-07-06 16:40:00,0.69,0,0,0.78,0.63,1.99,40.32,11.49,0,1.99,24.62,34,12.6,161.3,260.2
2022-07-06 16:45:00,0.54,0,0,0.8,0.64,1.99,40.08,11.31,0,1.99,24.74,34,10.81,160.7,260.2
2022-07-06 16:50:00,0.7,0,0,0.8,0.67,1.99,40.27,11.26,0,1.99,24.77,34,11.11,162.1,260.2
2022-07-06 16:55:00,0.83,0,0,0.83,0.69,1.99,40.08,11.26,0,1.99,24.67,34,9.95,163.1,260.2
2022-07-06 17:00:00,1,0,0,0.79,0.66,1.99,40.41,11.28,0,1.99,24.45,34,8.65,166.5,260.2
2022-07-06 17:05:00,0.83,0,0,0.83,0.67,1.99,39.88,11.33,0,1.99,24.62,34,9,159.1,260.2
2022-07-06 17:10:00,0.63,0,0,0.83,0.67,1.99,39.8,11.36,0,1.99,24.84,34,9.11,149.8,260.2
2022-07-06 17:15:00,0.67,0,0,0.81,0.65,1.99,39.59,11.41,0,1.99,24.81,33,11.28,164.9,260.2
2022-07-06 17:20:00,0.67,0,0,0.67,0.52,1.99,38.34,11.42,0,1.99,24.41,33,8.91,170.7,260.3
2022-07-06 17:25:00,0.66,0,0,0.64,0.49,1.99,37.77,11.46,0,1.99,24.29,33,10.92,193.7,260.3
2022-07-06 17:30:00,0.51,0,0,0.78,0.67,1.99,38.41,11.49,0,1.99,23.84,32,10.08,219.4,260.3
2022-07-06 17:35:00,0.54,0,0.03,1.02,1.05,1.99,37.65,11.51,0,1.99,23.61,33,8.19,219.3,260.3
2022-07-06 17:40:00,0.65,0,0,0.66,0.54,1.99,37.71,11.56,0,1.99,23.89,33,10.83,224.9,260.3
2022-07-06 17:45:00,0.53,0,0,0.66,0.5,1.99,38.21,11.62,0,1.99,23.71,33,9.5,198,260.3
2022-07-06 17:50:00,0.7,0,0,0.61,0.46,1.99,37.61,11.65,0,1.99,23.97,33,8.09,207.1,260.3
2022-07-06 17:55:00,0.53,0,0,0.56,0.42,1.99,37.26,11.68,0,1.99,23.82,33,11.47,180.9,260.3
2022-07-06 18:00:00,0.5,0,0,0.54,0.36,1.99,37.59,11.6,0,1.99,23.83,33,8.72,183.9,260.3
2022-07-06 18:05:00,0.57,0,0,0.5,0.35,1.99,36.62,11.55,0,1.99,23.84,34,8.25,200.8,260.4
2022-07-06 18:10:00,0.26,0,0,0.5,0.33,1.99,35.85,11.45,0,1.99,23.54,34,9.1,219.7,260.4
2022-07-06 18:15:00,0.61,0,0,0.46,0.3,1.99,36.5,11.29,0,1.99,23.42,34,10.23,224.2,260.4
2022-07-06 18:20:00,0.61,0,0,0.5,0.35,1.99,36.68,11.02,0,1.99,23.23,34,7.09,224.4,260.4
2022-07-06 18:25:00,0.36,0.02,0,0.49,0.32,1.99,35.87,10.85,0,1.99,23.48,35,6.07,192.1,260.4
2022-07-06 18:30:00,0.55,0,0,0.49,0.33,1.99,36.92,10.73,0,1.99,23.8,33,9.96,174.3,260.4
2022-07-06 18:35:00,0.36,0,0,0.49,0.3,1.99,37.05,10.69,0,1.99,23.7,34,6.92,169.9,260.4
2022-07-06 18:40:00,0.41,0,0,0.72,0.63,1.99,36.51,10.66,0,1.99,23.54,34,8.21,175.1,260.4
2022-07-06 18:45:00,0.26,0,0,0.51,0.35,1.99,37.62,10.66,0,1.99,23.37,33,9.14,179.3,260.4
2022-07-06 18:50:00,0.68,0,0,0.52,0.35,1.99,37.68,10.69,0,1.99,23.13,33,8.05,182.9,260.4
2022-07-06 18:55:00,0.46,0,0,0.57,0.4,1.99,38.18,10.77,0,1.99,23,33,6.27,179.7,260.4
2022-07-06 19:00:00,0.43,0,0,0.55,0.38,1.99,37.55,10.8,0,1.99,22.91,34,6.2,156.4,260.4
2022-07-06 19:05:00,0.54,0.04,0,0.56,0.4,1.99,37.71,10.87,0,1.99,22.89,35,6.55,152,260.4
2022-07-06 19:10:00,0.56,0,0,0.68,0.54,1.99,37.83,10.92,0,1.99,22.74,35,7.65,162.2,260.5
2022-07-06 19:15:00,0.48,0,0,0.65,0.47,1.99,37.95,10.99,0,1.99,22.67,35,6.3,158.3,260.5
2022-07-06 19:20:00,0.22,0,0,0.6,0.43,1.99,34.63,11.01,0,1.99,22.46,41,4.51,160.7,260.5
2022-07-06 19:25:00,0.65,0,0,0.6,0.46,1.99,35.99,11,0,1.99,22.19,40,5.52,156.4,260.6
2022-07-06 19:30:00,0.49,0,0,0.56,0.41,1.99,35.27,10.94,0,1.99,22.09,38,6.77,168.7,260.7
2022-07-06 19:35:00,0.76,0,0,0.57,0.39,1.99,33.91,10.91,0,1.99,21.94,41,6.16,165.1,260.7
2022-07-06 19:40:00,0.51,0,0,0.58,0.41,1.99,30.28,10.83,0,1.99,21.59,44,5.64,164.5,260.8
2022-07-06 19:45:00,0.44,0,0,0.57,0.41,1.99,29.73,10.79,0,1.99,21.41,45,6.06,162.1,261
2022-07-06 19:50:00,0.74,0,0,0.54,0.38,2,29.46,10.76,0,2,21.25,45,5.83,160.1,261
2022-07-06 19:55:00,0.5,0.02,0,0.54,0.38,1.99,28.3,10.67,0,1.99,21.03,48,5.83,150.1,261.2
2022-07-06 20:00:00,0.72,0.01,0,0.57,0.42,1.99,28.97,10.54,0,1.99,20.71,48,6.35,155.5,261.3
2022-07-06 20:05:00,0.46,0.02,0,0.6,0.43,1.99,27.35,10.49,0,1.99,20.47,49,6.23,157.5,261.4
2022-07-06 20:10:00,0.62,0.03,1.22,3.89,5.11,1.99,22.57,10.5,0,1.99,20.36,51,5.44,157.4,261.5
2022-07-06 20:15:00,0.48,0,2.44,10.94,13.38,1.99,16.49,10.58,0,1.99,20.05,53,4.12,154.1,261.7
2022-07-06 20:20:00,0.7,0.04,0.07,4.02,4.09,1.98,23.73,10.59,0,1.98,19.86,54,3.35,148.5,261.8
2022-07-06 20:25:00,0.66,0.01,0,1.63,1.56,1.99,24.86,10.55,0,1.99,19.65,54,4.12,144,262
2022-07-06 20:30:00,0.53,0.02,0,1.47,1.35,1.99,25.23,10.6,0,1.99,19.43,54,4.86,149.3,262
2022-07-06 20:35:00,0.48,0,0,0.62,0.46,1.99,24.4,10.52,0,1.99,19,56,4.89,149.4,262.2
2022-07-06 20:40:00,0.51,0,0,0.58,0.43,1.99,25.03,10.46,0,1.99,18.58,56,4.61,146.7,262.3
2022-07-06 20:45:00,0.58,0,0,0.6,0.44,1.99,24.17,10.47,0,1.99,18.1,57,4.29,143.6,262.4
2022-07-06 20:50:00,0.55,0.01,0,0.6,0.44,1.99,26.11,10.49,0,1.99,17.61,56,3.51,131.8,262.5
2022-07-06 20:55:00,0.63,0.03,0,0.68,0.49,1.99,30.35,10.48,0,1.99,17.18,57,3.56,129.1,262.5
2022-07-06 21:00:00,0.68,0,0,0.67,0.48,1.99,25.05,10.52,0,1.99,16.81,59,3.5,140.4,262.6
2022-07-06 21:05:00,0.45,0,0,0.62,0.45,1.99,20.41,10.57,0,1.99,16.31,62,3.82,156.7,262.7
2022-07-06 21:10:00,0.48,0.01,0,0.68,0.5,1.99,19.1,10.57,0,1.99,15.67,64,5.6,162.2,262.9
2022-07-06 21:15:00,0.63,0,0,0.66,0.51,1.99,22.98,10.56,0,1.99,15.53,63,5.29,167.6,263
2022-07-06 21:20:00,0.45,0,0,0.73,0.56,2,26.13,10.61,0,2,15.48,61,5.43,164.2,262.9
2022-07-06 21:25:00,0.51,0,0,0.81,0.66,2,27.03,10.59,0,2,15.32,61,5.97,167.9,263
2022-07-06 21:30:00,0.59,0,0,0.87,0.68,2,25.87,10.69,0,2,15.01,63,5.89,164.5,263
2022-07-06 21:35:00,0.62,0,0,0.92,0.74,2,26.65,10.75,0,2,14.71,64,5.63,167.3,263.2
2022-07-06 21:40:00,0.59,0,0,1.02,0.83,2,26.59,10.82,0,2,14.12,66,5.61,161.9,263.4
2022-07-06 21:45:00,0.57,0,0,1.31,1.15,2,24.52,10.91,0,2,13.73,68,6.11,166.1,263.4
2022-07-06 21:50:00,0.41,0.04,0,1.39,1.3,2,17.4,11.03,0,2,13.31,71,6.15,182.1,263.5
2022-07-06 21:55:00,0.15,0,0,1.11,0.93,2,18.96,11.07,0,2,13.14,71,6,187.4,263.5
2022-07-06 22:00:00,0.4,0,0,1.01,0.81,2,25.74,11.11,0,2,13.34,68,5.59,183.4,263.5
2022-07-06 22:05:00,0.59,0,0,0.86,0.66,2.01,25.19,11.16,0,2.01,13.41,68,5.86,179.3,263.5
2022-07-06 22:10:00,0.51,0,0,0.92,0.75,2,23.72,11.23,0,2,13.42,70,5.43,179,263.7
2022-07-06 22:15:00,0.45,0,0,1.13,1.14,2,17.63,11.25,0,2,12.92,72,4.93,190.5,263.8
2022-07-06 22:20:00,0.55,0,0,1.28,1.2,2,17.9,11.3,0,2,12.51,74,5.02,177,263.9
2022-07-06 22:25:00,0.61,0,0,0.91,0.76,2,26.53,11.36,0,2,12.43,72,4.22,169.7,264
2022-07-06 22:30:00,0.61,0,0,0.87,0.71,2,22.6,11.39,0,2,12.52,72,5.13,164.6,264
2022-07-06 22:35:00,0.36,0,0,0.95,0.78,2,16.96,11.41,0,2,12.44,75,5.27,168.2,264.3
2022-07-06 22:40:00,0.48,0,0,1.38,1.36,2.01,12.58,11.4,0,2.01,11.98,76,5.5,170.9,264.6
2022-07-06 22:45:00,0.34,0,0,1.2,1.08,2.02,14.6,11.4,0,2.02,11.71,77,5.22,173.8,264.4
2022-07-06 22:50:00,0.29,0,0,0.78,0.6,2.01,15.25,11.42,0,2.01,11.55,79,6.88,171.8,264.6
2022-07-06 22:55:00,0.45,0.01,0,0.87,0.74,2.01,15.67,11.41,0,2.01,11.67,78,6.39,173.7,264.7
2022-07-06 23:00:00,0.48,0,0,0.8,0.6,2,14.33,11.45,0,2,11.49,78,6.76,167.4,264.7
2022-07-06 23:05:00,0.57,0,0,0.72,0.53,2,16.07,11.48,0,2,11.38,79,6.54,174.5,265
2022-07-06 23:10:00,0.58,0,0,1.36,1.36,2.02,11.28,11.46,0,2.02,10.99,80,6.24,177,265.7
2022-07-06 23:15:00,0.43,0,0,1.14,1.04,2.04,11.46,11.48,0,2.04,10.66,82,5.85,180.1,265.4
2022-07-06 23:20:00,0.47,0.01,0,0.65,0.49,2.01,11.96,11.46,0,2.01,10.6,82,5.89,179.6,265.6
2022-07-06 23:25:00,0.54,0.02,0,0.67,0.47,2.01,13.15,11.48,0,2.01,10.44,82,5.11,180.3,265.9
2022-07-06 23:30:00,0.49,0.02,0,0.71,0.54,2.01,11.81,11.47,0,2.01,9.69,85,3.23,188.3,266
2022-07-06 23:35:00,0.45,0,0,0.78,0.57,2.12,12.14,11.46,0,2.12,9.49,88,2.86,204.6,266
2022-07-06 23:40:00,0.28,0,0,0.96,0.75,2.21,12.36,11.46,0,2.21,9.59,88,2.93,182.8,266.1
2022-07-06 23:45:00,0.61,0,0,0.68,0.51,2.07,13.17,11.45,0,2.07,9.69,87,4.2,175.6,266.3
2022-07-06 23:50:00,0.42,0,0,0.85,0.82,2.05,8.22,11.45,0,2.05,9.68,86,4.17,213.7,266.3
2022-07-06 23:55:00,0.65,0,0,0.85,0.81,2.29,7.37,11.47,0,2.29,9.76,87,5.11,221.1,266.5
2022-07-07 00:00:00,0.72,0,0,1.68,1.53,2.11,13.89,11.45,0,2.11,10.07,85,4.18,219.7,266.2
2022-07-07 00:05:00,0.52,0.02,0,3.57,3.55,2.05,11.54,11.53,0,2.05,10.11,85,3.37,223,266
2022-07-07 00:10:00,0.77,0.01,0,3.72,3.58,2.03,12.97,11.64,0,2.03,10.13,85,2.18,214.3,266.4
2022-07-07 00:15:00,0.54,0,0,4.01,3.86,2.03,11.77,11.69,0,2.03,10.08,84,2.66,202.4,266.6
2022-07-07 00:20:00,0.41,0.02,0,3.88,3.73,2.04,9.86,11.73,0,2.04,9.57,84,3,248.2,266.8
2022-07-07 00:25:00,0.69,0,0,2.71,2.52,2.12,10.36,11.84,0,2.12,9,89,4.93,252.2,267
2022-07-07 00:30:00,0.45,0.02,0,3.01,2.84,2.1,13.35,11.94,0,2.1,9.18,90,5.89,235.7,267.2
2022-07-07 00:35:00,0.68,0,0,2.38,2.23,2.02,13.21,12.06,0,2.02,9.58,87,5.99,222.8,267.2
2022-07-07 00:40:00,0.58,0,0,2.41,2.39,2.03,11.52,12.16,0,2.03,9.75,86,6.3,231.3,267
2022-07-07 00:45:00,0.47,0.02,0,2.51,2.47,2.05,11.63,12.27,0,2.05,9.93,84,5.99,233.7,267.2
2022-07-07 00:50:00,0.76,0,0,5,4.9,2.02,11.73,12.42,0,2.02,9.96,85,6.16,239.1,267.2
2022-07-07 00:55:00,0.58,0,0,5.43,5.31,2.01,9.54,12.56,0,2.01,9.93,84,7.83,236.3,267.1
2022-07-07 01:00:00,0.58,0,0,4.81,4.66,2.01,10.09,12.6,0,2.01,9.89,84,6.31,223.9,267.2
2022-07-07 01:05:00,0.54,0,Z/S,Z/S,Z/S,2.02,15.11,12.54,0,2.02,10.09,84,6.26,233,267.2
2022-07-07 01:10:00,0.61,0,Z/S,Z/S,Z/S,2.02,12.81,12.44,0,2.02,10.17,84,6.81,238.1,267.1
2022-07-07 01:15:00,0.39,0.01,Z/S,Z/S,Z/S,2.02,13.21,12.27,0,2.02,10.06,84,6.71,226.2,267.3
2022-07-07 01:20:00,0.38,0,Z/S,Z/S,Z/S,2.04,16.53,11.98,0,2.04,10.08,86,6.86,214.9,267.4
2022-07-07 01:25:00,0.54,0,Z/S,Z/S,Z/S,2.04,18.09,11.74,0,2.04,10.06,85,6.72,207.6,267.1
2022-07-07 01:30:00,0.22,0.03,Z/S,Z/S,Z/S,2.04,16.29,11.63,0,2.04,10.11,86,7.27,200.4,267
2022-07-07 01:35:00,0.44,0.03,Z/S,Z/S,Z/S,2.04,14.99,11.53,0,2.04,10.21,85,7.78,200.9,267
2022-07-07 01:40:00,0.6,0,Z/S,Z/S,Z/S,2.04,14.71,11.43,0,2.04,10.2,85,7.32,187.2,266.7
2022-07-07 01:45:00,0.74,0,Z/S,Z/S,Z/S,2.02,18.12,11.31,0,2.02,10.37,85,6.86,175.4,266.6
2022-07-07 01:50:00,0.82,0,Z/S,Z/S,Z/S,2.03,12.68,11.24,0,2.03,10.36,84,6,174.6,266.7
2022-07-07 01:55:00,0.48,0.03,Z/S,Z/S,Z/S,2.02,15.67,11.21,0,2.02,9.91,85,4.05,175.7,267.2
2022-07-07 02:00:00,0.41,0,1.67,3.7,5.37,2.04,10.22,11.29,0,2.04,9.6,86,4.46,188.2,267.2
2022-07-07 02:05:00,0.43,0.01,0.1,2.26,2.36,2.04,8.62,11.37,0,2.04,9.5,87,4.93,182,267.5
2022-07-07 02:10:00,0.39,0,0.05,2.08,2.13,2.03,10.67,11.41,0,2.03,9.45,87,4.97,172.3,267.5
2022-07-07 02:15:00,0.65,0,0,1.31,1.15,2.02,11.79,11.53,0,2.02,9.31,88,5.88,168.5,267.5
2022-07-07 02:20:00,0.52,0.01,1.52,2.33,3.85,2.02,9.45,11.65,0,2.02,9.17,87,6.68,173.6,267.5
2022-07-07 02:25:00,0.74,0.07,5.23,2.8,8.03,2.03,4.26,11.71,0,2.03,8.87,87,7.27,178.4,267.5
2022-07-07 02:30:00,0.68,0,0.65,1.81,2.46,2.05,8.07,11.72,0,2.05,8.8,89,6.78,177.5,267.6
2022-07-07 02:35:00,0.49,0,0.3,1.89,2.2,2.04,10.91,11.78,0,2.04,8.8,90,6.64,177.8,267.7
2022-07-07 02:40:00,0.63,0,0,1.65,1.65,2.02,10.8,11.84,0,2.02,8.76,89,5.96,172.1,267.9
2022-07-07 02:45:00,0.58,0,0,1.25,1.12,2.02,13.17,11.87,0,2.02,8.28,91,5.07,169,268.1
2022-07-07 02:50:00,0.61,0,0,1.14,0.95,2.02,12.04,11.86,0,2.02,7.81,93,4.46,168.2,268.6
2022-07-07 02:55:00,0.59,0,0,1.07,0.9,2.02,14.02,11.88,0,2.02,7.7,95,4.97,166.2,269.1
2022-07-07 03:00:00,0.37,0,0,1.29,1.28,Z/S,11.67,11.92,Z/S,Z/S,7.71,96,5.76,166.6,269.6
2022-07-07 03:05:00,Z/S,0,0,0.94,0.77,Z/S,9.3,11.93,Z/S,Z/S,7.95,94,6.51,168.9,270
2022-07-07 03:10:00,Z/S,0.01,0.29,1.44,1.73,Z/S,7.58,11.94,Z/S,Z/S,8.03,93,6.95,173.1,270.4
2022-07-07 03:15:00,Z/S,0,1.21,1.78,2.98,Z/S,5,11.97,Z/S,Z/S,8.16,92,7.16,181.2,271.1
2022-07-07 03:20:00,Z/S,0,0.1,1.76,1.85,Z/S,7.11,11.99,Z/S,Z/S,8.2,92,6.24,179.8,271.3
2022-07-07 03:25:00,Z/S,0.02,0.17,2.44,2.6,Z/S,8.07,12.05,Z/S,Z/S,8.13,93,5.92,174.8,271.9
2022-07-07 03:30:00,Z/S,0,0.24,2.23,2.47,Z/S,5.14,12.05,Z/S,Z/S,7.78,93,6.23,178,272.7
2022-07-07 03:35:00,Z/S,0.01,1.74,2.6,4.34,Z/S,3.51,12.06,Z/S,Z/S,7.6,92,6.26,178.6,273.1
2022-07-07 03:40:00,Z/S,0.1,4.78,3.11,7.9,Z/S,1.95,12.11,Z/S,Z/S,7.54,91,6.2,175.6,273.7
2022-07-07 03:45:00,Z/S,0.08,1.44,2.77,4.2,Z/S,3.31,12.1,Z/S,Z/S,7.4,91,6.37,170.9,274.5
2022-07-07 03:50:00,Z/S,0,0.06,2.79,2.84,Z/S,5.52,12.09,Z/S,Z/S,7.4,93,5.74,170.2,275.3
2022-07-07 03:55:00,Z/S,0,0,3.03,2.92,Z/S,9.76,12.12,Z/S,Z/S,7.43,95,4.46,164.2,276.3
2022-07-07 04:00:00,0.57,0,0,3.29,3.17,2.07,11.39,12.19,0,2.07,7.49,97,4.24,163.7,277.1
2022-07-07 04:05:00,0.7,Z/S,0,3.23,3.15,2.07,11.61,12.31,0,2.07,7.43,98,4.04,160.2,278.2
2022-07-07 04:10:00,0.6,Z/S,0,3.09,3.02,2.07,12.39,12.4,0,2.07,7.26,98,3.51,160.3,279.1
2022-07-07 04:15:00,0.48,Z/S,0,2.65,2.59,2.07,11.38,12.44,0,2.07,7.2,97,4.23,163.5,279.8
2022-07-07 04:20:00,0.34,Z/S,0,1.83,1.69,2.06,14.13,12.39,0,2.06,7.43,98,4.4,151.6,281.4
2022-07-07 04:25:00,0.52,Z/S,0,1.22,1.15,2.05,11.62,12.17,0,2.05,7.63,98,3.97,164.4,282.6
2022-07-07 04:30:00,0.22,Z/S,0,0.94,0.86,2.05,7.39,11.94,0,2.05,7.75,96,4.84,158.2,283
2022-07-07 04:35:00,0.22,Z/S,0,1.15,1.04,2.05,8.6,11.8,0,2.05,7.98,95,5.66,151.4,284.1
2022-07-07 04:40:00,0.39,Z/S,0,1.92,1.86,2.06,10.65,11.67,0,2.06,8.39,96,4.24,126.2,285.3
2022-07-07 04:45:00,0.31,Z/S,0.3,2.42,2.72,2.09,11.02,11.55,0,2.09,8.57,95,3.48,138.3,286.3
2022-07-07 04:50:00,0.25,Z/S,0.08,2.33,2.41,2.08,9.68,11.4,0,2.08,8.83,93,4.59,156.9,287.7
2022-07-07 04:55:00,0.43,Z/S,0.29,2.7,2.99,2.1,9.86,11.18,0,2.1,9.19,92,6.28,161.1,288.7
2022-07-07 05:00:00,0.43,Z/S,0.55,2.66,3.22,2.1,8.06,11.08,0,2.1,9.5,90,7.06,153.9,288.7
2022-07-07 05:05:00,0.49,0,0.35,2.53,2.87,2.11,Z/S,11.12,0,2.11,9.85,88,7.05,160.8,289.3
2022-07-07 05:10:00,0.73,0,0.54,3.14,3.68,2.11,Z/S,11.23,0,2.11,10.03,89,7.03,170,289.1
2022-07-07 05:15:00,0.47,0,1.27,5.39,6.66,2.12,Z/S,11.34,0,2.12,10.4,88,6.72,164.1,285.9
2022-07-07 05:20:00,0.66,0,1.39,6.78,8.17,2.13,Z/S,11.38,0,2.13,10.8,87,7.09,162.4,282.8
2022-07-07 05:25:00,0.64,0,1.74,7.02,8.75,2.14,Z/S,11.42,0,2.14,11.31,85,7.43,160.3,279.3
2022-07-07 05:30:00,0.47,0,1.97,7.19,9.16,2.14,Z/S,11.54,0,2.14,11.67,83,7.06,163.6,273.7
2022-07-07 05:35:00,0.42,0.01,1.74,6.24,7.99,2.14,Z/S,11.68,0,2.14,12.08,81,7.55,157,268.2
2022-07-07 05:40:00,0.45,0.04,1.91,6.02,7.93,2.14,Z/S,11.8,0,2.14,12.38,80,6.64,152.2,266.2
2022-07-07 05:45:00,0.57,0.02,2.1,5.78,7.88,2.14,Z/S,11.83,0,2.14,12.68,79,5.74,154,265.8
2022-07-07 05:50:00,0.48,0.02,2.28,5.93,8.21,2.15,Z/S,11.82,0,2.15,12.93,78,5.73,155.6,265.6
2022-07-07 05:55:00,0.65,0.04,1.82,5.23,7.05,2.14,Z/S,11.88,0,2.14,13.45,77,6.09,153.9,265.4
2022-07-07 06:00:00,0.44,0.07,2.06,5.67,7.73,2.13,Z/S,11.84,0,2.13,13.91,75,7.33,157.6,265.2
2022-07-07 06:05:00,0.47,0.01,2.52,5.91,8.43,2.12,12.66,11.79,0,2.12,14.1,74,7.4,159.7,264.6
2022-07-07 06:10:00,0.56,0.06,2.89,6.25,9.14,2.1,14.61,11.59,0,2.1,14.58,73,8.11,150.3,264.1
2022-07-07 06:15:00,0.76,0.08,1.45,4.47,5.92,2.09,16.5,11.38,0,2.09,15.32,70,8.19,159,263.8
2022-07-07 06:20:00,0.54,0,1.11,3.86,4.97,2.07,18.42,11.15,0,2.07,15.64,68,8.92,158.8,263.6
2022-07-07 06:25:00,0.41,0.01,1.18,3.89,5.07,2.07,18.75,10.86,0,2.07,15.87,67,7.51,156.6,263.5
2022-07-07 06:30:00,0.47,0.04,1.13,3.66,4.79,2.07,19.08,10.5,0,2.07,16.23,66,8.6,155,263.3
2022-07-07 06:35:00,0.38,0.09,0.92,3.17,4.09,2.07,19.2,10.31,0,2.07,16.56,65,6.89,152.6,263.2
2022-07-07 06:40:00,0.32,0.07,1.03,3.27,4.3,2.08,18.18,10.16,0,2.08,16.74,66,6.5,149.5,263.2
2022-07-07 06:45:00,0.57,0.07,0.85,3,3.85,2.07,18.53,9.89,0,2.07,17.03,66,8.02,155.3,263
2022-07-07 06:50:00,0.42,0.07,0.67,2.49,3.16,2.08,19.63,9.71,0,2.08,17.27,65,6.54,159,262.9
2022-07-07 06:55:00,0.44,0.1,0.64,2.33,2.97,2.08,20.07,9.51,0,2.08,17.65,64,6.78,162.4,263
2022-07-07 07:00:00,0.3,0.05,0.55,2.21,2.77,2.07,20.06,9.33,0,2.07,18.13,63,7.57,161.2,262.9
2022-07-07 07:05:00,0.3,0.01,0.45,1.99,2.44,2.07,20.86,9.22,0,2.07,18.61,62,7.87,167.4,263
2022-07-07 07:10:00,0.63,0.04,0.09,1.26,1.35,2.06,23.26,9.09,0,2.06,18.91,60,9.6,169.1,262.7
2022-07-07 07:15:00,0.74,0.05,0,1.01,0.99,2.04,24.67,9,0,2.04,19.19,58,9.73,164.2,262.4
2022-07-07 07:20:00,0.89,0,0,1.1,1.09,2.04,24.96,8.89,0,2.04,19.48,57,9.46,161.5,262.2
2022-07-07 07:25:00,0.85,0.07,0.01,1.12,1.12,2.03,25.25,8.81,0,2.03,19.83,57,9.21,159.6,262
2022-07-07 07:30:00,0.76,0.07,0.21,1.72,1.94,2.03,25.24,8.69,0,2.03,20.27,56,7.37,146.2,261.8
2022-07-07 07:35:00,1.05,0.03,0.73,2.91,3.64,2.03,24.53,8.58,0,2.03,20.35,56,8.44,136.9,261.6
