Wood Buffalo Environmental Association - Continuous Ambient Air Quality Monitoring Program
For authorized use only
AMS14, L1, 5Mn
Exported On:,2022/08/24,10:56
Date Range:,2021/8/23,0:00,to,2022/8/23,23:00

Date/Time, SO2 (ppb), TRS (ppb), NO (ppb), NO2 (ppb), NOX (ppb), THC (ppm), O3 (ppb), PM2.5 (ug/m3), NMHC (ppm), CH4 (ppm), Temp @ 2m (deg. C), RH (%), Wind Speed @ 20m (km/h), Wind Dir. @ 20m (deg.), LW % of range
2022-05-24 10:45:00,0,0.12,0,0.23,0,1.99,26.34,1.62,0,1.99,7.68,47,15.77,106.1,261.7
2022-05-24 10:50:00,0.16,0.15,0,0.23,0,1.99,26.16,1.75,0,1.99,7.74,47,11.89,110.5,261.5
2022-05-24 10:55:00,0.13,0.05,0,0.28,0.03,1.99,26.04,1.67,0,1.99,7.94,46,16.6,103.5,261.4
2022-05-24 11:00:00,0.27,0.09,0,0.22,0,1.99,26.21,1.58,0,1.99,7.79,46,15.51,105.1,261.4
2022-05-24 11:05:00,0.06,0.15,0,0.18,0,1.99,26.51,1.57,0,1.99,7.76,46,15.65,99,261.5
2022-05-24 11:10:00,0.08,0.06,0,0.22,0,1.99,26.22,1.57,0,1.99,8.07,46,15.82,100.3,261.4
2022-05-24 11:15:00,0.14,0.15,0,0.23,0,1.99,26.39,1.65,0,1.99,8.06,46,14.98,107.2,261.3
2022-05-24 11:20:00,0.01,0.13,0,0.25,0,1.99,26.14,1.66,0,1.99,8.14,47,14.22,91.2,261.5
2022-05-24 11:25:00,0.11,0.13,0,0.21,0,1.99,26,1.61,0,1.99,8.23,47,15.99,90.1,261.4
2022-05-24 11:30:00,0,0.07,0,0.17,0,1.99,26.09,1.61,0,1.99,8.52,46,16.79,100.1,261.2
2022-05-24 11:35:00,0.22,0.06,0,0.19,0,1.99,25.79,1.72,0,1.99,8.59,46,16.1,101.2,261.3
2022-05-24 11:40:00,0.32,0.08,0,0.23,0,1.99,25.89,1.76,0,1.99,8.75,46,17.14,104.5,261.3
2022-05-24 11:45:00,0.06,0.07,0,0.23,0,1.99,25.61,1.65,0,1.99,8.75,46,14.73,88.8,261.3
2022-05-24 11:50:00,0.18,0.09,0,0.21,0,1.99,25.33,1.57,0,1.99,8.88,46,14.2,96.9,261.3
2022-05-24 11:55:00,0.25,0.07,0,0.3,0.11,2,25.45,1.62,0,2,9.1,45,16.99,122.3,261.2
2022-05-24 12:00:00,0.23,0.12,0,0.52,0.37,1.99,27.41,1.65,0,1.99,8.94,46,18.55,143.4,261.6
2022-05-24 12:05:00,0,0.05,0,0.41,0.27,1.99,29.61,1.71,0,1.99,8.6,49,19.12,154.5,262.4
2022-05-24 12:10:00,0.43,0.11,0.29,1.36,1.65,2,28.53,1.81,0,2,8.46,51,12.51,149,261.6
2022-05-24 12:15:00,1.24,0.14,1.7,4.32,6.02,1.99,25.04,1.86,0,1.99,8.83,50,10.93,129.7,261.4
2022-05-24 12:20:00,0.38,0.08,0.07,1.11,1.18,1.99,27.88,1.84,0,1.99,9.02,48,12.91,131.1,261.4
2022-05-24 12:25:00,0.33,0.11,0,0.94,0.93,1.99,27.81,1.78,0,1.99,9.02,48,13.68,127.6,261.4
2022-05-24 12:30:00,0.34,0.09,0,0.6,0.52,2,27.14,1.81,0,2,9.08,47,15.39,143.4,261.4
2022-05-24 12:35:00,0.19,0.1,0,0.66,0.66,1.99,27.25,1.92,0,1.99,9.01,47,16.46,127.6,261.4
2022-05-24 12:40:00,0.25,0.1,0,0.41,0.21,1.99,27.75,1.92,0,1.99,9.08,48,12.48,111.5,261.5
2022-05-24 12:45:00,0.49,0.13,0.1,1.1,1.21,1.99,27.01,1.92,0,1.99,9.15,47,11.34,124,261.4
2022-05-24 12:50:00,0.06,0.08,0,0.5,0.34,1.99,27.77,1.89,0,1.99,9.15,47,12.89,103.9,261.4
2022-05-24 12:55:00,0.17,0.04,0,0.82,0.7,1.99,27.84,1.86,0,1.99,9.22,47,13.65,128.9,261.5
2022-05-24 13:00:00,0.38,0.07,0,1.35,1.36,1.99,28.27,1.78,0,1.99,9.28,45,13.85,156.4,261.5
2022-05-24 13:05:00,0.22,0.12,0,0.58,0.43,1.99,32.54,1.81,0,1.99,9.09,45,15.16,158.9,261.5
2022-05-24 13:10:00,0.12,0.1,0,0.36,0.17,1.98,33.17,2.01,0,1.98,8.81,47,18.36,145.9,261.5
2022-05-24 13:15:00,0.1,0.11,0,0.34,0.15,1.99,32.09,2.07,0,1.99,8.74,48,16.23,146.9,261.7
2022-05-24 13:20:00,0.16,0.13,0,0.35,0.11,1.99,32.21,2.1,0,1.99,8.88,48,14.79,152.9,261.5
2022-05-24 13:25:00,0.62,0.06,0.13,1.62,1.74,1.99,30.29,2.1,0,1.99,9.2,47,13.52,142.2,261.5
2022-05-24 13:30:00,1.04,0.07,0.77,4.07,4.83,1.99,28.84,2.13,0,1.99,9.13,48,16.86,146.6,261.9
2022-05-24 13:35:00,0.76,0.05,0.23,1.98,2.21,2,30.86,2.21,0,2,9.1,50,15.22,126.9,276.5
2022-05-24 13:40:00,0.27,0.14,0,0.27,0.07,1.99,29.83,2.17,0,1.99,8.91,51,15.29,140.7,275.5
2022-05-24 13:45:00,0.31,0.12,0,0.23,0,1.99,29.58,2.07,0,1.99,9.08,49,15.28,118.3,265.5
2022-05-24 13:50:00,0.28,0.14,0,0.25,0,1.99,29.57,2.05,0,1.99,9.32,48,17.49,124.9,261.6
2022-05-24 13:55:00,0.12,0.1,0,0.29,0.05,1.99,30.17,1.99,0,1.99,9.49,48,13.93,126.8,261.5
2022-05-24 14:00:00,0.15,0.12,0,0.26,0.04,1.99,30.48,1.96,0,1.99,10,46,16.5,129.9,261.2
2022-05-24 14:05:00,0.34,0.07,0,0.44,0.3,1.99,30.42,2.01,0,1.99,10.36,46,13.12,122.1,261.2
2022-05-24 14:10:00,0.18,0.06,0,0.54,0.4,1.99,30.22,2.09,0,1.99,10.41,45,14.29,115.1,261.2
2022-05-24 14:15:00,0.38,0.16,0,0.42,0.22,1.99,30.64,2.14,0,1.99,10.02,45,16.16,116.5,261.2
2022-05-24 14:20:00,0.35,0.03,0,0.69,0.6,1.99,29.88,2.21,0,1.99,9.98,46,17.28,116,261.3
2022-05-24 14:25:00,0.45,0.11,0,0.4,0.18,1.99,30.01,2.25,0,1.99,10.13,46,14.44,113.4,261.4
2022-05-24 14:30:00,0.22,0.12,0,0.41,0.2,1.99,29.56,2.11,0,1.99,10.36,46,12.93,129.1,261.4
2022-05-24 14:35:00,0.38,0.16,0.09,1.29,1.38,1.99,28.56,2.04,0,1.99,10.51,45,13.81,128.8,261.4
2022-05-24 14:40:00,0.12,0.08,0,0.63,0.55,1.98,29.32,2.08,0,1.98,10.86,45,16.99,115.1,261.3
2022-05-24 14:45:00,0.74,0.11,0.27,1.23,1.49,1.99,29.16,2.11,0,1.99,11.24,44,15.41,115.1,261.2
2022-05-24 14:50:00,0.22,0.12,0,0.37,0.15,1.98,29.64,1.99,0,1.98,11.49,44,13.38,126,261.1
2022-05-24 14:55:00,0.38,0.05,0,0.7,0.63,1.98,30.68,1.9,0,1.98,11.39,43,17.32,144.7,261.1
2022-05-24 15:00:00,0.45,0.1,0.16,1.23,1.38,1.99,30.57,1.94,0,1.99,10.92,44,17.69,148.4,261.2
2022-05-24 15:05:00,0.86,0.06,0.57,2.05,2.61,1.99,29.4,2.07,0,1.99,10.84,45,18.56,143.7,261.2
2022-05-24 15:10:00,0.99,0.11,1.5,3.4,4.9,1.99,27.78,2.32,0,1.99,11.29,45,16.41,139.7,261.2
2022-05-24 15:15:00,1.05,0.09,0.91,2.63,3.55,1.99,28.45,2.44,0,1.99,11.44,44,16.79,122.3,261.2
2022-05-24 15:20:00,0.85,0.1,0.72,2.31,3.03,1.99,28.95,2.4,0,1.99,11.47,44,17.75,130,261.2
2022-05-24 15:25:00,0.59,0.08,0,0.5,0.35,1.98,32.94,2.36,0,1.98,11.29,44,20.06,121.6,261.3
2022-05-24 15:30:00,0.29,0.07,0,0.36,0.13,1.98,31.49,2.23,0,1.98,11.15,44,17.64,140.8,261.3
2022-05-24 15:35:00,0.12,0.11,0.31,1.28,1.59,1.98,30.83,2.24,0,1.98,11.09,45,19.49,143.3,261.4
2022-05-24 15:40:00,0.53,0.19,0.31,1.67,1.98,1.98,30.37,2.28,0,1.98,11.35,45,15.65,129.5,261.4
2022-05-24 15:45:00,0.61,0.14,0.22,1.59,1.81,1.98,30.89,2.28,0,1.98,11.68,44,13.08,137.5,261.3
2022-05-24 15:50:00,0.93,0.15,0.73,2.75,3.49,1.98,31.42,2.31,0,1.98,11.75,44,16.04,141,261.2
2022-05-24 15:55:00,1.03,0.15,0.89,2.83,3.72,1.98,31.3,2.33,0,1.98,11.75,44,14.61,148,261.2
2022-05-24 16:00:00,0.27,0.15,0,0.85,0.82,1.98,31.86,2.72,0,1.98,11.76,44,18.67,152.6,261.2
2022-05-24 16:05:00,0.41,0.11,0.07,0.92,0.98,1.98,30.58,2.78,0,1.98,11.53,45,19.29,147.3,261.3
2022-05-24 16:10:00,0.38,0.09,0,0.53,0.42,1.98,29.95,2.52,0,1.98,11.81,45,18.46,160.4,261.3
2022-05-24 16:15:00,0.5,0.12,0.32,1.32,1.64,1.98,28.94,2.43,0,1.98,11.96,44,17.41,137.7,261.4
2022-05-24 16:20:00,0.84,0.08,0.76,2.31,3.07,1.98,27.85,2.39,0,1.98,12.04,44,16.72,134.6,261.4
2022-05-24 16:25:00,0.97,0.16,0.91,2.43,3.34,1.98,27.64,2.31,0,1.98,12.27,44,17.94,136.4,261.4
2022-05-24 16:30:00,0.93,0.14,0.98,2.85,3.83,1.98,27.1,2.35,0,1.98,12.24,43,17.63,129,261.4
2022-05-24 16:35:00,0.5,0.1,0.15,1.22,1.37,1.98,28.05,2.49,0,1.98,11.61,45,18.54,142.5,261.5
2022-05-24 16:40:00,0.52,0.14,0,0.75,0.66,1.98,27.66,2.67,0,1.98,11.85,45,15.25,146.2,261.6
2022-05-24 16:45:00,1.14,0.08,0.98,2.58,3.55,1.99,25.31,2.57,0,1.99,12.17,45,15.39,141.6,261.5
2022-05-24 16:50:00,1.53,0.12,1.73,3.84,5.56,1.99,23.91,2.44,0,1.99,12.28,45,12.95,142,261.5
2022-05-24 16:55:00,0.35,0.12,0.24,1.27,1.5,1.99,25.97,2.55,0,1.99,11.91,46,16.4,150.7,261.6
2022-05-24 17:00:00,1.32,0.14,1.2,2.83,4.03,1.99,24.61,2.6,0,1.99,12,46,16.8,147.8,261.6
2022-05-24 17:05:00,0.82,0.07,0.55,1.68,2.23,1.99,25.34,2.52,0,1.99,12.51,45,16.87,142,261.7
2022-05-24 17:10:00,0.45,0.11,0.15,1.07,1.22,1.99,26.09,2.48,0,1.99,12.53,44,18.04,135.1,261.6
2022-05-24 17:15:00,0.73,0.1,0.41,1.57,1.98,1.99,25.67,2.47,0,1.99,12.44,45,17.04,123.3,261.7
2022-05-24 17:20:00,0.33,0.03,0.17,1.15,1.32,1.99,26.02,2.43,0,1.99,12.53,45,15.55,113.4,261.6
2022-05-24 17:25:00,0.61,0.13,0,0.54,0.43,1.99,26.58,2.46,0,1.99,12.72,45,13.94,139.7,261.6
2022-05-24 17:30:00,0.54,0.14,0.06,0.76,0.82,1.99,26.27,2.46,0,1.99,13.12,44,13.52,121.7,261.6
2022-05-24 17:35:00,0.69,0.09,0.21,1.25,1.46,1.99,25.74,2.45,0,1.99,13,44,14.92,140.2,261.6
2022-05-24 17:40:00,0.32,0.04,0.08,0.93,1.01,1.99,25.76,2.49,0,1.99,13.05,44,13.1,107.9,261.6
2022-05-24 17:45:00,0.69,0.13,0.32,1.48,1.79,1.99,25.42,2.56,0,1.99,12.76,45,18.7,119.8,261.6
2022-05-24 17:50:00,0.66,0.09,0.35,1.57,1.91,1.99,25.83,2.69,0,1.99,12.79,45,15.99,122.8,261.7
2022-05-24 17:55:00,0.36,0.09,0.15,1.21,1.36,1.99,26.09,2.71,0,1.99,13.08,44,13.47,112.1,261.6
2022-05-24 18:00:00,0.29,0.09,0,0.64,0.53,1.99,26.95,2.64,0,1.99,13.01,44,15.53,109,261.6
2022-05-24 18:05:00,0.33,0.1,0,0.32,0.09,1.98,27.39,2.62,0,1.98,12.87,45,13.7,102.6,261.6
2022-05-24 18:10:00,0.4,0.09,0,0.58,0.47,1.98,28.03,2.57,0,1.98,13.01,45,15,136.4,261.7
2022-05-24 18:15:00,0.91,0.07,0.35,1.92,2.27,1.99,27.19,2.72,0,1.99,13.22,45,16.06,141.2,261.6
2022-05-24 18:20:00,0.69,0.11,0.14,1.62,1.76,1.99,27.1,2.91,0,1.99,12.95,45,13.19,118.4,261.7
2022-05-24 18:25:00,0.86,0.09,0.02,1.18,1.2,1.99,27.19,2.77,0,1.99,13.01,45,15.7,120.4,261.6
2022-05-24 18:30:00,0.41,0.11,0,0.72,0.62,1.99,28.08,2.7,0,1.99,12.57,46,15.84,118.6,261.7
2022-05-24 18:35:00,0.54,0.1,0,0.68,0.58,1.99,27.87,2.68,0,1.99,12.48,47,16.39,112.9,261.7
2022-05-24 18:40:00,0.41,0.13,0,0.62,0.45,1.99,29.21,2.83,0,1.99,12.32,48,16.83,118.9,261.7
2022-05-24 18:45:00,0.39,0.12,0,0.35,0.13,1.98,29.73,2.98,0,1.98,12.15,48,15.67,122.9,261.7
2022-05-24 18:50:00,0.43,0.12,0,0.6,0.4,1.98,29.19,2.94,0,1.98,12.08,49,13.24,137.8,261.8
2022-05-24 18:55:00,0.48,0.09,0.12,1.03,1.15,1.98,29.18,2.95,0,1.98,12.05,49,14.82,125.9,261.8
2022-05-24 19:00:00,0.51,0.1,0,1.42,1.37,1.98,28.82,2.98,0,1.98,11.76,50,12.47,129.4,261.9
2022-05-24 19:05:00,0.43,0.1,0,1.5,1.42,1.98,28.6,2.88,0,1.98,11.48,51,15.78,129.6,261.9
2022-05-24 19:10:00,0.81,0.12,0,2.01,1.95,1.99,27.86,2.84,0,1.99,11.33,51,12.59,124.7,262
2022-05-24 19:15:00,0.62,0.11,0,1.16,0.99,1.99,28.7,2.98,0,1.99,11.12,52,12.47,123.1,262
2022-05-24 19:20:00,0.61,0.06,0,1.24,1.09,1.99,28.31,3.15,0,1.99,11,52,12.27,123.3,262
2022-05-24 19:25:00,0.38,0.12,0,0.69,0.43,1.99,28.31,3.17,0,1.99,10.88,53,12.07,115.3,262
2022-05-24 19:30:00,0.52,0.05,0,0.34,0.1,1.99,27.31,3.06,0,1.99,10.6,53,12.65,115.7,262.1
2022-05-24 19:35:00,0.24,0.13,0,0.33,0.11,1.99,28.53,3.02,0,1.99,10.49,54,11.85,120.8,262.1
2022-05-24 19:40:00,0.11,0.06,0,0.32,0.08,1.98,28.76,2.98,0,1.98,10.4,54,14.21,122.1,262.2
2022-05-24 19:45:00,0.15,0.12,0,0.35,0.11,1.98,28.83,2.96,0,1.98,10.35,55,12.95,128,262.2
2022-05-24 19:50:00,0.17,0.08,0,0.29,0.07,1.99,29.1,2.98,0,1.99,10.22,56,13.52,124.9,262.2
2022-05-24 19:55:00,0.43,0.08,0,0.76,0.52,1.98,28.73,3.1,0,1.98,10.13,57,11.81,131.9,262.2
2022-05-24 20:00:00,1.18,0.1,0,2.64,2.51,1.99,26.65,3.2,0,1.99,10.07,57,10.56,132.4,262.3
2022-05-24 20:05:00,1.83,0.15,0,4.07,3.95,1.99,25.35,3.28,0,1.99,9.92,58,12.18,130.8,262.4
2022-05-24 20:10:00,2.55,0.12,0,5.12,5.06,1.99,23.92,3.31,0,1.99,9.85,58,11.23,122.7,262.4
2022-05-24 20:15:00,1.5,0.05,0,2.45,2.28,1.99,26.3,3.28,0,1.99,9.69,58,11.71,116.8,262.4
2022-05-24 20:20:00,0.52,0.09,0,0.45,0.2,1.99,26.86,3.31,0,1.99,9.43,58,12.11,116.2,262.4
2022-05-24 20:25:00,0.31,0.06,3,1.24,4.24,1.99,25.12,3.26,0,1.99,9.2,57,13.31,115.2,262.4
2022-05-24 20:30:00,0.42,0.06,5.43,3.28,8.71,1.98,23.4,3.91,0,1.98,8.99,57,11.67,113,262.4
2022-05-24 20:35:00,0.16,0.18,0,0.25,0.01,1.98,25.79,3.88,0,1.98,8.84,57,11.9,111.2,262.4
2022-05-24 20:40:00,0.2,0.08,0,0.26,0,1.98,25.7,3.07,0,1.98,8.69,58,10.35,115.3,262.4
2022-05-24 20:45:00,0.15,0.09,0,0.27,0.01,1.98,25.74,2.6,0,1.98,8.6,58,10.53,115.5,262.5
2022-05-24 20:50:00,0.17,0.09,0,0.33,0.07,1.98,25.64,2.61,0,1.98,8.5,59,9.89,119.2,262.5
2022-05-24 20:55:00,0.57,0.1,0,0.25,0.01,1.98,26.29,2.55,0,1.98,8.34,60,12.18,121.4,262.5
2022-05-24 21:00:00,0.4,0.07,0,0.24,0.02,1.98,26.77,2.53,0,1.98,8.22,61,14.08,119.6,262.5
2022-05-24 21:05:00,0.18,0.12,0,0.33,0.1,1.98,26.94,2.6,0,1.98,8.2,61,11.5,118.6,262.5
2022-05-24 21:10:00,0.35,0.07,0,0.29,0.05,1.98,27.14,2.67,0,1.98,8.12,62,11.13,126.6,262.6
2022-05-24 21:15:00,0.23,0.09,0,0.31,0.04,1.98,27.6,2.9,0,1.98,8.1,62,13.03,129.2,262.6
2022-05-24 21:20:00,0.39,0.09,0,0.34,0.1,1.98,28.03,2.97,0,1.98,8.1,62,9.9,132.3,262.7
2022-05-24 21:25:00,0.24,0.12,0,0.38,0.12,1.98,27.94,2.77,0,1.98,8.05,63,8.41,133.7,262.7
2022-05-24 21:30:00,0.45,0.12,0,0.43,0.17,1.98,27.88,2.63,0,1.98,7.95,63,9.4,130.1,262.7
2022-05-24 21:35:00,0.58,0.12,0,0.86,0.6,1.99,27.64,2.81,0,1.99,7.95,63,9.73,130.9,262.7
2022-05-24 21:40:00,0.86,0.09,0,1.62,1.35,1.99,26.6,3.13,0,1.99,7.91,63,8.73,128.6,262.7
2022-05-24 21:45:00,1.09,0.13,0,2,1.77,2.01,26.04,3.27,0,2.01,7.75,64,8.69,128.5,262.7
2022-05-24 21:50:00,1.1,0.14,0,2.05,1.81,2.01,25.84,3.27,0,2.01,7.57,64,10.77,127.8,262.8
2022-05-24 21:55:00,1.12,0.1,0,2.33,2.1,2,25.68,3.21,0,2,7.5,64,10.73,131.8,262.8
2022-05-24 22:00:00,1.29,0.13,0,2.56,2.32,2,25.79,3.09,0,2,7.48,65,10.17,131.6,262.8
2022-05-24 22:05:00,1.13,0.13,0,1.99,1.74,2,26.08,2.86,0,2,7.35,65,11.53,127.8,262.9
2022-05-24 22:10:00,0.89,0.07,0,1.95,1.68,2,26.01,2.9,0,2,7.17,66,9.01,111.8,262.9
2022-05-24 22:15:00,1.25,0.2,0,2.47,2.24,2.04,25.16,3.3,0,2.04,6.95,66,7.04,109.4,262.9
2022-05-24 22:20:00,0.68,0.15,0,1.37,1.14,2.05,26.06,3.71,0,2.05,6.72,67,8.46,111.2,263
2022-05-24 22:25:00,0.35,0.15,0,1.08,0.82,2.05,26.04,3.73,0,2.05,6.45,68,8.76,115.1,263
2022-05-24 22:30:00,0.5,0.12,0,0.69,0.43,2.03,26.87,3.44,0,2.03,6.26,69,8.41,119.4,263
2022-05-24 22:35:00,0.21,0.13,0,0.8,0.58,2.02,26.55,3.15,0,2.02,6.07,69,9.49,113.5,263.1
2022-05-24 22:40:00,0.31,0.12,0,0.56,0.32,2.02,26.87,3.07,0,2.02,5.7,71,10.43,112,263.2
2022-05-24 22:45:00,0.17,0.11,0,0.37,0.14,2,27.62,3.05,0,2,5.6,72,10.66,112.9,263.3
2022-05-24 22:50:00,0.23,0.08,0,0.31,0.05,1.99,28.03,2.97,0,1.99,5.7,72,10.74,113.5,263.3
2022-05-24 22:55:00,0.3,0.1,0,0.31,0.02,1.99,27.89,2.88,0,1.99,5.62,72,10.57,115.2,263.3
2022-05-24 23:00:00,0.23,0.13,0,0.23,0.01,1.99,27.96,2.82,0,1.99,5.5,73,10.09,109.1,263.4
2022-05-24 23:05:00,0.25,0.09,0,0.26,0,1.99,27.97,2.82,0,1.99,5.52,73,8.66,110.4,263.4
2022-05-24 23:10:00,0.3,0.09,0,0.25,0.01,1.99,27.63,2.75,0,1.99,5.41,73,8.49,111.3,263.4
2022-05-24 23:15:00,0.25,0.07,0,0.24,0,1.99,27.52,2.71,0,1.99,5.16,74,9.6,113.7,263.5
2022-05-24 23:20:00,0.41,0.09,0,0.27,0.02,1.99,27.24,2.74,0,1.99,4.95,75,10.58,109.1,263.6
2022-05-24 23:25:00,0.15,0.1,0,0.22,0,1.99,27.56,2.69,0,1.99,4.9,76,9.29,112.1,263.7
2022-05-24 23:30:00,0.14,0.07,0,0.18,0,1.98,27.48,2.69,0,1.98,4.98,76,10.33,114,263.7
2022-05-24 23:35:00,0.24,0.09,0,0.21,0,1.99,27.25,2.73,0,1.99,4.9,76,11.41,110.4,263.7
2022-05-24 23:40:00,0.3,0.12,0,0.22,0,1.99,27.24,2.75,0,1.99,4.81,76,11.46,111.7,263.7
2022-05-24 23:45:00,0.26,0.11,0,0.24,0,1.99,27.21,2.8,0,1.99,4.76,77,11.09,110.8,263.7
2022-05-24 23:50:00,0.31,0.1,0,0.25,0,1.99,26.97,2.93,0,1.99,4.61,77,9.9,112.1,263.8
2022-05-24 23:55:00,0.21,0.08,0,0.27,0.04,1.99,26.97,3.01,0,1.99,4.55,78,10.56,113.5,263.9
2022-05-25 00:00:00,0,0.08,0,0.19,0,1.99,26.94,3.03,0,1.99,4.5,78,11.37,120.6,263.9
2022-05-25 00:05:00,0.34,0.09,Z/S,Z/S,Z/S,1.99,27.13,3.01,0,1.99,4.63,78,11.82,118.8,263.9
2022-05-25 00:10:00,0.41,0.05,Z/S,Z/S,Z/S,1.99,26.59,2.89,0,1.99,4.68,78,10.34,120.4,264
2022-05-25 00:15:00,0.24,0.11,Z/S,Z/S,Z/S,1.99,26.48,2.88,0,1.99,4.59,79,9.9,120.9,264
2022-05-25 00:20:00,0.5,0.06,Z/S,Z/S,Z/S,1.99,26.19,2.91,0,1.99,4.56,79,9.57,130.6,264
2022-05-25 00:25:00,0.24,0.1,Z/S,Z/S,Z/S,1.99,25.41,2.89,0,1.99,4.64,79,7.29,137.3,264.1
2022-05-25 00:30:00,0.6,0.09,Z/S,Z/S,Z/S,1.99,23.57,2.9,0,1.99,4.51,79,6.06,141.7,264.2
2022-05-25 00:35:00,0.6,0.08,Z/S,Z/S,Z/S,2,22.6,2.89,0,2,4.24,79,6.2,144.2,264.4
2022-05-25 00:40:00,0.64,0.14,Z/S,Z/S,Z/S,2.01,20.92,2.78,0,2.01,4,80,6.97,146.2,264.5
2022-05-25 00:45:00,0.7,0.12,Z/S,Z/S,Z/S,2.01,20.24,2.76,0,2.01,3.74,81,9.32,138.7,264.5
2022-05-25 00:50:00,0.64,0.08,Z/S,Z/S,Z/S,2.03,20.57,2.91,0,2.03,3.89,82,8.68,137.3,264.4
2022-05-25 00:55:00,0.58,0.08,Z/S,Z/S,Z/S,2.04,20.17,2.96,0,2.04,4.08,81,9.06,134.4,264.4
2022-05-25 01:00:00,0.64,0.16,0,4.29,4.1,2.03,20.33,2.91,0,2.03,4.13,81,8.55,135.5,264.4
2022-05-25 01:05:00,0.92,0.14,0,4.34,4.11,2.03,19.77,2.94,0,2.03,3.99,81,8.45,133.9,264.4
2022-05-25 01:10:00,1.25,0.12,0,3.67,3.45,2.04,19.63,3.02,0,2.04,3.64,81,7.11,134.8,264.4
2022-05-25 01:15:00,1.29,0.17,0,3.8,3.58,2.05,19.53,3.01,0,2.05,3.31,83,5.67,138,264.7
2022-05-25 01:20:00,0.95,0.12,0,3.2,3,2.04,19.65,3.01,0,2.04,2.92,84,6.62,140.8,265
2022-05-25 01:25:00,0.78,0.15,0,2.67,2.45,2.05,19.44,3.01,0,2.05,2.53,85,7.35,135.8,265.2
2022-05-25 01:30:00,1.23,0.15,0,3.76,3.52,2.06,19.32,2.99,0,2.06,2.57,87,8.31,130.1,265.5
2022-05-25 01:35:00,1.31,0.13,0,4.03,3.83,2.06,19.12,3.06,0,2.06,2.7,87,7.36,137.1,265.5
2022-05-25 01:40:00,0.89,0.16,0,3.15,2.93,2.06,19.71,3.09,0,2.06,2.7,87,7.54,126.3,265.2
2022-05-25 01:45:00,0.64,0.1,0,2.1,1.87,2.06,18.73,3.05,0,2.06,2.33,86,5.76,118.6,264.9
2022-05-25 01:50:00,0.4,0.14,0,1.67,1.44,2.07,17.46,3,0,2.07,1.55,88,4.84,120.1,264.8
2022-05-25 01:55:00,0.74,0.11,0,1.23,0.99,2.06,20.52,3,0,2.06,1.52,91,6.03,113.3,265.1
2022-05-25 02:00:00,0.22,0.08,0,0.93,0.67,Z/S,22.09,2.97,Z/S,Z/S,2.29,92,6.5,117.1,265.9
2022-05-25 02:05:00,Z/S,0.11,0,1.16,0.95,Z/S,21.52,2.96,Z/S,Z/S,2.61,90,6.07,113.8,266.4
2022-05-25 02:10:00,Z/S,0.14,0,1.19,0.98,Z/S,20.96,2.95,Z/S,Z/S,2.74,89,6.26,117,266.6
2022-05-25 02:15:00,Z/S,0.14,0,1.22,0.96,Z/S,19.68,3.01,Z/S,Z/S,2.53,88,4.94,118.3,267
2022-05-25 02:20:00,Z/S,0.07,0,1.46,1.31,Z/S,16.4,3.05,Z/S,Z/S,2.08,88,3.97,110.8,267.3
2022-05-25 02:25:00,Z/S,0.1,0,1.27,1.01,Z/S,17.44,3.02,Z/S,Z/S,1.55,89,4.5,96.9,267.5
2022-05-25 02:30:00,Z/S,0.17,0,0.79,0.55,Z/S,20,3.03,Z/S,Z/S,1.32,92,6.05,101.1,268.1
2022-05-25 02:35:00,Z/S,0.15,0,0.82,0.55,Z/S,20.23,3,Z/S,Z/S,1.49,94,7.16,111.7,269
2022-05-25 02:40:00,Z/S,0.11,0,1.01,0.78,Z/S,20.54,2.95,Z/S,Z/S,1.56,94,8.1,117.8,269.6
2022-05-25 02:45:00,Z/S,0.15,0,1.41,1.18,Z/S,19.75,3.03,Z/S,Z/S,1.74,94,7.87,123.1,270.1
2022-05-25 02:50:00,Z/S,0.19,0,1.03,0.81,Z/S,20.06,3.09,Z/S,Z/S,1.92,93,7.68,122.3,270.3
2022-05-25 02:55:00,0.71,0.16,0,0.81,0.59,1.51,20.45,3.08,0,1.51,2.02,91,6.91,119,270
2022-05-25 03:00:00,Z/S,0.2,0,0.65,0.42,Z/S,18.19,3.07,Z/S,Z/S,1.19,90,5.76,109.2,269.8
2022-05-25 03:05:00,0.18,Z/S,0,0.53,0.32,2.13,18.11,3.03,0,2.13,0.67,92,6.39,108.3,270.1
2022-05-25 03:10:00,0.37,Z/S,0,0.37,0.12,2.1,21.41,3.05,0,2.1,1.1,95,7.26,108.7,270.9
2022-05-25 03:15:00,0.19,Z/S,0,0.39,0.16,2.08,21.78,3.13,0,2.08,1.31,96,8.09,112.8,272.1
2022-05-25 03:20:00,0.38,Z/S,0,0.4,0.15,2.04,22.29,3.16,0,2.04,1.59,96,9.31,109.8,272.9
2022-05-25 03:25:00,0.37,77.21,0,0.3,0.06,2.03,22.17,3.13,0,2.03,2.18,93,8.45,104.5,273.1
2022-05-25 03:30:00,0.27,Z/S,0,0.3,0.06,2.03,22.27,3.06,0,2.03,2.12,92,7.31,102.8,273.8
2022-05-25 03:35:00,0.11,Z/S,0,0.24,0.02,2.03,21.94,3.04,0,2.03,1.96,92,7.9,105,274.4
2022-05-25 03:40:00,0.18,21.24,0,0.2,0,2.02,22.56,3.03,0,2.02,1.87,92,8.22,109.5,275.5
