Wood Buffalo Environmental Association - Continuous Ambient Air Quality Monitoring Program
For authorized use only
AMS17, L1, 5Mn
Exported On:,2022/08/24,10:57
Date Range:,1995/8/23,0:00,to,2022/8/23,23:00

Date/Time, SO2 (ppb), H2S (ppb), O3 (ppb), NO (ppb), NO2 (ppb), NOX (ppb), THC (ppm), PM2.5 (ug/m3), Temp @ 2M (deg. C), Wind Speed @ 10m (km/h), Wind Direction @ 10m (deg.), Relative Humidity (%), PC (mm)
2022-05-24 10:25:00,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,0
2022-05-24 10:30:00,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,0
2022-05-24 10:35:00,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,0
2022-05-24 10:40:00,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,0
2022-05-31 09:15:00,0,0,37.22,0.08,1.08,1.16,2.41,3.6,12.02,14.59,1.97,35,0
2022-05-31 09:20:00,0,0,37.56,0,0.68,0.65,2.42,3.41,11.96,17.4,342,35,0
2022-05-31 09:25:00,0,0,36.69,0.02,0.76,0.78,2.4,3.23,12.22,17.27,348.5,35,0
2022-05-31 09:30:00,0,0.11,36.04,0.2,1.14,1.34,2.4,3.21,12,16.28,353.3,35,0
2022-05-31 09:35:00,0,0,36.03,0,1.03,1.04,2.41,3.14,12.1,18.12,340.1,36,0
2022-05-31 09:40:00,0,0,35.69,0,0.99,0.96,2.46,3.04,12.23,16.42,336.4,36,0
2022-05-31 09:45:00,0.17,0,35.22,0.21,1.26,1.47,2.38,3.1,12.4,12.79,0.45,36,0
2022-05-31 09:50:00,0,0,35.49,0.2,1.18,1.38,2.4,3.27,12.55,15.5,340.2,36,0
2022-05-31 09:55:00,0,0.01,34.7,0.32,1.13,1.46,2.45,3.43,12.93,11.99,355.2,35,0
2022-05-31 10:00:00,0,0.02,36.11,0.39,1.6,1.99,2.4,3.57,13.06,18.3,352,33,0
2022-05-31 10:05:00,0,0.06,36.89,0.19,1.09,1.28,2.38,3.5,13.33,15.69,0.59,31,0
2022-05-31 10:10:00,0,0.09,37.23,0.23,0.57,0.8,2.4,3.19,13.32,19.82,343.7,31,0
2022-05-31 10:15:00,0,0.12,37.51,0,0.74,0.72,2.41,2.85,13.02,22.06,332.4,31,0
2022-05-31 10:20:00,0,0,37.67,0.04,0.59,0.63,2.38,2.76,13.01,20.58,338.3,31,0
2022-05-31 10:25:00,0,0,37.31,0.01,0.79,0.8,2.4,2.71,13.23,17.52,337.9,31,0
2022-05-31 10:30:00,0,0,37.13,0.08,0.94,1.02,2.44,3.06,13.45,18.65,354.7,30,0
2022-05-31 10:35:00,0,0,37.92,0,1.11,1.07,2.41,3.29,13.59,17.07,346.1,30,0
2022-05-31 10:40:00,0,0.01,38.35,0,0.72,0.46,2.39,3.16,13.3,19.64,330.5,30,0
2022-05-31 10:45:00,0,0,37.72,0,0.56,0.36,2.4,3.23,13.2,17.67,320.4,30,0
2022-05-31 10:50:00,0,0.08,37.42,0,0.77,0.61,2.41,3.4,13.39,17.87,334.9,31,0
2022-05-31 10:55:00,0,0,37.64,0,0.6,0.56,2.36,3.34,13.37,20.08,332.4,31,0
2022-05-31 11:00:00,0,0,37.43,0,0.46,0.42,2.38,3.15,13.61,15.12,1.25,31,0
2022-05-31 11:05:00,0,0.13,37.38,0,0.42,0.37,2.41,3,13.67,21.44,333.4,31,0
2022-05-31 11:10:00,0,0.02,37.25,0.18,0.19,0.37,2.37,2.76,13.64,21.08,340.6,31,0
2022-05-31 11:15:00,0,0,38.24,0.21,0.38,0.59,2.36,2.87,13.7,19.66,344.6,30,0
2022-05-31 11:20:00,0,0.02,38.43,0.18,0.44,0.63,2.4,2.93,13.86,19.15,331.5,30,0
2022-05-31 11:25:00,0,0.05,38.58,0.16,0.53,0.69,2.4,3.17,14.08,22.61,331.1,30,0
2022-05-31 11:30:00,0,0,38.42,0.1,0.53,0.63,2.36,3.37,13.7,18.24,336.7,30,0
2022-05-31 11:35:00,0,0,38.54,0,0.42,0.4,2.38,3.22,13.76,18.26,328.2,30,0
2022-05-31 11:40:00,0,0.11,38.94,0,0.64,0.53,2.4,3.1,14.03,21.54,325.8,29,0
2022-05-31 11:45:00,0,0.14,38.49,0.02,0.69,0.71,2.35,3.18,14.41,14.98,339.6,29,0
2022-05-31 11:50:00,0,0,38.74,0.28,0.57,0.86,2.38,3.3,14.53,18.62,356.8,28,0
2022-05-31 11:55:00,0,0.12,39.08,0.24,0.34,0.58,2.42,3.32,14.55,16.88,351.7,28,0
2022-05-31 12:00:00,0,0,39.13,0.2,0.23,0.42,2.4,3.17,14.34,19.67,333.8,28,0
2022-05-31 12:05:00,0.05,0.21,39.85,0.07,0.52,0.59,2.39,3.12,14.09,23.69,343,27,0
2022-05-31 12:10:00,0,0,40.01,0,0.46,0.41,2.42,3.17,14.43,17.67,344.3,27,0
2022-05-31 12:15:00,0,0,39.33,0.02,0.47,0.5,2.39,3.12,14.52,16.49,342.8,27,0
2022-05-31 12:20:00,0,0.04,38.99,0.2,0.59,0.79,2.35,3.24,14.72,18.31,342.1,27,0
2022-05-31 12:25:00,0.01,0.18,40.06,0.38,0.35,0.73,2.37,3.5,14.38,21.21,344.9,26,0
2022-05-31 12:30:00,0,0,39.03,0.29,0.28,0.57,2.4,3.47,14.32,17.09,350.6,28,0
2022-05-31 12:35:00,0,0.08,38.95,0.06,0.46,0.52,2.36,3.63,14.21,21.36,358.9,28,0
2022-05-31 12:40:00,0,0,38.55,0,0.29,0.23,2.37,4.04,14.56,18.31,12.07,28,0
2022-05-31 12:45:00,0,0,39.03,0,0.1,0,2.41,3.75,14.65,20.18,9.73,27,0
2022-05-31 12:50:00,0,0.02,39.17,0,0.1,0.01,2.38,3.08,14.62,20.02,0.51,27,0
2022-05-31 12:55:00,0,0,38.5,0,0.23,0.1,2.36,3.09,14.48,19.13,358.1,28,0
2022-05-31 13:00:00,0,0,38.45,0,0.32,0.12,2.38,3.21,14.83,19.65,352.2,28,0
2022-05-31 13:05:00,0,0.11,39.2,0,0.25,0,2.41,3.22,14.85,23.79,0.24,27,0
2022-05-31 13:10:00,0,0.08,39.24,0,0.19,0.02,2.35,3.26,14.66,20.71,339.2,27,0
2022-05-31 13:15:00,0,0,40.24,0,0.23,0.14,2.39,3.39,14.69,22.12,345.7,26,0
2022-05-31 13:20:00,0,0.15,41.13,0.07,0.09,0.15,2.41,3.6,14.8,21.09,5.87,25,0
2022-05-31 13:25:00,0,0,41.21,0,0.16,0.11,2.37,3.35,14.72,20.09,9.58,25,0
2022-05-31 13:30:00,0,0.05,41.41,0,0.13,0,2.37,3.16,15.11,19.66,1.74,25,0
2022-05-31 13:35:00,0.1,0.06,41.65,0,0.2,0.04,2.4,3.34,15.08,22.83,356.2,24,0
2022-05-31 13:40:00,0.14,0,41.81,0,0.16,0,2.38,3.31,14.81,20.43,347.1,25,0
2022-05-31 13:45:00,0.03,0.01,40.82,0,0.28,0.19,2.38,3.34,14.87,18.45,350,25,0
2022-05-31 13:50:00,0,0.11,41.55,0,0.61,0.33,2.4,3.66,14.88,22.36,357.7,25,0
2022-05-31 13:55:00,0,0.18,41.24,0,0.21,0,2.39,3.45,14.89,18.18,353.4,24,0
2022-05-31 14:00:00,0,0,41.54,0,0.15,0.09,2.37,2.99,15.03,20.22,354.7,23,0
2022-05-31 14:05:00,0,0.06,41.08,0,0.16,0.04,2.38,2.84,14.89,16.5,9.29,24,0
2022-05-31 14:10:00,0.08,0.18,40.56,0.15,0.14,0.28,2.4,3.29,15.07,22.09,349.8,24,0
2022-05-31 14:15:00,0,0.12,40.93,0,0.25,0.22,2.34,3.43,14.71,20.8,341.5,24,0
2022-05-31 14:20:00,0,0.09,40.14,0,0.2,0.13,2.37,3.31,14.97,20.25,351.2,25,0
2022-05-31 14:25:00,0,0,38.63,0,0,0,2.39,3.23,15.16,19.57,355.2,27,0
2022-05-31 14:30:00,0,0,39.49,0,0,0,2.34,3.22,14.98,20.53,346.9,26,0
2022-05-31 14:35:00,0,0,39.47,0,0.16,0.04,2.37,3.43,15.08,15.74,352.9,26,0
2022-05-31 14:40:00,0,0.02,38.79,0.03,0.32,0.35,2.42,3.69,15.14,22.07,349,26,0
2022-05-31 14:45:00,0,0,38.31,0.06,0.07,0.13,2.36,3.44,15.08,18.45,11.57,27,0
2022-05-31 14:50:00,0,0,37.18,0,0,0,2.36,2.83,15.22,14.75,24.08,29,0
2022-05-31 14:55:00,0,0.05,38.1,0,0.1,0,2.39,3.18,15.08,17.25,7.42,28,0
2022-05-31 15:00:00,0,0,37.78,0,0.14,0,2.4,3.4,15.02,15.06,5.17,28,0
2022-05-31 15:05:00,0,0,38.04,0,0.06,0,2.36,3.37,15.08,14.63,352.2,28,0
2022-05-31 15:10:00,0,0.01,38.16,0,0.09,0,2.38,3.63,15.4,13.58,18.86,28,0
2022-05-31 15:15:00,0,0.16,38.74,0,0,0,2.37,3.8,15.21,19.92,347.1,28,0
2022-05-31 15:20:00,0,0.17,39.27,0.06,0,0,2.35,3.38,14.64,17.64,359.3,28,0
2022-05-31 15:25:00,0.08,0,39.9,0.28,0,0.01,2.37,2.79,14.83,15.75,24.21,27,0
2022-05-31 15:30:00,0,0,40.17,0.13,0.03,0.17,2.4,2.55,14.99,17.75,0.71,26,0
2022-05-31 15:35:00,0,0.11,40.24,0.09,0.03,0.12,2.32,2.96,14.77,19.08,336.7,27,0
2022-05-31 15:40:00,0,0.18,40.26,0.09,0,0.08,2.35,3.14,14.78,16.49,351.3,27,0
2022-05-31 15:45:00,0,0.03,40.29,0,0.09,0,2.37,3.22,14.95,15.99,5.85,27,0
2022-05-31 15:50:00,0,0.09,40.56,0,0,0,2.33,3.33,14.7,14.21,12.47,27,0
2022-05-31 15:55:00,0,0,40.67,0,0,0,2.35,3.06,15.02,17.16,353.7,27,0
2022-05-31 16:00:00,0,0.11,41.04,0,0,0,2.37,3.08,14.83,17.56,349.8,26,0
2022-05-31 16:05:00,0,0.2,41.45,0,0.11,0,2.33,3.13,14.75,16.13,350.7,26,0
2022-05-31 16:10:00,0,0.11,41.48,0,0.22,0,2.35,3.05,14.68,20.96,344.7,27,0
2022-05-31 16:15:00,0,0.13,41.22,0,0.15,0,2.37,3.19,14.58,18.6,351.7,26,0
2022-05-31 16:20:00,0,0.08,41.27,0,0.03,0,2.32,3.04,14.58,12.61,12.37,27,0
2022-05-31 16:25:00,0,0.11,41.93,0,0.18,0.08,2.38,2.61,14.84,15.5,2.03,26,0
2022-05-31 16:30:00,0,0.05,41.24,0,0.08,0,2.38,2.56,14.68,18.4,342.5,26,0
2022-05-31 16:35:00,0,0.06,41.84,0,0.07,0,2.32,2.64,14.55,16.49,7.01,26,0
2022-05-31 16:40:00,0,0.09,42.46,0.08,0,0,2.34,2.54,14.88,17.57,9.71,25,0
2022-05-31 16:45:00,0,0,42.06,0.08,0,0,2.37,2.4,14.76,15.39,0.84,26,0
2022-05-31 16:50:00,0,0,41.94,0,0.17,0.04,2.34,2.51,15.06,14.37,15.73,26,0
2022-05-31 16:55:00,0,0.08,41.81,0,0.08,0,2.35,2.39,15.08,14.28,11.28,26,0
2022-05-31 17:00:00,0,0.02,42.21,0,0.01,0,2.37,2.15,14.96,15.69,3.21,26,0
2022-05-31 17:05:00,0,0.01,42.3,0,0.1,0,2.33,1.95,14.76,17.19,10.64,25,0
2022-05-31 17:10:00,0,0.16,42.6,0,0.1,0,2.33,2.09,14.68,15.13,9.2,25,0
2022-05-31 17:15:00,0,0.17,42.46,0,0.09,0.02,2.37,2.13,14.78,18.5,11.83,25,0
2022-05-31 17:20:00,0,0.16,42.8,0,0.02,0.01,2.32,2.07,14.77,14.83,11.85,25,0
2022-05-31 17:25:00,0,0.13,42.76,0,0.01,0,2.33,2.15,14.58,16.92,7.95,25,0
2022-05-31 17:30:00,0,0.14,43.3,0,0.07,0,2.36,2.35,14.46,19.93,5.63,25,0
2022-05-31 17:35:00,0,0.06,43.22,0,0.17,0.04,2.35,2.49,14.47,17.92,351.8,25,0
2022-05-31 17:40:00,0,0,43.01,0,0.09,0.04,2.33,2.44,14.62,14.94,10.96,25,0
2022-05-31 17:45:00,0,0,42.77,0,0,0,2.35,2.06,14.66,13.6,7.17,25,0
2022-05-31 17:50:00,0,0.14,43.17,0,0.07,0,2.32,1.86,14.57,16.01,18.38,25,0
2022-05-31 17:55:00,0,0.07,42.94,0,0.12,0.01,2.31,2.46,14.55,16.35,6.99,25,0
2022-05-31 18:00:00,0,0.21,43.38,0,0.19,0.04,2.36,3.01,14.4,18.81,354.5,24,0
2022-05-31 18:05:00,0.07,0.09,43.39,0.04,0,0.02,2.32,2.94,14.32,13.22,12.94,24,0
2022-05-31 18:10:00,0,0,43.22,0.05,0,0.03,2.32,2.55,14.41,14.19,17.15,25,0
2022-05-31 18:15:00,0,0,42.97,0.08,0.08,0.17,2.36,2.2,14.29,14.7,11.15,25,0
2022-05-31 18:20:00,0,0,42.58,0.07,0.05,0.12,2.34,1.94,14.3,12.11,359,26,0
2022-05-31 18:25:00,0,0.09,43.02,0.11,0.01,0.11,2.32,2.01,14.52,12.12,9.73,25,0
2022-05-31 18:30:00,0,0,43.33,0.01,0.19,0.2,2.37,1.9,14.37,16.49,7.13,25,0
2022-05-31 18:35:00,0,0.21,43.18,0,0.15,0.07,2.37,1.72,14.21,14.87,14.64,25,0
2022-05-31 18:40:00,0,0,43.39,0.01,0.05,0.06,2.33,1.8,14.21,13.67,8.81,25,0
2022-05-31 18:45:00,0,0,43.12,0,0,0,2.37,1.88,14.13,16.05,0.78,26,0
2022-05-31 18:50:00,0,0.11,42.65,0,0,0,2.37,2.02,14.11,13.1,10.56,26,0
2022-05-31 18:55:00,0,0,42.6,0,0,0,2.33,2.09,14.03,14.39,5.58,26,0
2022-05-31 19:00:00,0,0,42.65,0,0.1,0,2.32,1.93,13.92,16.66,10.8,26,0
2022-05-31 19:05:00,0,0.08,43.07,0,0,0,2.37,1.84,13.8,13.16,5.99,26,0
2022-05-31 19:10:00,0,0.01,41.98,0,0,0,2.33,1.78,13.99,11.51,7.83,27,0
2022-05-31 19:15:00,0,0.09,41.88,0,0,0,2.32,1.83,13.79,16.51,358.2,27,0
2022-05-31 19:20:00,0,0,41.82,0.07,0,0,2.34,1.88,13.7,12.39,6.19,28,0
2022-05-31 19:25:00,0,0.09,41.55,0.07,0,0.07,2.35,1.86,13.7,12.15,8.33,28,0
2022-05-31 19:30:00,0,0.12,41.63,0,0.07,0.05,2.3,1.89,13.73,11.71,3.83,28,0
2022-05-31 19:35:00,0,0,41.6,0,0.04,0,2.32,2.04,13.61,12.62,10.87,28,0
2022-05-31 19:40:00,0,0.03,41.48,0,0.09,0,2.36,2.01,13.51,11.03,356.2,29,0
2022-05-31 19:45:00,0,0.06,41.62,0,0.08,0,2.33,1.91,13.45,12.48,0.32,29,0
2022-05-31 19:50:00,0,0,41.32,0,0.01,0,2.31,1.9,13.38,9.74,1.32,29,0
2022-05-31 19:55:00,0,0,41.34,0,0,0,2.34,1.94,13.31,11.87,10.54,29,0
2022-05-31 20:00:00,0,0.31,40.88,0,0.11,0,2.39,1.98,13.19,9.75,6.57,29,0
2022-05-31 20:05:00,0,0,40.75,0,0.03,0,2.32,1.98,13.13,7.83,10.39,30,0
2022-05-31 20:10:00,0,0.18,40.25,0,0,0,2.34,1.9,12.97,7.17,5.93,30,0
2022-05-31 20:15:00,0,0.12,40.09,0,0,0,2.37,1.85,12.71,9.74,11.14,31,0
2022-05-31 20:20:00,0,0.12,40.22,0,0,0,2.35,1.83,12.46,7.44,10.24,32,0
2022-05-31 20:25:00,0,0.12,39.83,0,0,0,2.34,1.89,12.32,6.39,19.79,32,0
2022-05-31 20:30:00,0,0.03,39.65,0,0.04,0,2.4,1.95,12.15,5.85,17.25,33,0
2022-05-31 20:35:00,0.08,0,39.86,0,0.1,0,2.38,1.95,11.8,6.67,19.11,33,0
2022-05-31 20:40:00,0.12,0,39.14,0,0.13,0,2.34,2.02,11.55,5.5,15.23,34,0
2022-05-31 20:45:00,0,0.14,39.05,0,0.13,0,2.34,2.01,11.22,4.6,16.83,35,0
2022-05-31 20:50:00,0,0,39.08,0,0.11,0,2.37,1.84,11,4.33,19.42,35,0
2022-05-31 20:55:00,0,0,39.1,0,0.08,0,2.37,1.8,10.76,5.02,18.61,36,0
2022-05-31 21:00:00,0,0.17,38.82,0,0.01,0,2.38,1.85,10.47,5.5,10.3,36,0
2022-05-31 21:05:00,0,0,38.5,0,0.09,0,2.37,1.86,10.33,5.08,19.16,37,0
2022-05-31 21:10:00,0,0.13,38.41,0,0.14,0,2.36,1.85,10.01,4.62,20.89,38,0
2022-05-31 21:15:00,0,0.15,38.2,0,0.31,0.04,2.36,1.82,9.53,4.1,18.48,39,0
2022-05-31 21:20:00,0,0,37.4,0,0.23,0.03,2.38,1.8,8.98,4.85,20.58,41,0
2022-05-31 21:25:00,0,0,35.27,0,0.03,0,2.38,1.82,8.08,4.29,31.53,44,0
2022-05-31 21:30:00,0,0.09,32.82,0,0.05,0,2.35,1.79,7.17,3.35,36.58,47,0
2022-05-31 21:35:00,0,0.04,32.09,0,0.06,0,2.37,1.85,6.44,2.84,41.06,49,0
2022-05-31 21:40:00,0,0,29.28,0,0.06,0,2.38,1.87,5.77,2.18,71.62,52,0
2022-05-31 21:45:00,0,0,27.94,0,0,0,2.42,1.91,5.19,3.24,97.1,54,0
2022-05-31 21:50:00,0,0,26.56,0,0.24,0,2.42,1.94,4.67,2.96,100.7,57,0
2022-05-31 21:55:00,0,0.1,25.16,0,0.39,0,2.42,2.06,4.43,2.26,109.6,65,0
2022-05-31 22:00:00,0,0.01,23.65,0,0.08,0,2.41,2.06,4.24,2.07,113.2,72,0
2022-05-31 22:05:00,0,0.09,20.49,0,0,0,2.41,2.01,3.84,2.6,120.4,74,0
2022-05-31 22:10:00,0,0.16,20.85,0,0.1,0,2.4,2.05,3.27,2.99,115.5,68,0
2022-05-31 22:15:00,0,0.07,19.92,0,0.01,0,2.43,2.06,2.84,3.2,119.5,69,0
2022-05-31 22:20:00,0,0,19.47,0,0,0,2.45,1.92,2.49,2.88,113.7,70,0
2022-05-31 22:25:00,0,0.34,18.25,0,0.08,0.08,2.43,1.9,2.17,2.98,117.1,69,0
2022-05-31 22:30:00,0.03,0,18.18,0,0.01,0,2.49,1.89,1.88,2.68,122.5,68,0
2022-05-31 22:35:00,0,0.2,18.26,0.01,0.16,0.17,2.46,1.89,1.77,2.41,134.8,71,0
2022-05-31 22:40:00,0,0.19,16.59,0,0.04,0,2.46,1.97,1.61,2.8,151.8,78,0
2022-05-31 22:45:00,0,0,13.97,0,0,0,2.46,2.18,1.62,2.65,152.9,83,0
2022-05-31 22:50:00,0,0.22,12.98,0,0.18,0.08,2.46,2.25,1.49,3.17,144.1,84,0
2022-05-31 22:55:00,0,0.15,13.13,0,0.04,0.04,2.45,2.09,1.24,3.57,143.7,83,0
2022-05-31 23:00:00,0,0.05,12.54,0,0,0,2.48,1.9,0.95,3.65,142.2,82,0
2022-05-31 23:05:00,0,0.09,12.12,0,0,0,2.48,1.87,0.71,3.7,141.3,83,0
2022-05-31 23:10:00,0,0.06,12.45,0,0.09,0,2.46,1.9,0.42,4.23,135.6,82,0
2022-05-31 23:15:00,0,0.02,12.63,0,0,0,2.45,1.91,0.12,3.71,130.9,80,0
2022-05-31 23:20:00,0,0.17,12.68,0.03,0,0,2.46,1.83,-0.09,3.55,129.8,76,0
2022-05-31 23:25:00,0,0.15,12.65,0,0.01,0.02,2.45,1.79,-0.28,3.57,122.2,77,0
2022-05-31 23:30:00,0,0.16,11.86,0.04,0.16,0.2,2.46,1.82,-0.43,3.37,121.9,78,0
2022-05-31 23:35:00,0,0.05,12.15,0,0.31,0.05,2.45,1.91,-0.5,3.22,128.4,79,0
2022-05-31 23:40:00,0,0,11.56,0,0.17,0,2.46,1.91,-0.55,4.21,136.4,81,0
2022-05-31 23:45:00,0,0.11,11.18,0,0.13,0,2.47,1.86,-0.61,4.23,140.8,83,0
2022-05-31 23:50:00,0,0,10.2,0,0.1,0,2.46,1.8,-0.76,3.8,126.3,83,0
2022-05-31 23:55:00,0,0.12,10.97,0,0.13,0,2.49,1.78,-0.87,3.25,118.5,82,0
2022-06-01 00:00:00,0,0.03,12.12,0,0.12,0,2.44,1.86,-0.83,3.12,116.2,81,0
2022-06-01 00:05:00,0,0.02,12.26,0,0.26,0,2.43,1.94,-0.91,3.11,118.8,80,0
2022-06-01 00:10:00,0,0,11.06,0,0.15,0,2.44,1.89,-1,3.49,123.3,81,0
2022-06-01 00:15:00,0,0.05,11.02,0,0.11,0,2.45,1.83,-1.13,3.9,129.9,82,0
2022-06-01 00:20:00,0,0.03,10.99,0,0.18,0,2.46,1.87,-1.22,4.46,142.3,85,0
2022-06-01 00:25:00,0,0.03,9.67,0,0,0,2.45,1.95,-1.2,4.67,141.9,87,0
2022-06-01 00:30:00,0,0.11,9.63,0,0.02,0,2.45,1.89,-1.27,4.43,139.5,86,0
2022-06-01 00:35:00,0,0.19,10.02,0,0.03,0,2.44,1.9,-1.33,3.68,125.2,84,0
2022-06-01 00:40:00,0.04,0.11,10.76,0,0.13,0.02,2.42,1.96,-1.4,3.47,118,83,0
2022-06-01 00:45:00,0,0.1,11.83,0,0,0,2.41,1.97,-1.35,3.21,117.8,81,0
2022-06-01 00:50:00,0.06,0.02,12.11,0,0,0,2.42,1.96,-1.39,3.11,118.9,80,0
2022-06-01 00:55:00,0,0,11.73,0,0,0,2.45,2.01,-1.4,3.5,118.2,81,0
2022-06-01 01:00:00,0,0,11.12,0,0,0,2.43,2.16,-1.5,3.85,117.8,81,0
2022-06-01 01:05:00,0,0.06,10.71,Z/S,Z/S,Z/S,2.41,2.2,-1.62,3.66,117.2,81,0
2022-06-01 01:10:00,0,0.02,10.9,Z/S,Z/S,Z/S,2.42,2.31,-1.7,3.72,118.5,80,0
2022-06-01 01:15:00,0,0.09,10.51,Z/S,Z/S,Z/S,2.43,2.6,-1.77,3.75,119.7,81,0
2022-06-01 01:20:00,0,0.06,9.93,Z/S,Z/S,Z/S,2.46,2.78,-1.85,3.23,120.1,82,0
2022-06-01 01:25:00,0.08,0.07,9.88,Z/S,Z/S,Z/S,2.43,3.04,-1.8,3.24,124.2,82,0
2022-06-01 01:30:00,0.01,0.17,9.39,Z/S,Z/S,Z/S,2.44,3.25,-1.75,3.29,123.3,82,0
2022-06-01 01:35:00,0,0.16,9.19,Z/S,Z/S,Z/S,2.44,3.27,-1.8,3.41,131.5,84,0
2022-06-01 01:40:00,0.02,0.13,7.87,Z/S,Z/S,Z/S,2.45,3.38,-1.85,3.63,124.3,85,0
2022-06-01 01:45:00,0,0,8.31,Z/S,Z/S,Z/S,2.46,3.56,-1.99,3.48,115.1,85,0
2022-06-01 01:50:00,0,0,8.52,Z/S,Z/S,Z/S,2.44,3.77,-1.95,3.31,118.3,84,0
2022-06-01 01:55:00,0,0.2,8.4,Z/S,Z/S,Z/S,2.44,4.03,-1.94,3.87,119.1,83,0
2022-06-01 02:00:00,0,0.18,7.55,Z/S,Z/S,Z/S,2.48,4.24,-2.04,3.94,125.1,84,0
2022-06-01 02:05:00,0,0.29,7.23,0,3.47,3.29,2.45,4.4,-2.04,3.66,123.5,86,0
2022-06-01 02:10:00,0,0.2,6.82,0,3.6,3.44,2.44,4.52,-2.08,3.38,118,86,0
2022-06-01 02:15:00,0,0.11,6.41,0.12,3.8,3.92,2.45,4.51,-2.06,2.98,120.2,85,0
2022-06-01 02:20:00,0,0.23,6.52,0,4.63,4.46,2.45,4.76,-2.1,3.54,123.8,85,0
2022-06-01 02:25:00,0,0.02,6.3,0,4.82,4.37,2.45,4.88,-2.18,3.23,124.3,85,0
2022-06-01 02:30:00,0.04,0.09,5.93,0,4.76,4.22,2.46,4.89,-2.14,3.82,124.3,87,0
2022-06-01 02:35:00,0,0.11,5.36,0,4.5,3.96,2.47,4.88,-2.3,3.69,124.3,87,0
2022-06-01 02:40:00,0,0.14,5.67,0,4.65,4.35,2.47,4.67,-2.4,3.65,121.4,86,0
2022-06-01 02:45:00,0.06,0,5.88,0,5.01,4.78,2.47,4.58,-2.41,3.54,121,86,0
2022-06-01 02:50:00,0,0.06,5.95,0,4.96,4.85,2.45,4.6,-2.4,3.59,121.4,85,0
2022-06-01 02:55:00,0,0.1,6.24,0,4.8,4.64,2.46,4.46,-2.37,3.84,120.4,86,0
2022-06-01 03:00:00,0,0.33,6.44,0,4.49,4.19,Z/S,4.18,-2.4,3.7,129,87,0
2022-06-01 03:05:00,Z/S,0.24,6.34,0,4.44,4.18,Z/S,4.16,-2.47,3.88,125.2,87,0
2022-06-01 03:10:00,Z/S,0.27,6.71,0,4.36,4.24,Z/S,4.14,-2.47,3.64,114.3,87,0
2022-06-01 03:15:00,Z/S,0,6.62,0.21,4.26,4.47,Z/S,4.07,-2.53,3.51,114.2,85,0
2022-06-01 03:20:00,Z/S,0.16,7.33,0.22,4.29,4.51,Z/S,4.03,-2.49,3.47,111.5,85,0
2022-06-01 03:25:00,Z/S,0.2,7.6,0.14,4.32,4.46,Z/S,3.97,-2.5,3.66,111.1,84,0
2022-06-01 03:30:00,Z/S,0,7.07,0,4.15,4.15,Z/S,3.9,-2.64,3.72,107.9,84,0
2022-06-01 03:35:00,Z/S,0.23,7.56,0.01,4.1,4.11,Z/S,3.83,-2.57,3.48,110.1,84,0
2022-06-01 03:40:00,Z/S,0.29,7.7,0,4.34,4.3,Z/S,3.85,-2.53,3.58,111.1,84,0
2022-06-01 03:45:00,Z/S,0.17,7.56,0.05,4.08,4.13,Z/S,3.87,-2.57,3.41,114.8,85,0
2022-06-01 03:50:00,Z/S,0.36,7.41,0,4.34,4.33,Z/S,3.76,-2.6,3.59,111,86,0
2022-06-01 03:55:00,0,0.02,6.5,0.13,4.12,4.25,2.16,3.74,-2.62,4.15,103.2,86,0
2022-06-01 04:00:00,Z/S,Z/S,6.68,0.18,3.73,3.91,Z/S,3.81,-2.67,3.93,97,85,0
2022-06-01 04:05:00,0.16,Z/S,7.6,0.23,4.01,4.25,2.47,3.9,-2.56,3.54,96.9,85,0
2022-06-01 04:10:00,0,Z/S,8.36,0.3,4.45,4.75,2.5,3.99,-2.41,3.3,100.3,85,0
2022-06-01 04:15:00,0,Z/S,7.51,0.26,4.5,4.76,2.47,4.1,-2.28,3.31,108.1,86,0
2022-06-01 04:20:00,0,Z/S,7.01,0.43,3.92,4.35,2.49,4.06,-2.23,3.23,108.9,86,0
2022-06-01 04:25:00,0,79.04,7.44,0.51,3.65,4.16,2.47,3.85,-2.07,3.42,110.7,87,0
2022-06-01 04:30:00,0,Z/S,7.16,0.58,3.92,4.5,2.48,3.74,-1.82,3.55,100.9,84,0
2022-06-01 04:35:00,0,Z/S,7.8,0.78,3.94,4.72,2.49,3.78,-1.59,3.09,97,84,0
2022-06-01 04:40:00,0,28.3,8.95,1.04,4.13,5.17,2.51,3.91,-1.12,3.18,90.4,81,0
2022-06-01 04:45:00,0,Z/S,7.16,1.07,4.16,5.23,2.47,3.98,-0.72,3.44,82.4,79,0
2022-06-01 04:50:00,0,Z/S,8.11,1.31,3.68,4.99,2.47,4,-0.33,3.85,78.96,77,0
2022-06-01 04:55:00,0,0.34,11.2,1.38,4.14,5.52,2.49,4.02,0,3.57,83.1,78,0
2022-06-01 05:00:00,0,Z/S,10.31,1.4,4.16,5.56,2.5,4.04,0.52,3.27,84.8,78,0
