Wood Buffalo Environmental Association - Continuous Ambient Air Quality Monitoring Program
For authorized use only
AMS04, L1, 5Mn
Exported On:,2022/08/24,10:48
Date Range:,2015/8/23,0:00,to,2022/8/23,23:00

Date/Time, SO2 (ppb), H2S (ppb), THC (ppm), NO (ppb), NO2 (ppb), NOX (ppb), O3 (ppb), PM2.5 (ug/m3), CH4 (ppm), NMHC (ppm), Temp @ 2m (deg. C), RH (%), Wind Speed @ 10m (km/h), Wind Dir. @ 10m (deg.)
2022-05-24 10:35:00,0.23,0,1.96,-0.27,0.26,-0.01,25.41,3.73,1.96,0,7.62,46,7.11,112.9
2022-05-24 10:40:00,0.2,0,1.96,-0.33,0.13,-0.2,25.83,3.48,1.96,0,7.82,47,10.51,120.1
2022-05-24 10:45:00,0.18,0,1.95,-0.32,0.14,-0.18,28.34,3.45,1.95,0,7.35,51,12.69,125.4
2022-05-24 10:50:00,0.24,0,1.95,-0.35,0.18,-0.17,29.74,3.4,1.95,0,6.8,56,8.93,140.4
2022-05-24 10:55:00,0.18,0,1.95,-0.22,0.19,-0.03,28.8,3.2,1.95,0,7.07,58,9.24,78.62
2022-05-24 11:00:00,0.26,0,1.95,-0.2,0.22,0.02,29.34,3.05,1.95,0,7.29,55,8.18,89.7
2022-05-24 11:05:00,0.3,0,1.95,-0.22,0.13,-0.09,27.93,3.22,1.95,0,7.49,55,8.75,110.6
2022-05-24 11:10:00,0.19,0,1.95,-0.2,0.22,0.02,28.79,3.34,1.95,0,7.38,57,8.56,119.3
2022-05-24 11:15:00,0.22,0,1.95,-0.14,0.21,0.07,28.5,3.44,1.95,0,7.1,60,6.76,144
2022-05-24 11:20:00,0.13,0,1.95,-0.05,0.43,0.38,28.32,3.73,1.95,0,6.99,61,10.05,82.4
2022-05-24 11:25:00,0.24,0,1.96,0,1.32,1.32,26.03,4.37,1.96,0,7.04,62,10.82,66.45
2022-05-24 11:30:00,0.2,0,1.96,-0.06,1.09,1.03,25.87,4.63,1.96,0,6.84,64,10.72,83.9
2022-05-24 11:35:00,0.19,0,1.96,-0.26,0.78,0.52,24.99,4.2,1.96,0,6.51,65,8.17,91.8
2022-05-24 11:40:00,0.3,0,1.96,-0.33,0.21,-0.11,24.65,3.58,1.96,0,6.52,65,7.54,131.4
2022-05-24 11:45:00,0.13,0,1.96,-0.37,0.22,-0.15,24.75,3.26,1.96,0,6.67,63,2.48,127.9
2022-05-24 11:50:00,0.27,0.04,1.96,-0.25,0.22,-0.03,23.66,3.3,1.96,0,7.02,64,4.04,92.7
2022-05-24 11:55:00,0.1,0,1.97,-0.04,0.54,0.5,23.93,3.6,1.97,0,7.18,61,7.77,90.1
2022-05-24 12:00:00,0.2,0,1.97,0.08,1.49,1.57,23.86,4.15,1.97,0,7.01,62,7.03,41.08
2022-05-24 12:05:00,0.31,0.03,1.97,0.45,2.71,3.16,22.9,4.59,1.97,0,6.82,64,8.01,33.5
2022-05-24 12:10:00,0.33,0.08,1.96,0.31,3.03,3.33,23.45,4.71,1.96,0,6.7,63,8.06,43.68
2022-05-24 12:15:00,0.17,0.04,1.99,0.11,2.69,2.8,23.63,4.62,1.99,0,6.64,66,6.17,71.67
2022-05-24 12:20:00,0.22,0.12,2.01,0.34,3.09,3.43,21.47,4.78,2.01,0,6.58,70,3.01,99.3
2022-05-24 12:25:00,0.27,0.16,2.02,0.48,3.88,4.36,20.78,4.99,2.02,0,6.69,70,4.2,35.25
2022-05-24 12:30:00,0.21,0.06,2.02,0.45,3.96,4.41,22.09,5.08,2.02,0,6.91,66,4.39,130.3
2022-05-24 12:35:00,0.27,0,1.99,0.21,3.39,3.6,23.8,5,1.99,0,7.23,62,4.28,64.12
2022-05-24 12:40:00,0.52,0,1.98,0.2,2.56,2.75,22.05,4.76,1.98,0,7.47,63,5.72,43.75
2022-05-24 12:45:00,0.76,0,1.98,0.53,3.22,3.75,22.52,4.63,1.98,0,7.41,64,8.76,42.74
2022-05-24 12:50:00,0.62,0,1.98,0.42,3.36,3.78,23.87,4.86,1.98,0,7.37,63,6.28,90.9
2022-05-24 12:55:00,0.14,0,1.96,0.2,2.11,2.31,24.88,4.66,1.96,0,7.66,62,6.64,104.6
2022-05-24 13:00:00,0.28,0,1.96,-0.04,1.77,1.72,25.03,4.34,1.96,0,7.84,60,5.43,82
2022-05-24 13:05:00,0.17,0,1.97,0.2,2.52,2.72,24.55,4.43,1.97,0,7.85,59,9.38,96.9
2022-05-24 13:10:00,0.4,0.12,1.99,0.57,4.27,4.84,23.28,4.99,1.99,0,7.78,60,5.79,112.8
2022-05-24 13:15:00,0.32,0.03,1.98,0.55,4.67,5.23,24.28,5.65,1.98,0,7.8,58,4.36,139.2
2022-05-24 13:20:00,0.3,0,1.98,0.37,4.47,4.84,24.2,5.8,1.98,0,7.8,58,5.09,63.79
2022-05-24 13:25:00,0.26,0,1.98,0.5,4.76,5.26,23.1,5.77,1.98,0,7.89,58,5.3,81.7
2022-05-24 13:30:00,0.65,0,1.99,0.7,4.94,5.64,23.06,5.85,1.99,0,7.96,59,5.67,28.29
2022-05-24 13:35:00,1.05,0.02,1.97,0.58,3.64,4.23,23.54,5.48,1.97,0,7.93,61,7.46,21.76
2022-05-24 13:40:00,0.4,0,1.97,0.38,2.73,3.1,26.27,4.69,1.97,0,8.12,58,5.65,90.2
2022-05-24 13:45:00,0.31,0,1.95,0.26,1.7,1.96,27.22,4.28,1.95,0,8.36,57,7.6,87.4
2022-05-24 13:50:00,0.21,0,1.95,0.32,1.57,1.89,27.57,4.01,1.95,0,8.5,55,10.11,85.2
2022-05-24 13:55:00,0.25,0,1.95,0.47,2.25,2.72,26.32,4.06,1.95,0,8.82,55,9.04,94.5
2022-05-24 14:00:00,0.23,0,1.96,0.85,3.25,4.09,25.52,4.5,1.96,0,9.47,54,10.54,85.2
2022-05-24 14:05:00,0.3,0,1.98,1.6,3.93,5.53,25.65,5.04,1.98,0,9.63,52,12.35,70.41
2022-05-24 14:10:00,0.09,0,1.99,1.47,4.08,5.55,26.49,5.16,1.99,0,9.79,52,11.44,94.3
2022-05-24 14:15:00,0.24,0,1.96,1.15,3.3,4.45,27.12,4.82,1.96,0,9.71,51,13.88,70.69
2022-05-24 14:20:00,0.07,0,1.98,1.18,3.5,4.69,26.94,4.41,1.98,0,9.51,52,11.63,79.72
2022-05-24 14:25:00,0.24,0,2.01,1.1,3.43,4.53,28,4.27,2.01,0,9.89,52,10.05,81.6
2022-05-24 14:30:00,0.11,0,1.98,1.13,3.49,4.62,28.41,4.29,1.98,0,9.75,51,15.16,76.3
2022-05-24 14:35:00,0.41,0,2,1.17,3.38,4.55,29.37,4.29,2,0,9.7,51,12.06,87
2022-05-24 14:40:00,0.19,0,1.97,1.03,3.08,4.11,27.35,4.32,1.97,0,9.83,50,14.04,96.8
2022-05-24 14:45:00,0.31,0,1.97,1.73,3.39,5.12,26.84,4.46,1.97,0,10.67,49,15.08,94.8
2022-05-24 14:50:00,0.17,0,1.97,2.28,4.11,6.39,26.74,4.72,1.97,0,10.74,48,14.69,95.7
2022-05-24 14:55:00,0.06,0,1.96,1.34,3.08,4.42,26.27,4.76,1.96,0,10.91,47,11.25,100.9
2022-05-24 15:00:00,0.33,0,1.97,1.53,3.51,5.04,25.8,4.95,1.97,0,10.8,47,13.38,87.5
2022-05-24 15:05:00,0.08,0.07,1.98,1.38,4.27,5.64,25.46,5.26,1.98,0,10.3,48,15.57,87
2022-05-24 15:10:00,0.33,0,1.98,1.13,3.71,4.84,26.11,5.18,1.98,0,10.17,49,13.98,89
2022-05-24 15:15:00,0.33,0,1.98,1.53,3.42,4.95,26.13,5.16,1.98,0,10.5,48,14.33,88.5
2022-05-24 15:20:00,0.03,0,1.98,2.14,3.42,5.56,26.26,5.45,1.98,0,11.23,47,11.14,86.8
2022-05-24 15:25:00,0.18,0,1.97,1.54,3,4.54,26.17,5.62,1.97,0,11.31,46,14.5,95.7
2022-05-24 15:30:00,0.1,0,1.97,1.67,3.32,4.99,26.15,5.65,1.97,0,11.25,46,15.21,98.4
2022-05-24 15:35:00,0.05,0,1.97,1.26,2.74,4,26.89,5.53,1.97,0,11.31,46,16.92,101.2
2022-05-24 15:40:00,0.12,0,1.97,1.29,2.77,4.06,26.03,5.8,1.97,0,11.49,46,13.17,110.1
2022-05-24 15:45:00,0.29,0,1.97,1.63,3.21,4.84,25.67,6.51,1.97,0,11.53,46,13.9,101.7
2022-05-24 15:50:00,0.28,0,1.96,1.27,2.4,3.66,26.28,6.23,1.96,0,11.42,45,10.75,110.8
2022-05-24 15:55:00,0.26,0,1.97,0.77,1.8,2.57,25.99,5.31,1.97,0,11.48,46,13.71,96.9
2022-05-24 16:00:00,0.21,0,1.96,0.82,2.61,3.43,26.39,4.99,1.96,0,11.35,46,11.61,100.2
2022-05-24 16:05:00,0.42,0,1.96,0.31,2.43,2.74,26.83,5.36,1.96,0,11.56,46,12.12,123.1
2022-05-24 16:10:00,0.2,0,1.96,0.16,1.9,2.06,26.73,5.36,1.96,0,11.65,46,13.99,96.2
2022-05-24 16:15:00,0.12,0,1.95,0.51,1.96,2.47,27.03,5.43,1.95,0,11.73,46,13.69,87.7
2022-05-24 16:20:00,0.16,0,1.95,0.46,1.99,2.44,27.49,5.62,1.95,0,11.94,46,14.63,92.9
2022-05-24 16:25:00,0.21,0,1.95,0.48,2.2,2.69,27.41,5.83,1.95,0,11.56,46,16.98,81.8
2022-05-24 16:30:00,0.24,0,1.95,0.25,1.91,2.17,28.13,5.87,1.95,0,11.6,46,13.47,99.2
2022-05-24 16:35:00,0.31,0,1.95,0.13,1.18,1.31,28.41,5.44,1.95,0,11.94,45,13.1,105.5
2022-05-24 16:40:00,0.25,0,1.95,0.25,0.91,1.16,28.06,5.05,1.95,0,12.01,45,11.93,86.1
2022-05-24 16:45:00,0.12,0,1.95,0.17,1.18,1.35,27.94,5.31,1.95,0,11.91,44,15,98.7
2022-05-24 16:50:00,0.13,0,1.95,-0.06,0.93,0.88,28.1,5.29,1.95,0,11.95,45,12.76,100.6
2022-05-24 16:55:00,0.24,0,1.95,-0.14,0.71,0.58,27.89,5.06,1.95,0,11.94,44,10.13,84.8
2022-05-24 17:00:00,0.21,0,1.95,-0.19,0.86,0.67,28.71,5.07,1.95,0,11.86,44,10.93,92.7
2022-05-24 17:05:00,0.37,0,1.96,-0.13,0.94,0.81,28.02,5.23,1.96,0,12.35,43,10.03,92.8
2022-05-24 17:10:00,0.43,0,1.95,-0.18,0.91,0.73,27.46,5.33,1.95,0,12.39,43,11.59,100.7
2022-05-24 17:15:00,0.21,0,1.96,-0.14,0.83,0.69,27.55,5.44,1.96,0,12.42,43,10.37,76.59
2022-05-24 17:20:00,0.12,0,1.97,-0.23,1.04,0.81,27.66,5.43,1.97,0,12.09,43,10.6,87.5
2022-05-24 17:25:00,0.32,0,1.96,-0.37,1.3,0.93,26.96,5.44,1.96,0,12.08,43,11.13,76.37
2022-05-24 17:30:00,0.13,0,1.96,-0.21,1.42,1.21,27.06,5.34,1.96,0,12.17,43,11.18,71.49
2022-05-24 17:35:00,0.13,0,1.96,0.1,1.51,1.61,26.62,5.26,1.96,0,12.28,43,11.68,95.6
2022-05-24 17:40:00,0.3,0,1.95,0.16,1.21,1.37,26.95,5.11,1.95,0,12.38,43,13.36,88.5
2022-05-24 17:45:00,0.22,0,1.95,-0.08,0.61,0.53,26.31,4.86,1.95,0,12.47,43,9.02,103.8
2022-05-24 17:50:00,0.1,0,1.95,-0.19,0.76,0.58,26.62,4.81,1.95,0,12.54,42,10.77,93.8
2022-05-24 17:55:00,0.2,0,1.95,-0.2,0.79,0.59,26.7,5.15,1.95,0,12.5,43,9.23,109
2022-05-24 18:00:00,0.38,0,1.95,-0.22,0.27,0.06,26.37,4.96,1.95,0,12.39,43,10.94,106.2
2022-05-24 18:05:00,0.31,0,1.95,-0.18,-0.18,-0.35,25.75,4.22,1.95,0,12.35,43,7.86,122
2022-05-24 18:10:00,0.16,0,1.95,-0.31,-0.02,-0.33,25.51,3.73,1.95,0,12.21,43,9.7,92.7
2022-05-24 18:15:00,0.36,0,1.96,-0.16,0.04,-0.11,25.53,3.48,1.96,0,12.05,43,12.35,86
2022-05-24 18:20:00,0.41,0,1.96,-0.06,0.07,0.01,25.46,3.4,1.96,0,12.09,44,11.62,95.4
2022-05-24 18:25:00,0.26,0,1.96,0.05,0.03,0.08,25.32,3.44,1.96,0,12.32,43,11.04,83.6
2022-05-24 18:30:00,0.15,0,1.95,-0.04,0.3,0.26,25.74,3.59,1.95,0,12.21,44,11.98,88.8
2022-05-24 18:35:00,0.32,0,1.96,-0.09,0.94,0.85,24.63,4.28,1.96,0,12.31,43,10.77,74.15
2022-05-24 18:40:00,0.34,0,1.96,0.03,1.6,1.63,25.17,5.35,1.96,0,12.46,42,10.65,82.4
2022-05-24 18:45:00,0.19,0,1.96,0.21,1.97,2.18,25.05,6.04,1.96,0,12.6,42,12.59,80.9
2022-05-24 18:50:00,0.27,0,1.96,0.18,2.09,2.26,24.44,6.44,1.96,0,12.43,42,13.08,85.8
2022-05-24 18:55:00,0.24,0,1.95,0.2,1.77,1.97,24.68,6.71,1.95,0,12.14,44,12.12,88.4
2022-05-24 19:00:00,0.2,0,1.96,0.15,1.25,1.4,25.08,6.4,1.96,0,11.93,44,10.17,88.4
2022-05-24 19:05:00,0.24,0,1.96,-0.17,2.16,1.99,24.48,5.62,1.96,0,11.82,44,9.92,92.3
2022-05-24 19:10:00,0.19,0,1.96,-0.12,2.55,2.44,24.43,5.36,1.96,0,11.8,44,8,77.69
2022-05-24 19:15:00,0.39,0,1.96,-0.16,2.96,2.8,23.53,5.69,1.96,0,11.8,45,6.99,78.17
2022-05-24 19:20:00,0.2,0,1.96,-0.08,3.29,3.21,23.18,6.11,1.96,0,11.8,45,8.6,81.7
2022-05-24 19:25:00,0.08,0,1.97,0.13,4.12,4.25,22.25,6.92,1.97,0,11.89,45,7.48,76.04
2022-05-24 19:30:00,0.19,0,2,0.16,5.55,5.71,20.59,7.73,2,0,11.9,45,8.37,70.6
2022-05-24 19:35:00,0.25,0,2.01,0.26,6.44,6.7,20.92,8.47,2.01,0,11.9,45,10.29,79.5
2022-05-24 19:40:00,0.31,0,2,0.18,6.45,6.63,20.55,9.41,2,0,11.9,45,8.69,79.75
2022-05-24 19:45:00,0.18,0,2.01,0.09,6.61,6.7,21.26,9.56,2.01,0,11.9,45,10.4,86.1
2022-05-24 19:50:00,0.3,0,1.97,-0.09,5.06,4.97,23.4,8.83,1.97,0,11.82,45,10.73,87.1
2022-05-24 19:55:00,0.27,0,1.97,-0.1,3.75,3.64,23.45,8.03,1.97,0,11.76,45,9.78,83.7
2022-05-24 20:00:00,0.41,0,1.97,-0.2,3.99,3.79,23.9,7.19,1.97,0,11.7,45,8.62,82.2
2022-05-24 20:05:00,0.26,0,1.98,-0.25,4.3,4.05,22.47,6.8,1.98,0,11.63,46,7.24,72.61
2022-05-24 20:10:00,0.37,0,2.01,-0.18,5.24,5.07,22.56,7.12,2.01,0,11.6,46,8.4,74.43
2022-05-24 20:15:00,0.15,0.03,2.02,-0.17,5.25,5.08,22.63,7.66,2.02,0,11.6,46,7.86,78.38
2022-05-24 20:20:00,0.26,0,2.03,-0.04,5.08,5.04,22.11,7.5,2.03,0,11.59,46,8.06,79.54
2022-05-24 20:25:00,0.25,0,2.01,-0.14,5.49,5.35,21.49,7.42,2.01,0,11.53,46,9.27,80.7
2022-05-24 20:30:00,0.11,0,1.99,-0.26,6.13,5.87,20.68,7.71,1.99,0,11.51,46,9.11,83.4
2022-05-24 20:35:00,0.21,0,1.98,-0.18,6.56,6.38,20.21,8.55,1.98,0,11.44,47,8.16,82.6
2022-05-24 20:40:00,0.17,0,1.98,-0.12,8.35,8.24,17.99,10.05,1.98,0,11.4,47,10.41,85.3
2022-05-24 20:45:00,0.26,0,1.98,0.08,9.99,10.07,16.91,11.5,1.98,0,11.36,47,10.44,92.6
2022-05-24 20:50:00,0.09,0,1.98,-0.01,9.97,9.97,17.36,12.38,1.98,0,11.31,47,10.76,91.6
2022-05-24 20:55:00,0.27,0.02,1.98,-0.16,10.5,10.35,16.82,12.78,1.98,0,11.24,47,10.34,89.8
2022-05-24 21:00:00,0.22,0,1.99,-0.24,10.41,10.17,16.24,12.7,1.99,0,11.15,47,8.93,91.6
2022-05-24 21:05:00,0.2,0,1.99,-0.25,11.93,11.69,14.31,12.9,1.99,0,11.1,48,8.73,99.1
2022-05-24 21:10:00,0.33,0,1.99,-0.26,12.97,12.71,14.44,13.78,1.99,0,10.96,49,7.23,91.7
2022-05-24 21:15:00,0.2,0.05,1.99,-0.16,13.02,12.86,13.24,14.72,1.99,0,10.76,50,5.31,87.6
2022-05-24 21:20:00,0.17,0,2,-0.08,13.93,13.86,12.38,15.24,2,0,10.62,50,5.89,94.2
2022-05-24 21:25:00,0.17,0,2.01,0.04,15.4,15.45,11.03,15.75,2.01,0,10.56,50,6.2,95.6
2022-05-24 21:30:00,0.34,0,2.01,0.06,16.31,16.37,10.3,15.6,2.01,0,10.41,50,5.43,92.4
2022-05-24 21:35:00,0.12,0.08,2.02,0.1,17.15,17.25,9.95,14.92,2.02,0,10.4,51,3.02,113.6
2022-05-24 21:40:00,0.35,0.03,2.02,-0.11,17.19,17.08,9.99,14.92,2.02,0,10.26,51,1.93,108.9
2022-05-24 21:45:00,0.2,0.09,2.02,-0.09,16.68,16.59,9.21,15.29,2.02,0,10.19,52,2.13,115.4
2022-05-24 21:50:00,0.19,0,2.01,-0.1,17.19,17.09,9.09,15.42,2.01,0,10.16,52,4.37,102.1
2022-05-24 21:55:00,0.2,0,2,-0.08,17.6,17.52,9.59,15.48,2,0,10.26,51,5.81,98.5
2022-05-24 22:00:00,0.23,0.05,2,-0.14,17.41,17.27,9.6,15.64,2,0,10.12,52,6.15,101.4
2022-05-24 22:05:00,0.33,0,1.99,-0.14,15.62,15.49,11.66,15.48,1.99,0,10.01,52,9.21,93.4
2022-05-24 22:10:00,0.3,0.04,2,-0.07,13.45,13.38,13.18,14.14,2,0,9.84,54,9.84,96.8
2022-05-24 22:15:00,0.27,0,1.97,-0.11,9.52,9.41,18.24,11.06,1.97,0,9.83,54,10.61,100
2022-05-24 22:20:00,0.05,0,1.95,-0.12,5.86,5.74,19.81,7.87,1.95,0,10,53,11.02,99.9
2022-05-24 22:25:00,0.14,0,1.95,-0.04,5.51,5.47,19.46,6.31,1.95,0,9.92,54,9.3,96.9
2022-05-24 22:30:00,0.47,0,1.96,-0.02,5.95,5.93,18.86,5.99,1.96,0,9.77,55,9.03,93.3
2022-05-24 22:35:00,0.18,0,1.96,-0.03,5.86,5.83,19.88,6.06,1.96,0,9.68,56,8.12,96.4
2022-05-24 22:40:00,0.16,0,1.96,0.13,5.04,5.18,20.09,5.98,1.96,0,9.57,57,7.7,103.2
2022-05-24 22:45:00,0.19,0,1.96,0.04,4.24,4.28,21.15,5.76,1.96,0,9.57,57,7.05,111.1
2022-05-24 22:50:00,0.2,0,1.96,-0.07,3.41,3.34,21.93,5.43,1.96,0,9.5,57,7.51,109
2022-05-24 22:55:00,0.1,0,1.96,-0.15,2.65,2.5,22.22,5.21,1.96,0,9.4,57,7.96,116
2022-05-24 23:00:00,0.25,0,1.96,-0.31,2.03,1.71,22.67,5.04,1.96,0,9.3,58,6.51,128.6
2022-05-24 23:05:00,0.05,0,1.96,-0.38,1.42,1.04,23.35,4.81,1.96,0,9.3,58,8.33,122.8
2022-05-24 23:10:00,0.19,0,1.96,-0.24,0.6,0.36,24.05,4.47,1.96,0,9.21,58,9.11,111.8
2022-05-24 23:15:00,0.15,0,1.96,-0.23,0.46,0.22,24.76,4.06,1.96,0,9.15,59,9.66,109.1
2022-05-24 23:20:00,0.37,0,1.95,-0.36,0.35,-0.01,24.73,3.84,1.95,0,9.07,59,7.86,106.7
2022-05-24 23:25:00,0.15,0,1.95,-0.28,0.23,-0.06,24.64,3.78,1.95,0,8.91,60,6.67,108.9
2022-05-24 23:30:00,0.1,0,1.96,-0.29,0.19,-0.1,23.94,3.77,1.96,0,8.75,61,7.65,110.5
2022-05-24 23:35:00,0.13,0,1.96,-0.37,0.23,-0.15,23.94,3.91,1.96,0,8.6,62,8.49,115.3
2022-05-24 23:40:00,0.06,0,1.96,-0.48,0.37,-0.11,24.19,4,1.96,0,8.45,62,7.45,120.9
2022-05-24 23:45:00,0.14,0,1.95,-0.44,0.22,-0.22,24.18,4.13,1.95,0,8.3,63,7.09,115.9
2022-05-24 23:50:00,0.32,0,1.96,-0.27,0.17,-0.09,24.67,4.32,1.96,0,8.3,63,9.22,118.8
2022-05-24 23:55:00,0.37,0,1.96,-0.32,0.28,-0.04,23.81,4.33,1.96,0,8.2,63,8.07,116.7
2022-05-25 00:00:00,0.26,0,1.96,-0.25,0.27,0.03,24.1,4.29,1.96,0,8.06,64,8.5,124.9
2022-05-25 00:05:00,0.4,0,1.96,-0.25,0.67,0.42,23.21,4.34,1.96,0,8,64,9.02,114.8
2022-05-25 00:10:00,0.2,0,1.96,-0.3,1.41,1.11,22.84,4.42,1.96,0,8.04,64,9.94,114.5
2022-05-25 00:15:00,0.21,0,1.96,-0.3,1.66,1.36,22.49,4.45,1.96,-0.001,8.07,64,10.31,123.2
2022-05-25 00:20:00,0.18,0,1.95,-0.33,2.11,1.78,22.61,4.61,1.95,0,8.02,64,8.77,124.8
2022-05-25 00:25:00,0.36,0,1.95,-0.29,2.34,2.04,21.85,4.87,1.95,0,7.95,65,7.92,127.6
2022-05-25 00:30:00,0.15,0,1.96,-0.36,2.69,2.33,21.3,5.11,1.96,0,7.83,65,8.09,121
2022-05-25 00:35:00,0.3,0,1.95,-0.35,3.41,3.06,20.83,5.29,1.95,0,7.76,65,9.75,121.4
2022-05-25 00:40:00,0.24,0,1.95,-0.33,4.42,4.09,19.75,5.58,1.95,0,7.69,66,9.67,119.1
2022-05-25 00:45:00,0.44,0,1.96,-0.37,5.65,5.28,18.41,5.79,1.96,0,7.59,66,8.86,112.4
2022-05-25 00:50:00,0.33,0,1.96,-0.32,7.16,6.84,17.63,5.86,1.96,0,7.49,66,9.28,118.3
2022-05-25 00:55:00,0.15,0,1.96,-0.25,7.88,7.64,17.05,5.82,1.96,0,7.32,67,7.65,122.8
2022-05-25 01:00:00,0,0,1.96,-0.11,7.87,7.76,16.98,5.87,1.96,0,7.12,67,8.23,120.1
2022-05-25 01:05:00,0.4,0.01,1.96,-0.1,6.82,6.72,18.64,5.91,1.96,0,7.01,68,7.65,118.8
2022-05-25 01:10:00,0.32,0,1.96,-0.14,5.37,5.23,19.49,5.45,1.96,0,6.91,69,6.98,125.5
2022-05-25 01:15:00,0.06,0,1.96,-0.1,4.11,4.01,20.4,4.99,1.96,0,6.71,70,6.5,115.7
2022-05-25 01:20:00,0.2,0,1.96,-0.2,3,2.8,21.17,4.7,1.96,0,6.55,71,5.67,122.2
2022-05-25 01:25:00,0.29,0,1.96,-0.39,2.37,1.99,21.25,4.47,1.96,0,6.47,71,5,116.8
2022-05-25 01:30:00,0.22,0,1.96,-0.43,2.13,1.71,21.17,4.32,1.96,0,6.27,72,5.43,113.6
2022-05-25 01:35:00,0.29,0,1.96,-0.49,1.42,0.92,21.95,4.17,1.96,0,6.25,72,6.8,113.7
2022-05-25 01:40:00,0.18,0,1.97,-0.53,0.86,0.33,22.44,4.02,1.97,0,6.17,72,5.41,114.4
2022-05-25 01:45:00,0.34,0,1.97,-0.52,0.82,0.3,22.22,3.88,1.97,0,6.04,73,5.1,115.4
2022-05-25 01:50:00,0.07,0,1.97,-0.34,0.79,0.45,22.6,3.81,1.97,0,5.93,73,4.52,118.2
2022-05-25 01:55:00,0.21,0,1.97,-0.29,0.65,0.37,22.88,3.88,1.97,0,5.94,73,4.59,118.7
2022-05-25 02:00:00,0.07,0,Z/S,-0.26,0.59,0.33,22.61,3.85,Z/S,Z/S,5.89,74,4.84,113.5
2022-05-25 02:05:00,Z/S,0,Z/S,-0.25,0.51,0.25,22.8,3.8,Z/S,Z/S,5.74,74,4.8,113.4
2022-05-25 02:10:00,Z/S,0,Z/S,-0.21,0.39,0.19,22.43,3.83,Z/S,Z/S,5.66,75,4.37,102.4
2022-05-25 02:15:00,Z/S,0,Z/S,-0.38,0.64,0.26,21.92,3.84,Z/S,Z/S,5.61,75,3.58,105.2
2022-05-25 02:20:00,Z/S,0,Z/S,-0.36,0.57,0.21,22.24,3.8,Z/S,Z/S,5.6,76,3.88,88
2022-05-25 02:25:00,Z/S,0,Z/S,-0.41,0.66,0.25,22.2,3.82,Z/S,Z/S,5.7,76,2.52,62.37
2022-05-25 02:30:00,Z/S,0,Z/S,-0.37,1.13,0.77,21.58,3.95,Z/S,Z/S,5.79,76,3.59,81.8
2022-05-25 02:35:00,Z/S,0,Z/S,-0.27,1.86,1.6,21.15,4.18,Z/S,Z/S,5.98,75,3.52,88.9
2022-05-25 02:40:00,Z/S,0,Z/S,-0.2,2.61,2.41,20.78,4.38,Z/S,Z/S,6.04,74,2.85,100.2
2022-05-25 02:45:00,Z/S,0,Z/S,-0.27,3.1,2.83,20.11,4.41,Z/S,Z/S,6.01,74,3.44,114.9
2022-05-25 02:50:00,Z/S,0,Z/S,-0.26,3.61,3.35,19.94,4.45,Z/S,Z/S,6.11,74,4.46,130.3
2022-05-25 02:55:00,Z/S,0,Z/S,-0.25,4.02,3.78,19.46,4.57,Z/S,Z/S,6.11,74,4.03,132.2
2022-05-25 03:00:00,0.28,0,1.96,-0.17,4.03,3.86,19.71,4.64,1.96,0,6.1,74,3.82,145.6
2022-05-25 03:05:00,0.27,Z/S,1.95,-0.1,4.12,4.02,19.87,4.54,1.95,0,6,74,3.78,149.8
2022-05-25 03:10:00,0.27,Z/S,1.95,-0.16,3.85,3.69,19.58,4.4,1.95,0,5.84,75,2.74,162.7
2022-05-25 03:15:00,0.12,Z/S,1.96,-0.11,3.09,2.99,17.86,4.34,1.96,0,5.64,76,1.51,161.2
2022-05-25 03:20:00,0.22,Z/S,1.96,-0.08,3.06,2.98,18.92,4.32,1.96,0,5.6,76,1.87,112.7
2022-05-25 03:25:00,0.23,Z/S,1.95,-0.22,3.21,2.99,19.39,4.36,1.95,0,5.65,76,3.24,98.6
2022-05-25 03:30:00,0.19,Z/S,1.95,-0.29,3.8,3.51,19.38,4.52,1.95,0,5.91,75,3.23,96
2022-05-25 03:35:00,0.31,Z/S,1.95,-0.26,4.36,4.11,19.08,4.63,1.95,0,6.1,74,1.99,124.2
2022-05-25 03:40:00,0.17,Z/S,1.96,-0.17,4.64,4.47,17.97,4.66,1.96,0,6.03,74,0.64,81.1
2022-05-25 03:45:00,0.25,Z/S,1.95,-0.1,5.06,4.96,17.68,4.75,1.95,0,5.95,74,4.04,80.4
2022-05-25 03:50:00,0.34,Z/S,1.95,-0.13,6.02,5.89,17.21,4.96,1.95,0,6.04,74,3.03,100.3
2022-05-25 03:55:00,0.16,Z/S,1.95,-0.13,6.4,6.27,16.83,5.23,1.95,0,6.17,73,2.63,110.1
2022-05-25 04:00:00,0.35,0.02,1.96,-0.32,6.84,6.51,16.12,5.39,1.96,0,6.2,73,2.96,111
2022-05-25 04:05:00,0.25,0.07,1.95,-0.55,6.9,6.35,Z/S,5.46,1.95,0,6.17,74,3.09,134.9
2022-05-25 04:10:00,0.24,0,1.96,-0.5,6.67,6.17,Z/S,5.48,1.96,0,6.1,74,4.04,127.9
2022-05-25 04:15:00,0.28,0,1.96,-0.42,6.09,5.67,Z/S,5.35,1.96,0,5.95,74,3.68,167.9
2022-05-25 04:20:00,0.12,0,1.96,-0.3,4.47,4.18,Z/S,5.13,1.96,0,5.89,75,3.01,170.2
