Wood Buffalo Environmental Association - Continuous Ambient Air Quality Monitoring Program
For authorized use only
AMS04, L1, 5Mn
Exported On:,2022/08/24,10:48
Date Range:,2015/8/23,0:00,to,2022/8/23,23:00

Date/Time, SO2 (ppb), H2S (ppb), THC (ppm), NO (ppb), NO2 (ppb), NOX (ppb), O3 (ppb), PM2.5 (ug/m3), CH4 (ppm), NMHC (ppm), Temp @ 2m (deg. C), RH (%), Wind Speed @ 10m (km/h), Wind Dir. @ 10m (deg.)
2022-07-21 01:50:00,0.43,0.27,2.11,3.71,17.43,21.13,Z/S,7.3,2.11,0,14.85,76,9.42,302.8
2022-07-21 01:55:00,0.23,0.24,2.11,1.58,16.82,18.4,Z/S,7.19,2.11,0,14.76,76,8.93,304.2
2022-07-21 02:00:00,0.45,0.23,2.1,0.67,16.11,16.78,Z/S,7.24,2.1,0,14.59,76,9.95,305.6
2022-07-21 02:05:00,0.67,0.21,2.1,Z/S,Z/S,Z/S,2.26,7.29,2.1,0,14.4,77,9.13,309.2
2022-07-21 02:10:00,0.76,0.19,2.1,Z/S,Z/S,Z/S,2.52,7.3,2.1,0,14.27,77,11.87,306.6
2022-07-21 02:15:00,1.02,0.24,2.07,Z/S,Z/S,Z/S,2.95,7.42,2.07,0,14.39,76,9.8,304.2
2022-07-21 02:20:00,1.4,0.22,2.05,Z/S,Z/S,Z/S,3.97,8,2.05,0,14.39,76,9.6,306.9
2022-07-21 02:25:00,1.4,0.37,2.05,Z/S,Z/S,Z/S,3.65,8.6,2.05,0,14.26,76,9.77,309.2
2022-07-21 02:30:00,1.46,0.13,2.06,Z/S,Z/S,Z/S,2.74,9.09,2.06,0,14.2,76,9.97,311
2022-07-21 02:35:00,1.89,0.27,2.07,Z/S,Z/S,Z/S,2.66,9.94,2.07,0,14.2,76,9.5,304.5
2022-07-21 02:40:00,1.32,0.31,2.1,Z/S,Z/S,Z/S,2.35,10.23,2.1,0,14.2,77,8.36,304
2022-07-21 02:45:00,1.01,0.26,2.15,Z/S,Z/S,Z/S,1.72,10.29,2.15,0,14,78,8.02,309.5
2022-07-21 02:50:00,0.95,0.32,2.15,Z/S,Z/S,Z/S,2.05,10.26,2.15,0,13.81,79,8.66,308.3
2022-07-21 02:55:00,0.83,0.3,2.13,Z/S,Z/S,Z/S,2.02,10.29,2.13,0,13.75,79,8.88,313.1
2022-07-21 03:00:00,0.86,0.24,2.13,Z/S,Z/S,Z/S,1.89,10.05,2.13,0,13.59,80,8.15,306.1
2022-07-21 03:05:00,0.58,0.29,2.12,3.6,18.65,22.25,1.88,9.42,2.12,0,13.51,80,6.42,312.4
2022-07-21 03:10:00,0.8,0.32,2.13,2.78,18.88,21.66,1.93,9.1,2.13,0,13.42,81,5.81,326.8
2022-07-21 03:15:00,0.57,0.16,2.11,2.88,18.37,21.26,1.56,8.43,2.11,0,13.18,82,7.47,312.3
2022-07-21 03:20:00,0.9,0.21,2.08,3.76,18.04,21.8,1.79,8.08,2.08,0,13.09,82,6.44,318.9
2022-07-21 03:25:00,0.65,0.17,2.07,4.87,18.26,23.14,1.88,7.74,2.07,0,12.92,83,6.75,308.6
2022-07-21 03:30:00,0.46,0.24,2.1,6.9,18.54,25.44,1.39,7.25,2.1,0,12.91,83,6.07,303.2
2022-07-21 03:35:00,0.7,0.34,2.13,9.65,19.25,28.91,1.41,6.82,2.13,0,12.93,84,6.93,313.7
2022-07-21 03:40:00,0.7,0.2,2.14,10.89,19.3,30.19,1.23,6.65,2.14,0,12.76,84,8.44,319.2
2022-07-21 03:45:00,0.52,0.2,2.19,9.94,19.11,29.05,1.63,6.6,2.19,0,12.83,84,6.25,292.5
2022-07-21 03:50:00,0.55,0.8,2.28,9.83,19.76,29.59,1.59,6.59,2.28,0,13.29,83,7.37,255.1
2022-07-21 03:55:00,0.8,0.6,2.23,12.38,19.15,31.53,1.49,6.69,2.23,0,13.21,83,6.84,247.7
2022-07-21 04:00:00,0.55,0.61,2.05,10.35,18.81,29.15,1.45,6.74,2.05,0,13.19,83,6.45,264.8
2022-07-21 04:05:00,0.42,0.48,2.01,7.27,18.5,25.77,2.34,6.7,2.01,0,13.15,84,8.89,245.2
2022-07-21 04:10:00,0.39,0.34,1.98,2.86,11.74,14.6,9.91,6.29,1.98,0,12.73,85,11.26,247.7
2022-07-21 04:15:00,0.62,0.46,2,-0.38,2.94,2.56,13.31,6,2,0,12.7,85,11.82,247.3
2022-07-21 04:20:00,0.55,0.3,1.98,-0.82,0.73,-0.09,13.86,5.83,1.98,0,12.71,85,11.32,254.4
2022-07-21 04:25:00,0.34,0.18,1.97,-0.9,0.57,-0.33,12.58,5.88,1.97,0,12.61,85,9.28,265.8
2022-07-21 04:30:00,0.66,0.22,1.96,-0.94,0.29,-0.65,13.43,6.52,1.96,0,12.65,86,11.48,253.3
2022-07-21 04:35:00,0.42,0.18,1.95,-0.94,0.02,-0.92,13.12,6.72,1.95,0,12.74,86,10.45,252.3
2022-07-21 04:40:00,0.42,0.2,1.95,-0.9,-0.15,-1.06,12.34,6.72,1.95,0,12.59,86,10.93,253.1
2022-07-21 04:45:00,0.43,0.41,1.96,-1.11,-0.05,-1.16,11.09,7.64,1.96,0,12.42,87,8.14,274.9
2022-07-21 04:50:00,0.61,0.78,1.96,-1.25,-0.13,-1.38,10.4,10.66,1.96,0,12.36,87,9.35,264
2022-07-21 04:55:00,0.5,0.95,1.95,-1.16,-0.06,-1.22,10.71,11.37,1.95,0,12.37,88,9.4,254.8
2022-07-21 05:00:00,0.47,0.33,Z/S,-1.1,-0.19,-1.29,10.99,11.81,Z/S,Z/S,12.3,88,9.87,255.7
2022-07-21 05:05:00,Z/S,0.29,Z/S,-1.04,-0.1,-1.14,10.8,13.44,Z/S,Z/S,12.3,88,9.79,252.7
2022-07-21 05:10:00,Z/S,0.43,Z/S,-1.06,-0.06,-1.12,11.08,14.07,Z/S,Z/S,12.33,88,12.42,248.3
2022-07-21 05:15:00,Z/S,0.35,Z/S,-0.89,-0.23,-1.12,11.39,13.82,Z/S,Z/S,12.45,87,9.77,264.6
2022-07-21 05:20:00,Z/S,0.51,Z/S,-0.91,-0.24,-1.14,11.2,16.7,Z/S,Z/S,12.58,86,8.64,282.3
2022-07-21 05:25:00,Z/S,0.75,Z/S,-0.96,-0.13,-1.08,11.88,18.81,Z/S,Z/S,12.76,86,8.64,267.7
2022-07-21 05:30:00,Z/S,0.81,Z/S,-0.99,-0.17,-1.16,12.06,19.05,Z/S,Z/S,12.85,84,8.34,262.7
2022-07-21 05:35:00,Z/S,0.7,Z/S,-1.18,-0.14,-1.32,12.08,17.62,Z/S,Z/S,12.91,85,9.91,273.6
2022-07-21 05:40:00,Z/S,0.64,Z/S,-1.03,0.09,-0.94,12.61,16.01,Z/S,Z/S,13.07,84,10.78,286.5
2022-07-21 05:45:00,Z/S,0.43,Z/S,-0.79,0.52,-0.27,12.54,15.12,Z/S,Z/S,13.29,84,11.1,288
2022-07-21 05:50:00,Z/S,0.62,Z/S,-0.77,0.35,-0.42,12.49,14.38,Z/S,Z/S,13.62,84,10.31,274.6
2022-07-21 05:55:00,Z/S,0.61,Z/S,-0.78,0.09,-0.69,13.15,13.46,Z/S,Z/S,13.92,83,11.43,286
2022-07-21 06:00:00,0.66,0.37,2.07,-0.67,0.46,-0.21,14.31,13.31,2.07,0,14.21,81,12.23,291.1
2022-07-21 06:05:00,0.36,0.41,2.05,-0.59,0.03,-0.57,14.36,11.59,2.05,0,14.36,80,12.14,301.2
2022-07-21 06:10:00,0.67,0.39,2.03,-0.51,0.07,-0.45,14.51,8.43,2.03,0,14.45,79,10.97,303.2
2022-07-21 06:15:00,1.13,0.42,2.01,-0.46,0.56,0.1,14.25,7.6,2.01,0,14.62,78,11.31,297
2022-07-21 06:20:00,0.73,0.45,2.01,-0.33,0.9,0.57,14.4,7.94,2.01,0,14.65,77,12.32,292.5
2022-07-21 06:25:00,0.5,0.5,2,-0.2,1.27,1.07,13.53,8,2,0,14.6,77,13.3,294.1
2022-07-21 06:30:00,0.62,0.24,2,0.58,2.24,2.82,13.22,8.01,2,0,14.71,76,12.56,295.2
2022-07-21 06:35:00,0.37,0.15,2.01,1.27,3.94,5.21,12.06,8.02,2.01,0,14.82,75,13.56,293.6
2022-07-21 06:40:00,0.4,0.11,2.01,1.71,4.86,6.57,12.28,0.78,2.01,0,14.86,75,12.6,292.7
2022-07-21 06:45:00,0.35,0.19,1.99,1.93,4.74,6.67,12.07,0,1.99,0,14.99,74,12.06,293.7
2022-07-21 06:50:00,0.49,0,1.97,1.74,4.68,6.42,13.86,0,1.97,0,15.09,73,12.91,293.1
2022-07-21 06:55:00,0.39,0.11,1.95,1.45,4.03,5.47,13.45,0,1.95,0,15.37,73,11.24,313.2
2022-07-21 07:00:00,0.47,0.09,1.97,1.66,4.32,5.98,12.67,0,1.97,0,15.67,71,11.59,303.7
2022-07-21 07:05:00,1.93,0.08,1.99,2.07,4.84,6.91,13.44,5.64,1.99,0,15.7,70,13.16,306
2022-07-21 07:10:00,2.08,0.15,1.98,2.56,5.08,7.64,12.62,6.99,1.98,0,15.67,70,10.48,301.4
2022-07-21 07:15:00,4.76,0.21,1.99,2.86,5.28,8.14,12.55,2.54,1.99,0,15.8,70,11.42,298
2022-07-21 07:20:00,5.68,0.16,1.98,3.54,5.32,8.86,13.09,0,1.98,0,15.75,70,10,291.5
2022-07-21 07:25:00,3.91,0.12,1.99,3.27,5.17,8.44,13.6,0,1.99,0,15.92,69,9.91,295.6
2022-07-21 07:30:00,8.25,0.2,1.99,3.88,5.24,9.12,12.85,8.32,1.99,0,16.16,68,10.45,305.4
2022-07-21 07:35:00,7.08,0.31,2,4.6,6.8,11.39,12.59,8.86,2,0,16.3,68,9.58,300.6
2022-07-21 07:40:00,8.16,0.07,2,4.06,6.65,10.71,13.4,1.35,2,0,16.38,67,9.2,289.1
2022-07-21 07:45:00,7.26,0.35,2,2.92,5.49,8.4,14.46,9.57,2,0,16.52,66,7.94,283.5
2022-07-21 07:50:00,11.34,0.25,2,2.78,4.87,7.65,13.46,6.76,2,0,16.58,66,7.41,299
2022-07-21 07:55:00,12.6,0.37,2.01,4.15,6.2,10.35,13.36,0,2.01,0,17.13,65,8.32,290
2022-07-21 08:00:00,11.78,0.26,2.01,4.35,6.5,10.85,13.72,0,2.01,0,17.03,64,7.51,277.2
2022-07-21 08:05:00,8.18,0.27,2.02,4.31,6.32,10.63,13.26,0.88,2.02,0,16.93,64,7.34,292.4
2022-07-21 08:10:00,12.01,0.29,2.01,5.08,6.89,11.97,13.01,12.63,2.01,0,17.35,64,6.24,326.8
2022-07-21 08:15:00,13.41,0.39,2.03,5.25,7.74,12.99,13.53,11.33,2.01,0.017,17.83,62,6.1,303.1
2022-07-21 08:20:00,16.39,0.25,2.01,5.34,7.82,13.15,14.26,14.62,2.01,0,17.66,62,7.39,336.2
2022-07-21 08:25:00,4.62,0.11,1.96,3.4,6.75,10.15,17.25,15.71,1.96,0,17.86,61,12.27,344.4
2022-07-21 08:30:00,1.98,0.02,1.91,0.05,2.14,2.19,20.45,11.74,1.91,0,17.78,59,12.68,336.6
2022-07-21 08:35:00,1.75,0.19,1.92,0.04,1.29,1.33,20.06,7.27,1.92,0,17.89,59,10.9,339.1
2022-07-21 08:40:00,2.44,0,1.93,0.35,2.53,2.87,19.5,7.04,1.93,0,18.01,59,8.91,340.3
2022-07-21 08:45:00,1.87,0.05,1.93,0.89,3.01,3.9,19.91,4.49,1.93,0,18,58,8.79,342.2
2022-07-21 08:50:00,3.52,0.06,1.93,0.89,2.34,3.22,19.9,12.79,1.93,0,18.08,58,8.6,327
2022-07-21 08:55:00,5.87,0.19,1.96,1.03,3.26,4.29,19.6,12.52,1.96,0,18.13,58,9.08,329.3
2022-07-21 09:00:00,4.18,0.14,1.94,0.68,3.15,3.83,20.51,9.31,1.94,0,18.34,57,9.23,342.3
2022-07-21 09:05:00,7.08,0.14,1.95,0.53,3.09,3.61,20.63,7.15,1.95,0,18.33,57,10.55,348.9
2022-07-21 09:10:00,6.22,0.14,1.95,0.82,3.86,4.67,21.39,6.65,1.95,0,18.49,56,7.2,336.9
2022-07-21 09:15:00,4.51,0.07,1.95,0.66,2.95,3.61,20.48,11.11,1.95,0,18.58,56,9.67,338.7
2022-07-21 09:20:00,5.38,0.16,1.95,1.01,3.52,4.53,19.6,14.31,1.95,0,18.83,55,8.18,348.6
2022-07-21 09:25:00,7.11,0,1.96,1.16,3.98,5.15,21.53,5.61,1.96,0,18.04,56,4.97,28.18
2022-07-21 09:30:00,4.22,0.07,1.96,0.71,3.22,3.93,21.77,6.6,1.96,0,17.77,57,3.9,309.7
2022-07-21 09:35:00,4.53,0.16,1.96,0.71,3.22,3.93,20.18,7.41,1.96,0,18.69,56,6.46,331.2
2022-07-21 09:40:00,6.9,0.03,1.98,1.51,3.95,5.46,21,7.41,1.98,0,18.95,54,7.59,349
2022-07-21 09:45:00,10.48,0.21,2,2.03,5.04,7.08,20.27,1.95,1.98,0.014,18.84,54,8.96,351.4
2022-07-21 09:50:00,10.43,0.07,2.02,2.3,5.65,7.95,21.48,5.97,1.98,0.035,18.75,54,6.56,346.2
2022-07-21 09:55:00,9.48,0.09,1.98,1.84,5.53,7.37,20.8,12.36,1.98,0,19.04,53,5.58,2.53
2022-07-21 10:00:00,10.36,0.11,1.99,2.57,6.34,8.91,20.09,12.12,1.99,0,19.15,53,7.19,10.68
2022-07-21 10:05:00,8.69,0.08,2,2.43,6.73,9.16,20.4,14.96,2,0,18.84,54,8.18,6.6
2022-07-21 10:10:00,8.51,0.27,2,2.77,6.61,9.38,20.56,13.76,2,0,19.36,54,6.74,0.21
2022-07-21 10:15:00,10.69,0.08,1.99,3.14,5.78,8.91,21.05,11.97,1.99,0,19.56,52,4.96,356.7
2022-07-21 10:20:00,11.79,0.06,1.99,3.14,6.03,9.17,21.3,18.85,1.99,0,19.3,52,5.52,308.1
2022-07-21 10:25:00,14.19,0.17,1.98,3.49,6.64,10.13,20.51,14.13,1.98,0,19.52,51,4.03,108.3
2022-07-21 10:30:00,15.88,0.1,1.98,3.95,7.77,11.72,20.36,16.39,1.98,0,19.99,50,6.3,222.4
2022-07-21 10:35:00,14.71,0.23,1.99,3.85,7.78,11.62,21.65,16.33,1.99,0,19.63,51,6.81,192.1
2022-07-21 10:40:00,9.38,0.09,1.98,2.8,6.67,9.47,22.59,9.98,1.98,0,19.73,50,5.35,217.5
2022-07-21 10:45:00,12.13,0.07,1.98,2.51,6.12,8.63,22.57,12.2,1.98,0,19.97,50,6.33,295.7
2022-07-21 10:50:00,8.58,0.08,1.97,2.57,6.23,8.8,23,12.85,1.97,0,20.32,49,7.02,335.3
2022-07-21 10:55:00,3.28,0,1.94,1.06,4.08,5.14,25.13,2.98,1.94,0,20.16,49,9.64,7.94
2022-07-21 11:00:00,5.26,0.09,1.95,0.32,2.55,2.87,25.41,12.29,1.95,0,19.9,49,5.85,33.55
2022-07-21 11:05:00,3.47,0,1.94,0.25,2.98,3.24,25.72,9.38,1.94,0,19.99,50,9.09,26.4
2022-07-21 11:10:00,3.52,0,1.94,0.06,2.65,2.7,25.73,0,1.94,0,19.78,51,7.69,39.36
2022-07-21 11:15:00,5.44,0,1.95,0.4,3.29,3.69,24.63,3.33,1.95,0,20.51,49,7.81,293.3
2022-07-21 11:20:00,5.7,0,1.94,0.96,4.49,5.45,25,4.59,1.94,0,20.99,48,5.73,347.6
2022-07-21 11:25:00,4.51,0.07,1.93,0.86,3.88,4.74,25.73,0.37,1.93,0,20.8,47,8.57,0.49
2022-07-21 11:30:00,4.59,0,1.93,0.42,2.83,3.24,26.59,10.2,1.93,0,20.47,47,5.81,321.9
2022-07-21 11:35:00,4.87,0.07,1.93,0.39,2.77,3.16,26.98,4.39,1.93,0,20.6,48,5.58,79.98
2022-07-21 11:40:00,5.37,0,1.93,0.63,2.93,3.56,26.9,0,1.93,0,20.71,48,6.41,31.33
2022-07-21 11:45:00,5.93,0.1,1.94,0.66,3.28,3.93,27.97,0,1.94,0,21.23,46,7.23,323.8
2022-07-21 11:50:00,5.89,0,1.93,0.66,3.48,4.15,27.58,0,1.93,0,21.22,45,5.68,4.96
2022-07-21 11:55:00,7.17,0.12,1.93,0.95,3.6,4.55,27.42,3.38,1.93,0,21.28,46,7.22,350.3
2022-07-21 12:00:00,9.41,0,1.93,1.38,4.88,6.27,26.04,21.98,1.93,0,21.19,45,10.26,3.11
2022-07-21 12:05:00,9.55,0.14,1.93,1.62,5.49,7.1,26.43,12.5,1.93,0,21.12,45,8.04,317
2022-07-21 12:10:00,10.7,0,1.93,1.44,5.31,6.74,27.11,16.16,1.93,0,21.43,44,4.34,358.4
2022-07-21 12:15:00,8.8,0,1.93,1.13,5.13,6.26,27.76,14.19,1.93,0,21.3,45,6.83,36.15
2022-07-21 12:20:00,7.22,0.19,1.93,0.67,4.15,4.82,28.54,7,1.93,0,21.78,44,6.17,252.3
2022-07-21 12:25:00,7.76,0,1.94,0.38,3.93,4.31,29.51,10.39,1.94,0,21.37,44,5.4,185.1
2022-07-21 12:30:00,9.33,0.12,1.93,0.65,4.27,4.92,27.99,7.92,1.93,0,21.88,44,6.9,337.1
2022-07-21 12:35:00,8.29,0,1.93,0.97,4.77,5.73,28.92,17.47,1.93,0,21.65,44,5.65,347.5
2022-07-21 12:40:00,9.02,0,1.94,0.98,4.34,5.32,29.66,29.69,1.94,0,21.44,44,6.47,62.47
2022-07-21 12:45:00,10.43,0,1.93,1.42,4.93,6.36,29.51,22.67,1.93,0,21.33,44,6.51,8.09
2022-07-21 12:50:00,6.44,0.02,1.94,1.02,5.04,6.06,29.55,8.7,1.94,0,21.71,43,7.55,16.2
2022-07-21 12:55:00,7.28,0,1.94,0.46,4.4,4.85,30.71,11.81,1.94,0,21.51,44,6.37,349.6
2022-07-21 13:00:00,8.61,0,1.94,0.42,4.92,5.34,30.08,0.75,1.94,0,21.7,43,7.32,6.8
2022-07-21 13:05:00,10.48,0,1.93,0.73,6.09,6.82,30.08,0,1.93,0,21.9,44,8.03,1.72
2022-07-21 13:10:00,10.73,0.03,1.94,1.06,6.53,7.59,30.36,2.4,1.94,0,22.32,43,9.15,340.6
2022-07-21 13:15:00,7.8,0.07,1.94,0.79,5.92,6.71,31.16,12.78,1.94,0,22.33,43,5.75,16.14
2022-07-21 13:20:00,8.83,0,1.94,0.64,5.62,6.26,30.58,11.72,1.94,0,22.53,42,8.46,17.87
2022-07-21 13:25:00,9.99,0.13,1.94,1.4,5.98,7.38,30.13,1.59,1.94,0,22.35,42,7.83,29.81
2022-07-21 13:30:00,10.93,0,1.93,1.39,6.27,7.66,30.71,15.37,1.93,0,21.73,43,5.89,48.56
2022-07-21 13:35:00,9.21,0.02,1.93,1.57,6.38,7.94,29.92,9.71,1.93,0,22.33,42,9.58,9.73
2022-07-21 13:40:00,7.95,0,1.94,1.28,5.56,6.84,30.9,15.51,1.94,0,22.32,42,7.51,350.4
2022-07-21 13:45:00,9.23,0,1.93,1.13,5.39,6.52,30.64,15.23,1.93,0,22.43,42,5.67,333.5
2022-07-21 13:50:00,10.75,0.13,1.93,1.2,6.27,7.47,30.64,15.54,1.93,0,22.67,41,8.56,349.9
2022-07-21 13:55:00,11.85,0.08,1.93,1.25,6.56,7.81,30.91,15.52,1.93,0,22.5,42,5.62,317.3
2022-07-21 14:00:00,10.92,0.06,1.93,1.22,6.28,7.5,31.49,8.89,1.93,0,22.32,42,4.76,27.22
2022-07-21 14:05:00,7.29,0.01,1.92,0.7,5.28,5.98,31.98,17.47,1.92,0,22.53,42,9.42,12.28
2022-07-21 14:10:00,7.42,0,1.92,0.62,4.52,5.14,32.72,9.12,1.92,0,22.33,42,9.68,19.1
2022-07-21 14:15:00,7.5,0.01,1.92,0.74,4.61,5.35,32.15,0,1.92,0,22.82,42,6.81,12.94
2022-07-21 14:20:00,7.74,0,1.93,0.53,5.09,5.62,32.05,14.73,1.93,0,22.87,42,6.9,9.95
2022-07-21 14:25:00,8.51,0,1.92,0.47,5.53,5.99,32.21,5.71,1.92,0,22.92,41,8.68,13.26
2022-07-21 14:30:00,10.15,0,1.93,0.69,5.62,6.31,32.4,0,1.93,0,22.69,41,4.64,70.87
2022-07-21 14:35:00,10.48,0.14,1.93,0.98,6.5,7.49,31.78,7.39,1.93,0,23.33,41,5.91,308.5
2022-07-21 14:40:00,9.47,0.04,1.93,0.8,7.01,7.81,32.83,10.48,1.93,0,23.5,41,6.15,19.78
2022-07-21 14:45:00,9.46,0.11,1.93,0.75,5.71,6.46,33.64,15.72,1.93,0,23.32,40,7.17,20.76
2022-07-21 14:50:00,9.36,0.12,1.93,0.46,5.68,6.13,33.76,12,1.93,0,23.26,41,7.97,34.01
2022-07-21 14:55:00,9.6,0.03,1.93,0.27,6.15,6.41,33.09,12.63,1.93,0,22.91,41,6.8,17.71
2022-07-21 15:00:00,9.37,0,1.92,0.33,6.25,6.57,32.41,15.72,1.92,0,23.15,41,4.79,330.4
2022-07-21 15:05:00,8.38,0.02,1.92,0.42,5.39,5.81,32.58,5.19,1.92,0,23.27,41,5.75,34.72
2022-07-21 15:10:00,4.98,0.01,1.92,0.41,4.22,4.63,32.18,0,1.92,0,23.6,41,8.86,350.3
2022-07-21 15:15:00,3.37,0,1.92,-0.13,2.88,2.75,32.11,0,1.92,0,24.06,40,6.64,7.35
2022-07-21 15:20:00,1.87,0.03,1.92,-0.19,2.16,1.97,32.53,0,1.92,0,24.07,40,10.31,358.6
2022-07-21 15:25:00,1.6,0,1.92,-0.38,1.73,1.35,33.65,0,1.92,0,23.68,40,7.66,58.73
2022-07-21 15:30:00,1.59,0.06,1.92,-0.56,1.88,1.32,33.3,0,1.92,0,23.5,41,11.46,31.69
2022-07-21 15:35:00,1.27,0.03,1.92,-0.59,1.49,0.9,33.54,4.65,1.92,0,23.19,41,5.24,18.63
2022-07-21 15:40:00,1.13,0,1.93,-0.44,1.23,0.8,33.16,12.77,1.93,0,23.42,41,10.45,15.05
2022-07-21 15:45:00,1.08,0,1.93,-0.83,1.56,0.73,34.08,9.26,1.93,0,23.23,41,13.11,19.65
2022-07-21 15:50:00,1.02,0,1.93,-0.69,1.53,0.84,33.31,0,1.93,0,23.43,41,8.98,12.41
2022-07-21 15:55:00,0.93,0,1.92,-0.7,1.54,0.83,33.24,0,1.92,0,23.37,41,13.64,15.98
2022-07-21 16:00:00,0.66,0,1.92,-0.71,1.34,0.63,31.99,8.03,1.92,0,23.22,41,15.69,2.57
2022-07-21 16:05:00,0.75,0.01,1.91,-0.82,1.2,0.38,31.12,34.61,1.91,0,23.1,41,14.8,1.07
2022-07-21 16:10:00,0.59,0,1.9,-0.85,1.05,0.2,30.49,22.17,1.9,0,22.92,41,14.59,17.3
2022-07-21 16:15:00,0.58,0,1.91,-0.96,1.11,0.15,30.92,11.01,1.91,0,22.65,41,13.53,8.27
2022-07-21 16:20:00,0.45,0,1.9,-0.79,0.9,0.12,30.54,26.11,1.9,0,22.6,41,13.23,7.07
2022-07-21 16:25:00,0.75,0,1.9,-0.73,0.93,0.2,29.47,23.26,1.9,0,22.86,41,11.41,0.78
2022-07-21 16:30:00,0.64,0.02,1.9,-0.75,0.99,0.24,29.73,9.22,1.9,0,22.97,41,15.89,1.91
2022-07-21 16:35:00,0.5,0,1.9,-0.83,0.9,0.07,30.54,15.35,1.9,0,22.93,40,18.96,10.27
2022-07-21 16:40:00,0.59,0,1.9,-0.76,0.95,0.19,30.35,15.35,1.9,0,22.7,40,16.96,2.5
2022-07-21 16:45:00,0.62,0.01,1.89,-0.66,0.84,0.18,30.55,11.21,1.89,0,22.29,40,20.03,4.46
2022-07-21 16:50:00,0.59,0.05,1.89,-0.94,0.71,-0.23,30.66,22.81,1.89,0,21.98,40,20.71,353.7
2022-07-21 16:55:00,0.47,0,1.89,-1.02,0.58,-0.44,30.67,42.97,1.89,0,21.72,40,20.26,358
2022-07-21 17:00:00,0.52,0,1.89,-1.01,0.42,-0.59,31.04,0,1.89,0,21.5,40,19.22,2.3
2022-07-21 17:05:00,0.3,0,1.89,-0.87,0.23,-0.64,31.43,0,1.89,0,21.27,40,18.86,5.33
2022-07-21 17:10:00,0.46,0,1.89,-0.76,0.24,-0.51,31.44,0,1.89,0,21.19,40,20.36,359.1
2022-07-21 17:15:00,0.53,0,1.89,-0.72,0.46,-0.26,30.65,0,1.89,0,21.1,40,17.49,5.08
2022-07-21 17:20:00,0.51,0,1.89,-0.88,0.82,-0.06,30.39,0,1.89,0,21.05,40,14.54,3.81
2022-07-21 17:25:00,0.54,0.18,1.89,-0.65,1.09,0.44,29.67,5.63,1.89,0,21,40,15,357.4
2022-07-21 17:30:00,0.61,0,1.89,-0.68,1.16,0.48,29.97,7.13,1.89,0,20.93,40,13.29,13.48
2022-07-21 17:35:00,0.64,0.03,1.89,-0.87,1.07,0.2,28.77,0.45,1.89,0,20.87,41,15.04,354.9
2022-07-21 17:40:00,0.59,0.12,1.89,-0.8,0.95,0.14,28.28,0,1.89,0,20.66,43,15.59,349.1
2022-07-21 17:45:00,0.51,0,1.89,-0.69,0.4,-0.3,27.97,0.77,1.89,0,20.43,44,15.69,348.5
2022-07-21 17:50:00,0.54,0,1.89,-0.63,0.78,0.15,28.03,8.3,1.89,0,20.26,45,14.53,350.3
2022-07-21 17:55:00,0.49,0.14,1.9,-0.61,0.54,-0.08,27.65,8.79,1.9,0,20.17,46,13.63,345.9
2022-07-21 18:00:00,0.53,0,1.89,-0.75,0.48,-0.26,27.71,3.52,1.89,0,20.1,46,13.09,350
2022-07-21 18:05:00,0.35,0.02,1.89,-0.79,0.44,-0.35,27.35,4.23,1.89,0,20,47,14.25,346.6
2022-07-21 18:10:00,0.5,0,1.9,-0.81,0.26,-0.54,27.66,4.38,1.9,0,19.92,48,11.97,343.5
2022-07-21 18:15:00,0.46,0.09,1.9,-1.09,0.44,-0.65,26.62,4.02,1.9,0,19.53,52,12.26,349.3
2022-07-21 18:20:00,0.29,0.07,1.9,-1.08,0.35,-0.73,26.86,3.05,1.9,0,19.17,53,16.36,351.9
2022-07-21 18:25:00,0.44,0.05,1.9,-1.11,0.53,-0.58,26.03,4.63,1.9,0,19.04,54,15.22,355.1
2022-07-21 18:30:00,0.55,0.07,1.9,-1.04,1.21,0.17,26.43,4.68,1.9,0,18.78,55,15.36,1.85
2022-07-21 18:35:00,0.54,0.11,1.9,-0.93,2.06,1.13,25.28,5.96,1.9,0,18.55,57,16.29,0.66
2022-07-21 18:40:00,0.41,0.2,1.9,-0.93,1.76,0.83,25.99,5.97,1.9,0,18.43,57,14.63,355.2
2022-07-21 18:45:00,0.58,0.11,1.9,-0.82,1.38,0.56,25.32,5.92,1.9,0,18.31,58,13.61,351.1
2022-07-21 18:50:00,0.27,0.24,1.91,-0.64,0.9,0.26,25.41,4.35,1.91,0,18.24,59,12.88,347.1
2022-07-21 18:55:00,0.47,0.07,1.91,-0.88,0.99,0.11,23.82,8.12,1.91,0,18.05,62,11.17,334.3
2022-07-21 19:00:00,0.8,0.11,1.91,-0.78,1.29,0.51,23.47,9.35,1.91,0,17.9,62,12.65,352.6
2022-07-21 19:05:00,0.46,0.12,1.91,-0.87,1.51,0.63,23.51,0.36,1.91,0,17.87,62,10.77,355.6
2022-07-21 19:10:00,0.39,0.13,1.91,-1.06,1.34,0.28,22.47,9.69,1.91,0,17.51,66,10.2,357
2022-07-21 19:15:00,0.56,0.18,1.91,-1.05,1.18,0.12,21.28,6.3,1.91,0,16.95,72,7.99,349.2
2022-07-21 19:20:00,0.5,0.17,1.91,-1.04,1.21,0.17,19.06,2.99,1.91,0,16.34,80,6.69,336.6
