Wood Buffalo Environmental Association - Continuous Ambient Air Quality Monitoring Program
For authorized use only
AMS18, L1, 5Mn
Exported On:,2022/08/24,11:04
Date Range:,2022/5/23,0:00,to,2022/8/23,23:00

Date/Time, SO2 (ppb), NO (ppb), NO2 (ppb), NOx (ppb), PM2.5 (ug/m3), O3 (ppb), THC (ppm), CH4 (ppm), NMHC (ppm), TRS (ppb), CO (ppm), CO2 (ppm), Wind Speed @ 10m (km/h), Wind Direction @ 10m (deg.), Relative Humidity (%), Temp @ 2m (deg. C), PC (mm), GR W/m2, LW % of range, Wind Speed @ 20m (km/h), Wind Direction @ 20m (deg.)
2022-05-24 10:45:00,1.18,0.43,1.43,1.86,2.18,18.3,2.04,2.04,0,0.22,Cal,439.9,n/d,n/d,94,4.08,0,216.4,281.6,11.49,54.21
2022-05-24 10:50:00,0.13,0.15,0.71,0.86,2.28,18.55,2.04,2.04,0,0.14,Cal,436,n/d,n/d,94,4.37,0,270.1,281.1,10.81,52.28
2022-05-24 10:55:00,0.01,0.15,0.61,0.77,2.33,19.08,2.04,2.04,0,0.24,Cal,434.4,n/d,n/d,93,4.64,0,354.3,280.2,10.55,54.09
2022-05-24 11:00:00,0.1,0.11,0.57,0.68,2.41,19.06,2.04,2.04,0,0.27,Cal,433.9,n/d,n/d,92,4.77,0,321.3,279.9,11.04,53.77
2022-05-24 11:05:00,0.14,0.07,0.43,0.5,2.36,19.93,2.03,2.03,0,0.25,Cal,433.9,n/d,n/d,90,4.91,0,353.9,279.6,12.83,52.85
2022-05-24 11:10:00,-0.02,0.05,0.42,0.46,2.3,20.35,2.03,2.03,0,0.23,Cal,433.5,n/d,n/d,89,4.97,0,381.1,279.3,11.93,57.42
2022-05-24 11:15:00,0.16,0.03,0.36,0.39,2.22,20.22,2.03,2.03,0,0.27,Cal,433.3,n/d,n/d,89,5.34,0,314.7,279.4,11.8,72.61
2022-05-24 11:20:00,-0.08,0.05,0.44,0.49,2.23,20,2.03,2.03,0,0.22,Cal,433.3,n/d,n/d,89,5.53,0,291.2,279.3,13.89,61.22
2022-05-24 11:25:00,0,0.04,0.47,0.51,2.26,20.6,2.03,2.03,0,0.18,Cal,433.4,n/d,n/d,88,5.58,0,308.8,279.1,11.25,60.13
2022-05-24 11:30:00,0.01,0.06,0.4,0.46,2.18,20.32,2.04,2.04,0,0.24,Cal,433.3,n/d,n/d,88,5.63,0,339.9,278.7,11.14,46.34
2022-05-24 11:35:00,0.11,0,0.34,0.34,2.09,19.96,2.03,2.03,0,0.2,Cal,432.5,n/d,n/d,87,5.68,0,335.9,278.2,11.85,55.84
2022-05-24 11:40:00,0.12,-0.02,0.3,0.29,2.07,20.81,2.03,2.03,0,0.2,Cal,432.8,n/d,n/d,87,5.77,0,318.4,277.9,12.33,71.69
2022-05-24 11:45:00,0.07,0.01,0.38,0.39,2.12,21.1,2.03,2.03,0,0.23,Cal,433.4,n/d,n/d,85,5.86,0,278.7,277.8,13.85,73.31
2022-05-24 11:50:00,0.15,0.07,0.5,0.57,2.17,21.04,2.03,2.03,0,0.17,Cal,433.7,n/d,n/d,86,5.87,0,301.8,277.7,12.15,78.29
2022-05-24 11:55:00,0.11,0.15,0.54,0.69,Cal,20.89,2.03,2.03,0,0.25,Cal,433.7,n/d,n/d,86,6.19,0,360.1,276.7,11.69,83.6
2022-05-24 12:00:00,0.15,0.12,0.56,0.69,Cal,20.69,2.03,2.03,0,0.18,Cal,433.6,n/d,n/d,85,6.31,0,393.9,275.9,10.66,86.9
2022-05-24 12:05:00,0.06,0.12,0.6,0.72,Cal,20.71,2.03,2.03,0,0.18,Cal,433.7,n/d,n/d,86,6.57,0,338.4,275.4,10.88,76.94
2022-05-24 12:10:00,0.16,0.09,0.52,0.62,Cal,21.01,2.03,2.03,0,0.17,Cal,432.8,n/d,n/d,84,6.53,0,325.3,275.2,13.24,69.2
2022-05-24 12:15:00,0.27,0.11,0.44,0.54,Cal,20.74,2.02,2.02,0,0.21,Cal,432.9,n/d,n/d,85,6.34,0,282.9,274.8,14.29,73.72
2022-05-24 12:20:00,0.08,0.05,0.42,0.47,Cal,21.08,2.02,2.02,0,0.24,Cal,433,n/d,n/d,85,6.27,0,248.3,274.8,14.09,70
2022-05-24 12:25:00,0.1,0,0.41,0.41,2.12,20.82,2.03,2.03,0,0.23,Cal,432.8,n/d,n/d,86,6.2,0,250,274,13.43,77.71
2022-05-24 12:30:00,0.19,0,0.39,0.4,2.06,20.49,2.03,2.03,0,0.22,Cal,432.4,n/d,n/d,87,6.19,0,235.8,273.9,12.57,65.53
2022-05-24 12:35:00,-0.02,0.05,0.39,0.44,2.09,20.33,2.02,2.02,0,0.18,Cal,432.7,n/d,n/d,86,6.42,0,231.4,273.6,12.55,72.67
2022-05-24 12:40:00,0.11,0.05,0.43,0.48,2.21,20.67,2.02,2.02,0,0.27,Cal,432.6,n/d,n/d,86,6.29,0,241.1,273.2,13.07,58.51
2022-05-24 12:45:00,0.2,0.04,0.39,0.43,2.29,20.46,2.03,2.03,0,0.26,Cal,431.9,n/d,n/d,87,6.47,0,348.3,275.3,13.85,64.13
2022-05-24 12:50:00,0.05,0.07,0.43,0.5,2.26,20.05,2.02,2.02,0,0.21,Cal,432,n/d,n/d,86,6.85,0,432.1,276.3,10.97,63.99
2022-05-24 12:55:00,0.17,0.11,0.42,0.53,2.2,20.36,2.03,2.03,0,0.24,Cal,432.2,n/d,n/d,86,7.13,0,607.3,271.3,11.64,65.44
2022-05-24 13:00:00,0.06,0.08,0.47,0.55,2.18,20.23,2.03,2.03,0,0.18,Cal,431.5,n/d,n/d,84,7.7,0,489.1,271.5,13.4,55.28
2022-05-24 13:05:00,0.04,0.09,0.37,0.46,2.23,20.6,2.02,2.02,0,0.24,Cal,431.7,n/d,n/d,84,7.56,0,722.2,270.7,14.08,68.29
2022-05-24 13:10:00,0.12,0.11,0.39,0.5,2.24,20.82,2.02,2.02,0,0.22,Cal,431.5,n/d,n/d,81,8.01,0,732.3,269.4,15.42,54.06
2022-05-24 13:15:00,0.11,0.11,0.44,0.55,2.21,20.92,2.03,2.03,0,0.25,Cal,431.3,n/d,n/d,82,8.24,0,711,269.3,14.42,69.88
2022-05-24 13:20:00,0.23,0.1,0.4,0.5,2.24,20.41,2.03,2.03,0,0.2,Cal,431.2,n/d,n/d,79,8.54,0,443,269.7,15.17,76.41
2022-05-24 13:25:00,0.3,0.05,0.5,0.55,2.29,20.02,2.02,2.02,0,0.21,Cal,431.3,n/d,n/d,81,8.49,0,400.1,270.4,10.37,80.7
2022-05-24 13:30:00,0.44,0.09,0.53,0.62,2.35,20.3,2.03,2.03,0,0.21,Cal,431.5,n/d,n/d,78,8.89,0,444.9,270.5,12.21,65.42
2022-05-24 13:35:00,0.05,0.05,0.5,0.55,2.37,20.38,2.03,2.03,0,0.24,0.14,431.4,n/d,n/d,77,8.8,0,455.5,270.5,13.94,85.8
2022-05-24 13:40:00,0.37,0.16,0.57,0.73,2.37,20.39,2.02,2.02,0,0.2,0.16,431.9,n/d,n/d,75,8.86,0,505,270.5,15.52,97.4
2022-05-24 13:45:00,0.32,0.15,0.53,0.68,2.28,20.66,2.02,2.02,0,0.17,0.17,432.2,n/d,n/d,73,9.09,0,554.2,270.3,16.37,90.8
2022-05-24 13:50:00,0.39,0.09,0.55,0.64,2.31,20.5,2.03,2.03,0,0.23,0.15,431.4,n/d,n/d,72,9.32,0,534.2,270.1,11.74,91.1
2022-05-24 13:55:00,0.37,0.13,0.57,0.7,2.4,20.47,2.02,2.02,0,0.27,0.16,431.7,n/d,n/d,71,9.81,0,620.4,269.9,14.28,70.04
2022-05-24 14:00:00,0.33,0.15,0.51,0.66,2.39,20.38,2.03,2.03,0,0.22,0.17,431.9,n/d,n/d,70,10.33,0,818,268.8,15.48,81.4
2022-05-24 14:05:00,0.76,0.28,0.52,0.8,2.31,20.48,2.03,2.03,0,0.19,0.16,431.9,n/d,n/d,66,11.28,0,974,267.8,12.6,78.42
2022-05-24 14:10:00,0.45,0.24,0.54,0.78,2.31,20.42,2.03,2.03,0,0.22,0.16,432,n/d,n/d,64,11.73,0,910,267,13.18,83.1
2022-05-24 14:15:00,0.7,0.24,0.49,0.73,2.32,20.73,2.03,2.03,0,0.21,0.16,431.8,n/d,n/d,62,11.93,0,943,267.2,11.83,82.4
2022-05-24 14:20:00,0.61,0.16,0.53,0.69,2.31,21.8,2.03,2.03,0,0.23,0.16,431.8,n/d,n/d,59,12.41,0,732,267.1,11.54,102.8
2022-05-24 14:25:00,0.49,0.05,0.38,0.43,2.38,23.8,2.03,2.03,0,0.24,0.14,431.2,n/d,n/d,56,11.94,0,586.4,267.8,14.91,106.6
2022-05-24 14:30:00,0.56,0.07,0.55,0.62,2.48,24.53,2.02,2.02,0,0.21,0.15,431.6,n/d,n/d,59,10.98,0,431.7,268.8,16.03,103.5
2022-05-24 14:35:00,0.91,0.13,0.59,0.72,2.63,24.69,2.02,2.02,0,0.21,0.15,432.2,n/d,n/d,58,11.09,0,427.3,269.4,15.35,105
2022-05-24 14:40:00,0.7,0.12,0.59,0.71,2.76,24.63,2.03,2.03,0,0.25,0.12,431.5,n/d,n/d,60,10.83,0,348.6,269.7,13.58,109.7
2022-05-24 14:45:00,0.86,0.13,0.64,0.77,2.73,23.76,2.02,2.02,0,0.26,0.15,431.6,n/d,n/d,61,10.71,0,344.3,270,13.78,108.5
2022-05-24 14:50:00,0.79,0.11,0.52,0.62,2.63,23.48,2.02,2.02,0,0.26,0.15,431.5,n/d,n/d,61,10.57,0,347.7,269.9,14.73,112.5
2022-05-24 14:55:00,0.49,0.09,0.53,0.63,2.58,23.76,2.03,2.03,0,0.16,0.14,431,n/d,n/d,62,10.49,0,454.9,269.7,15.59,97.9
2022-05-24 15:00:00,0.62,0.1,0.62,0.71,2.62,23.85,2.02,2.02,0,0.29,0.16,431.5,n/d,n/d,61,11.01,0,430.7,269.4,14.11,107.9
2022-05-24 15:05:00,1.05,0.25,0.99,1.25,2.66,22.6,2.03,2.03,0,0.23,0.15,433.4,n/d,n/d,63,11.05,0,362.9,269.6,10.54,90.7
2022-05-24 15:10:00,1.64,0.46,1.37,1.83,2.56,21.29,2.03,2.03,0,0.25,0.14,434.9,n/d,n/d,61,11.29,0,365.4,269.6,13.61,91.3
2022-05-24 15:15:00,1.72,0.45,1.27,1.71,2.41,20.46,2.02,2.02,0,0.23,0.16,435.3,n/d,n/d,62,10.95,0,541.7,269.8,14.79,89.2
2022-05-24 15:20:00,1.29,0.41,1.03,1.44,2.34,20.79,2.02,2.02,0,0.25,0.15,434.3,n/d,n/d,62,11.1,0,482.9,269.1,17.08,84.9
2022-05-24 15:25:00,1.38,0.43,1.22,1.65,2.39,21.21,2.03,2.03,0,0.21,0.16,434.3,n/d,n/d,62,11.03,0,460.4,269.2,16.06,83.7
2022-05-24 15:30:00,1.51,0.41,1.12,1.53,2.5,21.26,2.03,2.03,0,0.26,0.16,434.5,n/d,n/d,62,11.29,0,568.1,268.9,15.29,67.85
2022-05-24 15:35:00,0.89,0.3,0.9,1.2,2.47,20.73,2.02,2.02,0,0.19,0.16,433.9,n/d,n/d,62,11.1,0,434,268.6,12.42,71.72
2022-05-24 15:40:00,1.15,0.33,1.09,1.41,2.36,20.47,2.03,2.03,0,0.2,0.15,433.7,n/d,n/d,63,10.83,0,391.3,269.1,15.19,92.7
2022-05-24 15:45:00,1.52,0.41,1.33,1.74,2.38,20.9,2.03,2.03,0,0.19,0.15,434.8,n/d,n/d,64,10.56,0,357.8,269.5,13.79,88.4
2022-05-24 15:50:00,1.84,0.5,1.48,1.98,2.31,20.55,2.02,2.02,0,0.19,0.17,436.2,n/d,n/d,64,10.37,0,345,269.7,15.19,77.7
2022-05-24 15:55:00,2.14,0.57,1.58,2.15,2.29,20.5,2.02,2.02,0,0.21,0.16,437.1,n/d,n/d,64,10.43,0,359.8,269.9,11.99,78.11
2022-05-24 16:00:00,1.34,0.36,1.08,1.44,2.4,20.27,2.02,2.02,0,0.18,0.14,434.8,n/d,n/d,64,10.58,0,388.6,269.7,15.22,81.7
2022-05-24 16:05:00,1.39,0.37,1.03,1.4,2.39,20.34,2.02,2.02,0,0.24,0.15,434.3,n/d,n/d,66,10.22,0,360,269.8,16.64,77.61
2022-05-24 16:10:00,1.62,0.47,1.16,1.63,2.36,20.16,2.02,2.02,0,0.24,0.16,435.2,n/d,n/d,66,10.16,0,316.4,269.8,14.25,79.77
2022-05-24 16:15:00,1.57,0.43,1.16,1.59,2.42,20.02,2.03,2.03,0,0.17,0.15,434.6,n/d,n/d,66,10.44,0,293.1,270,10.52,89.2
2022-05-24 16:20:00,1.8,0.51,1.27,1.78,2.47,19.72,2.02,2.02,0,0.21,0.16,435.3,n/d,n/d,66,10.56,0,506.6,269.7,11.72,72.65
2022-05-24 16:25:00,1.73,0.62,1.03,1.65,2.5,20.15,2.02,2.02,0,0.22,0.17,434.9,n/d,n/d,64,11.12,0,624.5,268.2,15.94,76.34
2022-05-24 16:30:00,1.52,0.35,0.99,1.34,2.53,20.37,2.02,2.02,0,0.16,0.16,433.4,n/d,n/d,63,11.11,0,391.3,268.7,10.48,72.24
2022-05-24 16:35:00,1.46,0.36,0.93,1.29,2.49,20.65,2.02,2.02,0,0.24,0.14,433.5,n/d,n/d,63,10.76,0,378,268.8,13.38,72.69
2022-05-24 16:40:00,0.79,0.17,0.69,0.86,2.53,20.67,2.02,2.02,0,0.18,0.16,432.6,n/d,n/d,65,10.34,0,300.2,269.2,11.32,67.71
2022-05-24 16:45:00,0.73,0.2,0.87,1.07,2.65,20.64,2.02,2.02,0,0.22,0.17,432.5,n/d,n/d,66,10.17,0,253.5,269.6,13.18,61.75
2022-05-24 16:50:00,0.84,0.16,0.78,0.93,2.57,20.6,2.02,2.02,0,0.27,0.16,432.3,n/d,n/d,66,10.15,0,256.2,269.7,13.5,65.18
2022-05-24 16:55:00,0.55,0.08,0.59,0.67,2.47,20.36,2.02,2.02,0,0.22,0.16,431.9,n/d,n/d,66,10.11,0,193.2,270.2,14.69,74.27
2022-05-24 17:00:00,0.9,0.11,0.84,0.95,2.48,20.51,2.02,2.02,0,0.23,0.15,432.3,n/d,n/d,67,9.91,0,167,270.6,11.99,59.03
2022-05-24 17:05:00,1.24,0.16,1.02,1.18,2.5,20.08,2.02,2.02,0,0.2,0.14,432.8,n/d,n/d,66,9.9,0,142.8,270.8,11.55,65.61
2022-05-24 17:10:00,0.68,0.04,0.74,0.78,2.51,20.45,2.02,2.02,0,0.24,0.16,432.2,n/d,n/d,66,9.82,0,136.5,271,13.58,85
2022-05-24 17:15:00,-0.06,-0.04,0.34,0.3,2.52,20.73,2.02,2.02,0,0.22,0.16,431,n/d,n/d,66,9.8,0,143,271.1,12.66,86.3
2022-05-24 17:20:00,-0.03,-0.03,0.26,0.23,2.46,20.4,2.02,2.02,0,0.2,0.15,429.9,n/d,n/d,67,9.86,0,151.4,271.1,12.96,76.25
2022-05-24 17:25:00,0,-0.04,0.26,0.22,2.48,19.87,2.02,2.02,0,0.19,0.15,430.1,n/d,n/d,68,9.86,0,161.4,271.1,10.38,90.2
2022-05-24 17:30:00,-0.11,-0.01,0.24,0.24,2.56,19.68,2.02,2.02,0,0.24,0.16,430.6,n/d,n/d,68,9.91,0,165.4,271.1,9.82,91.2
2022-05-24 17:35:00,0.04,-0.04,0.24,0.2,2.56,19.93,2.02,2.02,0,0.24,0.16,430.4,n/d,n/d,68,9.98,0,148.6,271.2,10.22,88
2022-05-24 17:40:00,0.14,-0.04,0.26,0.23,2.57,19.78,2.02,2.02,0,0.21,0.16,430,n/d,n/d,67,10,0,162.2,271.2,11.57,90.6
2022-05-24 17:45:00,0.07,-0.02,0.24,0.23,2.68,19.92,2.02,2.02,0,0.21,0.17,430.7,n/d,n/d,67,10.14,0,209.9,271,8.4,85.7
2022-05-24 17:50:00,-0.02,0.01,0.32,0.33,2.64,19.99,2.02,2.02,0,0.21,0.17,430.3,n/d,n/d,66,10.54,0,286.5,270.1,10.38,71.4
2022-05-24 17:55:00,0.26,-0.01,0.4,0.39,2.6,19.87,2.03,2.03,0,0.24,0.15,430,n/d,n/d,66,10.7,0,171.8,270.1,8.1,59.11
2022-05-24 18:00:00,0.18,0.04,0.67,0.71,2.66,19.97,2.02,2.02,0,0.21,0.15,430.2,n/d,n/d,68,10.11,0,139.7,270.6,9.67,45.33
2022-05-24 18:05:00,0.28,0.1,0.97,1.07,2.61,19.89,2.02,2.02,0,0.22,0.17,432.3,n/d,n/d,67,10.05,0,103.5,270.9,10.12,59.33
2022-05-24 18:10:00,0.38,0.1,1.06,1.17,2.57,19.87,2.03,2.03,0,0.24,0.16,432.8,n/d,n/d,68,9.96,0,111.3,271.1,9.67,67.44
2022-05-24 18:15:00,0.28,0.06,1.07,1.13,2.56,20.22,2.03,2.03,0,0.23,0.15,432.4,n/d,n/d,67,9.97,0,117.5,271.1,12.25,70.37
2022-05-24 18:20:00,0.13,0.04,0.98,1.03,2.42,20.38,2.03,2.03,0,0.21,0.16,432.5,n/d,n/d,67,9.89,0,122,271.2,10.74,75.45
2022-05-24 18:25:00,0.21,0.04,0.91,0.95,2.41,20.57,2.02,2.02,0,0.17,0.16,432.5,n/d,n/d,67,9.86,0,99.3,271.2,11.11,68.13
2022-05-24 18:30:00,0.24,0.04,0.99,1.03,2.56,20.77,2.03,2.03,0,0.2,0.15,432.9,n/d,n/d,67,9.67,0,79.16,271.3,10.05,55.47
2022-05-24 18:35:00,0.12,0.03,1.08,1.11,2.57,20.78,2.03,2.03,0,0.25,0.15,432.8,n/d,n/d,67,9.56,0,91.5,271.4,10.14,58.54
2022-05-24 18:40:00,0.4,0.05,1.03,1.08,2.53,20.07,2.03,2.03,0,0.24,0.16,433.5,n/d,n/d,67,9.5,0,90,271.3,10.2,77.1
2022-05-24 18:45:00,0.31,0.01,1.11,1.12,2.62,19.94,2.03,2.03,0,0.29,0.16,434,n/d,n/d,68,9.54,0,65.57,271.5,9.37,72.75
2022-05-24 18:50:00,0.47,0.05,1.05,1.1,2.72,19.75,2.03,2.03,0,0.23,0.16,434.3,n/d,n/d,68,9.47,0,49.6,271.6,10.16,75.37
2022-05-24 18:55:00,0.28,0.01,1.06,1.07,2.75,19.71,2.03,2.03,0,0.27,0.15,433.4,n/d,n/d,68,9.24,0,36.31,273.2,11.39,64.68
2022-05-24 19:00:00,0.28,0.01,1.05,1.06,2.66,20.17,2.03,2.03,0,0.26,0.17,434.3,n/d,n/d,68,9.03,0,29.05,275.1,11.38,62.52
2022-05-24 19:05:00,0.26,-0.05,1.08,1.03,2.53,20.72,2.03,2.03,0,0.22,0.15,434.1,n/d,n/d,69,8.8,0,30.57,307.7,10.15,57.32
2022-05-24 19:10:00,0.18,-0.04,0.97,0.93,2.47,20.85,2.03,2.03,0,0.24,0.15,434,n/d,n/d,70,8.58,0,31.96,342.9,9.92,60.37
2022-05-24 19:15:00,0.21,0,0.86,0.86,2.47,20.88,2.03,2.03,0,0.27,0.14,433.4,n/d,n/d,71,8.37,0,28.5,354.4,11.4,62.29
2022-05-24 19:20:00,0.18,-0.02,0.82,0.8,2.55,20.51,2.03,2.03,0,0.25,0.16,434,n/d,n/d,72,8.16,0,25.94,338.8,11.44,61.11
2022-05-24 19:25:00,0.14,0,0.7,0.69,2.53,21.19,2.02,2.02,0,0.2,0.16,433.5,n/d,n/d,73,7.96,0,21.7,324.9,10.9,57.17
2022-05-24 19:30:00,0.15,-0.05,0.66,0.6,2.46,21.15,2.03,2.03,0,0.25,0.15,433.3,n/d,n/d,73,7.82,0,20.17,315.8,9.57,55.08
2022-05-24 19:35:00,0.33,-0.02,0.6,0.57,2.49,20.93,2.03,2.03,0,0.2,0.14,433,n/d,n/d,74,7.73,0,21.32,307.1,10.08,60.49
2022-05-24 19:40:00,0.14,-0.04,0.56,0.52,2.46,21.22,2.02,2.02,0,0.28,0.16,433.6,n/d,n/d,74,7.64,0,20.4,299.3,8.96,58.5
2022-05-24 19:45:00,0.16,-0.06,0.61,0.55,2.43,21.18,2.03,2.03,0,0.21,0.15,433.8,n/d,n/d,75,7.53,0,16.7,289.8,8.56,60.42
2022-05-24 19:50:00,0.22,-0.01,0.57,0.56,2.48,21.52,2.03,2.03,0,0.22,0.16,433.9,n/d,n/d,74,7.5,0,13.11,281,8.93,32.04
2022-05-24 19:55:00,0.25,-0.03,0.62,0.59,2.58,20.57,2.03,2.03,0,0.22,0.16,434.8,n/d,n/d,75,7.5,0,10.43,273.9,8.31,312.4
2022-05-24 20:00:00,-0.06,0,0.69,0.69,2.51,20.86,2.03,2.03,0,0.2,0.16,435.2,n/d,n/d,74,7.5,0,9.53,272.7,11.08,293
2022-05-24 20:05:00,0.1,-0.01,0.9,0.88,2.43,20.88,2.03,2.03,0,0.3,0.16,434.9,n/d,n/d,73,7.54,0,10.1,272.6,9.71,303.9
2022-05-24 20:10:00,0.11,-0.03,0.74,0.72,2.49,20.83,2.04,2.04,0,0.18,0.17,434.9,n/d,n/d,73,7.6,0,11.11,272.6,6.82,330.8
2022-05-24 20:15:00,0.14,-0.08,0.75,0.67,2.5,20.85,2.03,2.03,0,0.21,0.16,435.2,n/d,n/d,73,7.53,0,10.95,276.8,5.54,345.6
2022-05-24 20:20:00,0.14,-0.03,0.65,0.62,2.44,20.99,2.03,2.03,0,0.23,0.15,434.7,n/d,n/d,73,7.5,0,8.95,274.9,7.01,327.8
2022-05-24 20:25:00,0.04,-0.04,0.61,0.58,2.53,20.72,2.03,2.03,0,0.22,0.17,435.9,n/d,n/d,73,7.45,0,6.92,272.8,12.44,317.2
2022-05-24 20:30:00,0.12,-0.05,0.52,0.47,2.59,21.54,2.03,2.03,0,0.25,0.17,435.1,n/d,n/d,72,7.46,0,5.8,272.7,8.52,328.2
2022-05-24 20:35:00,-0.01,-0.04,0.52,0.49,2.5,21.01,2.03,2.03,0,0.27,0.17,436,n/d,n/d,72,7.39,0,4.71,272.7,7.08,340.2
2022-05-24 20:40:00,0.21,-0.08,0.48,0.4,2.48,21.86,2.03,2.03,0,0.24,0.16,434.5,n/d,n/d,71,7.34,0,3.55,272.8,5.22,350.1
2022-05-24 20:45:00,-0.03,-0.07,0.48,0.4,2.5,21.36,2.03,2.03,0,0.25,0.15,434.5,n/d,n/d,72,7.37,0,2.59,272.8,7.5,339.1
2022-05-24 20:50:00,-0.01,-0.07,0.38,0.31,2.43,21.38,2.02,2.02,0,0.26,0.17,435.8,n/d,n/d,72,7.23,0,2.17,272.8,7.52,353.2
2022-05-24 20:55:00,0.19,-0.06,0.45,0.39,2.47,21.53,2.03,2.03,0,0.24,0.16,436.1,n/d,n/d,72,7.26,0,1.04,272.7,8.02,14.73
2022-05-24 21:00:00,0.05,-0.06,0.42,0.36,2.58,22.57,2.03,2.03,0,0.27,0.16,434.3,n/d,n/d,70,7.47,0,0.82,272.6,8.39,10.41
2022-05-24 21:05:00,0.06,-0.07,0.37,0.3,2.53,22.51,2.03,2.03,0,0.21,0.16,434.6,n/d,n/d,70,7.5,0,0.53,273.2,8.21,4.81
2022-05-24 21:10:00,-0.04,-0.06,0.35,0.28,2.48,22.04,2.03,2.03,0,0.18,0.14,434.6,n/d,n/d,70,7.52,0,0.15,275.6,7.74,4.72
2022-05-24 21:15:00,0.07,-0.09,0.33,0.25,2.43,22.08,2.02,2.02,0,0.27,0.16,434.7,n/d,n/d,70,7.52,0,0.07,273.4,8.64,23.21
2022-05-24 21:20:00,0.06,-0.04,0.29,0.24,2.43,22.27,2.03,2.03,0,0.14,0.17,434.8,n/d,n/d,69,7.56,0,0.1,273.5,8.3,43.72
2022-05-24 21:25:00,0.05,-0.07,0.28,0.21,2.52,22.52,2.02,2.02,0,0.21,0.16,434.9,n/d,n/d,70,7.5,0,0.04,274.7,9.68,42.33
2022-05-24 21:30:00,-0.03,-0.04,0.3,0.27,2.52,22.3,2.03,2.03,0,0.24,0.16,435.4,n/d,n/d,70,7.42,0,-0.01,276.8,7.36,39.1
2022-05-24 21:35:00,0.11,-0.06,0.34,0.29,2.49,22.04,2.03,2.03,0,0.23,0.16,434.5,n/d,n/d,71,7.3,0,-0.02,274.8,6.98,28.23
2022-05-24 21:40:00,-0.07,-0.05,0.36,0.31,2.53,21.76,2.03,2.03,0,0.19,0.15,435.4,n/d,n/d,72,7.2,0,-0.04,273.4,7.1,18.69
2022-05-24 21:45:00,-0.05,-0.07,0.56,0.49,2.7,21.45,2.03,2.03,0,0.21,0.16,435.8,n/d,n/d,72,7.08,0,0,272.8,6.67,32.04
2022-05-24 21:50:00,-0.06,-0.05,0.73,0.68,2.79,21.55,2.02,2.02,0,0.25,0.15,435.9,n/d,n/d,73,6.98,0,-0.02,272.8,8.16,35.38
2022-05-24 21:55:00,-0.04,-0.05,0.73,0.68,2.68,21.71,2.03,2.03,0,0.21,0.16,436,n/d,n/d,73,6.86,0,0.01,272.8,7.07,48.9
2022-05-24 22:00:00,0.09,-0.06,0.63,0.57,2.66,21.56,2.03,2.03,0,0.24,0.14,436.1,n/d,n/d,74,6.73,0,0.08,273,7.14,62.04
2022-05-24 22:05:00,0.13,-0.06,0.62,0.56,2.64,22.2,2.03,2.03,0,0.17,0.15,435.8,n/d,n/d,74,6.62,0,0.05,273.3,9.46,49.95
2022-05-24 22:10:00,-0.01,-0.04,0.74,0.69,2.62,21.75,2.03,2.03,0,0.28,0.16,436.3,n/d,n/d,75,6.47,0,0.01,273.8,8.19,57.32
2022-05-24 22:15:00,0.06,-0.07,1.07,1,2.62,21.66,2.03,2.03,0,0.23,0.17,436,n/d,n/d,75,6.31,0,-0.02,274,8.57,60.66
2022-05-24 22:20:00,0.15,-0.06,1.31,1.25,2.6,21.7,2.04,2.04,0,0.21,0.16,436.1,n/d,n/d,75,6.22,0,0.09,274.3,7.17,65.68
2022-05-24 22:25:00,-0.01,-0.09,1.29,1.2,2.65,21.71,2.04,2.04,0,0.23,0.15,435.9,n/d,n/d,76,6.08,0,0.29,274.4,9.99,68.73
2022-05-24 22:30:00,0.08,-0.07,1.07,1.01,2.75,21.53,2.04,2.04,0,0.18,0.16,436.1,n/d,n/d,76,6,0,0.17,274.8,10.39,67.03
2022-05-24 22:35:00,0.1,-0.13,0.91,0.78,2.68,21.9,2.04,2.04,0,0.2,0.16,436,n/d,n/d,77,5.9,0,0.21,274.7,9.95,71.66
2022-05-24 22:40:00,0.08,-0.08,0.68,0.6,2.6,21.86,2.03,2.03,0,0.23,0.17,436.2,n/d,n/d,77,5.8,0,0.31,275.5,8.99,80.1
2022-05-24 22:45:00,0.26,-0.05,0.54,0.49,2.57,21.76,2.03,2.03,0,0.23,0.16,436.4,n/d,n/d,78,5.68,0,0.36,275.6,10.41,82.7
2022-05-24 22:50:00,0.04,-0.05,0.49,0.44,2.62,21.51,2.04,2.04,0,0.3,0.16,436.3,n/d,n/d,79,5.56,0,0.12,276.9,8.13,73.86
2022-05-24 22:55:00,0.12,-0.09,0.47,0.38,2.73,21.16,2.03,2.03,0,0.21,0.16,435.7,n/d,n/d,79,5.67,0,-0.04,277.3,7.06,58.55
2022-05-24 23:00:00,0.04,-0.06,0.44,0.38,2.79,20.98,2.03,2.03,0,0.25,0.17,436.5,n/d,n/d,79,5.75,0,-0.03,278,7.16,44.45
2022-05-24 23:05:00,-0.06,-0.06,0.47,0.41,2.75,20.28,2.17,2.03,0.134,0.25,0.16,438.2,n/d,n/d,79,5.56,0,0.02,277.9,5.53,31.57
2022-05-24 23:10:00,-0.06,-0.07,0.52,0.45,2.74,19.25,2.03,2.03,0,0.22,0.17,440.8,n/d,n/d,80,5.14,0,0.11,276,5.58,53.04
