Wood Buffalo Environmental Association - Continuous Ambient Air Quality Monitoring Program
For authorized use only
AMS18, L1, 5Mn
Exported On:,2022/08/24,11:04
Date Range:,2022/5/23,0:00,to,2022/8/23,23:00

Date/Time, SO2 (ppb), NO (ppb), NO2 (ppb), NOx (ppb), PM2.5 (ug/m3), O3 (ppb), THC (ppm), CH4 (ppm), NMHC (ppm), TRS (ppb), CO (ppm), CO2 (ppm), Wind Speed @ 10m (km/h), Wind Direction @ 10m (deg.), Relative Humidity (%), Temp @ 2m (deg. C), PC (mm), GR W/m2, LW % of range, Wind Speed @ 20m (km/h), Wind Direction @ 20m (deg.)
2022-06-26 06:15:00,0.13,0.02,0.47,0.49,7.27,23.98,2.04,2.04,0,0.28,0.15,436.6,n/d,n/d,66,12.61,0,61.47,277.8,11.22,222.4
2022-06-26 06:20:00,0.02,0.04,0.44,0.48,7.32,24.6,2.04,2.04,0,0.27,0.14,435.7,n/d,n/d,65,12.9,0,89.2,277.9,12.49,231.4
2022-06-26 06:25:00,0.03,0.06,0.41,0.46,7.31,26.35,2.04,2.04,0,0.22,0.14,433.5,n/d,n/d,63,13.35,0,99.3,277.8,11.88,234.1
2022-06-26 06:30:00,0.19,0.01,0.43,0.44,7.14,28.64,2.03,2.03,0,0.18,0.14,430.6,n/d,n/d,59,13.96,0,98.6,277.7,12.07,227
2022-06-26 06:35:00,0.08,0,0.45,0.45,7.02,29.02,2.03,2.03,0,0.21,0.13,427.4,n/d,n/d,59,14.3,0,118.6,277.6,12.34,220.6
2022-06-26 06:40:00,0.05,0.07,0.42,0.49,6.98,27.65,2.03,2.03,0,0.23,0.12,426.3,n/d,n/d,59,14.54,0,136,277.6,9.94,211.4
2022-06-26 06:45:00,0.07,0.05,0.4,0.45,7.09,25.33,2.03,2.03,0,0.22,0.15,427.2,n/d,n/d,62,14.38,0,168.6,277.6,10.6,211.1
2022-06-26 06:50:00,0.3,0.07,0.38,0.45,7.12,25.08,2.04,2.04,0,0.2,0.15,426.6,n/d,n/d,62,14.49,0,182.3,277.6,10.26,216.3
2022-06-26 06:55:00,0.08,0.04,0.45,0.49,7.02,24.58,2.04,2.04,0,0.24,0.14,426.3,n/d,n/d,62,14.76,0,204.7,277.6,10.5,214
2022-06-26 07:00:00,0.04,0.06,0.43,0.49,6.99,25.25,2.04,2.04,0,0.25,0.14,425.9,n/d,n/d,61,15.25,0,275.6,277.6,10,223
2022-06-26 07:05:00,-0.01,0.06,0.44,0.5,6.87,26.45,2.04,2.04,0,0.22,0.15,423.7,n/d,n/d,58,15.82,0,411.1,277.5,9.89,226.9
2022-06-26 07:10:00,-0.23,0.04,0.46,0.49,6.7,27.11,2.04,2.04,0,0.2,0.15,420.8,n/d,n/d,57,16.42,0,435.2,277.4,7.52,230.2
2022-06-26 07:15:00,0.01,0.06,0.43,0.48,6.55,29.02,2.04,2.04,0,0.16,0.14,418.3,n/d,n/d,53,17.32,0,448.4,277.3,9.8,237.5
2022-06-26 07:20:00,0.03,0.04,0.42,0.46,6.39,31.95,2.02,2.02,0,0.21,0.14,420.5,n/d,n/d,48,17.88,0,461.9,277,12.21,238.1
2022-06-26 07:25:00,0.21,0.07,0.35,0.42,6.15,33.39,2.02,2.02,0,0.19,0.14,420.1,n/d,n/d,47,18.35,0,475.5,276.8,10.89,245.2
2022-06-26 07:30:00,0.24,0.05,0.37,0.42,5.97,34.41,2.02,2.02,0,0.29,0.13,419.8,n/d,n/d,45,18.71,0,489.9,276.7,11.59,242.1
2022-06-26 07:35:00,0.31,0.04,0.4,0.44,5.84,33.94,2.02,2.02,0,0.18,0.13,419.3,n/d,n/d,45,18.9,0,502.1,276.6,11.56,237.9
2022-06-26 07:40:00,0.16,0.1,0.36,0.46,5.88,33.85,2.02,2.02,0,0.22,0.15,419.2,n/d,n/d,45,19.01,0,514.1,276.5,11.9,240.6
2022-06-26 07:45:00,-0.09,0.09,0.36,0.44,5.92,34.07,2.02,2.02,0,0.22,0.14,419.4,n/d,n/d,45,19.19,0,525.2,276.4,11.34,243.9
2022-06-26 07:50:00,-0.1,0.09,0.33,0.42,5.85,32.93,2.02,2.02,0,0.18,0.13,418.7,n/d,n/d,46,19.38,0,536.3,276.4,11.57,251.5
2022-06-26 07:55:00,0.19,0.09,0.35,0.44,5.9,33.73,2.02,2.02,0,0.24,0.13,419.2,n/d,n/d,44,19.57,0,549.3,276.4,12.18,242.9
2022-06-26 08:00:00,0.22,0.09,0.4,0.49,6.02,33.97,2.02,2.02,0,0.22,0.15,419.4,n/d,n/d,44,19.64,0,562.4,276.3,13.55,247.2
2022-06-26 08:05:00,0.25,0.06,0.41,0.47,6.1,33.96,2.03,2.03,0,0.24,0.15,418.9,n/d,n/d,44,19.62,0,575.1,276.2,11.96,237
2022-06-26 08:10:00,-0.05,0.03,0.43,0.47,6.18,33.9,2.02,2.02,0,0.22,0.12,419,n/d,n/d,44,19.75,0,600.3,276.1,11.71,242.9
2022-06-26 08:15:00,0.03,0.11,0.38,0.49,6.16,32.3,2.02,2.02,0,0.27,0.15,417.9,n/d,n/d,46,19.81,0,625.1,276.1,10.45,237.3
2022-06-26 08:20:00,0,0.08,0.44,0.52,6.14,32.43,2.03,2.03,0,0.24,0.15,418,n/d,n/d,45,19.87,0,532.5,276.1,12.37,250
2022-06-26 08:25:00,0.09,0.08,0.38,0.46,6.16,33.07,2.02,2.02,0,0.21,0.13,417.5,n/d,n/d,45,20.44,0,625.7,276,10.61,240.8
2022-06-26 08:30:00,-0.05,0.05,0.47,0.52,6.21,33.27,2.02,2.02,0,0.23,0.14,417.8,n/d,n/d,44,20.46,0,656.6,276,9.26,234.8
2022-06-26 08:35:00,0.11,0.07,0.46,0.53,6.26,33.74,2.02,2.02,0,0.24,0.15,417.4,n/d,n/d,43,20.74,0,792.2,275.8,12.91,246.1
2022-06-26 08:40:00,-0.01,0.06,0.49,0.55,6.24,33.97,2.02,2.02,0,0.25,0.13,415.9,n/d,n/d,42,21.14,0,464,275.6,14.43,240.4
2022-06-26 08:45:00,0.14,0.09,0.46,0.56,6.25,34.15,2.02,2.02,0,0.16,0.16,416.5,n/d,n/d,44,20.79,0,569.2,275.9,9.29,261.1
2022-06-26 08:50:00,0.02,0.08,0.43,0.51,6.33,33.51,2.02,2.02,0,0.22,0.15,415.8,n/d,n/d,45,20.59,0,424.5,275.8,11.99,254.1
2022-06-26 08:55:00,-0.13,0.1,0.45,0.55,6.47,33.08,2.02,2.02,0,0.21,0.13,415.1,n/d,n/d,46,20.25,0,224,276,11.65,235.1
2022-06-26 09:00:00,0.03,0.1,0.44,0.54,6.5,32.23,2.02,2.02,0,0.19,0.15,415.2,n/d,n/d,47,20.09,0,541.7,276.3,10.99,231.9
2022-06-26 09:05:00,0.22,0.07,0.49,0.56,6.39,33.52,2.02,2.02,0,0.22,0.15,415.1,n/d,n/d,46,20.37,0,713.6,276.3,9.5,223.1
2022-06-26 09:10:00,-0.02,0.08,0.46,0.53,6.29,32.67,2.02,2.02,0,0.18,0.14,413.1,n/d,n/d,46,20.94,0,729,276,10.07,221.5
2022-06-26 09:15:00,0.05,0.08,0.51,0.58,6.36,33.65,2.02,2.02,0,0.23,0.15,414.5,n/d,n/d,44,21.3,0,738.8,275.9,13.28,227.2
2022-06-26 09:20:00,0.12,0.07,0.51,0.58,6.37,35.88,2.02,2.02,0,0.17,0.15,415,n/d,n/d,41,21.8,0,747.2,275.9,12.42,244.8
2022-06-26 09:25:00,0.1,0.07,0.49,0.56,6.32,37.18,2.02,2.02,0,0.21,0.14,415.1,n/d,n/d,40,22.14,0,762.8,275.7,12.7,246.1
2022-06-26 09:30:00,0.16,0.08,0.57,0.65,6.21,38.9,2.01,2.01,0,0.26,0.15,416.1,n/d,n/d,38,22.61,0,803,275.5,13.37,240.8
2022-06-26 09:35:00,0.15,0.09,0.56,0.65,6.04,39.25,2.01,2.01,0,0.22,0.16,414.7,n/d,n/d,38,22.92,0,828,275.2,11.89,259.5
2022-06-26 09:40:00,0.13,0.05,0.61,0.66,6,40.36,2.01,2.01,0,0.25,0.12,414.4,n/d,n/d,37,23.22,0,832,275.2,12.72,247.7
2022-06-26 09:45:00,0.14,0.06,0.6,0.66,6.15,42.01,2.01,2.01,0,0.21,0.13,416.2,n/d,n/d,35,23.12,0,868,275.2,14.66,247.2
2022-06-26 09:50:00,0.2,0.06,0.59,0.65,6.31,41.5,2.01,2.01,0,0.26,0.15,415.8,n/d,n/d,35,23.36,0,872,275.1,12.44,261.1
2022-06-26 09:55:00,0.09,0.07,0.53,0.6,6.39,39.71,2.01,2.01,0,0.22,0.14,414.7,n/d,n/d,35,24.1,0,863,275,14.71,266.6
2022-06-26 10:00:00,0.13,0.08,0.48,0.56,6.55,40.22,2.01,2.01,0,0.19,0.14,417.5,n/d,n/d,34,23.43,0,850,275,14.04,264.2
2022-06-26 10:05:00,0.18,0.07,0.48,0.55,6.73,39.89,2.01,2.01,0,0.21,0.15,416.4,n/d,n/d,35,23.68,0,887,274.9,13.8,259.2
2022-06-26 10:10:00,0.37,0.07,0.49,0.55,6.85,38.65,2.01,2.01,0,0.26,0.13,415.7,n/d,n/d,36,24.01,0,994,274.8,15.04,261.3
2022-06-26 10:15:00,0.13,0.06,0.44,0.5,6.87,38.94,2.01,2.01,0,0.25,0.15,417,n/d,n/d,34,24.06,0,1005,274.7,18.83,267.8
2022-06-26 10:20:00,0.11,0.07,0.45,0.51,6.86,39.28,2.02,2.02,0,0.21,0.14,417,n/d,n/d,34,23.9,0,808,274.5,20.8,273.6
2022-06-26 10:25:00,0.28,0.04,0.44,0.48,6.88,39.45,2.01,2.01,0,0.2,0.13,417.8,n/d,n/d,34,23.32,0,538.6,274.7,16.72,279.5
2022-06-26 10:30:00,0.32,0.05,0.48,0.53,6.92,38.03,2.01,2.01,0,0.23,0.16,416.4,n/d,n/d,37,22.91,0,503.7,274.8,12.01,278.2
2022-06-26 10:35:00,0.03,0.09,0.4,0.49,6.88,37.78,2.01,2.01,0,0.19,0.14,416.4,n/d,n/d,38,22.65,0,376.2,274.9,15.58,278.2
2022-06-26 10:40:00,0.28,0.09,0.43,0.52,6.78,36.55,2.01,2.01,0,0.23,0.14,415.9,n/d,n/d,39,22.75,0,431.5,275.1,12.49,292.2
2022-06-26 10:45:00,0.22,0.11,0.43,0.54,6.82,36.35,2.01,2.01,0,0.18,0.15,415,n/d,n/d,41,22.54,0,582.9,275.1,13.5,293.8
2022-06-26 10:50:00,0.07,0.11,0.43,0.54,6.85,34.95,2.01,2.01,0,0.22,0.14,414.5,n/d,n/d,41,22.86,0,776,275.1,16.06,297.5
2022-06-26 10:55:00,0.2,0.15,0.38,0.53,6.9,33.98,2.01,2.01,0,0.24,0.16,414,n/d,n/d,41,23.16,0,602.2,274.9,17.61,306.3
2022-06-26 11:00:00,0.1,0.11,0.44,0.55,7.03,34.59,2.01,2.01,0,0.28,0.16,416.4,n/d,n/d,40,23.1,0,995,275,15.31,300.1
2022-06-26 11:05:00,0.13,0.1,0.51,0.61,7.26,34.16,2.02,2.02,0,0.25,0.14,415.2,n/d,n/d,39,24.3,0,1044,274.6,11.61,310.5
2022-06-26 11:10:00,0.15,0.14,0.46,0.6,7.46,33.64,2.01,2.01,0,0.29,0.15,415.3,n/d,n/d,38,24.66,0,1075,274.2,17.99,309.4
2022-06-26 11:15:00,0.15,0.12,0.45,0.57,7.45,34.89,2.02,2.02,0,0.25,0.15,417,n/d,n/d,37,24.33,0,1105,274,16.66,311.4
2022-06-26 11:20:00,0.07,0.12,0.44,0.56,7.48,34.47,2.02,2.02,0,0.26,0.13,417,n/d,n/d,38,24.08,0,400.3,273.8,16.76,308.3
2022-06-26 11:25:00,0.24,0.11,0.53,0.64,7.64,32.95,2.02,2.02,0,0.24,0.15,416.1,n/d,n/d,43,22.9,0,562.7,274.5,13.22,316.2
2022-06-26 11:30:00,0.21,0.13,0.54,0.67,7.81,31.81,2.02,2.02,0,0.25,0.16,414.6,n/d,n/d,44,23.11,0,465.3,274.6,10.66,309.6
2022-06-26 11:35:00,0.15,0.13,0.53,0.66,7.91,32.31,2.03,2.03,0,0.25,0.14,415.8,n/d,n/d,43,22.76,0,412.7,274.9,14.32,304
2022-06-26 11:40:00,0.19,0.09,0.59,0.68,7.78,32.78,2.02,2.02,0,0.23,0.15,416.3,n/d,n/d,45,22,0,453.6,275,12.29,307.4
2022-06-26 11:45:00,0.31,0.17,0.53,0.7,7.71,32.67,2.03,2.03,0,0.26,0.15,414.9,n/d,n/d,46,22.12,0,441.8,275.1,11.21,308.3
2022-06-26 11:50:00,0.15,0.1,0.55,0.65,7.73,32.68,2.03,2.03,0,0.18,0.15,414.6,n/d,n/d,45,22.18,0,494.3,274.9,14.46,304.2
2022-06-26 11:55:00,0.01,0.11,0.56,0.68,7.63,32.71,2.02,2.02,0,0.23,0.17,414.3,n/d,n/d,45,22.1,0,619.3,274.9,15.04,300.4
2022-06-26 12:00:00,0.2,0.13,0.49,0.62,7.43,35.07,2.02,2.02,0,0.22,0.14,416.7,n/d,n/d,43,22.39,0,677.5,274.8,18.04,310.6
2022-06-26 12:05:00,0.24,0.11,0.46,0.58,7.37,34.21,2.02,2.02,0,0.25,0.15,416,n/d,n/d,41,22.88,0,780.8,274.7,18.57,297
2022-06-26 12:10:00,-0.03,0.11,0.47,0.58,7.4,35.35,2.02,2.02,0,0.21,0.15,417.5,n/d,n/d,42,22.6,0,670.1,274.6,16.75,293.1
2022-06-26 12:15:00,0.24,0.1,0.53,0.63,7.47,34.43,2.03,2.03,0,0.25,0.13,417.4,n/d,n/d,41,22.76,0,937,274.8,19.42,283.3
2022-06-26 12:20:00,0.17,0.1,0.54,0.63,7.6,34.88,2.03,2.03,0,0.26,0.14,417.8,n/d,n/d,43,22.66,0,1003,274.4,18.28,291.1
2022-06-26 12:25:00,0.17,0.12,0.52,0.63,7.66,34.42,2.03,2.03,0,0.22,0.17,417.6,n/d,n/d,41,23.22,0,1055,274.1,17.44,282.4
2022-06-26 12:30:00,0.07,0.13,0.43,0.56,7.43,35.94,2.03,2.03,0,0.19,0.14,418.7,n/d,n/d,39,23.1,0,596.1,274.2,21.63,283.9
2022-06-26 12:35:00,0.29,0.07,0.43,0.5,7.09,35.98,2.02,2.02,0,0.26,0.13,420.7,n/d,n/d,41,21.93,0,280,277.8,15.7,277.8
2022-06-26 12:40:00,0.1,0.13,0.45,0.58,6.91,34.43,2.02,2.02,0,0.24,0.15,418.5,n/d,n/d,46,21.62,0,807,290,10.61,277.3
2022-06-26 12:45:00,0.14,0.09,0.5,0.59,6.95,34.57,2.02,2.02,0,0.28,0.15,417,n/d,n/d,43,22.87,0,989,280.2,12.61,277.5
2022-06-26 12:50:00,0.19,0.14,0.42,0.56,6.92,35.02,2.02,2.02,0,0.22,0.15,418.4,n/d,n/d,43,22.82,0,960,274.2,12.71,273.3
2022-06-26 12:55:00,0.12,0.14,0.47,0.61,7.02,34.87,2.03,2.03,0,0.24,0.16,418.8,n/d,n/d,43,22.68,0,950,273.8,14.93,254.7
2022-06-26 13:00:00,0.13,0.11,0.49,0.6,7.33,34.91,2.03,2.03,0,0.27,0.15,418,n/d,n/d,44,22.71,0,957,274,9.55,257.7
2022-06-26 13:05:00,0.3,0.12,0.53,0.64,7.57,34.73,2.03,2.03,0,0.21,0.16,418.4,n/d,n/d,44,22.48,0,347.2,274.1,10.76,248.1
2022-06-26 13:10:00,0.16,0.12,0.52,0.63,7.57,34.02,2.03,2.03,0,0.21,0.16,417.4,n/d,n/d,46,22.22,0,697.4,274.9,8.6,275.2
2022-06-26 13:15:00,0.01,0.08,0.55,0.63,7.44,34.93,2.03,2.03,0,0.27,0.15,417.1,n/d,n/d,43,23.01,0,1030,273.9,7.92,274
2022-06-26 13:20:00,0.43,0.12,0.57,0.69,7.32,34.7,2.02,2.02,0,0.22,0.17,417.3,n/d,n/d,43,23.35,0,945,273.2,9.08,292.1
2022-06-26 13:25:00,0.33,0.13,0.58,0.71,7.38,35.08,2.03,2.03,0,0.25,0.16,416.7,n/d,n/d,42,24.03,0,424.3,272.9,7.52,272
2022-06-26 13:30:00,0.01,0.12,0.53,0.65,7.46,34.81,2.03,2.03,0,0.25,0.14,417.8,n/d,n/d,42,23.46,0,311,273.7,7.86,308.2
2022-06-26 13:35:00,0.16,0.18,0.49,0.66,7.41,33.66,2.02,2.02,0,0.22,0.17,417.6,n/d,n/d,46,22.45,0,469.6,276.9,7.78,289.4
2022-06-26 13:40:00,0.23,0.17,0.5,0.67,7.36,32.76,2.03,2.03,0,0.2,0.16,414.3,n/d,n/d,45,22.74,0,790.9,274.4,9.82,264.4
2022-06-26 13:45:00,0.16,0.12,0.41,0.53,7.22,35.76,2.02,2.02,0,0.22,0.13,418.3,n/d,n/d,40,23.45,0,463.1,273.7,14.6,251
2022-06-26 13:50:00,0.31,0.11,0.46,0.57,7.09,35.92,2.02,2.02,0,0.29,0.16,418.7,n/d,n/d,40,23.46,0,727.9,273.5,15.43,263.6
2022-06-26 13:55:00,0.09,0.11,0.46,0.57,7.25,35.92,2.02,2.02,0,0.23,0.16,418.4,n/d,n/d,39,23.64,0,925,273.5,17.01,262.2
2022-06-26 14:00:00,0.15,0.09,0.39,0.49,7.39,36.64,2.02,2.02,0,0.22,0.14,419.5,n/d,n/d,38,23.63,0,955,273.3,12.67,272.7
2022-06-26 14:05:00,0.05,0.13,0.37,0.5,7.37,36.48,2.01,2.01,0,0.25,0.16,418.5,n/d,n/d,39,23.95,0,822,272.8,15.24,254.7
2022-06-26 14:10:00,0.22,0.1,0.43,0.54,7.33,35.83,2.02,2.02,0,0.26,0.16,418.6,n/d,n/d,39,23.57,0,739.4,273.4,15.75,275.6
2022-06-26 14:15:00,0.16,0.09,0.44,0.53,7.35,35.08,2.01,2.01,0,0.24,0.16,418.2,n/d,n/d,40,23.62,0,608,273.9,19.17,285.7
2022-06-26 14:20:00,0.16,0.11,0.41,0.52,7.37,34.98,2.02,2.02,0,0.23,0.17,419.9,n/d,n/d,41,22.74,0,228.7,274.6,18.02,293.5
2022-06-26 14:25:00,0.03,0.08,0.38,0.46,7.32,35.28,2.02,2.02,0,0.16,0.14,420.5,n/d,n/d,42,22.12,0,304.1,278.2,16.77,286.1
2022-06-26 14:30:00,0.09,0.11,0.4,0.51,7.3,35.02,2.01,2.01,0,0.22,0.14,420,n/d,n/d,42,22.18,0,817,275.3,18.82,291.1
2022-06-26 14:35:00,0.13,0.14,0.32,0.45,7.27,35.44,2.02,2.02,0,0.24,0.15,419.6,n/d,n/d,42,22.43,0,412,274.3,15.73,276
2022-06-26 14:40:00,0.17,0.1,0.39,0.49,7.26,34.3,2.02,2.02,0,0.18,0.15,418.7,n/d,n/d,44,22.22,0,184.9,275.1,16.36,298.6
2022-06-26 14:45:00,0.27,0.09,0.47,0.56,7.21,34.04,2.01,2.01,0,0.17,0.16,421.9,n/d,n/d,44,21.58,0,48.26,275.6,21.46,310.5
2022-06-26 14:50:00,0.09,0.05,0.42,0.46,7.21,35.67,2.01,2.01,0,0.25,0.16,424.7,n/d,n/d,51,19.83,n/d,21.19,337.6,26.58,326.8
2022-06-28 14:20:00,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,889,272.5,n/d,n/d
2022-06-28 14:30:00,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,884,272.7,n/d,n/d
2022-06-28 14:35:00,0.36,0.04,0.35,0.39,5.86,35.9,2.01,2.01,0,0.21,0.12,419.8,n/d,n/d,35,20.14,n/d,876,272.8,0,271.6
2022-06-28 14:40:00,0.4,0.03,0.37,0.4,5.86,36.26,2.01,2.01,0,0.23,0.11,418.8,n/d,n/d,36,20.42,n/d,857,272.5,0,0
2022-06-28 14:45:00,0.22,0.05,0.36,0.41,5.9,35.05,2.01,2.01,0,0.17,0.12,418.5,n/d,n/d,38,20.13,n/d,829,273,0,0
2022-06-28 14:50:00,0.52,0.06,0.39,0.45,6.04,34.55,2.01,2.01,0,0.2,0.12,417.8,n/d,n/d,37,20.58,n/d,855,272.7,0,0
2022-06-28 14:55:00,0.41,0.05,0.41,0.46,6.16,35.08,2.01,2.01,0,0.23,0.12,418.3,n/d,n/d,37,20.36,n/d,837,272.7,0,0
2022-06-28 15:00:00,0.24,0.19,0.37,0.56,6.25,34.83,2.01,2.01,0,0.18,0.12,418.3,n/d,n/d,37,20.53,n/d,808,272.7,0,0
2022-06-28 15:05:00,0.47,0.04,0.39,0.42,6.3,35.08,2.01,2.01,0,0.21,0.12,417.8,n/d,n/d,37,20.76,n/d,847,272.5,0,0
2022-06-28 15:10:00,0.44,0.08,0.43,0.52,6.31,34.57,2.01,2.01,0,0.27,0.11,416.7,n/d,n/d,36,21.4,n/d,831,272.4,0,0
2022-06-28 15:15:00,0.31,0.06,0.39,0.45,6.2,35.76,2.01,2.01,0,0.26,0.12,417.8,n/d,n/d,36,20.84,n/d,788.6,272.4,0,0
2022-06-28 15:20:00,0.42,0.06,0.43,0.48,6.12,36.44,2.01,2.01,0,0.14,0.12,418.6,n/d,n/d,36,20.53,n/d,759.7,272.9,0,0
2022-06-28 15:25:00,0.22,0.03,0.48,0.51,6.12,36.09,2.01,2.01,0,0.23,0.11,417.9,n/d,n/d,36,20.91,n/d,695.7,272.7,0,0
2022-06-28 15:30:00,0.32,0.03,0.43,0.46,6.21,35.33,2.01,2.01,0,0.23,0.11,417.8,n/d,n/d,37,20.71,n/d,528.4,273.2,0,0
2022-06-28 15:35:00,0.4,0.05,0.46,0.51,6.16,35.51,2.01,2.01,0,0.21,0.11,416.9,n/d,n/d,37,20.45,n/d,671.3,272.8,0,0
2022-06-28 15:40:00,0.34,0.06,0.37,0.43,6.15,35.26,2.01,2.01,0,0.21,0.12,417.2,n/d,n/d,38,20.44,n/d,600.5,273.1,0,0
2022-06-28 15:45:00,0.31,0.05,0.49,0.54,6.25,36,2.01,2.01,0,0.19,0.12,417.7,n/d,n/d,36,20.62,n/d,676.9,272.6,0,0
2022-06-28 15:50:00,0.32,0.1,0.35,0.44,6.23,35.81,2.01,2.01,0,0.2,0.11,417.1,n/d,n/d,38,20.87,n/d,747.4,272.6,0,0
2022-06-28 15:55:00,0.26,0.03,0.43,0.45,6.17,35.6,2.01,2.01,0,0.23,0.11,417,n/d,n/d,36,21.32,n/d,695.2,272.3,0,0
2022-06-28 16:00:00,0.33,0.07,0.34,0.41,6.29,36.11,2.01,2.01,0,0.18,0.12,417.8,n/d,n/d,36,20.8,n/d,595.2,272.5,0,0
2022-06-28 16:05:00,0.31,0.01,0.44,0.45,6.39,36.28,2.01,2.01,0,0.23,0.11,417.4,n/d,n/d,36,20.61,n/d,671,273,0,0
2022-06-28 16:10:00,0.33,0.06,0.38,0.44,6.31,36.2,2.01,2.01,0,0.23,0.12,417.5,n/d,n/d,37,20.9,n/d,687.4,272.3,0,0
2022-06-28 16:15:00,0.12,0.01,0.45,0.46,6.15,35.22,2.01,2.01,0,0.23,0.12,416.7,n/d,n/d,37,21.09,n/d,670.4,272,0,0
2022-06-28 16:20:00,0.12,0.07,0.38,0.45,6.04,36.47,2.02,2.02,0,0.2,0.11,417.2,n/d,n/d,36,21.2,n/d,593.8,272,0,0
2022-06-28 16:25:00,0.43,0.06,0.39,0.45,6,35.23,2.01,2.01,0,0.25,0.12,415.7,n/d,n/d,38,21.01,n/d,618.6,272.2,0,0
2022-06-28 16:30:00,0.19,0.06,0.44,0.5,6.08,36.81,2.01,2.01,0,0.23,0.12,416.9,n/d,n/d,37,20.63,n/d,621.3,272.4,0,0
2022-06-28 16:35:00,0.23,0.05,0.42,0.48,6.16,36.65,2.01,2.01,0,0.21,0.1,417.2,n/d,n/d,37,20.7,n/d,533.5,272.7,0,0
2022-06-28 16:40:00,0.42,0,0.53,0.53,6.16,36.34,2.01,2.01,0,0.25,0.12,417.4,n/d,n/d,37,20.51,n/d,461.9,273,0,0
2022-06-28 16:45:00,0.33,0.03,0.42,0.45,6.12,37.81,2.01,2.01,0,0.23,0.12,417.6,n/d,n/d,37,20.4,n/d,501.2,273.4,0,0
2022-06-28 16:50:00,0.23,0.07,0.45,0.52,6.19,37.98,2.02,2.02,0,0.24,0.1,416.5,n/d,n/d,37,20.55,n/d,452,273.2,0,0
2022-06-28 16:55:00,0.49,0.09,0.42,0.51,6.24,36.66,2.01,2.01,0,0.2,0.11,416.1,n/d,n/d,38,20.35,n/d,336.3,273.4,0,0
2022-06-28 17:00:00,0.4,0.07,0.47,0.54,6.24,37.82,2.01,2.01,0,0.15,0.11,416.9,n/d,n/d,38,19.93,n/d,498.7,273.7,0,0
2022-06-28 17:05:00,0.32,0.08,0.44,0.52,6.23,37.53,2.02,2.02,0,0.17,0.11,416.6,n/d,n/d,37,20.5,n/d,438.3,273.2,0,0
2022-06-28 17:10:00,0.17,0.02,0.51,0.53,6.24,38.72,2.02,2.02,0,0.16,0.13,416.8,n/d,n/d,37,20.12,n/d,410.1,273.4,0,0
2022-06-28 17:15:00,0.27,0.04,0.57,0.61,6.14,39.61,2.02,2.02,0,0.21,0.11,416.7,n/d,n/d,38,20.1,n/d,499,273.3,0,0
2022-06-28 17:20:00,0.36,0.04,0.55,0.59,6.01,38.46,2.02,2.02,0,0.21,0.11,416.8,n/d,n/d,38,20.09,n/d,587.7,273.1,0,0
2022-06-28 17:25:00,0.34,0.01,0.6,0.61,5.99,39.15,2.02,2.02,0,0.17,0.12,417.1,n/d,n/d,38,20.42,n/d,487.8,272.5,0,0
2022-06-28 17:30:00,0.31,0.03,0.59,0.62,6.04,38.54,2.02,2.02,0,0.21,0.11,416.1,n/d,n/d,38,20.77,n/d,487.9,272.4,0,0
2022-06-28 17:35:00,0.38,0.08,0.55,0.63,6.13,38.33,2.02,2.02,0,0.21,0.11,416.5,n/d,n/d,38,20.78,n/d,505.3,272.4,0,0
2022-06-28 17:40:00,0.28,0.03,0.54,0.57,6.12,39.39,2.02,2.02,0,0.21,0.13,417.6,n/d,n/d,38,20.36,n/d,449.2,272.6,0,0
2022-06-28 17:45:00,0.31,0.02,0.61,0.63,6.08,38.92,2.02,2.02,0,0.24,0.11,416.7,n/d,n/d,39,20.43,n/d,434.5,273,0,0
2022-06-28 17:50:00,0.54,0.06,0.5,0.56,6.05,38.41,2.02,2.02,0,0.24,0.12,417.4,n/d,n/d,40,20.31,n/d,309.4,273,0,0
2022-06-28 17:55:00,0.35,0.06,0.51,0.57,5.98,37.59,2.02,2.02,0,0.26,0.11,417.5,n/d,n/d,41,19.87,n/d,215.3,273.9,0,0
2022-06-28 18:00:00,0.46,0.06,0.48,0.54,5.89,37.15,2.02,2.02,0,0.19,0.11,417,n/d,n/d,44,19.56,n/d,177.3,274.4,0,0
2022-06-28 18:05:00,0.34,0.05,0.52,0.58,5.89,35.08,2.02,2.02,0,0.22,0.12,415.5,n/d,n/d,44,19.71,n/d,198.8,274.5,0,0
2022-06-28 18:10:00,0.25,0.09,0.53,0.61,5.84,34.86,2.02,2.02,0,0.27,0.13,415,n/d,n/d,45,19.48,n/d,167.2,274.6,0,0
2022-06-28 18:15:00,0.37,0.07,0.45,0.52,5.72,33.36,2.02,2.02,0,0.27,0.11,413.8,n/d,n/d,45,19.48,n/d,182.6,274.9,0,0
2022-06-28 18:20:00,0.19,0.07,0.43,0.5,5.59,33.85,2.02,2.02,0,0.19,0.13,415.1,n/d,n/d,47,18.96,n/d,154.8,274.8,0,0
2022-06-28 18:25:00,0.29,0.08,0.43,0.51,5.51,33.18,2.02,2.02,0,0.21,0.13,414.3,n/d,n/d,47,18.91,n/d,142.4,274.5,0,0
