Wood Buffalo Environmental Association - Continuous Ambient Air Quality Monitoring Program
For authorized use only
AMS13, L1, 5Mn
Exported On:,2022/08/24,10:55
Date Range:,2021/8/23,0:00,to,2022/8/23,23:00

Date/Time, SO2 (ppb), TRS (ppb), NO (ppb), NO2 (ppb), NOX (ppb), THC (ppm), O3 (ppb), PM2.5 (ug/m3), CH4 (ppm), NMHC (ppm), Temp @ 2m (deg. C), RH (%), Wind Speed @ 10m (km/h), Wind Dir. @ 10m (deg.)
2022-07-08 02:15:00,0.93,0.54,0,1.95,1.69,2.16,Z/S,9.05,2.16,0,15.73,77,2.89,214.8
2022-07-08 02:20:00,1.08,0.54,0,2.01,1.77,2.15,Z/S,9.39,2.15,0,15.83,77,1.82,337.9
2022-07-08 02:25:00,1.06,0.55,0,1.92,1.66,2.16,Z/S,9.62,2.16,0,15.73,78,2.88,348.5
2022-07-08 02:30:00,1.01,0.55,0,1.89,1.63,2.16,Z/S,9.63,2.16,0,15.61,80,2.62,306.7
2022-07-08 02:35:00,0.98,0.54,0,1.73,1.51,2.15,Z/S,9.64,2.15,0,15.42,83,2.23,345.2
2022-07-08 02:40:00,0.94,0.53,0,1.75,1.59,2.13,Z/S,9.46,2.13,0,15.08,85,3.39,333.7
2022-07-08 02:45:00,0.93,0.61,0,1.63,1.43,2.14,Z/S,9.19,2.14,0,15,87,2.24,311.2
2022-07-08 02:50:00,0.81,0.56,0,1.97,1.69,2.12,Z/S,9.09,2.12,0,14.9,88,0,0
2022-07-08 02:55:00,0.93,0.59,0,1.92,1.73,2.11,Z/S,9.43,2.11,0,14.99,89,0.97,96.7
2022-07-08 03:00:00,0.9,0.65,0,1.61,1.4,2.12,Z/S,9.87,2.12,0,14.9,90,0.73,123.9
2022-07-08 03:05:00,0.89,0.63,0,1.9,1.67,2.13,4.14,9.83,2.13,0,14.83,90,1.05,231.5
2022-07-08 03:10:00,0.95,0.63,0,1.79,1.57,2.15,3.39,9.87,2.15,0,14.97,89,2.13,249.5
2022-07-08 03:15:00,0.97,0.67,0,1.72,1.5,2.14,2.73,9.8,2.14,0,14.89,89,2.55,263.9
2022-07-08 03:20:00,0.91,0.66,0,1.75,1.6,2.14,2.86,9.64,2.14,0,14.8,89,2.17,255.8
2022-07-08 03:25:00,1.08,0.7,0,1.8,1.57,2.15,2.53,9.82,2.15,0,14.86,90,2.09,250.1
2022-07-08 03:30:00,0.91,0.64,0,1.56,1.39,2.16,2.24,9.89,2.16,0,14.74,90,3.28,246.9
2022-07-08 03:35:00,1.04,0.68,0,1.45,1.26,2.18,2,9.71,2.18,0,14.7,90,2.11,229
2022-07-08 03:40:00,0.88,0.71,0,1.53,1.32,2.2,1.8,9.74,2.2,0,14.7,90,1.33,233
2022-07-08 03:45:00,0.96,0.69,0,1.42,1.27,2.19,1.73,9.91,2.19,0,14.7,91,0.91,243.6
2022-07-08 03:50:00,0.98,0.7,0,1.53,1.34,2.17,2.18,9.92,2.17,0,14.7,92,1.28,337.8
2022-07-08 03:55:00,1.01,0.7,0,1.51,1.33,2.15,2.09,9.79,2.15,0,14.7,91,1.75,312.7
2022-07-08 04:00:00,1.02,0.65,Z/S,Z/S,Z/S,2.15,2.34,9.79,2.15,0,14.7,91,1.8,251.4
2022-07-08 04:05:00,0.95,0.67,Z/S,Z/S,Z/S,2.16,2,9.6,2.16,0,14.7,92,0.54,252.3
2022-07-08 04:10:00,0.99,0.65,Z/S,Z/S,Z/S,2.16,2.25,9.45,2.16,0,14.68,92,0.01,254.1
2022-07-08 04:15:00,0.98,0.7,Z/S,Z/S,Z/S,2.16,2.43,9.75,2.16,0,14.7,93,0.66,322.8
2022-07-08 04:20:00,0.97,0.63,Z/S,Z/S,Z/S,2.16,1.45,9.93,2.16,0,14.66,93,2.58,334.2
2022-07-08 04:25:00,0.91,0.61,Z/S,Z/S,Z/S,2.16,2.4,9.88,2.16,0,14.55,94,2.63,348.4
2022-07-08 04:30:00,1.03,0.62,Z/S,Z/S,Z/S,2.14,2.97,10.08,2.14,0,14.5,94,2.7,349.7
2022-07-08 04:35:00,0.82,0.65,Z/S,Z/S,Z/S,2.14,3.68,10.41,2.14,0,14.53,95,2,333.1
2022-07-08 04:40:00,0.94,0.75,Z/S,Z/S,Z/S,2.16,2.71,10.71,2.16,0,14.57,95,1.83,292.7
2022-07-08 04:45:00,1.05,0.71,Z/S,Z/S,Z/S,2.16,1.64,10.56,2.16,0,14.6,95,2.99,315.8
2022-07-08 04:50:00,0.9,0.64,Z/S,Z/S,Z/S,2.16,1.62,9.8,2.16,0,14.5,95,2.2,316.3
2022-07-08 04:55:00,0.92,0.67,Z/S,Z/S,Z/S,2.17,1.92,9.45,2.17,0,14.5,95,1.99,298.1
2022-07-08 05:00:00,0.77,0.7,Z/S,Z/S,Z/S,2.17,2.06,9.56,2.17,0,14.57,95,1.26,310.5
2022-07-08 05:05:00,0.84,0.64,0.13,1.29,1.41,2.17,2.03,9.9,2.17,0,14.62,95,1,252
2022-07-08 05:10:00,0.94,0.7,0.1,1.5,1.6,2.17,1.77,10.18,2.17,0,14.74,96,1.5,275.8
2022-07-08 05:15:00,0.91,0.68,0.08,1.4,1.48,2.17,1.65,10.42,2.17,0,14.8,96,0.79,276.5
2022-07-08 05:20:00,0.96,0.65,0.12,1.31,1.43,2.17,1.98,10.32,2.17,0,14.9,96,0.09,245.4
2022-07-08 05:25:00,0.89,0.64,0.07,1.53,1.6,2.17,2.15,10.11,2.17,0,14.93,96,3.08,243.3
2022-07-08 05:30:00,0.8,0.71,0.07,1.62,1.69,2.16,3.14,10.46,2.16,0,15,95,0.99,243.4
2022-07-08 05:35:00,0.98,0.7,0.15,1.43,1.58,2.17,1.78,10.71,2.17,0,15.07,96,1.42,343.9
2022-07-08 05:40:00,0.88,0.62,0.08,1.18,1.26,2.17,2,10.72,2.17,0,14.99,95,3.7,308
2022-07-08 05:45:00,0.89,0.6,0.09,1.16,1.25,2.19,1.51,10.53,2.19,0,14.9,95,3.8,295
2022-07-08 05:50:00,0.87,0.56,0.12,1.69,1.81,2.22,2.36,10.39,2.22,0,15.05,95,1.75,280.6
2022-07-08 05:55:00,0.89,0.55,0.13,1.47,1.6,2.17,2.43,10.47,2.17,0,15.1,95,3.71,313.4
2022-07-08 06:00:00,1.15,0.52,0.15,1.68,1.83,2.18,1.89,10.13,2.18,0,15.07,95,3.5,320.9
2022-07-08 06:05:00,1.06,0.54,0.1,1.91,2.01,2.17,2.55,9.92,2.17,0,15.1,95,2.75,294.6
2022-07-08 06:10:00,1.08,0.53,0.08,1.47,1.55,2.17,1.97,9.98,2.17,0,15.11,95,2.47,257.6
2022-07-08 06:15:00,0.97,0.53,0.07,1.64,1.71,2.16,2.38,10.02,2.16,0,15.2,95,2.52,230.7
2022-07-08 06:20:00,1.15,0.52,0.06,1.73,1.79,2.16,2.88,10.09,2.16,0,15.2,95,1.74,246
2022-07-08 06:25:00,1.1,0.5,0.06,1.83,1.89,2.15,3.09,10.12,2.15,0,15.28,95,0.07,251.1
2022-07-08 06:30:00,0.96,0.54,0.05,1.67,1.72,2.15,3.19,10.1,2.15,0,15.36,95,1.44,150.3
2022-07-08 06:35:00,0.99,0.52,0.05,1.5,1.55,2.15,3.13,9.93,2.15,0,15.34,94,3.28,143.5
2022-07-08 06:40:00,1.05,0.48,0.06,1.33,1.39,2.16,2.82,9.79,2.16,0,15.41,94,3.58,136.1
2022-07-08 06:45:00,1.07,0.5,0,1.5,1.45,2.15,4.02,9.65,2.15,0,15.45,94,1.4,115.1
2022-07-08 06:50:00,0.96,0.5,0,1.79,1.74,2.13,5.14,9.43,2.13,0,15.44,93,0.34,103.8
2022-07-08 06:55:00,1.05,0.46,0,1.78,1.77,2.12,5.42,9.46,2.12,0,15.54,92,1.04,280.6
2022-07-08 07:00:00,1.01,0.5,0,1.25,1.23,2.13,2.78,9.61,2.13,0,15.66,93,1.68,280.7
2022-07-08 07:05:00,1.08,0.47,0.09,1.07,1.16,2.13,2.82,9.49,2.13,0,15.78,93,1.74,320.8
2022-07-08 07:10:00,1.01,0.45,0.08,1.06,1.14,2.13,4.19,9.3,2.13,0,15.97,93,2.58,355.9
2022-07-08 07:15:00,1.09,0.46,0.09,1.23,1.32,2.12,4.92,9.16,2.12,0,16.16,93,3.25,1.3
2022-07-08 07:20:00,1.08,0.4,0.13,1.49,1.62,2.11,8.48,9.23,2.11,0,16.42,90,2.83,345.3
2022-07-08 07:25:00,1.03,0.44,0.38,2.05,2.43,2.12,9.31,9.55,2.12,0,16.78,88,3.23,348.5
2022-07-08 07:30:00,1.01,0.46,0.99,3.1,4.09,2.12,9.25,9.69,2.12,0,17.11,87,2.75,357.8
2022-07-08 07:35:00,1.15,0.41,0.98,3.09,4.07,2.12,11.31,9.74,2.12,0,17.42,83,3.27,352
2022-07-08 07:40:00,0.98,0.44,0.7,2.73,3.43,2.09,12.93,9.98,2.09,0,17.5,82,3.6,11.17
2022-07-08 07:45:00,1.15,0.44,0.75,2.8,3.54,2.09,13.23,10,2.09,0,17.71,81,2.43,25.64
2022-07-08 07:50:00,1.05,0.43,0.35,2,2.35,2.08,14.63,9.92,2.08,0,17.85,80,3.66,32.83
2022-07-08 07:55:00,1.18,0.4,0.5,1.95,2.44,2.08,14.66,9.85,2.08,0,18.15,79,2.69,42.87
2022-07-08 08:00:00,1.06,0.38,0.55,2.03,2.58,2.06,15.71,9.85,2.06,0,18.46,77,3.4,29.48
2022-07-08 08:05:00,1.14,0.38,0.74,2.34,3.08,2.04,16.12,9.98,2.04,0,18.61,76,3.47,35.75
2022-07-08 08:10:00,1.15,0.36,0.65,2.32,2.97,2.04,16.67,9.98,2.04,0,18.85,75,4.84,81.3
2022-07-08 08:15:00,1.04,0.4,0.58,2.36,2.93,2.03,17.1,9.89,2.03,0,18.86,75,3.6,81.7
2022-07-08 08:20:00,1.12,0.37,0.24,1.78,2.02,2.03,19.12,9.88,2.03,0,19.14,73,4.65,117.4
2022-07-08 08:25:00,1.04,0.37,0.15,1.39,1.53,2.02,19.33,10.37,2.02,0,19.82,71,4.18,99.6
2022-07-08 08:30:00,1.09,0.37,0.07,1.21,1.28,2.01,21.19,12.17,2.01,0,20.35,68,7.94,132.6
2022-07-08 08:35:00,1.1,0.36,0.14,1.37,1.52,2.01,21.97,14.61,2.01,0,20.39,67,7.14,152.9
2022-07-08 08:40:00,1,0.43,0.14,1.55,1.69,2.01,22.23,16.78,2.01,0,20.82,67,6.06,138.4
2022-07-08 08:45:00,1.17,0.41,0.04,1.25,1.29,2,24.14,18.36,2,0,21.25,63,8.61,148.3
2022-07-08 08:50:00,1.09,0.38,0,0.94,0.88,1.99,24.88,19.53,1.99,0,21.01,63,8.95,147.1
2022-07-08 08:55:00,1.22,0.39,0,0.71,0.49,1.98,25.03,19.76,1.98,0,20.71,64,6.99,125.4
2022-07-08 09:00:00,1.02,0.38,0.17,1.3,1.47,1.98,23.84,17.79,1.98,0,21.34,62,7.23,101.3
2022-07-08 09:05:00,1.02,0.35,0,0.87,0.69,1.98,24.59,15.03,1.98,0,21.3,61,7.38,138
2022-07-08 09:10:00,0.89,0.37,0,0.61,0.41,1.98,23.95,13.62,1.98,0,20.8,63,9.59,147
2022-07-08 09:15:00,1.06,0.42,0,0.58,0.38,1.98,24.62,13.19,1.98,0,20.44,64,8.03,129.7
2022-07-08 09:20:00,1.07,0.38,0,0.56,0.4,1.98,23.19,13.04,1.98,0,20.22,66,7.49,135.3
2022-07-08 09:25:00,1.05,0.35,0,0.59,0.35,1.98,22.81,13.04,1.98,0,20.16,66,11.95,157.9
2022-07-08 09:30:00,1.11,0.33,0,0.55,0.34,1.98,24,12.29,1.98,0,20.06,67,12.14,168.8
2022-07-08 09:35:00,1.11,0.33,0,0.8,0.62,1.98,23.92,11.57,1.98,0,19.95,67,12.67,166.8
2022-07-08 09:40:00,1,0.4,0,0.99,0.85,1.98,25.33,12.21,1.98,0,19.68,67,12.93,164.2
2022-07-08 09:45:00,1.14,0.39,0,1.15,1.03,1.99,23.96,13.6,1.99,0,19.72,68,11.08,157.3
2022-07-08 09:50:00,1.12,0.36,0,1.18,1.07,1.99,24.19,14.63,1.99,0,19.78,68,10.67,168.8
2022-07-08 09:55:00,1.26,0.37,0,1.44,1.38,1.99,24.6,15.48,1.99,0,19.86,68,10.16,160.7
2022-07-08 10:00:00,1.71,0.43,0,1.39,1.34,1.99,24.68,16.31,1.99,0,19.93,68,8.98,176.4
2022-07-08 10:05:00,2.24,0.4,0.07,1.58,1.64,1.99,24.51,16.63,1.99,0,20.08,67,10.6,168.6
2022-07-08 10:10:00,5.86,0.65,1.02,4.09,5.11,2,23.61,17.22,2,0,20.08,67,9.33,156.5
2022-07-08 10:15:00,3.67,0.49,0.29,2.26,2.55,1.99,24.94,17.73,1.99,0,20.11,67,8.13,145.8
2022-07-08 10:20:00,7.26,0.59,1.23,3.89,5.12,1.99,25.29,17.93,1.99,0,20.56,65,7.85,150.9
2022-07-08 10:25:00,9.94,0.66,1.91,4.8,6.71,2,26.45,18.23,2,0,20.92,64,6.6,161.9
2022-07-08 10:30:00,8.57,0.52,1.42,4.01,5.44,2,26.6,19.12,2,0,21.66,63,5.97,173.9
2022-07-08 10:35:00,9.87,0.59,1.96,4.46,6.43,2,26.14,19.21,2,0,22.25,61,7.63,175.5
2022-07-08 10:40:00,14.02,0.64,2.84,6.2,9.04,2,26.82,18.93,2,0,22.32,60,7.17,186.3
2022-07-08 10:45:00,12.74,0.62,2.25,5.91,8.16,2.01,28.51,20.19,2.01,0,22.18,61,8.01,70.19
2022-07-08 10:50:00,13.3,0.71,1.94,6.63,8.57,2.02,30.15,23.2,2.02,0,22.06,61,9.72,142.8
2022-07-08 10:55:00,16.09,0.9,1.8,7.59,9.39,2.03,30.32,28.19,2.03,0,21.63,62,10.04,158.1
2022-07-08 11:00:00,16.58,0.91,1.44,7.83,9.26,2.04,29.94,32.91,2.04,0,21.53,64,8.53,159.8
2022-07-08 11:05:00,18.24,0.94,1.18,7.78,8.95,2.04,30.68,33.49,2.04,0,21.13,64,8.32,135.4
2022-07-08 11:10:00,20.81,0.94,1.57,8.01,9.58,2.04,30.29,33,2.04,0,21.1,65,4.55,159.6
2022-07-08 11:15:00,22.34,0.94,2.02,8.84,10.86,2.05,30.45,33.74,2.05,0,21.62,63,6.39,156.3
2022-07-08 11:20:00,18.78,0.95,1.94,8.36,10.3,2.05,30.34,34.26,2.05,0,21.57,64,5.45,150
2022-07-08 11:25:00,16.56,0.9,1.7,7.8,9.51,2.05,31.5,33.53,2.05,0,21.9,63,5.91,144
2022-07-08 11:30:00,15.03,1.02,1.49,8.3,9.78,2.05,32.05,32.58,2.05,0,21.84,62,2.9,175.7
2022-07-08 11:35:00,13.82,1.02,1.47,8.27,9.75,2.05,31.66,32.12,2.05,0,21.68,64,6.88,96.1
2022-07-08 11:40:00,13.35,1.02,1.53,8.5,10.02,2.05,31.47,30.77,2.05,0,21.34,65,8.88,90.6
2022-07-08 11:45:00,12.46,0.97,1.39,7.9,9.29,2.05,30.86,29.79,2.05,0,21.52,65,6.7,103.6
2022-07-08 11:50:00,12.17,0.86,1.12,6.74,7.86,2.05,31.89,29.75,2.05,0,21.62,64,9.65,144
2022-07-08 11:55:00,12.86,0.8,0.94,5.66,6.6,2.07,31.75,29.76,2.07,0,21.69,65,8.31,135.2
2022-07-08 12:00:00,12.53,0.79,0.68,5.4,6.08,2.07,31.65,29.74,2.07,0,21.99,63,8.52,168.8
2022-07-08 12:05:00,12.48,0.73,0.8,5.37,6.17,2.05,31.27,29.26,2.05,0,22.05,63,8.03,129.9
2022-07-08 12:10:00,11.08,0.73,0.78,5.17,5.95,2.05,30.7,28.71,2.05,0,21.87,64,9.3,140.3
2022-07-08 12:15:00,10.11,0.68,0.92,4.33,5.25,2.04,31.32,28.31,2.04,0,22.08,63,10.54,147.2
2022-07-08 12:20:00,10.08,0.64,0.39,3.71,4.1,2.04,32.85,27.68,2.04,0,22.09,62,10.85,156.8
2022-07-08 12:25:00,8.88,0.66,0.29,3.5,3.78,2.04,32.9,27.33,2.04,0,22.17,63,8.2,140.1
2022-07-08 12:30:00,5.97,0.6,0.22,2.64,2.85,2.03,33.48,27.34,2.03,0,22.54,62,10.67,168.2
2022-07-08 12:35:00,5.63,0.56,0.13,2.58,2.71,2.03,34.02,27.09,2.03,0,23.05,60,8.52,181.9
2022-07-08 12:40:00,3.95,0.55,0.17,2.4,2.57,2.02,33.33,25.92,2.02,0,23.27,60,9.36,171.6
2022-07-08 12:45:00,3.93,0.56,0.25,2.66,2.91,2.03,34.62,24.47,2.03,0,23.21,59,9.48,119.5
2022-07-08 12:50:00,5.71,0.61,0.38,3.07,3.44,2.03,35.58,24.38,2.03,0,23.25,59,11.67,146.2
2022-07-08 12:55:00,7.54,0.58,0.6,3.57,4.16,2.02,35.72,24.41,2.02,0,23.47,59,12.49,145.6
2022-07-08 13:00:00,11.58,0.64,0.84,4.74,5.57,2.03,34.62,24.55,2.03,0,23.39,59,10.36,122.6
2022-07-08 13:05:00,10.48,0.66,0.57,4.7,5.28,2.03,34.45,25.48,2.03,0,23.03,60,7.29,143.4
2022-07-08 13:10:00,6.91,0.59,0.38,3.9,4.28,2.04,34.46,26.33,2.04,0,22.97,61,8.31,122.3
2022-07-08 13:15:00,4.89,0.53,0.33,3.15,3.48,2.04,35.52,26.35,2.04,0,22.96,61,9.33,118
2022-07-08 13:20:00,6.26,0.59,0.47,3.32,3.78,2.03,35.87,26.28,2.03,0,23.51,60,11.69,112.5
2022-07-08 13:25:00,9.41,0.62,0.76,3.97,4.74,2.03,36.42,26.54,2.03,0,23.53,59,11.19,121.9
2022-07-08 13:30:00,9.55,0.65,0.56,3.77,4.33,2.03,36.76,27.08,2.03,0,24.04,58,10.31,95.8
2022-07-08 13:35:00,8.38,0.65,0.27,3.4,3.67,2.04,37.35,27.49,2.04,0,23.32,59,10.93,112.8
2022-07-08 13:40:00,9.37,0.6,0.33,3.28,3.61,2.03,37.82,26.93,2.03,0,23.61,59,9.5,96.5
2022-07-08 13:45:00,11.32,0.65,0.35,3.88,4.23,2.03,37.55,26.51,2.03,0,23.85,58,9.47,131.7
2022-07-08 13:50:00,13.29,0.68,0.62,4.28,4.9,2.02,37.87,27.2,2.02,0,23.8,57,11.96,110.1
2022-07-08 13:55:00,13.66,0.62,0.59,4.19,4.78,2.02,38.59,27.91,2.02,0,23.54,58,9.8,108.4
2022-07-08 14:00:00,15.16,0.67,0.66,4.24,4.89,2.03,39.85,27.73,2.03,0,24.05,57,8.65,103.8
2022-07-08 14:05:00,14.21,0.61,0.55,4.07,4.62,2.02,39.43,27.26,2.02,0,24.48,56,6.35,41.3
2022-07-08 14:10:00,12.75,0.56,0.46,3.72,4.18,2.02,40.8,26.77,2.02,0,24.7,54,4.93,220.4
2022-07-08 14:15:00,12.95,0.55,0.59,4.07,4.66,2.01,39.7,26.05,2.01,0,25.51,53,10.1,144
2022-07-08 14:20:00,14.97,0.62,0.79,4.65,5.45,2.03,40.28,25.73,2.03,0,24.73,54,7.65,107.2
2022-07-08 14:25:00,10.76,0.51,0.29,3.26,3.56,2.02,39.92,25.19,2.02,0,25.38,52,9.85,177.8
2022-07-08 14:30:00,8.76,0.48,0.12,2.51,2.62,2.03,39.43,23.56,2.03,0,26.27,50,7.49,176
2022-07-08 14:35:00,6.99,0.5,0,2.29,2.28,2.02,39.3,22.03,2.02,0,26.05,49,9.25,193.1
2022-07-08 14:40:00,5,0.39,0,1.88,1.72,2.01,37.89,21.94,2.01,0,25.06,52,6.67,207.3
2022-07-08 14:45:00,6.85,0.45,0.01,2,2.01,2.01,37.69,21.98,2.01,0,25.5,51,5.25,211.2
2022-07-08 14:50:00,7.55,0.46,0.07,2.05,2.12,2.02,38.3,22.09,2.02,0,26.27,49,5.47,57.24
2022-07-08 14:55:00,14.05,0.64,0.89,5.15,6.04,2.01,36.82,22.52,2.01,0,25.21,53,10.33,101.6
2022-07-08 15:00:00,13.42,0.7,1.01,5.45,6.46,2.01,35.79,22.87,2.01,0,25.6,52,9.27,144.3
2022-07-08 15:05:00,13.3,0.62,0.6,5.23,5.83,2.01,35.91,22.99,2.01,0,25.24,52,12.29,158.1
2022-07-08 15:10:00,15.19,0.69,0.89,5.59,6.48,2.01,36.17,23.44,2.01,0,24.92,54,8.29,136.2
2022-07-08 15:15:00,13.16,0.66,0.74,5.04,5.78,2.01,36.1,23.46,2.01,0,25.52,52,10.16,135
2022-07-08 15:20:00,13.65,0.67,0.55,4.74,5.29,2.03,37.37,23.58,2.03,0,25.01,53,6.71,103.9
2022-07-08 15:25:00,13.67,0.58,0.72,4.56,5.27,2.02,37.43,23.45,2.02,0,25.49,52,5.73,104.3
2022-07-08 15:30:00,14.23,0.6,0.63,5.12,5.75,2.02,36.86,22.55,2.02,0,25.44,52,10.24,123.3
2022-07-08 15:35:00,13.8,0.47,0.72,5.01,5.73,2.01,36.9,21.81,2.01,0,25.27,52,7.69,123
2022-07-08 15:40:00,11.15,0.47,0.54,4.22,4.76,2,37.44,20.81,2,0,25.67,52,11.11,123
2022-07-08 15:45:00,10.11,0.44,0.12,3.62,3.75,2,37.53,18.82,2,0,25.57,51,12.43,164
2022-07-08 15:50:00,7.12,0.47,0.03,2.46,2.49,2,38.02,16.88,2,0,25.64,52,10.89,159.3
2022-07-08 15:55:00,3.47,0.41,0,1.43,1.3,2,37.45,15.38,2,0,25.7,51,14.16,159.3
2022-07-08 16:00:00,3.86,0.47,0,1.7,1.56,2,38.16,14.18,2,0,25.93,51,11.3,154.4
2022-07-08 16:05:00,3.86,0.43,0,2,1.9,2,37.72,13.55,2,0,25.36,52,11.56,133.5
2022-07-08 16:10:00,3.78,0.48,0,2.04,1.94,2,36.64,12.95,2,0,25.02,54,8.84,144.4
2022-07-08 16:15:00,3.7,0.44,0,1.78,1.72,2,37.74,12.51,2,0,25.48,53,8.73,124.6
2022-07-08 16:20:00,4.23,0.44,0,1.97,1.94,2,37.97,12.17,2,0,26.32,51,9.9,111.8
2022-07-08 16:25:00,4.59,0.41,0,2.08,1.98,1.99,37.37,11.75,1.99,0,26.36,50,9.48,137.1
2022-07-08 16:30:00,5.26,0.41,0,2.45,2.36,1.99,36.84,11.55,1.99,0,25.6,52,8.94,124.3
2022-07-08 16:35:00,5.37,0.4,0,2.61,2.57,1.99,37.44,11.7,1.99,0,25.28,53,6.2,115.2
2022-07-08 16:40:00,5.85,0.43,0,2.9,2.9,1.99,36.41,11.81,1.99,0,25.23,54,6.85,125.5
2022-07-08 16:45:00,4.83,0.43,0,2.19,2.04,1.99,36.6,11.2,1.99,0,25.39,53,6.65,127.6
2022-07-08 16:50:00,4.08,0.47,0,2.84,2.74,1.99,35.79,10.64,1.99,0,25.2,54,9.17,132.9
2022-07-08 16:55:00,3.13,0.46,0,2.23,2.04,1.99,36.04,10.41,1.99,0,25.06,54,10.01,142.1
2022-07-08 17:00:00,3.17,0.53,0,2.02,1.83,1.99,35.1,10.14,1.99,0,24.87,55,7.88,180.7
2022-07-08 17:05:00,2.96,0.43,0,1.66,1.43,1.98,33.18,10.22,1.98,0,22.48,64,25.39,288.5
2022-07-08 17:10:00,1.78,0.36,0,0.64,0.41,1.94,34.04,10.26,1.94,0,17.57,85,23.11,320.3
2022-07-08 17:15:00,1.58,0.36,0,0.57,0.32,1.95,33.27,8.62,1.95,0,16.72,90,18.44,309.7
2022-07-08 17:20:00,1.53,0.34,0,0.59,0.3,1.94,33.87,6,1.94,0,16.71,90,17.14,312
2022-07-08 17:25:00,1.59,0.35,0,0.63,0.39,1.94,34.11,4.74,1.94,0,16.7,90,15.3,329.4
2022-07-08 17:30:00,1.5,0.36,0,0.72,0.51,1.94,34.41,4.15,1.94,0,16.76,90,13.74,349.4
2022-07-08 17:35:00,1.45,0.4,0,0.79,0.59,1.94,33.8,3.92,1.94,0,16.88,90,5.81,319.7
2022-07-08 17:40:00,1.44,0.4,0,0.77,0.55,1.93,33.41,3.98,1.93,0,16.93,90,5.45,323.3
2022-07-08 17:45:00,1.37,0.37,0,0.68,0.46,1.93,30.9,4.07,1.93,0,17,90,5.29,281.6
2022-07-08 17:50:00,1.31,0.42,0,0.6,0.4,1.93,30.84,4.07,1.93,0,17,90,5.41,269.9
2022-07-08 17:55:00,1.28,0.37,0,0.6,0.41,1.93,32.32,4.15,1.93,0,17.16,88,4.54,351.1
2022-07-08 18:00:00,1.39,0.36,0,0.61,0.43,1.94,31.38,4.32,1.94,0,17.49,87,5.01,20.98
2022-07-08 18:05:00,1.32,0.37,0,0.7,0.49,1.94,29.75,4.43,1.94,0,17.75,87,5.31,76.73
2022-07-08 18:10:00,1.37,0.35,0,0.66,0.52,1.94,29.24,4.4,1.94,0,17.78,87,5.57,78.08
2022-07-08 18:15:00,1.34,0.36,0,0.61,0.43,1.94,31.04,4.48,1.94,0,18.08,85,4.75,62.09
2022-07-08 18:20:00,1.3,0.35,0,0.71,0.55,1.94,33.45,4.54,1.94,0,18.19,82,3.55,19.85
2022-07-08 18:25:00,1.29,0.36,0,0.81,0.66,1.94,29.6,4.65,1.94,0,18.84,81,1.83,334
2022-07-08 18:30:00,1.31,0.36,0,0.82,0.62,1.94,31.13,4.74,1.94,0,19.36,78,0.81,71.08
2022-07-08 18:35:00,1.34,0.37,0,0.75,0.58,1.94,33.09,4.74,1.94,0,19.35,77,2.43,35.38
2022-07-08 18:40:00,1.21,0.35,0,0.74,0.52,1.94,31.18,4.76,1.94,0,19.44,78,0.53,331.8
2022-07-08 18:45:00,1.19,0.31,0,0.62,0.42,1.95,29.83,4.78,1.95,0,20.47,75,0.25,205
2022-07-08 18:50:00,1.26,0.35,0,0.62,0.45,1.94,30.99,4.69,1.94,0,20.75,71,3.78,148.9
2022-07-08 18:55:00,1.2,0.35,0,0.67,0.46,1.94,33.27,4.68,1.94,0,19.91,73,3.05,141.5
2022-07-08 19:00:00,1.24,0.31,0,0.72,0.51,1.94,34.4,4.85,1.94,0,19.51,72,1.16,97.4
2022-07-08 19:05:00,1.26,0.3,0,0.59,0.41,1.94,29.58,4.83,1.94,0,19.53,75,0,0
2022-07-08 19:10:00,1.31,0.31,0,0.73,0.49,1.94,34.01,4.65,1.94,0,19.91,71,0.04,214.4
2022-07-08 19:15:00,1.29,0.31,0,0.69,0.46,1.94,33.37,4.71,1.94,0,19.86,72,0.02,268.8
2022-07-08 19:20:00,1.41,0.32,0,0.63,0.42,1.94,31.18,4.95,1.94,0,19.09,75,2.16,277.1
2022-07-08 19:25:00,1.38,0.36,0,0.63,0.38,1.94,27.55,4.96,1.94,0,18.54,80,2.54,253.8
2022-07-08 19:30:00,1.16,0.32,0,0.57,0.3,1.94,25.87,4.81,1.94,0,18.73,80,0.49,253.2
2022-07-08 19:35:00,1.24,0.35,0,0.56,0.39,1.94,27.37,4.7,1.94,0,18.83,80,0.26,148.7
2022-07-08 19:40:00,1.16,0.32,0,0.59,0.35,1.94,28.43,4.84,1.94,0,18.7,80,1.02,87.3
2022-07-08 19:45:00,1.29,0.34,0,0.6,0.35,1.94,26.99,5.09,1.94,0,18.7,81,3.01,103.7
2022-07-08 19:50:00,1.29,0.33,0,0.55,0.32,1.94,23.72,5.01,1.94,0,18.61,82,4.93,99.9
2022-07-08 19:55:00,1.31,0.33,0,0.77,0.59,1.95,25.89,5.01,1.95,0,18.44,82,5.51,119.2
2022-07-08 20:00:00,1.23,0.3,0,1.5,1.33,1.95,27.39,5.19,1.95,0,18.32,82,4.56,138.6
2022-07-08 20:05:00,1.28,0.35,0,1.21,0.99,1.95,26.49,5.26,1.95,0,18.21,82,2.47,157.3
