Wood Buffalo Environmental Association - Continuous Ambient Air Quality Monitoring Program
For authorized use only
AMS13, L1, 5Mn
Exported On:,2022/08/24,10:55
Date Range:,2021/8/23,0:00,to,2022/8/23,23:00

Date/Time, SO2 (ppb), TRS (ppb), NO (ppb), NO2 (ppb), NOX (ppb), THC (ppm), O3 (ppb), PM2.5 (ug/m3), CH4 (ppm), NMHC (ppm), Temp @ 2m (deg. C), RH (%), Wind Speed @ 10m (km/h), Wind Dir. @ 10m (deg.)
2022-05-24 10:40:00,0.72,0.42,0.8,5.48,6.28,2.05,23.91,6.17,2.05,0,8.75,41,9.32,136.6
2022-05-24 10:45:00,1.66,0.39,0.9,5.44,6.34,2.04,24.82,5.76,2.04,0,8.57,41,11.46,141.7
2022-05-24 10:50:00,3.61,0.45,1,5.37,6.37,2.04,24.75,5.36,2.04,0,8.75,40,12.38,154.6
2022-05-24 10:55:00,5.52,0.45,1.42,6.06,7.48,2.04,23.73,5.09,2.04,0,8.95,40,12.43,164.3
2022-05-24 11:00:00,3.31,0.46,1.18,4.98,6.17,2.04,25.09,5.09,2.04,0,9.05,40,12.25,175.8
2022-05-24 11:05:00,2.89,0.46,1.07,4.5,5.57,2.03,25.53,5,2.03,0,9.19,40,11.94,173.2
2022-05-24 11:10:00,1.01,0.38,0.41,2.35,2.76,2.02,30.4,4.77,2.02,0,9.04,43,11.14,126
2022-05-24 11:15:00,3.07,0.44,0.75,3.04,3.79,2.01,32.87,4.34,2.01,0,8.54,49,14.22,178.5
2022-05-24 11:20:00,2.65,0.44,0.65,3.03,3.68,2.01,31.79,4.28,2.01,0,8.53,49,17.12,181.6
2022-05-24 11:25:00,0.66,0.31,0.08,1.23,1.31,2,34.24,4.27,2,0,8.36,50,18.59,172.5
2022-05-24 11:30:00,0.68,0.38,0.12,1.34,1.46,2,33.33,3.81,2,0,8.52,51,15.77,173.7
2022-05-24 11:35:00,1,0.37,0.18,1.74,1.92,2,33.12,3.54,2,0,8.06,52,17.73,163.3
2022-05-24 11:40:00,0.56,0.31,0.12,1.59,1.71,2.01,32.73,3.56,2.01,0,7.87,53,15.85,180.3
2022-05-24 11:45:00,0.68,0.31,0.27,2.1,2.37,2.01,30.92,3.67,2.01,0,7.94,52,12.54,154.5
2022-05-24 11:50:00,2.38,0.4,0.53,3.16,3.69,2.02,29.01,3.83,2.02,0,8.07,52,11.09,170.5
2022-05-24 11:55:00,2.53,0.4,0.58,3.61,4.18,2.03,28.85,4.03,2.03,0,7.82,53,10.25,140.4
2022-05-24 12:00:00,2.46,0.42,0.49,3.74,4.23,2.03,28.64,4.22,2.03,0,7.77,54,11.54,176.7
2022-05-24 12:05:00,2.25,0.45,0.3,3.33,3.64,2.03,29.48,4.42,2.03,0,7.52,58,15.09,199.5
2022-05-24 12:10:00,0.81,0.4,0.1,2.48,2.58,2.02,30.64,4.42,2.02,0,7.09,62,12.64,180.9
2022-05-24 12:15:00,0.39,0.36,0.07,1.98,2.04,2.02,30.34,4.13,2.02,0,6.83,66,15.12,183.6
2022-05-24 12:20:00,0.17,0.39,0.06,1.61,1.68,2.01,30.24,3.86,2.01,0,6.49,71,13.16,171.1
2022-05-24 12:25:00,0.17,0.39,0.09,1.59,1.68,2,30.41,3.84,2,0,6.4,72,9.97,181.6
2022-05-24 12:30:00,0.02,0.37,0.09,1.55,1.65,2.01,30.66,3.78,2.01,0,6.35,73,6.57,176.6
2022-05-24 12:35:00,0.04,0.41,0.11,1.54,1.66,2.01,28.99,3.67,2.01,0,6.48,78,4.51,179.4
2022-05-24 12:40:00,0.01,0.38,0.16,1.91,2.07,2,29.4,3.58,2,0,6.7,76,3.47,135.9
2022-05-24 12:45:00,0,0.38,0.08,1.37,1.45,2,30.25,3.46,2,0,6.88,77,6.37,175.3
2022-05-24 12:50:00,0,0.33,0.13,1.58,1.7,2.01,30.38,3.34,2.01,0,6.83,75,11.54,162
2022-05-24 12:55:00,0,0.33,0.15,1.75,1.9,2.01,30.36,3.27,2.01,0,6.59,75,8.01,183.4
2022-05-24 13:00:00,0,0.37,0.23,1.9,2.13,2.01,28.21,3.48,2.01,0,6.63,81,6.09,140.7
2022-05-24 13:05:00,0,0.37,0.12,1.75,1.86,2,30.59,3.65,2,0,6.65,76,6.27,145.6
2022-05-24 13:10:00,0.07,0.34,0.07,1.66,1.73,2,30.15,3.46,2,0,6.53,76,5.06,124.8
2022-05-24 13:15:00,0,0.34,0.06,1.61,1.68,2.01,29.44,3.23,2.01,0,6.5,77,3,63.74
2022-05-24 13:20:00,0,0.36,0.05,1.52,1.57,2,28.47,3.19,2,0,6.57,77,4.24,74.39
2022-05-24 13:25:00,0,0.34,0.03,1.75,1.78,2.01,28.56,3.24,2.01,0,6.62,76,2.76,19.42
2022-05-24 13:30:00,0,0.35,0.14,2.42,2.55,2,26.8,3.27,2,0,6.7,78,4.69,37.62
2022-05-24 13:35:00,0,0.32,0.2,2.9,3.1,2,27.04,3.27,2,0,6.7,77,3.18,25.53
2022-05-24 13:40:00,0.06,0.33,0.11,2.15,2.26,2,27.26,3.23,2,0,6.75,77,3.79,16.63
2022-05-24 13:45:00,0.06,0.34,0,1.75,1.73,2,28.05,3.16,2,0,6.81,77,3.92,8.85
2022-05-24 13:50:00,0,0.36,0,1.52,1.52,2,26.57,2.97,2,0,6.9,79,4.37,2.01
2022-05-24 13:55:00,0,0.34,0.05,1.29,1.34,2,26.81,2.99,2,0,6.92,78,4.71,352.4
2022-05-24 14:00:00,0,0.33,0.02,1.2,1.22,2,26.25,3.11,2,0,6.98,79,5.57,352.3
2022-05-24 14:05:00,0.01,0.34,0.02,1.5,1.52,2,26.86,3.01,2,0,7.08,78,6.21,6.21
2022-05-24 14:10:00,0.01,0.35,0.2,1.91,2.11,1.99,27.95,2.92,1.99,0,7.16,76,6.66,8.3
2022-05-24 14:15:00,0.02,0.35,0.26,1.88,2.14,2,27.75,3.04,2,0,7.42,76,6.47,20.59
2022-05-24 14:20:00,0.06,0.32,0.22,1.69,1.9,2,28.81,3.05,2,0,7.65,74,7.94,13.71
2022-05-24 14:25:00,0,0.35,0.19,1.38,1.57,2,28.76,2.91,2,0,7.78,75,6.82,16.94
2022-05-24 14:30:00,0,0.34,0.19,1.33,1.52,2,28.56,2.85,2,0,8.22,74,7.55,1.93
2022-05-24 14:35:00,0.05,0.37,0.21,1.24,1.45,2,28.61,2.86,2,0,8.53,73,7.38,6.24
2022-05-24 14:40:00,0,0.35,0.21,1.23,1.44,2,29.13,2.81,2,0,8.54,70,6.8,29.39
2022-05-24 14:45:00,0,0.31,0.05,0.8,0.86,2,29.62,2.66,2,0,8.77,64,7.61,60.25
2022-05-24 14:50:00,0.04,0.3,0,0.64,0.65,2,29.26,2.52,2,0,9.07,63,6.14,51.23
2022-05-24 14:55:00,0,0.31,0,0.49,0.42,1.99,29.46,2.5,1.99,0,9.58,58,8.88,84.6
2022-05-24 15:00:00,0,0.29,0,0.29,0.14,1.99,30.64,2.41,1.99,0,9.6,54,7.05,80.8
2022-05-24 15:05:00,0,0.3,0,0.24,0.15,1.99,30.05,2.27,1.99,0,9.82,54,9.73,56.47
2022-05-24 15:10:00,0.01,0.31,0,0.29,0.15,1.99,29.2,2.23,1.99,0,10.15,54,9.92,72.88
2022-05-24 15:15:00,0.02,0.31,0,0.21,0.08,1.99,29.41,2.23,1.99,0,10.25,53,11.23,68.21
2022-05-24 15:20:00,0,0.31,0,0.35,0.18,1.99,29.72,2.28,1.99,0,10.39,52,9.08,70.22
2022-05-24 15:25:00,0,0.31,0,0.28,0.14,1.99,30.93,2.3,1.99,0,10.4,52,9.06,100.2
2022-05-24 15:30:00,0.08,0.3,0,0.24,0.14,1.99,30.62,2.35,1.99,0,10.85,51,11.5,127.5
2022-05-24 15:35:00,0,0.29,0,0.32,0.21,1.99,31.04,2.47,1.99,0,11.07,50,11.83,110.2
2022-05-24 15:40:00,0.02,0.31,0,0.48,0.44,1.99,31.25,2.6,1.99,0,11.02,50,6.94,104.7
2022-05-24 15:45:00,0,0.27,0,0.32,0.22,1.99,30.94,2.6,1.99,0,11.44,49,11.16,101.7
2022-05-24 15:50:00,0,0.29,0,0.21,0.09,1.99,31.21,2.51,1.99,0,11.13,49,9.58,92.5
2022-05-24 15:55:00,0.07,0.28,0,0.3,0.2,1.99,31.01,2.36,1.99,0,11.17,50,11.08,80.3
2022-05-24 16:00:00,0.05,0.29,0,0.43,0.38,1.99,31.37,2.43,1.99,0,11.49,49,11.11,104.2
2022-05-24 16:05:00,0.07,0.31,0,0.39,0.26,1.99,31.32,2.44,1.99,0,11.71,48,9.28,119.1
2022-05-24 16:10:00,0,0.29,0,0.35,0.24,1.99,31.19,2.35,1.99,0,11.82,47,11.29,129.5
2022-05-24 16:15:00,0,0.27,0,0.42,0.34,1.99,30.93,2.34,1.99,0,11.6,47,9.11,134.9
2022-05-24 16:20:00,0,0.29,0,0.35,0.25,1.99,30.76,2.41,1.99,0,11.94,47,9.19,156.1
2022-05-24 16:25:00,0.11,0.28,0,0.49,0.44,1.99,30.64,2.62,1.99,0,12.16,46,10.18,156.6
2022-05-24 16:30:00,0.2,0.31,0,0.67,0.63,2,29.96,3,2,0,12.37,46,8.97,161.5
2022-05-24 16:35:00,0.05,0.31,0,0.72,0.73,2,30.6,3.42,2,0,12,46,8.84,117.3
2022-05-24 16:40:00,0,0.3,0,0.69,0.67,1.99,31.06,3.71,1.99,0,11.94,46,13.36,150.8
2022-05-24 16:45:00,0,0.3,0,0.54,0.42,2,31.84,3.64,2,0,11.66,46,8.52,139.1
2022-05-24 16:50:00,0,0.26,0,0.6,0.5,1.99,31.17,3.54,1.99,0,11.7,46,7.08,115
2022-05-24 16:55:00,0,0.3,0,1.17,1.15,1.99,30.96,3.69,1.99,0,11.77,47,7.5,132.8
2022-05-24 17:00:00,0.32,0.35,0,1.29,1.27,2,30.45,4.05,2,0,11.92,47,10.06,154.7
2022-05-24 17:05:00,0.03,0.3,0,0.91,0.85,1.99,30.86,4.19,1.99,0,11.98,47,6.35,105.5
2022-05-24 17:10:00,0.39,0.31,0,0.82,0.77,1.99,31.63,3.99,1.99,0,11.87,47,4.69,129.4
2022-05-24 17:15:00,0.26,0.29,0,1.06,1,2,31.04,4.07,2,0,12.11,47,5.85,158.1
2022-05-24 17:20:00,0.2,0.31,0,1.04,0.96,2,31.84,4.67,2,0,12.24,45,7.22,156
2022-05-24 17:25:00,0.26,0.29,0,1.01,1,1.99,31.78,4.81,1.99,0,12.05,46,9.15,164.3
2022-05-24 17:30:00,0.1,0.29,0,1.21,1.18,1.99,31.4,4.72,1.99,0,12.29,46,5.8,163.9
2022-05-24 17:35:00,0.52,0.27,0.2,1.84,2.04,2,30.95,4.95,2,0,12.42,45,8,133.7
2022-05-24 17:40:00,0.9,0.35,0.27,2.21,2.48,2,30.32,5.31,2,0,12.52,45,6.16,90.3
2022-05-24 17:45:00,0.71,0.32,0.16,1.83,2,2,30.67,5.37,2,0,12.55,44,8.03,127.3
2022-05-24 17:50:00,0.3,0.35,0.09,1.32,1.41,1.99,30.84,5.19,1.99,0,12.6,44,7.6,97.4
2022-05-24 17:55:00,0.22,0.32,0.11,1.53,1.64,1.99,30.49,5.1,1.99,0,12.51,44,9.15,98.7
2022-05-24 18:00:00,0.06,0.3,0.03,1.17,1.21,1.99,31.11,4.85,1.99,0,12.6,44,6.9,110.3
2022-05-24 18:05:00,0.15,0.3,0,1.13,1.11,2,30.67,4.61,2,0,12.69,44,6.9,114.2
2022-05-24 18:10:00,0.17,0.32,0,1.05,1.01,1.99,31.02,4.47,1.99,0,12.47,44,9.17,105.7
2022-05-24 18:15:00,0.18,0.24,0,0.93,0.91,1.99,30.75,4.19,1.99,0,12.42,44,8.09,112.3
2022-05-24 18:20:00,0.22,0.26,0,0.98,0.96,1.99,30.47,3.81,1.99,0,12.45,44,5.34,114.9
2022-05-24 18:25:00,0.1,0.32,0.06,1.53,1.6,1.99,29.33,3.59,1.99,0,12.35,44,5.15,90.9
2022-05-24 18:30:00,0.07,0.3,0,1.27,1.23,1.99,29.33,3.43,1.99,0,12.24,44,3.91,145.5
2022-05-24 18:35:00,0.16,0.28,0,1.23,1.23,1.99,28.35,3.44,1.99,0,12.26,44,7.75,158.9
2022-05-24 18:40:00,0.2,0.29,0.07,1.5,1.57,1.99,27.96,3.78,1.99,0,12.25,44,7.95,122.8
2022-05-24 18:45:00,0.11,0.24,0.1,2.06,2.16,1.99,27.24,3.95,1.99,0,12.09,45,7.55,90.3
2022-05-24 18:50:00,0,0.28,0,1.01,0.9,1.99,27.69,3.79,1.99,0,12.02,45,5.91,108.5
2022-05-24 18:55:00,0.07,0.29,0,1.11,1.07,1.99,27.69,3.6,1.99,0,12.03,45,2.63,75.83
2022-05-24 19:00:00,0.1,0.29,0,0.63,0.56,1.99,28.69,3.4,1.99,0,12.1,45,3.05,43.53
2022-05-24 19:05:00,0.08,0.3,0,0.77,0.68,1.99,22.31,3.23,1.99,0,12.09,49,2.86,16.87
2022-05-24 19:10:00,0.17,0.3,0,1.12,1,2,23.18,3.15,2,0,12.02,48,4.73,17.75
2022-05-24 19:15:00,0.06,0.35,0,2.15,2.13,2,24.76,3.26,2,0,12.04,49,5.04,357.8
2022-05-24 19:20:00,0.16,0.3,0.02,1.97,2,2,24.07,3.48,2,0,11.76,51,4.52,340.8
2022-05-24 19:25:00,0.15,0.28,0.03,2.09,2.12,2,23.66,3.61,2,0,11.66,52,4.63,342.2
2022-05-24 19:30:00,0.11,0.33,0.03,2.73,2.76,2,24.23,3.68,2,0,11.46,53,5.86,349.5
2022-05-24 19:35:00,0.09,0.32,0.1,3.88,3.97,2.01,24.24,3.9,2.01,0,11.34,53,7.71,353.1
2022-05-24 19:40:00,0.14,0.34,0.14,4.6,4.74,2.03,24.99,4.32,2.03,0,11.3,53,9.04,1.84
2022-05-24 19:45:00,0.13,0.35,0.06,4.13,4.19,2.04,25.15,4.58,2.04,0,11.26,54,8.82,356.1
2022-05-24 19:50:00,0.17,0.38,0.04,4.59,4.63,2.08,25.03,4.68,2.06,0.018,11.06,54,9.79,350.6
2022-05-24 19:55:00,0.19,0.36,0.08,5.47,5.55,2.17,24.75,4.86,2.09,0.081,10.92,54,7.89,346.3
2022-05-24 20:00:00,0.14,0.42,0.07,5.81,5.88,2.22,23.92,4.97,2.1,0.121,10.82,55,5.96,2.11
2022-05-24 20:05:00,0.21,0.36,0.16,6.62,6.78,2.28,22.85,5.14,2.14,0.142,10.69,55,6.26,7.95
2022-05-24 20:10:00,0.28,0.43,0.13,6.72,6.85,2.31,21.65,5.22,2.16,0.151,10.52,56,5.11,347.1
2022-05-24 20:15:00,0.26,0.42,0.02,6.88,6.9,2.29,19.6,5.24,2.15,0.146,10.33,57,5.2,344.1
2022-05-24 20:20:00,0.3,0.41,0.04,7.28,7.32,2.31,18.53,5.23,2.16,0.149,10.24,58,5.89,346.4
2022-05-24 20:25:00,0.31,0.38,0.01,7.88,7.89,2.3,18.98,5.29,2.15,0.144,10.2,58,7.62,350.7
2022-05-24 20:30:00,0.13,0.35,0.01,8.36,8.37,2.29,19.54,5.45,2.14,0.146,10.28,57,6.92,0.32
2022-05-24 20:35:00,0.13,0.38,0,7.96,7.95,2.3,18.07,5.55,2.15,0.151,10.21,58,6.22,351.9
2022-05-24 20:40:00,0.16,0.4,0,7.77,7.7,2.3,18.76,5.54,2.14,0.159,10.1,58,6.35,1
2022-05-24 20:45:00,0.25,0.41,0,7.38,7.27,2.29,18.69,5.62,2.14,0.154,10.03,58,6.19,3.02
2022-05-24 20:50:00,0.15,0.36,0,7.09,7.01,2.32,17.92,5.69,2.15,0.165,10,59,6.16,13.27
2022-05-24 20:55:00,0.19,0.4,0,7.39,7.28,2.33,18.2,5.75,2.16,0.167,10.04,58,5.35,20.45
2022-05-24 21:00:00,0.13,0.4,0,7.72,7.61,2.32,17.57,5.8,2.15,0.172,10,59,5.35,15.07
2022-05-24 21:05:00,0.18,0.38,0,8.25,8.13,2.32,16.63,5.99,2.15,0.166,9.88,59,7.03,5.69
2022-05-24 21:10:00,0.2,0.4,0,9.16,9.05,2.32,15.94,6.12,2.15,0.166,9.8,60,5.99,4.03
2022-05-24 21:15:00,0.13,0.37,0,9.61,9.53,2.33,14.74,6.09,2.15,0.172,9.68,60,4.96,5.57
2022-05-24 21:20:00,0.24,0.38,0,8.3,8.2,2.31,12.76,6.09,2.14,0.164,9.48,62,5.06,7.59
2022-05-24 21:25:00,0.16,0.39,0,8.13,8,2.3,11.45,6.01,2.14,0.167,9.18,64,4.23,2.65
2022-05-24 21:30:00,0.14,0.38,0,8.67,8.55,2.3,12.99,6.17,2.14,0.163,9.24,63,4.87,355.1
2022-05-24 21:35:00,0.12,0.37,0,7.31,7.16,2.27,11.78,6.46,2.12,0.145,9.19,63,4.81,356.3
2022-05-24 21:40:00,0.12,0.37,0,7.89,7.78,2.2,13.48,6.5,2.1,0.1,9.14,62,3.47,9.95
2022-05-24 21:45:00,0.15,0.35,0,7.35,7.2,2.22,12.25,6.76,2.1,0.122,9.2,62,2.79,15.45
2022-05-24 21:50:00,0,0.32,0,6.84,6.68,2.22,10.36,7.06,2.09,0.129,9.1,63,2.03,17.8
2022-05-24 21:55:00,0.18,0.33,0,6.5,6.39,2.2,10.07,6.93,2.08,0.112,8.79,66,2.42,33.25
2022-05-24 22:00:00,0.04,0.37,0,5.57,5.49,2.21,11.08,6.78,2.09,0.121,8.66,65,4.17,58
2022-05-24 22:05:00,0.02,0.36,0,5.23,5.07,2.16,12.4,6.37,2.07,0.088,8.81,64,3.48,67.83
2022-05-24 22:10:00,0.18,0.33,0,3.88,3.74,2.07,16.23,5.76,2.05,0.019,8.98,61,3.78,87.2
2022-05-24 22:15:00,0.11,0.32,0,3.21,3.07,2.06,15.32,5.08,2.05,0.013,9.18,60,3.42,95.3
2022-05-24 22:20:00,0.15,0.32,0,3.62,3.48,2.11,11.53,4.42,2.07,0.044,8.93,63,3.36,86.8
2022-05-24 22:25:00,0.17,0.33,0,3.45,3.29,2.13,10.17,4.26,2.07,0.056,8.39,66,1.53,57.12
2022-05-24 22:30:00,0.14,0.29,0,3.16,3.02,2.13,9.84,4.25,2.07,0.053,7.99,69,2.55,57.67
2022-05-24 22:35:00,0.2,0.34,0,2.31,2.18,2.05,14.46,4.24,2.04,0.008,7.88,67,2.54,99.2
2022-05-24 22:40:00,0.02,0.38,0,2.53,2.41,2.12,11.97,4.31,2.06,0.063,7.88,67,3.31,95.6
2022-05-24 22:45:00,0.07,0.31,0,2.49,2.4,2.11,11.21,4.22,2.06,0.049,7.91,68,4.14,107.2
2022-05-24 22:50:00,0.08,0.32,0,1.93,1.79,2.09,14.18,4,2.05,0.039,7.75,68,2.21,122.8
2022-05-24 22:55:00,0.13,0.31,0,2.15,2.04,2.06,11.29,3.79,2.04,0.024,7.73,69,2.4,106.4
2022-05-24 23:00:00,0.15,0.32,0,1.9,1.75,2.09,13.3,3.73,2.05,0.04,7.45,70,4.23,140.4
2022-05-24 23:05:00,0.02,0.3,0,1.63,1.5,2.04,15.01,3.78,2.04,0,7.57,68,4.45,135
2022-05-24 23:10:00,0.02,0.32,0,1.53,1.37,2.06,13.51,3.72,2.05,0.013,7.59,68,2.69,135
2022-05-24 23:15:00,0.14,0.32,0,1.4,1.26,2.03,15.08,3.61,2.03,0,7.6,66,4.52,108.4
2022-05-24 23:20:00,0.16,0.3,0,0.96,0.8,2.02,21.29,3.5,2.02,0,8.23,62,5.52,113.1
2022-05-24 23:25:00,0.2,0.31,0,0.73,0.56,2.02,22.21,3.34,2.02,0,8.71,59,5.75,117.9
2022-05-24 23:30:00,0.16,0.27,0,0.62,0.43,2.02,22.87,3.24,2.02,0,8.75,58,5.59,112.3
2022-05-24 23:35:00,0.21,0.26,0,0.54,0.33,2.01,23.04,3.17,2.01,0,8.89,58,4.79,118.5
2022-05-24 23:40:00,0.09,0.27,0,0.74,0.55,2.04,19.31,3.12,2.02,0.015,8.6,59,4.31,114
2022-05-24 23:45:00,0.1,0.27,0,1.26,1.14,2.02,19.17,3.15,2.02,0,8.3,61,4.72,94.2
2022-05-24 23:50:00,0,0.3,0,0.7,0.53,2.01,21.57,3.19,2.01,0,8.26,60,4.99,104.9
2022-05-24 23:55:00,0.12,0.29,0,0.54,0.37,2.01,21.48,3.19,2.01,0,8.29,60,5.52,119.2
2022-05-25 00:00:00,0.18,0.28,0,0.68,0.49,2.01,18.77,3.2,2.01,0,7.99,62,4.57,111.3
2022-05-25 00:05:00,0.16,0.31,0,0.81,0.63,2.01,Z/S,3.23,2.01,0,7.36,65,4.07,87.8
2022-05-25 00:10:00,0.14,0.27,0,0.7,0.53,2.02,Z/S,3.24,2.01,0.01,6.53,69,3.81,77.32
2022-05-25 00:15:00,0.16,0.24,0,0.6,0.43,2.02,Z/S,3.3,2.02,0,6.37,70,3.64,53
2022-05-25 00:20:00,0.1,0.25,0,0.62,0.52,2.02,Z/S,3.47,2.02,0,5.76,73,3.44,15.6
2022-05-25 00:25:00,0.09,0.27,0,0.65,0.52,2.02,Z/S,3.6,2.01,0.012,4.95,77,4.14,335.1
2022-05-25 00:30:00,0.07,0.3,0,0.67,0.48,2.03,Z/S,3.61,2.02,0.013,4.65,79,3.94,334.7
2022-05-25 00:35:00,0.08,0.28,0,0.59,0.48,2,Z/S,3.49,2,0,4.47,80,2.93,353.8
2022-05-25 00:40:00,0.07,0.28,0,0.67,0.5,2.01,Z/S,3.45,2.01,0,4.4,80,2.14,5.29
2022-05-25 00:45:00,0.23,0.26,0,0.57,0.45,2.01,Z/S,3.43,2.01,0,4.61,80,3.04,343.7
2022-05-25 00:50:00,0.09,0.28,0,0.48,0.37,2,Z/S,3.41,2,0,4.44,80,3.85,333.4
2022-05-25 00:55:00,0.16,0.28,0,0.49,0.32,2.01,Z/S,3.38,2.01,0,4.47,81,3.2,357.5
2022-05-25 01:00:00,0.04,0.29,0,0.46,0.3,2.01,Z/S,3.34,2.01,0,4.57,81,2.34,32.75
2022-05-25 01:05:00,0.05,0.29,0,0.46,0.28,2.01,6.5,3.26,2.01,0,4.6,80,2.28,23.67
2022-05-25 01:10:00,0.11,0.3,0,0.42,0.25,2.01,4.43,3.26,2.01,0,4.53,81,3.69,336
2022-05-25 01:15:00,0.14,0.22,0,0.36,0.22,2.01,4.43,3.26,2.01,0,4.42,82,4.64,348.8
2022-05-25 01:20:00,0.02,0.25,0,0.38,0.24,2,4.07,3.24,2,0,4.26,82,3.98,350.1
2022-05-25 01:25:00,0.1,0.26,0,0.5,0.35,2.01,6.05,3.29,2.01,0,4.14,83,4.16,4.11
2022-05-25 01:30:00,0.08,0.26,0,0.43,0.3,2.01,3.96,3.39,2.01,0,3.87,83,4.28,354.3
2022-05-25 01:35:00,0.18,0.28,0,0.45,0.34,2.01,3.48,3.39,2.01,0,3.64,83,4.17,4.18
2022-05-25 01:40:00,0,0.25,0,0.41,0.3,2.01,3.44,3.4,2.01,0,3.4,84,3.5,12.44
2022-05-25 01:45:00,0.01,0.25,0,0.51,0.36,2.02,4.98,3.49,2.02,0,3.2,84,3.75,19.27
2022-05-25 01:50:00,0.1,0.26,0,0.48,0.4,2.01,3.4,3.54,2.01,0,3.12,84,4.24,7.75
2022-05-25 01:55:00,0,0.26,0,0.5,0.48,2.01,4.25,3.55,2.01,0,3,85,3.91,19.11
2022-05-25 02:00:00,0.01,0.28,Z/S,Z/S,Z/S,2.01,4.47,3.49,2.01,0,2.93,85,3.31,27.69
2022-05-25 02:05:00,0.24,0.27,Z/S,Z/S,Z/S,2.01,4.87,3.42,2.01,0,2.9,85,3.35,11.92
2022-05-25 02:10:00,0.16,0.28,Z/S,Z/S,Z/S,2.01,4.44,3.38,2.01,0,2.85,85,3.14,1.38
2022-05-25 02:15:00,0.1,0.26,Z/S,Z/S,Z/S,2.01,6.63,3.35,2.01,0,2.85,86,2.83,0.94
2022-05-25 02:20:00,0.19,0.2,Z/S,Z/S,Z/S,2,4.88,3.37,2,0,2.76,86,3.25,12.06
2022-05-25 02:25:00,0.05,0.24,Z/S,Z/S,Z/S,2.01,4.7,3.38,2.01,0,2.62,86,3.43,5.97
2022-05-25 02:30:00,0.11,0.21,Z/S,Z/S,Z/S,2.01,4.4,3.3,2.01,0,2.53,86,3.23,30.14
2022-05-25 02:35:00,0.05,0.27,Z/S,Z/S,Z/S,2,5.12,3.3,2,0,2.46,87,2.93,5.5
2022-05-25 02:40:00,0.2,0.24,Z/S,Z/S,Z/S,2,4.59,3.38,2,0,2.42,87,3.38,356.5
2022-05-25 02:45:00,0.03,0.28,Z/S,Z/S,Z/S,2.01,4.98,3.44,2.01,0,2.33,87,3.14,342.8
2022-05-25 02:50:00,0.11,0.22,Z/S,Z/S,Z/S,2.01,3.48,3.48,2.01,0,2.27,87,4.5,337.7
2022-05-25 02:55:00,0.16,0.22,Z/S,Z/S,Z/S,2.01,4.06,3.49,2.01,0,2.3,87,3.64,335.9
2022-05-25 03:00:00,0.19,0.25,Z/S,Z/S,Z/S,2.02,5.03,3.55,2.02,0,2.25,88,2.61,328.9
2022-05-25 03:05:00,0,0.23,0,0.56,0.45,2.02,4.46,3.52,2.02,0,2.12,88,3.16,332
2022-05-25 03:10:00,0.05,0.24,0,0.59,0.58,2.01,3.6,3.41,2.01,0,2.07,88,3.13,333.7
2022-05-25 03:15:00,0.14,0.24,0,0.5,0.35,2.01,3.07,3.36,2.01,0,2,88,3.28,346.8
2022-05-25 03:20:00,0.06,0.28,0.13,0.58,0.7,2.02,3.3,3.45,2.02,0,1.92,88,3.32,347.8
2022-05-25 03:25:00,0.14,0.24,0,0.78,0.6,2.02,3.74,3.49,2.02,0,1.83,88,3.2,336.2
2022-05-25 03:30:00,0.21,0.23,0,1.01,0.89,2.02,4.66,3.52,2.02,0,1.83,89,2.93,345.5
2022-05-25 03:35:00,0.14,0.25,0,0.8,0.65,2.02,3.53,3.51,2.02,0,1.83,89,2.87,339.7
2022-05-25 03:40:00,0.26,0.23,0,1.02,0.87,2.02,4.67,3.52,2.02,0,1.9,90,3.09,327
2022-05-25 03:45:00,0.02,0.29,0,0.8,0.72,2.02,3.26,3.63,2.02,0,1.99,89,3.36,343.6
2022-05-25 03:50:00,0.19,0.22,0,0.84,0.7,2.02,3.8,3.74,2.02,0,2.11,89,3.36,336.4
2022-05-25 03:55:00,0.29,0.28,0,1.21,1.11,2.02,5.51,3.74,2.02,0,2.28,89,3.25,338.6
2022-05-25 04:00:00,0.25,0.27,0,0.73,0.64,Z/S,3.02,3.89,Z/S,Z/S,2.36,89,4.35,338.3
2022-05-25 04:05:00,Z/S,0.21,0,0.63,0.55,Z/S,2.45,3.89,Z/S,Z/S,2.3,88,4.17,339.2
2022-05-25 04:10:00,Z/S,0.22,0,0.82,0.69,Z/S,2.78,3.92,Z/S,Z/S,2.44,89,4.48,336.3
2022-05-25 04:15:00,Z/S,0.23,0,1.6,1.5,Z/S,5,4.83,Z/S,Z/S,2.69,89,4.24,322.4
2022-05-25 04:20:00,Z/S,0.27,0,1.62,1.53,Z/S,5.2,5.77,Z/S,Z/S,2.86,89,2.9,323.8
2022-05-25 04:25:00,Z/S,0.26,0,1.11,1.03,Z/S,4.01,5.44,Z/S,Z/S,2.78,88,3.25,310
2022-05-25 04:30:00,Z/S,0.27,0,1.15,1.11,Z/S,3.7,4.76,Z/S,Z/S,2.86,88,3.33,320.6
2022-05-25 04:35:00,Z/S,0.27,0.09,1.22,1.31,Z/S,3.47,4.61,Z/S,Z/S,2.9,88,3.15,343.7
2022-05-25 04:40:00,Z/S,0.22,0.05,0.87,0.92,Z/S,2.84,4.62,Z/S,Z/S,2.91,89,2.63,336.4
