Wood Buffalo Environmental Association - Continuous Ambient Air Quality Monitoring Program
For authorized use only
AMS06, L1, 5Mn
Exported On:,2022/08/24,10:50
Date Range:,2021/8/23,0:00,to,2022/8/23,23:00

Date/Time, SO2 (ppb), TRS (ppb), NO (ppb), NO2 (ppb), NOX (ppb), THC (ppm), O3 (ppb), NH3 (ppb), PM2.5 (ug/m3), NMHC (ppm), CH4 (ppm), Temp @ 2m (deg. C), RH (%), Wind Speed @ 10m (km/h), Wind Dir. @ 10m (deg.)
2022-05-24 10:40:00,0,0.37,0.54,1.02,1.56,1.98,28.82,1.95,2.88,0,1.98,6.62,65,7.84,114.1
2022-05-24 10:45:00,0,0.33,1.75,1.21,2.96,1.98,28.86,2.91,3.11,0,1.98,6.89,64,8.11,90.4
2022-05-24 10:50:00,0,0.32,0.62,0.99,1.62,1.97,29.57,2.55,3.09,0,1.97,6.98,62,8.91,101.9
2022-05-24 10:55:00,0,0.33,0.28,0.62,0.9,1.97,30.81,2.57,2.6,0,1.97,6.96,59,9.39,115.8
2022-05-24 11:00:00,0,0.33,0.6,0.74,1.34,1.97,30.91,3.12,2.44,0,1.97,7.14,61,8.66,101.3
2022-05-24 11:05:00,0,0.3,0.38,1.03,1.41,1.97,30.67,3.54,2.51,0,1.97,7.25,61,8.14,99.4
2022-05-24 11:10:00,0,0.31,1.39,1.96,3.34,1.97,30.28,3.55,2.75,0,1.97,7.21,65,7.73,110.6
2022-05-24 11:15:00,0,0.28,0.62,1.58,2.2,1.97,31.49,3.66,2.75,0,1.97,7.02,65,10.44,117.2
2022-05-24 11:20:00,0,0.31,1.55,1.93,3.48,1.97,33.02,3.76,2.61,0,1.97,6.97,64,11.19,126.4
2022-05-24 11:25:00,0,0.29,0.63,1.24,1.87,1.97,32.39,3.34,2.66,0,1.97,7.05,66,9.18,106.2
2022-05-24 11:30:00,0,0.36,1.05,1.27,2.31,1.97,33.69,2.53,2.94,0,1.97,6.96,66,12.21,133
2022-05-24 11:35:00,0,0.32,0.37,0.7,1.07,1.97,33.99,2.42,3.02,0,1.97,6.55,67,14.94,147.1
2022-05-24 11:40:00,0,0.31,0.31,0.69,1.01,1.97,34.57,2.6,2.87,0,1.97,6.4,69,12.36,130.7
2022-05-24 11:45:00,0,0.37,0.54,0.95,1.48,1.97,34.77,2.74,2.75,0,1.97,6.48,70,15.01,111.7
2022-05-24 11:50:00,0,0.32,0.24,0.52,0.76,1.97,34.96,2.4,2.73,0,1.97,6.48,70,12.55,110.4
2022-05-24 11:55:00,0,0.33,0.34,0.51,0.85,1.97,33.62,2.54,2.75,0,1.97,6.71,71,11.85,108.3
2022-05-24 12:00:00,0,0.35,2.88,3.33,6.2,1.97,33.28,3.27,2.71,0,1.97,6.66,70,13.93,105.1
2022-05-24 12:05:00,0,0.33,1.62,3.61,5.24,1.97,33.71,4.99,2.74,0,1.97,6.56,72,12.49,110.1
2022-05-24 12:10:00,0,0.35,0.34,0.9,1.24,1.97,33.68,4.28,2.72,0,1.97,6.6,73,12.33,106.7
2022-05-24 12:15:00,0,0.34,0.36,0.93,1.29,1.97,34.03,2.5,2.79,0,1.97,6.57,74,10.21,103
2022-05-24 12:20:00,0,0.33,0.52,1.04,1.56,1.97,33.97,2.63,2.79,0,1.97,6.6,73,9.79,109.4
2022-05-24 12:25:00,0,0.37,0.6,1.38,1.99,1.97,32.9,3.02,2.76,0,1.97,6.68,74,8.33,96.6
2022-05-24 12:30:00,0,0.36,0.45,1.11,1.55,1.97,34.44,3.28,2.9,0,1.97,6.93,72,12.03,95.3
2022-05-24 12:35:00,0,0.34,0.47,0.89,1.36,1.97,34.49,3.17,2.82,0,1.97,7,71,12.06,92.6
2022-05-24 12:40:00,0,0.34,0.36,1.08,1.44,1.97,33.78,2.99,2.55,0,1.97,7.13,72,8.76,81.7
2022-05-24 12:45:00,0,0.31,0.72,1.56,2.28,1.97,35.04,2.63,2.62,0,1.97,7.31,71,11.03,88.7
2022-05-24 12:50:00,0,0.33,0.55,0.82,1.36,1.97,35.65,2.12,2.73,0,1.97,7.47,70,11.65,91.8
2022-05-24 12:55:00,0,0.31,0.24,0.34,0.58,1.97,36.26,2.66,2.59,0,1.97,7.46,68,13.91,86
2022-05-24 13:00:00,0,0.31,0.43,0.57,1,1.97,36.59,2.72,2.38,0,1.97,7.44,68,14.98,84.7
2022-05-24 13:05:00,0,0.33,1.18,1.99,3.16,1.97,36.62,2.16,2.43,0,1.97,7.48,67,16.97,82.6
2022-05-24 13:10:00,0,0.34,1.09,1.03,2.12,1.97,37.2,2.29,2.51,0,1.97,7.91,67,15.04,84.8
2022-05-24 13:15:00,0,0.34,0.99,1.25,2.24,1.97,37.33,3.31,2.46,0,1.97,8.11,64,17.95,72.19
2022-05-24 13:20:00,0,0.35,0.47,0.18,0.65,1.97,39.23,3.69,2.39,0,1.97,8.03,63,18.02,71.31
2022-05-24 13:25:00,0,0.36,1.12,1.26,2.38,1.97,38.55,2.65,2.45,0,1.97,8.27,62,17.32,75.31
2022-05-24 13:30:00,0,0.37,0.78,0.41,1.19,1.97,38.19,1.82,2.61,0,1.97,8.59,60,17.25,88
2022-05-24 13:35:00,0,0.34,0.55,0,0.52,1.97,38.12,1.85,2.58,0,1.97,8.51,59,20.31,79.58
2022-05-24 13:40:00,0,0.32,0.96,0.12,1.09,1.97,37.04,2.38,2.57,0,1.97,8.33,59,17.86,84.1
2022-05-24 13:45:00,0,0.33,0.9,0.09,0.99,1.97,36.09,3.01,2.43,0,1.97,8.55,58,17.62,83.7
2022-05-24 13:50:00,0,0.32,1.78,0.94,2.72,1.97,34.86,2.63,2.44,0,1.97,8.75,58,15.59,79.63
2022-05-24 13:55:00,0,0.32,0.61,0.68,1.3,1.97,35.61,2.08,2.55,0,1.97,8.56,57,18.09,70.33
2022-05-24 14:00:00,0,0.34,0.46,0.93,1.39,1.96,35.81,2.22,2.67,0,1.96,8.52,58,17.85,71.57
2022-05-24 14:05:00,0,0.31,0.95,1.04,1.99,1.97,34.99,2.9,2.63,0,1.97,8.46,57,15.82,72.89
2022-05-24 14:10:00,0,0.3,1.87,1.69,3.56,1.97,33.38,3.09,2.83,0,1.97,8.7,56,15.1,82.3
2022-05-24 14:15:00,0,0.35,0.8,1.13,1.93,1.96,33.67,2.43,3.08,0,1.96,8.85,56,14.63,74.02
2022-05-24 14:20:00,0,0.35,1.05,0.85,1.9,1.96,34.44,1.98,3.23,0,1.96,9.03,56,15.5,89.8
2022-05-24 14:25:00,0,0.34,5.12,4.48,9.61,1.97,32.98,0.99,3.23,0,1.97,9.28,55,15.09,81.6
2022-05-24 14:30:00,0,0.32,0.58,0.59,1.17,1.96,34.34,4.79,3.12,0,1.96,9.49,55,14.3,89.6
2022-05-24 14:35:00,0,0.32,0.88,0.78,1.66,1.97,34.12,2.99,3.06,0,1.97,9.79,54,16.14,84.3
2022-05-24 14:40:00,0,0.35,1.65,0,1.65,1.97,33.91,1.58,2.95,0,1.97,9.73,54,16.61,75.9
2022-05-24 14:45:00,0,0.32,0.58,0.34,0.92,1.97,33.75,1.69,3,0,1.97,9.99,54,16.09,86.4
2022-05-24 14:50:00,0,0.29,1.62,0.64,2.26,1.97,33.42,2.55,2.83,0,1.97,9.96,53,15.92,89.2
2022-05-24 14:55:00,0,0.34,0.74,0.78,1.53,1.97,33.03,2.53,2.72,0,1.97,10.11,53,15.79,88.4
2022-05-24 15:00:00,0,0.33,0.59,0.5,1.09,1.97,32.98,2.61,2.74,0,1.97,10.35,52,17.49,79.67
2022-05-24 15:05:00,0,0.31,3.66,0,3.08,1.97,33,5.89,2.78,0,1.97,10.36,51,15.82,75.6
2022-05-24 15:10:00,0,0.32,0.67,0.35,1.02,1.97,33.05,4.14,2.89,0,1.97,10.53,50,14.79,77.44
2022-05-24 15:15:00,0,0.36,0.49,0.46,0.95,1.97,31.68,2.59,3.21,0,1.97,11.07,49,14.98,93.4
2022-05-24 15:20:00,0,0.32,0.29,0.13,0.42,1.97,32.36,2.11,3.23,0,1.97,11.14,48,17.19,113.8
2022-05-24 15:25:00,0,0.3,1.33,0,1.12,1.97,31.96,2.29,2.96,0,1.97,11.1,48,17.43,102.6
2022-05-24 15:30:00,0,0.29,0.78,0.42,1.19,1.97,31.97,2.49,3.03,0,1.97,11.32,47,18.69,100.9
2022-05-24 15:35:00,0,0.32,0.98,0.79,1.77,1.97,31.15,2.46,3.19,0,1.97,11.58,46,14.72,96.3
2022-05-24 15:40:00,0,0.3,0.82,0.69,1.51,1.98,31.01,2.69,3.54,0,1.98,11.71,45,18.2,121.9
2022-05-24 15:45:00,0,0.34,0.81,0.12,0.93,1.97,31.2,2.67,3.48,0,1.97,11.71,45,18.03,124.4
2022-05-24 15:50:00,0,0.32,0.65,0.56,1.2,1.97,31.42,2.13,3.17,0,1.97,11.75,45,17.06,131.5
2022-05-24 15:55:00,0,0.38,1.34,1.03,2.37,1.97,30.81,2.27,3.04,0,1.97,12.14,45,15.59,102.9
2022-05-24 16:00:00,0,0.33,2.84,3.27,6.11,1.97,29.5,2.73,3.23,0,1.97,12.26,43,16.67,115.6
2022-05-24 16:05:00,0,0.32,0.73,0.71,1.44,1.97,30.08,3.21,3.29,0,1.97,12.47,43,16.36,105.9
2022-05-24 16:10:00,0,0.33,0.42,0.25,0.67,1.97,30.61,3.19,3.14,0,1.97,12.55,42,17.98,103.1
2022-05-24 16:15:00,0,0.33,0.36,0.25,0.62,1.97,30.81,2.67,3.12,0,1.97,12.11,42,17.8,106.8
2022-05-24 16:20:00,0,0.29,0.79,0.93,1.72,1.97,29.73,2.16,3.25,0,1.97,12.37,42,13.02,100.8
2022-05-24 16:25:00,0,0.27,1.49,0.95,2.44,1.97,29.17,2.68,3.52,0,1.97,12.7,42,16.92,94.2
2022-05-24 16:30:00,0,0.34,1.3,1.03,2.33,1.97,29.33,2.62,3.5,0,1.97,12.51,42,17.43,95.4
2022-05-24 16:35:00,0,0.32,2.25,1.17,3.42,1.98,28.22,2.8,3.3,0,1.98,12.5,42,17.76,95.5
2022-05-24 16:40:00,0,0.31,2.06,1.17,3.22,1.97,27.82,3.64,3.11,0,1.97,12.46,42,17.23,98.3
2022-05-24 16:45:00,0,0.36,7.2,2.06,9.26,1.97,27.18,7.26,3.4,0,1.97,12.65,42,15.68,98.9
2022-05-24 16:50:00,0,0.35,2.63,1.71,4.34,1.97,26.91,0.69,3.61,0,1.97,12.74,43,15.75,90.9
2022-05-24 16:55:00,0,0.32,1.92,0.86,2.79,1.97,28.14,0.12,3.58,0,1.97,12.92,42,13.57,99.9
2022-05-24 17:00:00,0,0.32,4.09,0,3.02,1.98,28.08,0,3.65,0,1.98,13.06,42,18.32,107.7
2022-05-24 17:05:00,0,0.31,0.47,0.5,0.97,1.97,28.67,2.88,3.68,0,1.97,13.06,42,19.24,100.4
2022-05-24 17:10:00,0,0.35,2.06,3.56,5.63,1.97,27.89,0.98,3.47,0,1.97,13.14,42,16.66,100.8
2022-05-24 17:15:00,0,0.33,1.11,1.48,2.6,1.98,28.35,1.71,3.29,0,1.98,13,42,15.09,102.5
2022-05-24 17:20:00,0,0.33,4.16,3.5,7.66,1.98,26.48,2.41,3.29,0,1.98,13.19,42,16.99,94.1
2022-05-24 17:25:00,0,0.33,0.78,0.92,1.7,1.97,29.22,2.6,3.51,0,1.97,12.91,42,15.56,101.7
2022-05-24 17:30:00,0,0.33,0.75,1.24,1.98,1.97,29.02,2.1,3.71,0,1.97,12.85,43,13.97,103.5
2022-05-24 17:35:00,0,0.37,1.64,1.55,3.19,1.98,28.35,1.45,3.7,0,1.98,13.14,42,12.58,105.9
2022-05-24 17:40:00,0,0.32,1.11,1.6,2.71,1.98,28.99,1.24,3.72,0,1.98,13.16,42,14.83,86.9
2022-05-24 17:45:00,0,0.35,1.94,2.63,4.57,1.97,28.92,1.45,3.6,0,1.97,13.05,42,15.77,100.2
2022-05-24 17:50:00,0,0.34,0.44,0.77,1.2,1.97,29.64,1.47,3.36,0,1.97,13.22,42,14.92,103.6
2022-05-24 17:55:00,0,0.34,7.59,3.53,11.12,1.97,28.77,2.42,3.38,0,1.97,13.47,42,18.9,99.9
2022-05-24 18:00:00,0,0.33,1.58,1.59,3.18,1.97,29.46,1.84,3.75,0,1.97,13.65,41,17.06,116.9
2022-05-24 18:05:00,0,0.32,1.2,1.19,2.39,1.97,30.05,1.04,3.84,0,1.97,13.39,42,13.92,125.1
2022-05-24 18:10:00,0,0.34,1.28,1.18,2.47,1.97,30.54,1.75,3.5,0,1.97,13.3,42,15,134.7
2022-05-24 18:15:00,0,0.35,0.76,0.87,1.64,1.97,30.22,2.27,3.48,0,1.97,13.43,42,16.16,126.7
2022-05-24 18:20:00,0,0.29,0.87,1.26,2.13,1.97,30.34,2.14,3.57,0,1.97,13.42,42,15.82,106.4
2022-05-24 18:25:00,0,0.33,2.26,1.99,4.25,1.97,29.5,2.94,3.76,0,1.97,13.35,42,16.8,121.3
2022-05-24 18:30:00,0,0.35,2.64,1.04,3.67,1.97,29.68,3.15,3.83,0,1.97,13.17,43,14.14,115.7
2022-05-24 18:35:00,0,0.36,2.66,1.16,3.82,1.97,29.05,2.92,4.08,0,1.97,13.15,43,17.1,99.6
2022-05-24 18:40:00,0,0.31,1.52,0.87,2.39,1.97,30.03,3.62,4.13,0,1.97,12.95,43,18.72,-9999
2022-05-24 18:45:00,0,0.3,0.88,1.17,2.05,1.97,29.22,2.81,3.92,0,1.97,12.9,44,16.38,-9999
2022-05-24 18:50:00,0,0.34,0.52,0.86,1.38,1.97,28.87,1.76,3.55,0,1.97,12.74,44,15.38,-9999
2022-05-24 18:55:00,0,0.34,1.28,0.08,1.36,1.98,28.62,2.51,3.39,0,1.98,12.61,45,14.78,107.3
2022-05-24 19:00:00,0,0.34,0.82,1.46,2.28,1.97,28.38,2.85,3.93,0,1.97,12.6,45,17.24,108
2022-05-24 19:05:00,0,0.29,1.9,0.66,2.56,1.98,28.51,2.26,4.27,0,1.98,12.65,45,15.72,110.4
2022-05-24 19:10:00,0,0.33,1.45,2.56,4.02,1.98,28.13,0.77,3.97,0,1.98,12.71,45,15.16,112.4
2022-05-24 19:15:00,0,0.31,0.44,0.81,1.24,1.98,28.81,0.05,3.5,0,1.98,12.71,45,11.48,110.4
2022-05-24 19:20:00,0,0.37,0.98,1.22,2.2,1.98,27.93,2.43,3.49,0,1.98,12.87,44,9.12,96.5
2022-05-24 19:25:00,0,0.33,0.93,1.31,2.23,1.98,27.7,2.99,3.52,0,1.98,12.9,44,10.31,96.3
2022-05-24 19:30:00,0,0.36,0.63,1.53,2.16,1.98,26.98,2.4,3.67,0,1.98,12.8,44,10.77,91.1
2022-05-24 19:35:00,0,0.29,2.13,2.66,4.78,1.98,26.57,2.14,3.8,0,1.98,12.65,44,14.29,86.9
2022-05-24 19:40:00,0,0.33,0.43,0.7,1.13,1.98,28.32,2.11,3.62,0,1.98,12.46,44,14.25,85.2
2022-05-24 19:45:00,0,0.32,0.63,1.14,1.77,1.98,28.04,1.66,3.32,0,1.98,12.27,45,14.39,90.7
2022-05-24 19:50:00,0,0.36,1.63,1.23,2.86,1.98,27.65,1.31,3.26,0,1.98,12.16,44,16.96,83.5
2022-05-24 19:55:00,0,0.33,4.64,0.1,4.74,1.98,26.95,2.34,3.36,0,1.98,12.05,44,13.83,84.5
2022-05-24 20:00:00,0,0.32,3.14,3.51,6.65,1.98,25.74,4.11,3.35,0,1.98,11.93,45,14.81,86.7
2022-05-24 20:05:00,0,0.35,3.06,2.32,5.38,1.98,26.58,4.91,3.27,0,1.98,11.75,45,14.61,77.04
2022-05-24 20:10:00,0,0.37,0.3,1.15,1.44,1.98,27.22,0,3.29,0,1.98,11.58,45,15.55,84.5
2022-05-24 20:15:00,0,0.36,0.77,1.28,2.05,1.98,27.48,1.11,3.3,0,1.98,11.43,45,12.52,84.8
2022-05-24 20:20:00,0,0.32,3.25,1.22,4.47,1.98,25.94,1.21,3.28,0,1.98,11.29,46,10.55,79.43
2022-05-24 20:25:00,0,0.35,3.33,0,3.22,1.98,26.2,1.99,3.28,0,1.98,11.14,46,14.78,87
2022-05-24 20:30:00,0,0.34,1.65,1.5,3.15,1.98,25.39,2.69,3.18,0,1.98,11.07,46,14.25,89
2022-05-24 20:35:00,0,0.32,0.86,1.3,2.16,1.98,25.58,1.07,3.08,0,1.98,10.95,47,13.09,91.1
2022-05-24 20:40:00,0,0.33,0.46,0.71,1.16,1.98,26.3,2.34,3.12,0,1.98,10.83,47,12.55,89.2
2022-05-24 20:45:00,0,0.34,2.28,1.41,3.69,1.98,25.46,1.5,3.19,0,1.98,10.71,47,15.04,96.4
2022-05-24 20:50:00,0,0.3,0.27,0.37,0.64,1.98,26.41,1.57,3.17,0,1.98,10.66,48,14.21,102.9
2022-05-24 20:55:00,0,0.36,0.69,1.09,1.79,1.98,25.71,1.64,3.2,0,1.98,10.53,48,13.45,97.9
2022-05-24 21:00:00,0,0.35,0.37,0.94,1.3,1.98,25.93,1.1,3.25,0,1.98,10.52,48,13.39,103.4
2022-05-24 21:05:00,0,0.34,0.61,0.72,1.32,1.98,26.09,1.23,3.26,0,1.98,10.46,48,12.67,100.5
2022-05-24 21:10:00,0,0.36,0.47,0.79,1.26,1.98,26.65,2.2,3.26,0,1.98,10.36,49,12.03,106.2
2022-05-24 21:15:00,0,0.32,0.27,1.21,1.48,1.98,25.9,2.6,3.3,0,1.98,10.19,49,13.47,106.7
2022-05-24 21:20:00,0,0.31,0.43,1.17,1.61,1.98,26.47,1.48,3.3,0,1.98,10.19,50,14.46,105.8
2022-05-24 21:25:00,0,0.31,0.46,1.08,1.54,1.98,26.78,0.96,3.22,0,1.98,10.04,51,15.94,106.8
2022-05-24 21:30:00,0,0.29,0.87,0.8,1.66,1.98,28.28,1.45,3.24,0,1.98,9.96,52,15.62,105.5
2022-05-24 21:35:00,0,0.33,0.77,0.47,1.24,1.98,28.36,1.9,3.28,0,1.98,9.82,53,16.03,102.1
2022-05-24 21:40:00,0,0.34,0.07,0.43,0.5,1.98,28.09,2.24,3.24,0,1.98,9.67,54,12.77,108
2022-05-24 21:45:00,0,0.32,0.48,0.47,0.94,1.98,28.74,2.34,3.17,0,1.98,9.6,55,17.34,110.8
2022-05-24 21:50:00,0,0.34,0.11,0.37,0.48,1.98,28.41,2.69,3.24,0,1.98,9.53,56,16.72,113.8
2022-05-24 21:55:00,0,0.3,0.99,0.53,1.52,1.98,28.85,2.35,3.41,0,1.98,9.45,57,15.98,115.1
2022-05-24 22:00:00,0,0.33,0.17,0.53,0.7,1.98,28.68,2.59,3.49,0,1.98,9.35,58,16.71,116.2
2022-05-24 22:05:00,0,0.34,0.58,0.79,1.36,1.98,29.09,2.55,3.52,0,1.98,9.24,59,14.78,120.6
2022-05-24 22:10:00,0,0.36,0.19,0.53,0.71,1.98,29,1.99,3.56,0,1.98,9.16,59,16.23,115.9
2022-05-24 22:15:00,0,0.36,0.33,0.32,0.65,1.98,29.43,2.12,3.53,0,1.98,9.1,60,16.06,118.9
2022-05-24 22:20:00,0,0.33,0.08,0.22,0.3,1.98,30.15,2.47,3.48,0,1.98,9.08,60,13.46,117.4
2022-05-24 22:25:00,0,0.32,0.06,0.36,0.42,1.98,30.33,2.04,3.41,0,1.98,8.93,61,12.65,114.8
2022-05-24 22:30:00,0,0.34,0.25,0.64,0.89,1.98,29.46,1.57,3.49,0,1.98,8.86,61,13.97,117.4
2022-05-24 22:35:00,0,0.33,1.03,0.71,1.74,1.97,29.4,1.73,3.58,0,1.97,8.8,62,16.16,111.8
2022-05-24 22:40:00,0,0.35,0.08,0.41,0.5,1.98,30.12,2.31,3.54,0,1.98,8.75,62,17.54,110.9
2022-05-24 22:45:00,0,0.32,0.1,0.24,0.34,1.98,30.48,2.28,3.5,0,1.98,8.7,62,17.16,114.7
2022-05-24 22:50:00,0,0.34,0.42,0.55,0.97,1.98,30.07,1.64,3.51,0,1.98,8.65,63,16.35,112.2
2022-05-24 22:55:00,0,0.31,0.07,0.17,0.24,1.98,29.61,1.59,3.47,0,1.98,8.58,63,15.34,110.6
2022-05-24 23:00:00,0,0.34,0.17,0.22,0.39,1.98,29.77,2.43,3.47,0,1.98,8.47,63,13.05,109.5
2022-05-24 23:05:00,0,0.33,0.2,0.37,0.57,1.98,29.85,2.78,3.43,0,1.98,8.38,64,11.81,121.1
2022-05-24 23:10:00,0,0.34,0.24,0.38,0.63,1.98,30.13,2.43,3.47,0,1.98,8.31,64,11.96,115.5
2022-05-24 23:15:00,0,0.33,0.09,0.34,0.43,2.05,30,1.99,3.54,0.07,1.98,8.3,64,12.13,116.8
2022-05-24 23:20:00,0,0.37,0.17,0.31,0.48,2.02,29.05,2.19,3.58,0.039,1.98,8.25,64,10.95,110.2
2022-05-24 23:25:00,0,0.32,0.52,0.53,1.05,1.98,29.45,2.06,3.55,0,1.98,8.11,65,12.44,109.8
2022-05-24 23:30:00,0,0.36,0.31,0.62,0.93,1.98,29.03,1.72,3.54,0,1.98,8,65,11.77,111.1
2022-05-24 23:35:00,0,0.35,0.04,0.46,0.5,1.98,29.13,2.17,3.51,0,1.98,7.97,65,10.09,109.5
2022-05-24 23:40:00,0,0.34,0.08,0.33,0.41,1.98,28.93,2.69,3.42,0,1.98,7.95,65,12.61,114.4
2022-05-24 23:45:00,0,0.35,0.16,0.3,0.46,1.98,29.13,2.73,3.34,0,1.98,7.93,65,12.79,115.8
2022-05-24 23:50:00,0,0.33,0.19,0.53,0.72,1.98,28.31,2.09,3.29,0,1.98,7.84,66,12.63,112.5
2022-05-24 23:55:00,0,0.34,0.34,0.57,0.91,1.98,27.84,1.89,3.33,0,1.98,7.8,66,14.42,109.4
2022-05-25 00:00:00,0,0.31,0.33,0.49,0.81,1.98,28.38,1.89,3.37,0,1.98,7.8,66,12.56,110.9
2022-05-25 00:05:00,0,0.35,0.05,0.39,0.44,1.98,29.02,Z/S,3.39,0,1.98,7.7,66,11.84,110.5
2022-05-25 00:10:00,0,0.36,0.1,0.38,0.47,1.98,28.18,Z/S,3.37,0,1.98,7.64,66,9.92,107
2022-05-25 00:15:00,0,0.31,0.07,0.46,0.53,1.98,28.22,Z/S,3.37,0,1.98,7.55,67,9.27,105.6
2022-05-25 00:20:00,0,0.31,0.07,0.45,0.52,1.98,28.26,Z/S,3.38,0,1.98,7.48,67,11.2,113.2
2022-05-25 00:25:00,0,0.35,0.17,0.54,0.71,1.98,27.44,28.98,3.38,0,1.98,7.43,67,9.72,127.4
2022-05-25 00:30:00,0,0.35,0.13,0.42,0.55,1.98,28.09,Z/S,3.34,0,1.98,7.3,68,9.61,123.5
2022-05-25 00:35:00,0,0.33,0.93,0.98,1.91,1.99,27.67,Z/S,3.31,0,1.99,7.23,68,10.1,129.9
2022-05-25 00:40:00,0,0.33,0.13,0.32,0.44,1.99,28.13,302.1,3.27,0,1.99,7.3,68,11.45,131.9
2022-05-25 00:45:00,0,0.32,0.09,0.49,0.58,1.98,27.45,Z/S,3.22,0,1.98,7.27,68,10.21,135.3
2022-05-25 00:50:00,0,0.32,0.14,0.37,0.52,1.99,27.2,Z/S,3.27,0,1.99,7.17,68,10.95,127.9
2022-05-25 00:55:00,0,0.32,0.14,0.4,0.54,1.99,27.93,Z/S,3.29,0,1.99,7.11,69,12.83,130.6
2022-05-25 01:00:00,0,0.34,0.08,0.48,0.57,1.98,27.82,Z/S,3.26,0,1.98,7.19,68,10.53,130
2022-05-25 01:05:00,0,0.31,Z/S,Z/S,Z/S,1.99,27.03,50.36,3.23,0,1.99,7.01,69,11.22,130.1
2022-05-25 01:10:00,0,0.3,Z/S,Z/S,Z/S,1.98,27.95,35.02,3.22,0,1.98,7.01,69,13.95,121.4
2022-05-25 01:15:00,0,0.32,Z/S,Z/S,Z/S,1.98,27.64,30.2,3.28,0,1.98,6.94,69,12.49,128.2
2022-05-25 01:20:00,0,0.32,Z/S,Z/S,Z/S,1.99,27.97,23.75,3.29,0,1.99,6.9,70,12.08,125
2022-05-25 01:25:00,0,0.33,Z/S,Z/S,Z/S,1.99,27.16,18.74,3.29,0,1.99,6.81,70,13.14,122.6
2022-05-25 01:30:00,0,0.35,Z/S,Z/S,Z/S,1.98,27.63,16.45,3.3,0,1.98,6.87,70,12.44,119.7
2022-05-25 01:35:00,0,0.33,Z/S,Z/S,Z/S,1.98,27.34,14.73,3.32,0,1.98,6.78,70,10.68,113.6
2022-05-25 01:40:00,0,0.28,Z/S,Z/S,Z/S,1.98,27.06,12.8,3.27,0,1.98,6.67,70,11.25,114.6
2022-05-25 01:45:00,0,0.34,Z/S,Z/S,Z/S,1.99,27.43,11.36,3.25,0,1.99,6.67,70,8.87,118.8
2022-05-25 01:50:00,0,0.3,Z/S,Z/S,Z/S,1.99,27.29,10.44,3.3,0,1.99,6.5,71,8.49,119.3
2022-05-25 01:55:00,0,0.36,Z/S,Z/S,Z/S,1.99,25.74,9.62,3.37,0,1.99,6.38,72,9.81,123.9
2022-05-25 02:00:00,0,0.39,Z/S,Z/S,Z/S,1.99,26.15,9.41,3.39,0,1.99,6.31,72,10.22,122.8
2022-05-25 02:05:00,0,0.32,0.2,1.01,1.21,1.99,26.19,8.65,3.37,0,1.99,6.3,72,10.5,117.4
2022-05-25 02:10:00,0,0.35,0.39,1.3,1.69,1.99,25.83,7.65,3.36,0,1.99,6.3,72,10.18,115
2022-05-25 02:15:00,0,0.37,0.54,1.85,2.39,1.98,25.41,7.75,3.35,0,1.98,6.19,72,8.08,120.6
2022-05-25 02:20:00,0,0.32,0.22,1.5,1.73,1.99,25.73,8,3.34,0,1.99,6.1,73,6.79,120.2
2022-05-25 02:25:00,0,0.31,0.88,2.3,3.18,1.99,24.29,7.37,3.4,0,1.99,6.05,73,6.22,109
2022-05-25 02:30:00,0,0.29,0.26,1.9,2.16,1.99,24.15,5.69,3.49,0,1.99,5.91,74,6.33,102
2022-05-25 02:35:00,0,0.34,0.12,2.28,2.4,1.99,23.5,5.27,3.47,0,1.99,5.79,74,6.44,107
2022-05-25 02:40:00,0,0.31,0.2,2.56,2.75,1.99,23.17,5.72,3.41,0,1.99,5.8,75,6.45,113.6
2022-05-25 02:45:00,0,0.31,0.39,2.96,3.35,1.99,23.68,5.89,3.52,0,1.99,5.78,75,6.62,112.9
2022-05-25 02:50:00,0,0.33,0.3,2.95,3.24,1.99,23.18,6.65,3.57,0,1.99,5.8,75,6.89,108.1
2022-05-25 02:55:00,0,0.34,0.18,2.01,2.19,1.99,24.08,6.13,3.54,0,1.99,5.8,75,7.94,102.9
2022-05-25 03:00:00,0,0.37,0.43,2.35,2.78,Z/S,23.34,5.38,3.43,Z/S,Z/S,5.8,75,7.45,92.7
2022-05-25 03:05:00,Z/S,0.32,0.33,2.09,2.42,Z/S,23.49,5.21,3.42,Z/S,Z/S,5.73,75,6.66,88
2022-05-25 03:10:00,Z/S,0.32,0.34,2.07,2.41,Z/S,23.77,5.12,3.47,Z/S,Z/S,5.77,76,4.13,67.98
2022-05-25 03:15:00,Z/S,0.33,0.17,1.76,1.93,Z/S,24.24,4.74,3.57,Z/S,Z/S,5.71,76,3.37,110.4
2022-05-25 03:20:00,Z/S,0.35,0.07,1.92,1.99,Z/S,23.47,4.86,3.56,Z/S,Z/S,5.7,75,1.86,91.9
2022-05-25 03:25:00,Z/S,0.3,0.05,1.43,1.48,Z/S,24.28,4.75,3.45,Z/S,Z/S,5.68,76,0.72,175.5
2022-05-25 03:30:00,Z/S,0.31,0.04,1.25,1.28,Z/S,24.3,4.09,3.45,Z/S,Z/S,5.6,76,1.76,316.9
2022-05-25 03:35:00,Z/S,0.3,0.01,1.79,1.8,Z/S,23.05,4.34,3.5,Z/S,Z/S,5.67,76,2.38,4.36
