Wood Buffalo Environmental Association - Continuous Ambient Air Quality Monitoring Program
For authorized use only
AMS01, L1, 5Mn
Exported On:,2022/08/24,10:44
Date Range:,2010/8/23,0:00,to,2022/8/23,23:00

Date/Time, CO (ppm), CO2 (ppm), SO2 (ppb), H2S (ppb), H2S (ppb), TRS (ppb), NO (ppb), NO2 (ppb), NOX (ppb), THC (ppm), O3 (ppb), NH3 (ppb), PM2.5 (ug/m3), NMHC (ppm), CH4 (ppm), Temp @ 2m (deg. C), Temp @ 10m (deg. C), Wind Speed @ 10m (km/h), Relative Humidity (%), Wind Dir.  @ 10m (deg.)
2022-05-24 10:20:00,0.18,423.1,0,0,0,0.29,0.34,0.72,1.07,2.01,27.82,Cal,3.66,0,2.01,8.93,8.47,7.34,41,177.1
2022-05-24 10:25:00,0.19,422.8,0.08,0,0,0.33,0.3,0.67,0.97,2.01,27.74,Cal,3.87,0,2.01,9.13,8.5,8.32,41,165.3
2022-05-24 10:30:00,0.18,422.8,0.05,0,0,0.34,0.35,0.79,1.14,2,28.07,Cal,3.85,0,2,8.9,8.3,6.67,40,177.4
2022-05-24 10:35:00,0.17,423.1,0,0,0,0.34,0.39,1.19,1.58,2,28.02,Cal,3.81,0,2,8.87,8.36,6.82,41,156.7
2022-05-24 10:40:00,0.19,423.1,0,0,0,0.35,0.5,1.82,2.32,2.01,27.1,Cal,4.4,0,2.01,8.86,8.4,10.83,42,146.3
2022-05-24 10:45:00,0.19,423.8,0,0,0,0.37,0.61,2.18,2.79,2.01,27.22,Cal,5.29,0,2.01,8.65,8.26,9.21,42,152.5
2022-05-24 10:50:00,0.19,423.7,0.01,0,0,0.35,0.68,2.59,3.27,2.02,27.15,Cal,6.17,0,2.02,8.78,8.36,6.2,41,166.3
2022-05-24 10:55:00,0.19,423.5,0.02,0,0,0.37,0.82,2.84,3.66,2.02,26.95,Cal,Cal,0,2.02,8.82,8.49,9.25,41,150.2
2022-05-24 11:00:00,0.14,423.6,0,0.01,0.01,0.35,0.99,2.97,3.95,2.02,26.5,Cal,Cal,0,2.02,9.03,8.57,13.09,41,142.7
2022-05-24 11:05:00,0.16,423.5,0.03,0.03,0.03,0.35,1.05,3.17,4.22,2.02,26.9,Cal,Cal,0.008,2.02,8.99,8.5,10.54,41,139.9
2022-05-24 11:10:00,0.15,423.7,0.15,0,0,0.42,1,2.86,3.86,2.02,27.2,Cal,Cal,0.004,2.01,8.97,8.59,13.09,42,175.1
2022-05-24 11:15:00,0.15,423.5,0.12,0.02,0.02,0.42,0.7,2.27,2.97,2.02,28.52,Cal,Cal,0.004,2.01,8.84,8.42,8.92,44,154.2
2022-05-24 11:20:00,0.18,423.3,0.02,0,0,0.43,0.61,1.66,2.28,2.01,30.16,Cal,Cal,0,2.01,8.98,8.4,8.93,45,124.8
2022-05-24 11:25:00,0.18,423.3,0.12,0,0,0.35,0.55,1.34,1.9,2,30.59,Cal,Cal,0,2,8.97,8.47,14.85,44,152.7
2022-05-24 11:30:00,0.18,422.9,0.17,0,0,0.41,0.47,1.04,1.52,2,33.29,Cal,Cal,0,2,8.81,8.36,15.17,47,146
2022-05-24 11:35:00,0.16,423.2,0.29,0,0,0.35,0.43,1.14,1.57,2,33.31,Cal,Cal,0,2,8.62,8.14,15.46,46,161
2022-05-24 11:40:00,0.18,423.1,0,0,0,0.32,0.39,1.1,1.48,2,33.72,Cal,Cal,0,2,8.6,8.11,14.4,47,168.9
2022-05-24 11:45:00,0.17,423.1,0.27,0,0,0.31,0.42,1.11,1.52,2,33.69,Cal,Cal,0,2,8.41,7.94,18.14,50,144.1
2022-05-24 11:50:00,0.19,422.8,0.11,0,0,0.35,0.6,1.6,2.2,2,32.39,Cal,Cal,0,2,8.28,7.91,14.04,51,146.5
2022-05-24 11:55:00,0.19,422.9,0.3,0,0,0.38,0.61,1.66,2.27,2,31.74,Cal,Cal,0,2,8.15,7.71,16.74,52,149.7
2022-05-24 12:00:00,0.2,423.2,0.89,0,0,0.34,0.6,2.06,2.66,2.01,30.73,Cal,Cal,0,2.01,8,7.57,11.53,53,171.3
2022-05-24 12:05:00,0.2,423.5,1.21,0,0,0.41,0.67,2.56,3.22,2.01,30.1,Cal,Cal,0,2.01,7.93,7.6,12.58,54,158.6
2022-05-24 12:10:00,0.19,423.9,1.36,0.05,0.05,0.36,3.47,5,8.46,2.01,27.26,Cal,Cal,0,2.01,7.84,7.54,11.57,55,139.7
2022-05-24 12:15:00,0.2,424,0.55,0,0,0.37,4.08,6.78,10.87,2.01,26.6,Cal,5.38,0,2.01,7.81,7.48,11.38,58,126.2
2022-05-24 12:20:00,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,6.19,Cal,Cal,7.66,7.39,11.1,58,165.1
2022-05-24 12:25:00,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,6.06,Cal,Cal,7.41,7.09,13.12,60,178.6
2022-05-24 12:30:00,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,5.06,Cal,Cal,7.21,6.91,14.93,65,157.5
2022-05-24 12:35:00,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,4.41,Cal,Cal,6.52,6.3,11.46,69,137.7
2022-05-24 12:40:00,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,4.2,Cal,Cal,6.37,6.27,9.25,73,132.5
2022-05-24 12:45:00,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,3.93,Cal,Cal,6.51,6.35,8.44,74,126.4
2022-05-24 12:50:00,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,3.73,Cal,Cal,6.76,6.47,4.69,77,88.8
2022-05-24 12:55:00,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,3.65,Cal,Cal,6.83,6.46,4.74,74,99.1
2022-05-24 13:00:00,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,3.6,Cal,Cal,6.72,6.45,4.25,73,139.8
2022-05-24 13:05:00,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,3.53,Cal,Cal,6.79,6.5,4.06,73,144.6
2022-05-24 13:10:00,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,3.54,Cal,Cal,6.96,6.64,3.52,74,130.3
2022-05-24 13:15:00,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,3.55,Cal,Cal,7.06,6.63,4.09,73,86.3
2022-05-24 13:20:00,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,3.54,Cal,Cal,7,6.7,5.8,73,127.8
2022-05-24 13:25:00,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,3.47,Cal,Cal,7,6.7,6.4,73,130.5
2022-05-24 13:30:00,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,3.42,Cal,Cal,6.81,6.62,5.13,73,77.9
2022-05-24 13:35:00,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,3.35,Cal,Cal,6.84,6.62,3.22,76,62.4
2022-05-24 13:40:00,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,3.29,Cal,Cal,6.98,6.7,4.1,76,28.39
2022-05-24 13:45:00,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,3.34,Cal,Cal,7.01,6.84,4.79,74,356
2022-05-24 13:50:00,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,Cal,3.37,Cal,Cal,7,6.9,4.74,74,8.86
2022-05-24 13:55:00,0.22,422.7,0,0,0,0.42,0.33,0.48,0.81,1.99,31.64,Cal,3.32,0,1.99,7,6.86,5.32,74,19.18
2022-05-24 14:00:00,0.22,422.7,0.12,0,0,0.37,0.3,0.5,0.8,1.99,31.28,Cal,3.26,0,1.99,6.97,6.85,5.75,76,2.12
2022-05-24 14:05:00,0.22,423.4,0.14,0,0,0.4,0.35,0.69,1.04,2,30.95,Cal,3.29,0,2,7.09,6.9,5.45,77,10.9
2022-05-24 14:10:00,0.21,423.1,0,0,0,0.4,0.38,0.71,1.09,2,30.7,Cal,3.45,0,2,7.29,6.93,6.57,75,8.77
2022-05-24 14:15:00,0.22,423,0.11,0.01,0.01,0.36,0.43,0.68,1.11,1.99,30.95,Cal,3.63,0,1.99,7.25,7.03,5.25,74,21.7
2022-05-24 14:20:00,0.21,423,0.07,0,0,0.43,0.43,0.82,1.24,1.99,30.15,Cal,3.73,0,1.99,7.41,7.27,5.51,74,15.9
2022-05-24 14:25:00,0.22,422.7,0.03,0,0,0.38,0.45,1.19,1.64,1.99,30.91,Cal,3.69,0,1.99,7.59,7.4,4.75,73,20.68
2022-05-24 14:30:00,0.21,422.6,0,0,0,0.37,0.47,1.23,1.7,1.99,30.84,Cal,3.58,0,1.99,7.78,7.64,6.19,71,21.56
2022-05-24 14:35:00,0.21,423,0,0,0,0.42,0.41,0.97,1.38,1.99,31.4,Cal,3.71,0,1.99,7.8,7.66,5.47,68,17.77
2022-05-24 14:40:00,0.21,423.1,0,0,0,0.35,0.39,0.88,1.27,1.99,30.24,Cal,3.82,0,1.99,8.06,7.86,5.11,70,22.38
2022-05-24 14:45:00,0.23,422.9,0.1,0,0,0.36,0.37,0.81,1.18,1.99,30.28,Cal,3.84,0,1.99,8.4,8.1,5.08,68,18.76
2022-05-24 14:50:00,0.22,422.9,0.14,0.01,0.01,0.35,0.4,0.52,0.92,1.99,30.49,Cal,3.81,0,1.99,8.68,8.21,5.08,66,25.15
2022-05-24 14:55:00,0.22,423.2,0.13,0,0,0.39,0.37,0.44,0.81,1.99,29.88,Cal,3.64,0,1.99,8.66,8.41,6.05,65,25.75
2022-05-24 15:00:00,0.22,422.7,0.02,0,0,0.37,0.39,0.55,0.94,1.99,29.36,Cal,3.44,0,1.99,8.98,8.71,6.96,64,46.69
2022-05-24 15:05:00,0.2,422.6,0,0,0,0.36,0.45,0.71,1.17,1.99,30.22,Cal,3.49,0,1.99,9.29,8.99,10.03,60,68.62
2022-05-24 15:10:00,0.21,422.8,0.03,0,0,0.4,0.39,0.55,0.94,2,31.15,Cal,3.58,0,2,9.44,9.03,11.78,55,83.2
2022-05-24 15:15:00,0.21,422.7,0,0,0,0.34,0.32,0.24,0.56,2,31.15,Cal,3.43,0,2,9.62,9.22,11.51,54,77.65
2022-05-24 15:20:00,0.22,422.6,0.15,0,0,0.41,0.34,0.41,0.75,2,30.93,Cal,3.25,0,2,9.81,9.4,10.64,53,96.3
2022-05-24 15:25:00,0.2,422.1,0,0,0,0.4,0.33,0.35,0.68,2,30.42,Cal,3.31,0,2,10.1,9.75,10.82,54,94.2
2022-05-24 15:30:00,0.22,422,0,0,0,0.36,0.28,0.26,0.54,2,30.47,Cal,3.42,0,2,10.25,9.88,13.18,53,95
2022-05-24 15:35:00,0.21,422.1,0.08,0,0,0.41,0.27,0.04,0.31,2,31.34,Cal,3.33,0,2,10.37,9.89,13.76,52,100.2
2022-05-24 15:40:00,0.21,422.3,0,0,0,0.33,0.28,0.18,0.46,2,31.49,Cal,3.09,0,2,10.48,10.1,12.07,52,87.3
2022-05-24 15:45:00,0.23,422.3,0,0,0,0.34,0.32,0.18,0.5,2,31.48,Cal,3.06,0,2,10.55,10.17,10.52,52,101.5
2022-05-24 15:50:00,0.23,421.8,0.01,0,0,0.45,0.34,0.21,0.55,2,30.87,Cal,3.27,0,2,10.75,10.36,9.68,52,102.2
2022-05-24 15:55:00,0.23,422.1,0.09,0,0,0.39,0.25,0.18,0.43,2,31.34,Cal,3.23,0,2,10.6,10.11,13.27,51,106.5
2022-05-24 16:00:00,0.22,422.1,0.14,0,0,0.41,0.26,0.16,0.43,2,31.57,Cal,3.15,0,2,10.56,10.15,9.89,51,115.4
2022-05-24 16:05:00,0.21,422.4,0.2,0,0,0.38,0.26,0.1,0.37,2,30.82,Cal,3.1,0,2,11.1,10.64,9.19,51,70.76
2022-05-24 16:10:00,0.19,422.5,0.03,0,0,0.39,0.3,0.21,0.51,2,31.49,Cal,3.16,0,2,11.39,10.85,8.83,49,72.74
2022-05-24 16:15:00,0.2,422,0.01,0,0,0.37,0.34,0.25,0.58,2,31.07,Cal,3.34,0,2,12.06,11.24,8.48,48,70.32
2022-05-24 16:20:00,0.21,422.1,0.11,0,0,0.36,0.4,0.34,0.74,1.99,31.02,Cal,3.4,0,1.99,12.03,11.17,8.33,47,55.23
2022-05-24 16:25:00,0.2,422.1,0.16,0,0,0.41,0.29,0.18,0.46,1.99,31.06,Cal,3.36,0,1.99,11.63,11.07,9.7,48,74.29
2022-05-24 16:30:00,0.22,422.2,0.03,0,0,0.33,0.34,0.42,0.76,1.99,30.42,Cal,3.45,0,1.99,11.52,11.12,5.73,49,55.87
2022-05-24 16:35:00,0.22,422.4,0.1,0,0,0.39,0.33,0.61,0.94,1.99,30.39,Cal,3.62,0,1.99,11.58,11.01,8.04,50,12.97
2022-05-24 16:40:00,0.22,422.3,0,0,0,0.33,0.32,0.39,0.71,2,30.61,Cal,3.69,0,2,11.59,11.02,6.13,49,63.24
2022-05-24 16:45:00,0.22,422.2,0,0,0,0.35,0.32,0.4,0.71,1.99,31.04,Cal,3.69,0,1.99,11.64,11.02,7.18,49,39.51
2022-05-24 16:50:00,0.2,422.7,0.1,0,0,0.39,0.27,0.21,0.48,1.99,30.99,Cal,3.74,0,1.99,11.39,10.93,6.71,49,36.48
2022-05-24 16:55:00,0.21,422.7,0.05,0,0,0.3,0.26,0.18,0.44,1.99,30.88,Cal,3.78,0,1.99,11.15,10.85,6.25,50,21.74
2022-05-24 17:00:00,0.21,422.8,0.03,0,0,0.37,0.25,0.17,0.42,1.99,30.71,Cal,3.68,0,1.99,11.14,10.93,4.29,51,43.64
2022-05-24 17:05:00,0.21,422.6,0.12,0,0,0.39,0.27,0.16,0.43,1.99,30.63,Cal,3.52,0,1.99,11.5,11.06,4.72,51,17.79
2022-05-24 17:10:00,0.22,422.6,0.04,0,0,0.31,0.28,0.18,0.46,1.99,30.16,Cal,3.43,0,1.99,11.95,11.18,3.91,50,167.1
2022-05-24 17:15:00,0.21,422.3,0.2,0,0,0.44,0.3,0.27,0.57,1.99,29.81,Cal,3.42,0,1.99,11.89,11.21,5.45,50,46.66
2022-05-24 17:20:00,0.22,422.6,0.04,0,0,0.33,0.28,0.37,0.65,1.99,30.47,Cal,3.51,0,1.99,11.33,10.95,6.16,51,12
2022-05-24 17:25:00,0.2,422.8,0.01,0,0,0.33,0.26,0.17,0.43,1.99,30.15,Cal,3.54,0,1.99,11.18,10.93,7.47,51,8.1
2022-05-24 17:30:00,0.21,422.7,0,0,0,0.33,0.25,0.19,0.44,2,29.87,Cal,3.54,0,2,11.36,11.05,6.82,52,357.1
2022-05-24 17:35:00,0.23,422.8,0,0,0,0.29,0.26,0.32,0.58,1.99,29.6,Cal,3.55,0,1.99,11.76,11.31,5.24,51,30.89
2022-05-24 17:40:00,0.2,422.7,0,0,0,0.34,0.25,0.36,0.61,1.99,29.91,Cal,3.6,0,1.99,11.73,11.4,5.95,51,17.04
2022-05-24 17:45:00,0.22,422.5,0.02,0,0,0.38,0.29,0.41,0.7,1.99,30.02,Cal,3.62,0,1.99,11.54,11.2,6.85,50,40.91
2022-05-24 17:50:00,0.2,423.3,0.02,0,0,0.38,0.25,0.36,0.61,2,30.74,Cal,3.68,0,2,11.44,11.22,5.56,51,30.35
2022-05-24 17:55:00,0.22,422.5,0.14,0,0,0.39,0.32,0.34,0.65,2,30,Cal,3.8,0,2,11.86,11.37,4.71,50,61.68
2022-05-24 18:00:00,0.2,422.2,0.01,0,0,0.32,0.31,0.31,0.62,2,30.22,Cal,3.83,0,2,12.1,11.53,6.19,50,43.75
2022-05-24 18:05:00,0.21,422.2,0,0,0,0.35,0.28,0.33,0.61,1.99,30.59,Cal,3.79,0,1.99,11.96,11.52,7.82,49,43.13
2022-05-24 18:10:00,0.2,422.3,0.07,0,0,0.36,0.29,0.44,0.73,1.99,30.36,Cal,3.78,0,1.99,11.7,11.51,6.3,50,13.03
2022-05-24 18:15:00,0.2,422.6,0,0,0,0.34,0.29,0.43,0.73,2,28.93,Cal,3.83,0,2,11.8,11.6,5.85,51,24.68
2022-05-24 18:20:00,0.24,422.9,0.05,0,0,0.34,0.41,0.9,1.31,2,29.19,Cal,3.9,0,2,11.68,11.47,6.6,51,13.71
2022-05-24 18:25:00,0.23,423.2,0,0,0,0.41,0.6,2.58,3.18,2.03,27.88,Cal,3.87,0,2.03,11.47,11.3,7.13,51,8.88
2022-05-24 18:30:00,0.22,423.1,0.03,0,0,0.36,0.6,2.58,3.17,2.02,27.73,Cal,3.91,0,2.02,11.5,11.3,4.24,51,30.66
2022-05-24 18:35:00,0.22,423.1,0,0,0,0.33,0.48,1.87,2.35,2.01,28.9,Cal,3.84,0,2.01,11.4,11.3,5.33,51,18.95
2022-05-24 18:40:00,0.2,423.3,0.16,0,0,0.35,0.41,1.67,2.08,2,28.28,Cal,3.77,0,2,11.4,11.33,6.25,52,26.51
2022-05-24 18:45:00,0.21,423.6,0,0,0,0.36,0.44,1.64,2.09,2.01,27.78,Cal,3.74,0,2.01,11.4,11.4,5.46,53,30.07
2022-05-24 18:50:00,0.21,423.6,0.07,0,0,0.33,0.41,1.67,2.08,2.01,27.56,Cal,3.71,0,2.01,11.4,11.4,4.12,53,17.35
2022-05-24 18:55:00,0.2,424.3,0.08,0,0,0.43,0.48,3.32,3.8,2.02,26.22,Cal,3.84,0,2.02,11.4,11.33,5.05,53,3.91
2022-05-24 19:00:00,0.23,424,0.01,0,0,0.37,0.56,4.25,4.81,2.05,26.02,Cal,4.32,0.006,2.04,11.31,11.28,6.75,52,356.4
2022-05-24 19:05:00,0.23,424.3,0.05,0,0,0.44,0.52,3.53,4.04,2.13,26.69,Cal,5.18,0.065,2.06,11.23,11.2,7.43,53,345
2022-05-24 19:10:00,0.22,424.6,0.1,0,0,0.42,0.42,3.18,3.6,2.09,27.44,Cal,5.72,0.027,2.07,11.15,11.13,8.8,54,348
2022-05-24 19:15:00,0.22,425.5,0.11,0,0,0.34,0.43,3.47,3.9,2.05,26.82,Cal,5.61,0,2.05,11.1,11.1,8.98,53,346.3
2022-05-24 19:20:00,0.22,428.5,0.27,0,0,0.42,0.58,4.8,5.38,2.09,25.78,Cal,5.41,0.005,2.08,11.02,11.01,8.37,54,339.7
2022-05-24 19:25:00,0.23,429.7,0.35,0,0,0.46,0.6,5.17,5.77,2.21,25.33,Cal,5.34,0.093,2.12,10.94,10.98,9.6,54,338.4
2022-05-24 19:30:00,0.21,429.4,0.18,0.04,0.04,0.42,0.55,5.29,5.85,2.23,25.67,Cal,5.53,0.107,2.13,10.9,10.9,9.22,54,336.6
2022-05-24 19:35:00,0.22,427.5,0.22,0.03,0.03,0.52,0.65,6.4,7.04,2.26,24.08,Cal,5.87,0.087,2.17,10.84,10.9,8.37,54,338.2
2022-05-24 19:40:00,0.24,427.1,0.11,0.06,0.06,0.47,0.68,7.23,7.91,2.25,23.16,Cal,6.05,0.069,2.19,10.91,10.9,9.39,54,347.8
2022-05-24 19:45:00,0.23,426.4,0.13,0,0,0.45,0.77,8.25,9.03,2.2,22.28,Cal,6.11,0.064,2.13,10.91,10.9,8.98,54,345.5
2022-05-24 19:50:00,0.22,426.4,0,0.01,0.01,0.46,0.69,7.47,8.16,2.14,22.91,Cal,6.06,0.073,2.07,10.97,10.98,10.1,54,345.1
2022-05-24 19:55:00,0.21,426.6,0.12,0.05,0.05,0.43,0.57,6.46,7.03,2.2,24.43,Cal,6.38,0.11,2.08,11.03,11.02,9.73,53,347.3
2022-05-24 20:00:00,0.22,426.9,0.43,0.01,0.01,0.45,0.55,6.38,6.93,2.24,24.59,Cal,6.81,0.125,2.11,10.98,10.99,8.62,54,356.7
2022-05-24 20:05:00,0.19,427.3,0.17,0.02,0.02,0.46,0.58,6.59,7.17,2.29,23.87,Cal,6.85,0.149,2.14,10.8,10.83,7.79,55,359.2
2022-05-24 20:10:00,0.21,427.9,0.05,0.02,0.02,0.46,0.56,6.53,7.09,2.32,23.29,Cal,6.96,0.143,2.18,10.58,10.7,7.54,56,348.6
2022-05-24 20:15:00,0.23,429,0.31,0,0,0.46,0.48,6.23,6.71,2.32,24.04,Cal,7.15,0.129,2.19,10.41,10.65,8.3,57,343.9
2022-05-24 20:20:00,0.21,430.2,0.17,0.02,0.02,0.46,0.45,6.55,6.99,2.29,23.66,Cal,7.06,0.115,2.17,10.31,10.67,8.46,56,341.3
2022-05-24 20:25:00,0.21,431.1,0.1,0.03,0.03,0.44,0.47,8.52,8.99,2.27,21.77,Cal,6.9,0.106,2.17,10.24,10.6,7.69,57,346.4
2022-05-24 20:30:00,0.2,430.9,0.15,0.04,0.04,0.48,0.78,14.02,14.79,2.27,16.56,Cal,8.02,0.109,2.16,10.35,10.5,8.18,57,347.5
2022-05-24 20:35:00,0.24,431.2,0.12,0.05,0.05,0.42,0.79,16.25,17.04,2.26,14.27,Cal,10.19,0.107,2.15,10.25,10.47,8.92,57,348
2022-05-24 20:40:00,0.23,431.5,0.31,0.04,0.04,0.43,0.87,18.6,19.47,2.27,11.95,Cal,10.7,0.117,2.15,10.2,10.4,8.71,57,349.8
2022-05-24 20:45:00,0.22,431.8,0.13,0.04,0.04,0.43,0.96,20.97,21.93,2.28,9.6,Cal,9.36,0.119,2.16,10.2,10.4,8,57,350.3
2022-05-24 20:50:00,0.22,432,0.19,0.06,0.06,0.47,0.97,22.04,23.01,2.29,8.55,Cal,9.62,0.123,2.17,10.17,10.4,7.8,57,350.7
2022-05-24 20:55:00,0.2,431.3,0.23,0.01,0.01,0.52,0.82,20.25,21.07,2.28,9.85,Cal,9.86,0.12,2.16,10.19,10.43,6.2,56,355.5
2022-05-24 21:00:00,0.2,429.9,0.1,0.01,0.01,0.46,0.54,15.25,15.79,2.26,13.56,Cal,9.35,0.113,2.15,10.27,10.61,5.78,55,0.73
2022-05-24 21:05:00,0.23,430.5,0.17,0.02,0.02,0.49,0.6,19.11,19.71,2.3,10.25,Cal,8.59,0.125,2.17,10.26,10.44,4.73,56,9.2
2022-05-24 21:10:00,0.23,431,0.25,0.04,0.04,0.48,0.93,23.22,24.15,2.35,7.41,Cal,9.08,0.142,2.21,10.15,10.32,6.05,56,359.6
2022-05-24 21:15:00,0.23,431.2,0.08,0.09,0.09,0.47,1.29,24.43,25.72,2.38,5.53,Cal,10.38,0.154,2.23,10.09,10.3,5.31,57,357.2
2022-05-24 21:20:00,0.24,431.6,0,0.05,0.05,0.49,1.97,26.43,28.4,2.4,4.04,Cal,10.97,0.151,2.25,10.02,10.22,5.57,57,350.2
2022-05-24 21:25:00,0.25,432.2,0.18,0.09,0.09,0.5,2.36,27.19,29.55,2.42,2.53,Cal,10.98,0.152,2.27,9.99,10.04,4.55,58,349.6
2022-05-24 21:30:00,0.23,433,0.06,0.11,0.11,0.54,2.47,26.98,29.45,2.45,2.45,Cal,11.33,0.159,2.29,9.77,10,4.12,59,355.5
2022-05-24 21:35:00,0.23,433.2,0.16,0.14,0.14,0.53,2.77,27.21,29.98,2.45,2.05,Cal,11.63,0.163,2.29,9.7,10,5,59,354.8
2022-05-24 21:40:00,0.21,432.9,0.04,0.13,0.13,0.51,3.76,27.57,31.33,2.44,1.53,Cal,11.75,0.164,2.28,9.7,9.97,4.51,59,1.49
2022-05-24 21:45:00,0.22,434.1,0.15,0.14,0.14,0.48,4.67,28.21,32.88,2.45,0.82,Cal,12.07,0.165,2.28,9.6,9.92,3.63,59,8.57
2022-05-24 21:50:00,0.23,432.6,0.14,0.13,0.13,0.46,6.01,28.95,34.96,2.45,1.08,Cal,12.52,0.167,2.29,9.6,9.94,3.3,58,357.8
2022-05-24 21:55:00,0.22,432.9,0.06,0.09,0.09,0.53,5.54,28.45,34,2.44,1.04,Cal,12.94,0.159,2.28,9.6,9.9,2.93,58,10.26
2022-05-24 22:00:00,0.22,434.2,0.02,0.08,0.08,0.52,4.9,27.82,32.71,2.44,1.04,Cal,12.95,0.161,2.28,9.53,9.85,2.65,59,30.56
2022-05-24 22:05:00,0.25,432.5,0.1,0.11,0.11,0.57,3.71,27.69,31.4,2.42,1.48,Cal,12.29,0.154,2.27,9.49,9.81,2.52,58,35.6
2022-05-24 22:10:00,0.24,433,0,0.1,0.1,0.49,3.28,26.19,29.46,2.39,2.27,Cal,11.62,0.144,2.25,9.36,9.77,1.71,59,329.3
2022-05-24 22:15:00,0.23,437.5,0,0.1,0.1,0.56,2.26,22.72,24.98,2.37,3.27,Cal,11.2,0.129,2.24,9.14,9.6,2.35,61,345.9
2022-05-24 22:20:00,0.23,439.1,0,0.12,0.12,0.51,1.59,22.94,24.53,2.39,3.1,Cal,10.82,0.136,2.25,8.86,9.51,2.47,61,283.6
2022-05-24 22:25:00,0.24,435.6,0.04,0.13,0.13,0.5,0.8,19.75,20.54,2.36,4.61,Cal,10.39,0.122,2.24,8.83,9.52,2.6,61,266.7
2022-05-24 22:30:00,0.24,432.7,0,0.12,0.12,0.5,0.55,17.96,18.51,2.27,6.71,Cal,9.78,0.092,2.17,9.02,9.6,0.94,60,263.2
2022-05-24 22:35:00,0.2,431.7,0.02,0.13,0.13,0.53,0.44,16.49,16.92,2.2,8.07,Cal,9.02,0.067,2.14,9.06,9.62,0.73,59,38.1
2022-05-24 22:40:00,0.23,431.1,0.09,0.08,0.08,0.48,0.37,12.56,12.92,2.17,11.24,Cal,8.54,0.053,2.12,9.13,9.69,3.05,58,95.9
2022-05-24 22:45:00,0.23,429.4,0,0.02,0.02,0.44,0.33,9.29,9.62,2.06,14.11,Cal,7.93,0,2.06,9.29,9.74,3.77,57,96.5
2022-05-24 22:50:00,0.21,429.9,0.08,0.07,0.07,0.47,0.34,8.86,9.2,2.06,14.2,Cal,7.59,0,2.06,9.29,9.7,3.65,57,104.6
2022-05-24 22:55:00,0.23,433.3,0,0.05,0.05,0.38,0.34,9.09,9.42,2.09,12.89,Cal,7.58,0.013,2.08,9.01,9.69,4.08,62,96.4
2022-05-24 23:00:00,0.22,433.8,0,0.07,0.07,0.43,0.33,7.17,7.5,2.12,14.64,Cal,7.41,0.031,2.09,8.69,9.57,5.36,62,94.6
2022-05-24 23:05:00,0.21,431.5,0,0.02,0.02,0.38,0.32,4.38,4.7,2.06,18.78,Cal,6.95,0,2.06,9.01,9.49,5.44,58,107
2022-05-24 23:10:00,0.21,432.5,0,0.04,0.04,0.37,0.27,3.31,3.58,2.05,20.23,Cal,6.13,0,2.05,9,9.4,5.24,58,112.7
2022-05-24 23:15:00,0.19,435,0,0,0,0.37,0.29,3.37,3.65,2.06,19.81,Cal,5.43,0,2.06,8.92,9.4,5.9,58,106.1
2022-05-24 23:20:00,0.18,430.9,0.08,0,0,0.37,0.3,1.25,1.55,2.03,23.57,Cal,4.77,0,2.03,8.95,9.4,7.12,56,96.7
2022-05-24 23:25:00,0.19,430,0.1,0,0,0.42,0.25,0.79,1.04,2.02,24.45,Cal,4.23,0,2.02,9.06,9.35,6.3,55,103.8
2022-05-24 23:30:00,0.21,429.3,0,0,0,0.37,0.25,0.5,0.75,2.02,24.38,Cal,4.04,0,2.02,9,9.35,5.85,56,111.8
