Wood Buffalo Environmental Association - Continuous Ambient Air Quality Monitoring Program
For authorized use only
AMS01, L1, 5Mn
Exported On:,2022/08/24,10:44
Date Range:,2010/8/23,0:00,to,2022/8/23,23:00

Date/Time, CO (ppm), CO2 (ppm), SO2 (ppb), H2S (ppb), H2S (ppb), TRS (ppb), NO (ppb), NO2 (ppb), NOX (ppb), THC (ppm), O3 (ppb), NH3 (ppb), PM2.5 (ug/m3), NMHC (ppm), CH4 (ppm), Temp @ 2m (deg. C), Temp @ 10m (deg. C), Wind Speed @ 10m (km/h), Relative Humidity (%), Wind Dir.  @ 10m (deg.)
2022-05-30 20:15:00,0.19,424.2,0,0,0,0.42,0.6,6.81,7.4,2.09,30.1,0,8.1,0,2.09,15.09,15.25,11.17,30,2.14
2022-05-30 20:20:00,0.18,424.1,0,0,0,0.35,0.59,6.15,6.73,2.08,30.82,0,6.18,0,2.08,15.05,15.2,10.61,30,359.6
2022-05-30 20:25:00,0.18,424.3,0,0,0,0.45,0.45,7.23,7.68,2.09,29.86,0,6.26,0,2.09,14.86,15.03,8.91,31,357.5
2022-05-30 20:30:00,0.21,425.1,0,0,0,0.43,0.48,8.8,9.28,2.12,27.59,0,8.68,0,2.12,14.65,14.91,8.29,32,352.2
2022-05-30 20:35:00,0.19,425.6,0,0,0,0.41,0.56,9.6,10.15,2.13,26.77,0,15.42,0,2.13,14.48,14.74,6.63,33,346.3
2022-05-30 20:40:00,0.2,426.5,0,0,0,0.48,0.5,9.32,9.82,2.13,26.26,0,18.23,0,2.13,13.99,14.5,7.12,33,337.7
2022-05-30 20:45:00,0.18,427.6,0.1,0,0,0.44,0.39,8.62,9.01,2.12,26.16,0,12.95,0,2.12,13.55,14.29,7.2,35,336.1
2022-05-30 20:50:00,0.19,427.1,0,0,0,0.47,0.36,7.89,8.25,2.11,27.37,0,8.32,0,2.11,13.3,14.17,7.09,35,332.8
2022-05-30 20:55:00,0.2,426.9,0,0,0,0.44,0.27,8.19,8.46,2.11,26.87,0,7.07,0,2.11,13.1,13.94,6.94,35,333.5
2022-05-30 21:00:00,0.18,427.7,0.07,0,0,0.42,0.69,9.04,9.73,2.12,25.83,0,6.89,0,2.12,12.69,13.78,7.41,37,339.5
2022-05-30 21:05:00,0.18,428.2,0.08,0,0,0.44,0.49,9.81,10.3,2.13,24.53,0,7.29,0,2.13,12.61,13.64,7.14,37,338.2
2022-05-30 21:10:00,0.18,426.8,0.03,0,0,0.41,0.34,9.33,9.67,2.11,25.97,0,8.14,0,2.11,12.6,13.7,6.95,36,331.4
2022-05-30 21:15:00,0.19,426.1,0.11,0,0,0.44,0.28,8.38,8.65,2.13,26.86,0,7.51,0,2.13,12.65,13.61,6.71,36,326.7
2022-05-30 21:20:00,0.22,426.7,0,0,0,0.46,0.29,7.63,7.92,2.16,27.95,0,6.96,0.005,2.15,12.7,13.53,6.42,36,321.8
2022-05-30 21:25:00,0.22,429.5,0.13,0,0,0.4,0.27,8.96,9.22,2.19,25.47,0,7.74,0.028,2.16,12.57,13.52,6.13,36,319
2022-05-30 21:30:00,0.2,430.3,0.16,0,0,0.46,0.25,11.07,11.32,2.22,23.72,0,8.12,0.048,2.17,12.33,13.45,6.25,37,323.1
2022-05-30 21:35:00,0.2,430,0,0,0,0.48,0.25,13.2,13.45,2.24,22.01,0,7.71,0.048,2.2,12.27,13.33,6.29,37,321.6
2022-05-30 21:40:00,0.21,431.1,0,0,0,0.5,0.25,13.91,14.16,2.26,20.47,0,7.12,0.053,2.21,11.91,13.21,6.42,38,318.2
2022-05-30 21:45:00,0.21,430.1,0,0,0,0.43,0.26,13.14,13.4,2.23,21.59,0,6.89,0.044,2.19,11.68,13.13,6.06,39,322.8
2022-05-30 21:50:00,0.2,436.3,0.14,0,0,0.43,0.27,11.27,11.54,2.22,19.43,0,7.13,0.048,2.18,10.97,12.94,5.27,41,323.9
2022-05-30 21:55:00,0.18,436.8,0.1,0,0,0.49,0.29,10.75,11.04,2.22,19.4,0,7.2,0.052,2.17,10.4,12.77,5.17,44,332.8
2022-05-30 22:00:00,0.19,437,0,0,0,0.52,0.28,9.7,9.98,2.21,20.11,0,7.19,0.054,2.16,9.81,12.65,5.52,46,320.1
2022-05-30 22:05:00,0.19,431.8,0.01,0,0,0.42,0.19,9.45,9.64,2.16,22.5,0,7.41,0.035,2.13,9.66,12.48,6.77,45,321
2022-05-30 22:10:00,0.21,430.3,0,0,0,0.38,0.24,8.45,8.69,2.14,24.29,0,8.2,0.04,2.1,10.29,12.56,7.36,43,323
2022-05-30 22:15:00,0.2,432.1,0.03,0,0,0.43,0.25,7.25,7.5,2.14,24.17,0,9.3,0.041,2.1,10.08,12.36,7,44,323.1
2022-05-30 22:20:00,0.2,431.9,0,0,0,0.45,0.23,7.25,7.48,2.11,24.14,0,10.01,0.021,2.09,10.11,12.11,6.43,44,327.4
2022-05-30 22:25:00,0.19,429.7,0,0,0,0.48,0.23,11.75,11.98,2.15,20.85,0,11.04,0.036,2.12,10.29,12.25,6.8,43,332.2
2022-05-30 22:30:00,0.18,435.9,0,0,0,0.47,0.25,12.75,12.99,2.22,16.26,0,12.17,0.063,2.16,9.83,11.77,6.07,45,314.8
2022-05-30 22:35:00,0.2,435.7,0,0,0,0.53,0.32,18.24,18.57,2.29,12.57,0,12.63,0.079,2.21,8.98,11.71,5.27,47,314.1
2022-05-30 22:40:00,0.21,438.5,0,0,0,0.45,0.38,18.06,18.44,2.32,11.61,0,13.2,0.084,2.24,8.66,11.18,5.24,49,320.1
2022-05-30 22:45:00,0.23,434.1,0,0.04,0.04,0.53,0.43,24.3,24.74,2.39,8.57,0,13.44,0.099,2.29,8.66,11.5,5.14,48,293.8
2022-05-30 22:50:00,0.23,433,0,0,0,0.45,0.37,23.08,23.45,2.39,9.35,0,12.98,0.096,2.29,8.64,10.73,4.52,48,269
2022-05-30 22:55:00,0.23,434.4,0.14,0,0,0.51,0.35,20.93,21.27,2.36,10.62,0,12.52,0.094,2.27,8.6,10.6,4.09,49,264
2022-05-30 23:00:00,0.2,435.5,0,0.06,0.06,0.45,0.3,15.82,16.12,2.29,12.84,0,11.45,0.08,2.21,8.59,10.35,4.04,50,267.5
2022-05-30 23:05:00,0.22,435.3,0,0,0,0.48,0.24,12.7,12.94,2.22,15.7,0,10.43,0.066,2.15,8.13,10.05,4.29,52,267.8
2022-05-30 23:10:00,0.24,434.2,0,0.01,0.01,0.48,0.23,9.44,9.67,2.15,18.24,0.08,9.92,0.034,2.11,7.82,9.78,4.7,53,270.1
2022-05-30 23:15:00,0.23,433.7,0,0.02,0.02,0.42,0.23,7.1,7.33,2.09,20.62,0.18,9.41,0.008,2.08,7.63,9.7,3.62,54,264.6
2022-05-30 23:20:00,0.23,434.1,0,0,0,0.46,0.2,6.15,6.35,2.07,20.8,0.26,8.86,0,2.07,7.52,9.53,4.02,56,277.2
2022-05-30 23:25:00,0.2,434.2,0.02,0.02,0.02,0.4,0.21,4.9,5.1,2.06,22.16,0.23,8.43,0,2.06,7.26,9.37,5.17,56,278.4
2022-05-30 23:30:00,0.21,435,0.16,0.01,0.01,0.45,0.2,4.48,4.68,2.05,21.81,0.16,7.89,0,2.05,7.27,9.25,4.85,56,275.3
2022-05-30 23:35:00,0.21,433.9,0.16,0.02,0.02,0.43,0.25,4.39,4.64,2.05,22.51,0.19,7.37,0,2.05,7.1,9.13,4.14,56,276.8
2022-05-30 23:40:00,0.26,435.9,0,0.02,0.02,0.46,0.26,4.81,5.07,2.05,20.43,0.23,7.05,0,2.05,6.77,8.86,4.57,58,275.5
2022-05-30 23:45:00,0.25,438.9,0,0.01,0.01,0.48,0.22,4.4,4.62,2.05,19.49,0.28,6.66,0,2.05,6.16,8.35,4.32,61,267.4
2022-05-30 23:50:00,0.24,436.4,0.03,0,0,0.43,0.22,4.2,4.42,2.05,20.76,0.34,6.6,0,2.05,5.96,8.45,4.5,62,265.7
2022-05-30 23:55:00,0.22,436.8,0.2,0.02,0.02,0.48,0.2,5.17,5.37,2.05,20.15,0.25,6.96,0,2.05,6.45,8.38,4.32,61,272.6
2022-05-31 00:00:00,0.21,438,0,0,0,0.45,0.23,5.15,5.38,2.06,18.95,0.2,7.52,0,2.06,6.46,8.07,4.59,61,269.6
2022-05-31 00:05:00,0.21,439.4,0.16,0,0,0.51,0.24,5.92,6.16,2.06,17.88,Z/S,7.62,0,2.06,6.09,7.83,4.97,62,262.4
2022-05-31 00:10:00,0.22,438.6,0.1,0.03,0.03,0.43,0.23,8.08,8.31,2.07,16.4,Z/S,7.39,0,2.07,6.2,7.8,4.93,62,271.1
2022-05-31 00:15:00,0.2,437.2,0,0,0,0.52,0.23,12.4,12.64,2.16,14.02,Z/S,7.33,0.047,2.12,6.75,7.78,6.35,59,278.7
2022-05-31 00:20:00,0.2,437.4,0.18,0,0,0.48,0.24,12.93,13.17,2.17,13.33,Z/S,7.62,0.049,2.12,6.85,7.45,5.31,58,293.2
2022-05-31 00:25:00,0.19,438.1,0.03,0,0,0.44,0.21,14.04,14.25,2.18,11.78,Z/S,7.92,0.051,2.13,6.56,7.18,6.92,59,286.4
2022-05-31 00:30:00,0.2,438.1,0,0.02,0.02,0.53,0.25,14.58,14.84,2.18,11.18,1580,8.02,0.054,2.13,6.24,7.12,6.21,60,284.1
2022-05-31 00:35:00,0.22,438,0.13,0,0,0.51,0.26,13.97,14.23,2.17,11.64,Z/S,8.2,0.047,2.12,6.1,7.09,5.63,61,285.7
2022-05-31 00:40:00,0.2,438.2,0,0.01,0.01,0.42,0.18,12.38,12.56,2.14,12.73,Z/S,8.27,0.029,2.11,5.94,7.29,5.69,62,276.5
2022-05-31 00:45:00,0.19,438,0,0.08,0.08,0.51,0.22,11.87,12.09,2.13,13.24,88.7,8.25,0.034,2.1,5.67,7.46,4.54,63,262.1
2022-05-31 00:50:00,0.19,437.7,0,0.03,0.03,0.46,0.22,10.52,10.73,2.1,14.53,Z/S,8.25,0.016,2.09,5.53,7.37,4.15,64,257.6
2022-05-31 00:55:00,0.2,439.2,0.01,0.02,0.02,0.48,0.22,8.72,8.94,2.08,14.95,Z/S,8.1,0.008,2.08,5.47,6.79,4.98,65,265.3
2022-05-31 01:00:00,0.2,439.9,0.16,0.01,0.01,0.49,0.2,7.81,8,2.07,15.58,67.99,7.95,0,2.07,5.6,6.62,4.69,66,278.1
2022-05-31 01:05:00,0.2,441.7,0.04,0,0,0.49,Z/S,Z/S,Z/S,2.07,15.2,37.81,7.76,0.002,2.07,5.38,6.5,5.8,66,292.6
2022-05-31 01:10:00,0.2,442.4,0.14,0.08,0.08,0.49,Z/S,Z/S,Z/S,2.07,14.77,27.32,7.59,0,2.07,5.08,6.5,5.23,68,294.1
2022-05-31 01:15:00,0.21,443.1,0,0,0,0.49,Z/S,Z/S,Z/S,2.07,14.66,25.21,7.52,0,2.07,4.81,6.44,4.32,68,296.2
2022-05-31 01:20:00,0.19,439.3,0,0.04,0.04,0.47,Z/S,Z/S,Z/S,2.05,17.62,22.45,7.33,0,2.05,4.65,6.47,4.89,68,273.7
2022-05-31 01:25:00,0.21,442.7,0,0.01,0.01,0.48,Z/S,Z/S,Z/S,2.07,15.34,18.85,7.07,0.016,2.05,4.16,6.38,4.72,71,257.6
2022-05-31 01:30:00,0.22,447.5,0,0.03,0.03,0.5,400,437.9,838,2.1,13.24,15.29,7.14,0.045,2.06,3.85,6.19,4.72,73,271.3
2022-05-31 01:35:00,0.2,441.9,0,0.02,0.02,0.52,Z/S,Z/S,Z/S,2.05,16.3,12.7,7.19,0.004,2.05,3.84,6.02,4.82,73,282.9
2022-05-31 01:40:00,0.21,446.8,0.05,0.04,0.04,0.5,Z/S,Z/S,Z/S,2.06,13.1,10.94,7.02,0.007,2.05,3.75,5.65,3.51,73,279.4
2022-05-31 01:45:00,0.2,452.9,0.1,0.01,0.01,0.49,0.4,0.12,0.52,2.08,10.87,9.58,7.2,0.028,2.06,3.5,5.43,2.76,74,283.6
2022-05-31 01:50:00,0.22,452.2,0,0.08,0.08,0.58,Z/S,Z/S,Z/S,2.06,12.08,8.43,7.17,0.009,2.05,3.26,5.22,4.03,74,287.7
2022-05-31 01:55:00,0.22,452,0,0.05,0.05,0.48,Z/S,Z/S,Z/S,2.05,13.19,7.58,6.74,0,2.05,3.12,4.72,4.49,75,288.7
2022-05-31 02:00:00,0.21,452.6,0.02,0.07,0.07,0.47,0.23,3.06,3.29,2.05,13.4,6.9,6.26,0,2.05,2.85,4.45,4.29,76,283
2022-05-31 02:05:00,Z/S,Z/S,0,0.06,0.06,0.54,0.22,3.02,3.24,2.04,13.85,6.24,5.99,0,2.04,2.66,4.36,5.01,77,291.5
2022-05-31 02:10:00,Z/S,Z/S,0,0.04,0.04,0.56,0.23,2.79,3.02,2.04,14.74,5.71,5.9,0,2.04,2.64,4.26,3.7,77,287.5
2022-05-31 02:15:00,Z/S,Z/S,0,0.04,0.04,0.46,0.23,2.99,3.22,2.05,14.47,5.25,6.03,0.013,2.04,2.53,4.22,1.8,77,215.1
2022-05-31 02:20:00,Z/S,Z/S,0,0.03,0.03,0.42,0.24,2.64,2.88,2.03,15.68,4.84,6.03,0,2.03,2.4,4.3,0.66,78,222
2022-05-31 02:25:00,Z/S,Z/S,0,0.02,0.02,0.49,0.21,2.32,2.53,2.03,16.52,4.51,5.94,0,2.03,2.42,4.2,2.08,79,309.2
2022-05-31 02:30:00,Z/S,Z/S,0,0.08,0.08,0.49,0.19,2.47,2.66,2.04,14.96,4.21,5.95,0,2.04,2.58,4.06,4.79,78,298.1
2022-05-31 02:35:00,Z/S,Z/S,0,0.05,0.05,0.45,0.25,2.14,2.39,2.03,16.18,3.89,6.06,0,2.03,2.68,3.9,4.08,77,306.1
2022-05-31 02:40:00,Z/S,Z/S,0,0.06,0.06,0.48,0.21,1.86,2.07,2.03,16.52,3.69,5.97,0,2.03,2.7,3.91,3.82,76,302.5
2022-05-31 02:45:00,Z/S,Z/S,0.17,0.12,0.12,0.46,0.21,1.3,1.51,2.02,18.32,3.52,5.6,0,2.02,2.9,3.94,3.64,75,290.3
2022-05-31 02:50:00,Z/S,Z/S,0,0.02,0.02,0.49,0.2,1.48,1.68,2.03,17.26,3.33,5.43,0,2.03,3,4.04,2.18,74,240.3
2022-05-31 02:55:00,Z/S,Z/S,0.04,0.06,0.06,0.44,0.19,1.47,1.65,2.03,18.41,3.19,5.4,0,2.03,2.58,4.04,2.2,76,242.8
2022-05-31 03:00:00,Z/S,Z/S,0,0.06,0.06,0.43,0.2,1.88,2.08,Z/S,16.49,2.99,5.4,0,2.03,2.32,3.89,1.75,77,257.2
2022-05-31 03:05:00,0.18,449.9,Z/S,0.02,0.02,0.46,0.23,2.01,2.24,Z/S,15.84,2.78,5.45,Z/S,Z/S,2.15,3.73,0.38,78,188.2
2022-05-31 03:10:00,0.19,448.5,Z/S,0.04,0.04,0.41,0.22,1.87,2.09,Z/S,16.61,2.61,5.64,Z/S,Z/S,2.11,3.57,0.61,79,184
2022-05-31 03:15:00,0.21,449.4,Z/S,0.01,0.01,0.49,0.18,1.79,1.97,Z/S,16,2.4,5.84,Z/S,Z/S,2.17,3.48,0.97,79,99.4
2022-05-31 03:20:00,0.21,449.5,Z/S,0.03,0.03,0.44,0.22,1.73,1.95,Z/S,16.21,2.25,5.75,Z/S,Z/S,2.2,3.4,1.19,79,55.01
2022-05-31 03:25:00,0.2,447.5,Z/S,0.03,0.03,0.44,0.19,1.08,1.27,Z/S,18.11,2.16,5.5,Z/S,Z/S,2.31,3.4,1.56,77,284.1
2022-05-31 03:30:00,0.2,449.3,802,0.04,0.04,0.5,0.23,1.1,1.32,17.46,17.09,2.09,5.2,9.35,8.11,2.36,3.36,1.63,76,290.3
2022-05-31 03:35:00,0.2,454.9,Z/S,0.07,0.07,0.46,0.19,1.21,1.4,Z/S,15.1,2.04,4.87,Z/S,Z/S,2.1,3.09,2.41,77,311.7
2022-05-31 03:40:00,0.18,450.8,Z/S,0.07,0.07,0.48,0.17,1.08,1.26,Z/S,16.61,1.99,4.8,Z/S,Z/S,1.77,3.22,2.24,79,281.7
2022-05-31 03:45:00,0.18,447.4,1.3,0.07,0.07,0.47,0.18,1.03,1.21,0.01,16.88,1.95,4.88,0,0.01,1.42,3.17,2.21,80,305.8
2022-05-31 03:50:00,0.19,453.9,Z/S,0.07,0.07,0.51,0.16,1.57,1.73,Z/S,13.61,1.87,4.89,Z/S,Z/S,1.19,2.91,2.56,83,293.3
2022-05-31 03:55:00,0.2,451.7,Z/S,0.09,0.09,0.45,0.19,1.52,1.71,Z/S,15.75,1.81,5.03,Z/S,Z/S,1,3.09,1.72,84,198
2022-05-31 04:00:00,0.19,449.7,0.08,0.07,0.07,0.44,0.19,1.43,1.61,2.02,16.89,1.72,5.03,0,2.02,1.08,3.32,2.15,84,190.6
2022-05-31 04:05:00,0.21,447.3,0.02,Z/S,Z/S,Z/S,0.17,1.85,2.02,2.02,16.56,1.65,4.91,0,2.02,1.31,3.39,1.44,83,229.9
2022-05-31 04:10:00,0.19,447.1,0,Z/S,Z/S,Z/S,0.18,1.48,1.66,2.02,17.78,1.62,4.96,0,2.02,1.68,3.4,0.45,82,181.9
2022-05-31 04:15:00,0.2,449,0,Z/S,Z/S,Z/S,0.28,1.53,1.81,2.02,16.56,1.58,5.1,0,2.02,1.71,3.33,0,81,0
2022-05-31 04:20:00,0.2,447.7,0.02,Z/S,Z/S,Z/S,0.16,1.28,1.44,2.02,18.02,1.54,5.01,0,2.02,1.49,3.59,0.47,82,310.9
2022-05-31 04:25:00,0.19,445.6,0.11,Z/S,Z/S,Z/S,0.18,0.84,1.02,2.01,18.69,1.47,4.77,0,2.01,1.67,3.89,0.24,80,241.4
2022-05-31 04:30:00,0.2,447.7,0,79.71,79.71,78.66,0.22,1.22,1.44,2.02,17.24,1.45,4.7,0,2.02,1.96,4,1.94,80,203.1
2022-05-31 04:35:00,0.21,448.1,0,Z/S,Z/S,Z/S,0.31,1.37,1.68,2.02,16.24,1.42,5.09,0,2.02,2.1,4.06,2.3,80,213.1
2022-05-31 04:40:00,0.21,455.7,0,Z/S,Z/S,Z/S,0.54,2.76,3.3,2.06,11.72,1.38,5.71,0,2.06,2.54,4.07,3.1,83,187.5
2022-05-31 04:45:00,0.2,458.7,0.1,0.57,0.57,0.39,0.64,3.16,3.8,2.06,9.92,1.36,6.34,0,2.06,2.8,3.96,3.3,82,178.6
2022-05-31 04:50:00,0.23,461.2,0,Z/S,Z/S,Z/S,0.88,3.27,4.15,2.07,8.72,1.31,6.77,0,2.07,2.89,3.8,3.67,83,186
2022-05-31 04:55:00,0.23,460,0,Z/S,Z/S,Z/S,0.76,2.59,3.35,2.07,8.87,1.27,6.78,0,2.07,3.05,3.9,3.32,84,181.8
2022-05-31 05:00:00,0.2,460,0.1,0.3,0.3,0.54,0.7,2.34,3.04,2.05,10.07,1.15,6.46,0,2.05,3.16,3.92,3.57,81,173.8
2022-05-31 05:05:00,0.19,456.7,0,0.21,0.21,0.56,0.66,1.97,2.63,2.05,Z/S,1.15,6,0,2.05,3.45,4.13,2.94,80,165.5
2022-05-31 05:10:00,0.2,457.1,0,0.18,0.18,0.48,0.71,1.87,2.58,2.05,Z/S,1.05,5.84,0,2.05,3.68,4.37,2.23,79,154.3
2022-05-31 05:15:00,0.21,469.2,0,0.14,0.14,0.48,0.76,1.72,2.48,2.06,Z/S,1.02,6.43,0,2.06,3.72,4.94,0,79,167.6
2022-05-31 05:20:00,0.2,480,0,0.19,0.19,0.5,0.8,1.48,2.28,2.08,Z/S,1.09,6.33,0,2.08,3.71,5.74,0.38,79,354.4
2022-05-31 05:25:00,0.21,473.8,0,0.16,0.16,0.51,0.65,1.08,1.73,2.08,Z/S,0.97,5.57,0,2.08,4.18,5.5,0.7,77,330.2
2022-05-31 05:30:00,0.18,461.7,0,0.13,0.13,0.55,0.52,1.06,1.58,2.06,Z/S,0.95,5.54,0,2.06,5.01,5.36,0.38,72,241
2022-05-31 05:35:00,0.2,453.1,0.09,0.09,0.09,0.54,0.43,0.91,1.34,2.04,Z/S,0.95,5.33,0,2.04,5.64,5.78,0.8,67,14.91
2022-05-31 05:40:00,0.2,447.3,0.02,0.07,0.07,0.44,0.39,0.82,1.21,2.03,Z/S,0.93,5.14,0,2.03,5.48,6.16,1.98,65,319.3
2022-05-31 05:45:00,0.18,445.6,0.02,0.07,0.07,0.47,0.36,0.76,1.12,2.03,Z/S,0.95,5.03,0,2.03,5.5,6.11,1.58,65,295.5
2022-05-31 05:50:00,0.19,445.7,0.1,0.11,0.11,0.48,0.37,0.72,1.09,2.02,Z/S,0.95,4.91,0,2.02,5.61,6.4,1.9,65,266.3
2022-05-31 05:55:00,0.19,444,0,0.11,0.11,0.52,0.39,0.77,1.16,2.02,Z/S,0.93,4.76,0,2.02,6.07,6.66,3.76,64,282.9
2022-05-31 06:00:00,0.19,441.2,0,0.08,0.08,0.48,0.4,0.93,1.34,2.01,19.44,0.82,4.68,0,2.01,6.7,6.98,3.6,61,275.1
2022-05-31 06:05:00,0.21,440.4,0,0.09,0.09,0.47,0.45,0.92,1.38,2.01,18.94,0.83,4.67,0,2.01,7.54,7.43,2.25,58,247
2022-05-31 06:10:00,0.21,439.3,0,0.09,0.09,0.45,0.58,1.12,1.7,2.02,19.82,0.82,4.75,0,2.02,8.28,7.77,2.35,55,282.6
2022-05-31 06:15:00,0.2,439.9,0.02,0.07,0.07,0.42,0.59,0.97,1.56,2.02,18.94,0.82,4.83,0,2.02,8.45,8,2.57,54,21.59
2022-05-31 06:20:00,0.21,439.5,0,0.07,0.07,0.47,0.64,1.14,1.78,2.02,19.51,0.86,4.87,0,2.02,8.84,8.62,2.27,53,38.74
2022-05-31 06:25:00,0.21,438.7,0.09,0.08,0.08,0.45,0.88,1.68,2.56,2.02,19.98,0.81,4.96,0,2.02,9.14,8.89,3.1,52,18.42
2022-05-31 06:30:00,0.18,437.6,0,0.08,0.08,0.45,1.16,2.15,3.31,2.03,20.52,0.76,5.17,0,2.03,9.06,8.79,3.37,52,346.4
2022-05-31 06:35:00,0.2,438.7,0,0.06,0.06,0.5,1.07,1.78,2.85,2.03,19.52,0.71,5.95,0,2.03,9.09,8.8,3.11,53,359.2
2022-05-31 06:40:00,0.22,438.4,0.09,0.07,0.07,0.49,1.05,1.73,2.78,2.03,19.1,0.7,6.62,0,2.03,9.6,9.18,2.7,52,351.3
2022-05-31 06:45:00,0.21,438.1,0,0.06,0.06,0.48,1.22,1.93,3.15,2.04,18.31,0.71,6.98,0,2.04,9.73,9.3,3.25,52,358.5
2022-05-31 06:50:00,0.2,438.4,0,0.05,0.05,0.48,1.37,2.09,3.47,2.04,18.25,0.78,6.9,0,2.04,10.14,9.69,3.34,52,15.86
2022-05-31 06:55:00,0.2,438.4,0,0.06,0.06,0.43,1.62,2.55,4.17,2.05,18.86,0.81,6.5,0,2.05,10.46,9.89,4.52,51,46.28
2022-05-31 07:00:00,0.21,437.6,0.04,0.07,0.07,0.47,2.03,3.54,5.56,2.05,20.34,0.75,5.87,0,2.05,10.38,10,5.46,49,2.67
2022-05-31 07:05:00,0.19,434.7,0.23,0.09,0.09,0.42,2.46,4.57,7.03,2.06,22.18,0.66,5.64,0,2.06,10.34,10,6.1,47,354.5
2022-05-31 07:10:00,0.21,433.6,0,0.08,0.08,0.48,2.6,4.84,7.45,2.08,23.42,0.49,5.41,0.01,2.07,10.46,10.12,7.13,46,354.4
2022-05-31 07:15:00,0.22,434.1,0.16,0.02,0.02,0.48,2.86,5.29,8.15,2.09,23.45,0.45,5.31,0.012,2.08,10.65,10.37,7.45,46,343.8
2022-05-31 07:20:00,0.23,432.9,0.17,0,0,0.52,3.2,7.26,10.46,2.16,22.92,0.43,5.51,0.064,2.09,11.02,10.74,6.23,45,351
2022-05-31 07:25:00,0.2,431.8,0.17,0.08,0.08,0.53,3.27,8.61,11.88,2.18,22.07,0.42,6.79,0.075,2.1,11.07,10.86,5.28,45,6.47
2022-05-31 07:30:00,0.22,431.3,0,0.08,0.08,0.5,4.57,9.38,13.95,2.2,22.39,0.46,8.43,0.076,2.13,11.5,11.16,6.75,43,4.53
2022-05-31 07:35:00,0.23,431.8,0.03,0.07,0.07,0.49,5.54,10.27,15.81,2.24,21.3,0.5,9.31,0.085,2.15,11.67,11.21,6.38,43,357.4
2022-05-31 07:40:00,0.22,433.1,0.22,0.03,0.03,0.52,6.76,11.37,18.12,2.26,21.18,0.51,9.44,0.094,2.16,11.96,11.6,7.13,42,10.1
2022-05-31 07:45:00,0.23,434.1,0.07,0.07,0.07,0.52,8.09,12.59,20.68,2.31,21.15,0.53,8.81,0.112,2.2,12,11.53,11.42,42,353.3
2022-05-31 07:50:00,0.23,434,0.05,0.06,0.06,0.52,9.19,13.54,22.73,2.35,20.42,0.47,7.77,0.118,2.23,11.86,11.53,11.73,42,4.32
2022-05-31 07:55:00,0.23,433.7,0.17,0.07,0.07,0.52,12.17,15.79,27.96,2.43,18.2,0.41,8.02,0.122,2.31,12.02,11.58,13.38,42,348.7
2022-05-31 08:00:00,0.24,434,0.22,0.13,0.13,0.64,15.21,17.96,33.17,2.54,16.45,0.37,8.62,0.14,2.4,12.2,11.76,10.32,42,351.5
2022-05-31 08:05:00,0.25,434.1,0.04,0.19,0.19,0.53,16.9,19.24,36.14,2.59,15.45,0.31,10.06,0.151,2.43,12.59,12.03,12.39,41,339
2022-05-31 08:10:00,0.22,433.6,0.02,0.21,0.21,0.52,17.51,19.72,37.24,2.6,15.21,0.26,11.8,0.161,2.44,12.85,12.45,8.82,41,6.71
2022-05-31 08:15:00,0.23,433.5,0.02,0.15,0.15,0.59,16.11,18.7,34.81,2.57,16.31,0.24,13.31,0.159,2.41,12.95,12.54,9.21,40,345
2022-05-31 08:20:00,0.22,432.8,0.11,0.1,0.1,0.57,14.52,17.92,32.43,2.51,17.21,0.23,12.71,0.148,2.36,13.14,12.51,9.35,40,326.7
2022-05-31 08:25:00,0.23,432.8,0.11,0.18,0.18,0.56,16.98,19.55,36.53,2.57,15.86,0.17,10.86,0.158,2.41,13.47,12.89,7.71,40,353.1
2022-05-31 08:30:00,0.22,433,0,0.11,0.11,0.57,15.91,18.97,34.89,2.58,16.7,0,11.17,0.158,2.42,13.55,13.08,9.37,39,346.4
2022-05-31 08:35:00,0.23,431.7,0.03,0.1,0.1,0.6,11.4,15.68,27.08,2.45,19.65,0.09,11.63,0.138,2.32,13.72,13.31,11.22,38,357.2
2022-05-31 08:40:00,0.22,430.2,0.21,0.01,0.01,0.53,6.02,9.92,15.94,2.3,24.5,0.16,10.58,0.104,2.19,14.24,13.69,14.47,37,339.5
2022-05-31 08:45:00,0.21,429.8,0.16,0.02,0.02,0.43,4.13,7.18,11.3,2.21,26.52,0.37,10.67,0.075,2.13,14.63,13.93,13.65,36,350.2
2022-05-31 08:50:00,0.21,429.5,0,0,0,0.48,3.3,5.82,9.13,2.19,27.74,0.66,11.18,0.064,2.12,14.44,13.93,15.06,35,345.8
2022-05-31 08:55:00,0.2,429.3,0.01,0,0,0.46,3.18,5.55,8.72,2.19,27.45,0.62,10.34,0.061,2.13,14.42,13.86,14.51,36,348.8
2022-05-31 09:00:00,0.21,430.2,0,0,0,0.48,3.67,6.36,10.03,2.22,26.88,0.64,8.47,0.07,2.15,14.48,13.88,10.39,38,8.86
2022-05-31 09:05:00,0.2,430,0,0.01,0.01,0.42,3.03,5.22,8.24,2.16,27.93,0.64,8.45,0.053,2.11,14.58,13.94,15.97,37,349.9
2022-05-31 09:10:00,0.22,429,0.08,0,0,0.46,2.35,4.25,6.6,2.11,28.58,0.66,10.34,0.03,2.08,15.01,14.43,14.21,37,347.2
