Wood Buffalo Environmental Association - Continuous Ambient Air Quality Monitoring Program
For authorized use only
AMS30, L1, 5Mn
Exported On:,2022/08/24,11:07
Date Range:,2022/5/23,0:00,to,2022/8/23,23:00

Date/Time, SO2 (ppb), TRS (ppb), NO (ppb), NO2 (ppb), NO2 (ppb), NOX (ppb), THC (ppm), PM2.5 (ug/m3), Temp @ 2m (deg. C), Wind Speed @ 10m (km/h), Wind Dir. @ 10m (deg.), Relative Humidity (%), GR W/m2
2022-05-24 10:55:00,0.31,0.36,0.05,0.85,0.85,0.9,1.96,3.93,8.31,11.65,185,40,177.8
2022-05-24 11:00:00,0.23,0.35,0.21,1.18,1.18,1.39,1.96,4.02,8.44,10.48,175.7,40,206.9
2022-05-24 11:05:00,0.09,0.34,0.28,1.44,1.44,1.72,1.96,4.37,8.51,11.63,149.6,40,227.3
2022-05-24 11:10:00,0.16,0.35,0.42,1.6,1.6,2.01,1.96,4.82,8.49,15.49,173.6,40,235.1
2022-05-24 11:15:00,1.6,0.39,0.8,3.01,3.01,3.81,1.97,5.06,8.51,15.63,188.1,41,250.9
2022-05-24 11:20:00,1.29,0.43,0.66,2.77,2.77,3.43,1.97,5.41,8.32,13.94,168.8,43,258
2022-05-24 11:25:00,1.83,0.42,0.85,3.39,3.39,4.25,1.97,5.49,8.46,11.3,180.2,44,252.3
2022-05-24 11:30:00,2.05,0.45,0.76,3.39,3.39,4.14,1.97,5.47,8.34,16.67,168.2,45,255
2022-05-24 11:35:00,0.9,0.4,0.5,2.38,2.38,2.88,1.96,5.51,8.14,15.05,159.1,46,264.9
2022-05-24 11:40:00,1.22,0.37,0.57,2.37,2.37,2.94,1.96,5.32,8.21,13.54,143.6,46,260.2
2022-05-24 11:45:00,1.72,0.44,0.83,2.88,2.88,3.7,1.96,5.12,8.3,13.72,167.2,46,247.5
2022-05-24 11:50:00,1.27,0.47,0.42,2.09,2.09,2.51,1.96,5.09,8.15,18.36,172.4,47,228.7
2022-05-24 11:55:00,1.37,0.46,0.45,2.1,2.1,2.55,1.96,5.02,7.71,11.15,156.5,49,213.8
2022-05-24 12:00:00,1.61,0.47,0.36,2.39,2.39,2.74,1.96,4.86,7.79,11.44,190.7,50,173.2
2022-05-24 12:05:00,0.99,0.43,0.17,1.75,1.75,1.92,1.95,4.7,7.73,21.25,164.1,52,141.6
2022-05-24 12:10:00,0.41,0.41,0.09,1.32,1.32,1.41,1.95,4.37,7.18,15.75,154.4,55,148.8
2022-05-24 12:15:00,0.76,0.37,0.2,1.49,1.49,1.69,1.95,4.18,7.19,9.85,189.6,56,186.4
2022-05-24 12:20:00,0.97,0.42,0.21,1.75,1.75,1.97,1.95,4.33,7.19,13.67,172.5,58,177
2022-05-24 12:25:00,1.85,0.48,0.53,2.57,2.57,3.1,1.96,4.55,6.9,15.57,187.9,61,182.8
2022-05-24 12:30:00,1.94,0.46,0.49,2.59,2.59,3.08,1.96,4.67,6.67,14.33,200,62,186.8
2022-05-24 12:35:00,1.91,0.47,0.51,2.79,2.79,3.3,1.97,4.75,6.68,15.77,187.9,62,186.5
2022-05-24 12:40:00,2.22,0.49,0.57,2.91,2.91,3.48,1.97,4.94,6.41,16.7,189.5,65,186.5
2022-05-24 12:45:00,2.12,0.49,0.66,2.81,2.81,3.47,1.97,5.15,6.11,15.79,191.1,69,224.5
2022-05-24 12:50:00,1.06,0.49,0.44,2.22,2.22,2.66,1.96,5.12,6.16,12.16,189.6,72,240.2
2022-05-24 12:55:00,0.37,0.46,0.26,1.67,1.67,1.93,1.96,4.9,6.23,12.5,168.8,71,237.2
2022-05-24 13:00:00,0.2,0.44,0.25,1.3,1.3,1.55,1.95,4.68,6.27,10.41,155.8,71,227.1
2022-05-24 13:05:00,0.35,0.4,0.15,0.89,0.89,1.04,1.95,4.16,6.29,10.79,141,72,211.7
2022-05-24 13:10:00,0.05,0.42,0.08,0.61,0.61,0.69,1.94,3.65,6.26,11.14,149.4,71,207.3
2022-05-24 13:15:00,0,0.39,0.03,0.47,0.47,0.5,1.94,3.42,6.21,8.85,150.6,72,197.3
2022-05-24 13:20:00,0.02,0.4,0,0.56,0.56,0.56,1.94,3.44,6.29,7.99,146.4,73,202.7
2022-05-24 13:25:00,0.08,0.4,0.07,0.6,0.6,0.67,1.94,3.51,6.46,8.46,113.8,74,202.3
2022-05-24 13:30:00,0,0.39,0.06,0.84,0.84,0.9,1.96,3.43,6.6,8.94,115.5,72,195.3
2022-05-24 13:35:00,0.01,0.39,0,0.22,0.22,0.21,1.94,3.32,6.54,9.42,106.6,71,168.6
2022-05-24 13:40:00,0,0.41,0,0.34,0.34,0.24,1.94,3.31,6.53,7.98,103.1,70,165.8
2022-05-24 13:45:00,0.02,0.39,0,0.36,0.36,0.33,1.94,3.35,6.69,6.51,98,70,161.6
2022-05-24 13:50:00,0,0.43,0.03,0.4,0.4,0.44,1.95,3.43,6.78,7.82,102.1,70,152.1
2022-05-24 13:55:00,0.16,0.4,0,0.51,0.51,0.47,1.94,3.38,6.82,6.2,90.4,71,128.9
2022-05-24 14:00:00,0.08,0.4,0,0.48,0.48,0.42,1.94,3.34,6.78,6.3,80.9,69,111
2022-05-24 14:05:00,0.17,0.42,0,0.57,0.57,0.4,1.94,3.31,6.82,7.21,99.1,71,114.3
2022-05-24 14:10:00,0.2,0.37,0,0.28,0.28,0.28,1.94,3.27,6.82,5.42,65.12,70,121
2022-05-24 14:15:00,0.03,0.38,0,0.22,0.22,0.18,1.94,3.25,6.98,10.98,71.69,70,131.4
2022-05-24 14:20:00,0.14,0.42,0,0.27,0.27,0.26,1.94,3.26,7.1,9.74,69.04,70,152.9
2022-05-24 14:25:00,0.06,0.44,0,0.42,0.42,0.36,1.95,3.29,7.17,7.87,75.64,69,160.8
2022-05-24 14:30:00,0,0.45,0,0.36,0.36,0.28,1.95,3.36,7.24,7.32,82.5,68,166.5
2022-05-24 14:35:00,0.17,0.42,0,0.31,0.31,0.32,1.96,3.41,7.42,6.63,64.01,68,155.9
2022-05-24 14:40:00,0.06,0.37,0,0.38,0.38,0.31,1.96,3.37,7.48,7.11,83.2,66,156.7
2022-05-24 14:45:00,0.09,0.41,0,0.37,0.37,0.27,1.96,3.32,7.52,9.08,83.3,66,167
2022-05-24 14:50:00,0.01,0.36,0,0.31,0.31,0.23,1.95,3.3,7.66,8.29,81.8,65,164.5
2022-05-24 14:55:00,0,0.42,0,0.37,0.37,0.31,1.95,3.3,7.92,11.24,66.37,65,189.3
2022-05-24 15:00:00,0,0.39,0,0.31,0.31,0.3,1.95,3.31,8.02,8.75,76.74,63,223.8
2022-05-24 15:05:00,0,0.39,0.03,0.57,0.57,0.6,1.96,3.34,8.44,9.11,71.52,63,269.3
2022-05-24 15:10:00,0.07,0.4,0.01,0.3,0.3,0.32,1.96,3.29,8.39,10.06,74.83,60,381.3
2022-05-24 15:15:00,0.08,0.4,0.01,0.38,0.38,0.39,1.96,3.17,8.73,10.21,62.31,60,492.8
2022-05-24 15:20:00,0,0.41,0.04,0.32,0.32,0.36,1.96,3.15,8.94,10.92,55.67,59,461
2022-05-24 15:25:00,0,0.4,0.07,0.42,0.42,0.49,1.95,3.16,9.12,11.23,72.73,59,440.1
2022-05-24 15:30:00,0.11,0.4,0.14,0.47,0.47,0.62,1.95,3.2,9.41,11.44,67.25,57,469.5
2022-05-24 15:35:00,0.01,0.44,0.06,0.37,0.37,0.43,1.95,3.16,9.55,14.93,70.21,55,421
2022-05-24 15:40:00,0.08,0.39,0.01,0.36,0.36,0.37,1.95,3.19,9.88,13.35,79.34,54,398.5
2022-05-24 15:45:00,0.01,0.38,0,0.32,0.32,0.22,1.95,3.3,10.02,16.1,93.3,52,346.9
2022-05-24 15:50:00,0,0.38,0,0.22,0.22,0.12,1.94,3.32,9.91,16.7,110,51,304.5
2022-05-24 15:55:00,0,0.36,0.02,0.23,0.23,0.26,1.95,3.28,9.86,15.29,100.4,52,271.8
2022-05-24 16:00:00,0.16,0.38,0.07,0.12,0.12,0.19,1.95,3.32,10,15.87,85.1,52,279.7
2022-05-24 16:05:00,0.12,0.39,0.03,0.42,0.42,0.45,1.95,3.33,10,16.05,87.9,52,316.6
2022-05-24 16:10:00,0.06,0.37,0.02,0.18,0.18,0.2,1.95,3.29,10.01,13.18,75.31,52,303.7
2022-05-24 16:15:00,0.07,0.38,0.01,0.16,0.16,0.17,1.95,3.24,10.22,15.6,96,51,292.1
2022-05-24 16:20:00,0.19,0.36,0,0.15,0.15,0.14,1.95,3.19,10.23,12.89,105.5,50,345.8
2022-05-24 16:25:00,0.08,0.35,0,0.38,0.38,0.37,1.95,3.13,10.35,14.04,86.3,50,315.9
2022-05-24 16:30:00,0.07,0.37,0,0.13,0.13,0.08,1.95,3.15,10.4,16.12,104.5,49,302.1
2022-05-24 16:35:00,0,0.36,0,0.27,0.27,0.25,1.94,3.23,10.3,13.48,96.2,49,313.9
2022-05-24 16:40:00,0,0.33,0,0.2,0.2,0.16,1.95,3.33,10.4,11.88,81.7,50,290.4
2022-05-24 16:45:00,0.07,0.37,0.04,0.15,0.15,0.19,1.95,3.41,10.5,15.36,91.3,50,232.6
2022-05-24 16:50:00,0.09,0.38,0.01,0.27,0.27,0.28,1.95,3.39,10.42,11.1,81.8,50,198.5
2022-05-24 16:55:00,0,0.34,0,0.41,0.41,0.41,1.95,3.31,10.55,11.9,79.14,51,182.7
2022-05-24 17:00:00,0,0.4,0,0.41,0.41,0.36,1.95,3.27,10.54,12.66,101.5,50,189
2022-05-24 17:05:00,0.02,0.35,0,0.22,0.22,0.18,1.95,3.22,10.45,12.9,79.87,50,171.7
2022-05-24 17:10:00,0.18,0.38,0,0.25,0.25,0.16,1.94,3.21,10.45,10.19,82.9,50,145.6
2022-05-24 17:15:00,0.01,0.37,0,0.3,0.3,0.27,1.94,3.26,10.4,11.99,94,50,131.1
2022-05-24 17:20:00,0,0.37,0,0.18,0.18,0.12,1.94,3.28,10.4,12.53,95.4,50,127
2022-05-24 17:25:00,0.03,0.37,0,0.27,0.27,0.15,1.94,3.33,10.41,9.97,77.72,50,131.5
2022-05-24 17:30:00,0,0.34,0.01,0.38,0.38,0.39,1.94,3.41,10.5,11.41,67.3,51,138.7
2022-05-24 17:35:00,0.16,0.36,0,0.52,0.52,0.47,1.94,3.48,10.56,10.62,74.89,51,160.8
2022-05-24 17:40:00,0,0.39,0.1,1.44,1.44,1.54,1.96,3.6,10.73,10.03,59.32,52,216
2022-05-24 17:45:00,0.16,0.41,0.49,2.59,2.59,3.08,1.97,3.9,10.8,12.12,51.82,52,237.1
2022-05-24 17:50:00,0.09,0.4,0.72,3.75,3.75,4.47,2,4.36,10.79,12.75,52.96,53,247.9
2022-05-24 17:55:00,0,0.37,0.97,3.57,3.57,4.55,1.99,4.57,10.84,13.03,45.46,52,305.1
2022-05-24 18:00:00,0.03,0.39,0.95,4.28,4.28,5.23,1.99,4.64,10.88,13.76,61.21,51,266.1
2022-05-24 18:05:00,0.13,0.43,1.03,4.54,4.54,5.57,1.98,4.63,11.05,13.47,71.03,50,178.1
2022-05-24 18:10:00,0.13,0.39,1.43,6.45,6.45,7.88,2.01,5.24,10.86,14.64,61.33,51,121.1
2022-05-24 18:15:00,0.06,0.41,1.48,7.36,7.36,8.85,2.03,6.3,10.91,11.92,68.5,52,114.5
2022-05-24 18:20:00,0.12,0.39,1.62,8.56,8.56,10.18,2.08,7.3,10.91,13.36,62.33,52,123
2022-05-24 18:25:00,0.04,0.42,1.94,9.57,9.57,11.51,2.12,8.02,10.77,13.57,64.95,52,115.5
2022-05-24 18:30:00,0,0.43,1.8,9.71,9.71,11.51,2.12,8.52,10.87,10.38,66.74,53,112.3
2022-05-24 18:35:00,0,0.42,1.37,8.89,8.89,10.27,2.1,8.05,10.82,12.24,63.71,52,105.4
2022-05-24 18:40:00,0.1,0.4,1.25,9.32,9.32,10.57,2.08,7.36,10.86,12.46,53.41,53,102.7
2022-05-24 18:45:00,0.11,0.44,2.17,13.33,13.33,15.5,2.21,7.91,10.82,13.76,42.42,54,88.3
2022-05-24 18:50:00,0.11,0.47,1.43,10.89,10.89,12.31,2.19,8.64,10.77,11.79,45.8,54,81.8
2022-05-24 18:55:00,0.14,0.46,1.91,13.36,13.36,15.27,2.21,8.17,10.8,10.16,45.06,54,73.98
2022-05-24 19:00:00,0.25,0.45,1.76,13.92,13.92,15.67,2.24,7.7,10.75,9.75,35.47,54,61.37
2022-05-24 19:05:00,0.23,0.42,1.14,12.36,12.36,13.5,2.17,7.77,10.7,10.83,41.41,54,60.16
2022-05-24 19:10:00,0.18,0.42,1.16,12.63,12.63,13.79,2.2,7.74,10.76,10.93,42.12,56,56.59
2022-05-24 19:15:00,0,0.44,0.66,9.35,9.35,10.01,2.08,7.55,10.71,11.26,35.73,55,50.35
2022-05-24 19:20:00,0,0.45,0.75,10.53,10.53,11.28,2.05,6.78,10.7,13,34.77,55,45.53
2022-05-24 19:25:00,0.11,0.42,0.76,11.5,11.5,12.26,2.05,5.91,10.7,13.16,35.24,55,45.23
2022-05-24 19:30:00,0.2,0.43,0.78,11.64,11.64,12.42,2.06,5.8,10.7,12.32,37.34,54,44.73
2022-05-24 19:35:00,0.02,0.4,0.58,9.41,9.41,9.99,2.06,5.82,10.7,11.11,36.41,55,47.58
2022-05-24 19:40:00,0.13,0.43,0.68,10.2,10.2,10.88,2.09,5.62,10.7,12.57,34.41,54,55.33
2022-05-24 19:45:00,0.32,0.44,0.81,10.81,10.81,11.62,2.1,5.59,10.7,11.8,36.78,54,60.32
2022-05-24 19:50:00,0.2,0.48,0.66,9.88,9.88,10.54,2.09,5.5,10.7,10.47,42.8,55,72.04
2022-05-24 19:55:00,0.41,0.5,0.55,10.45,10.45,11,2.08,5.66,10.7,11.4,39.92,55,49.81
2022-05-24 20:00:00,0.33,0.5,0.57,10.37,10.37,10.94,2.06,5.89,10.62,12.3,41.5,55,40.27
2022-05-24 20:05:00,0.07,0.47,0.66,10.62,10.62,11.29,2.04,6.28,10.57,12.51,41.29,55,32.86
2022-05-24 20:10:00,0.18,0.46,0.57,11.06,11.06,11.63,2.04,6.42,10.5,10.15,38.57,55,26.51
2022-05-24 20:15:00,0.17,0.45,0.58,11.6,11.6,12.18,2.04,6.59,10.48,9.34,28.03,55,20.96
2022-05-24 20:20:00,0.36,0.49,0.57,12.45,12.45,13.02,2.04,6.96,10.46,10.68,34.07,55,18.1
2022-05-24 20:25:00,0.2,0.45,0.45,11.98,11.98,12.43,2.04,6.84,10.32,11.25,37.01,56,14.74
2022-05-24 20:30:00,0.25,0.44,0.37,11.9,11.9,12.27,2.06,6.34,10.2,10.16,30.52,58,11.35
2022-05-24 20:35:00,0.14,0.46,0.33,12.05,12.05,12.38,2.15,6.01,10.12,9.47,21.84,58,8.8
2022-05-24 20:40:00,0.19,0.41,0.26,12.19,12.19,12.44,2.27,6.21,10.1,10.9,23.66,58,7.94
2022-05-24 20:45:00,0.22,0.5,1.14,18.33,18.33,19.46,2.37,6.99,10.07,10.66,29.72,58,6.81
2022-05-24 20:50:00,0,0.5,0.19,12.29,12.29,12.49,2.4,7.73,9.93,11.21,31.06,58,5.47
2022-05-24 20:55:00,0.3,0.47,0.13,10.68,10.68,10.81,2.27,8.44,9.86,12.6,29.5,58,4.53
2022-05-24 21:00:00,0.08,0.45,0.03,8.41,8.41,8.44,2.14,8.76,9.74,12.62,25.28,60,3.73
2022-05-24 21:05:00,0.2,0.42,0,5.09,5.09,5.09,2.05,8,9.54,12.81,24.36,59,2.75
2022-05-24 21:10:00,0,0.44,0,4.27,4.27,4.16,2.02,7.1,9.43,12.28,23.9,61,1.38
2022-05-24 21:15:00,0,0.43,0,3.58,3.58,3.55,1.98,6.36,9.29,13.54,19.61,61,0.78
2022-05-24 21:20:00,0.19,0.45,0,2.72,2.72,2.65,1.97,5.77,9.2,14.37,18.98,61,0.23
2022-05-24 21:25:00,0.06,0.47,0,2.61,2.61,2.49,1.96,5.31,9.19,13.45,18.64,61,0.22
2022-05-24 21:30:00,0.09,0.44,0,2.59,2.59,2.53,1.96,5.13,9.1,13.08,16.61,61,0.06
2022-05-24 21:35:00,0.17,0.46,0,2.52,2.52,2.47,1.97,5.06,9.05,12.78,16.51,61,-0.01
2022-05-24 21:40:00,0.24,0.45,0,2.82,2.82,2.76,1.97,5.09,9,11.75,18.89,62,-0.13
2022-05-24 21:45:00,0.08,0.46,0,3.24,3.24,3.2,1.97,5.3,8.99,10.65,13.31,62,-0.27
2022-05-24 21:50:00,0.15,0.46,0,3.26,3.26,3.2,1.97,5.49,8.9,9.36,16.35,62,-0.35
2022-05-24 21:55:00,0.02,0.48,0,3.38,3.38,3.3,1.97,5.58,8.9,8.36,14.44,63,-0.37
2022-05-24 22:00:00,0.17,0.44,0,3.57,3.57,3.45,1.97,5.64,8.79,7.73,11.77,62,-0.36
2022-05-24 22:05:00,0.07,0.48,0,3.92,3.92,3.81,1.98,5.8,8.73,6.94,17.56,63,-0.3
2022-05-24 22:10:00,0.21,0.46,0,4.02,4.02,3.97,1.98,6.07,8.79,5.61,18.65,64,-0.36
2022-05-24 22:15:00,0.08,0.5,0,4.1,4.1,4.03,1.98,6.14,8.64,5.07,12.5,64,-0.41
2022-05-24 22:20:00,0.09,0.46,0,3.85,3.85,3.8,1.98,6.05,8.55,4.08,347.1,64,-0.18
2022-05-24 22:25:00,0,0.46,0,3.89,3.89,3.85,1.98,6.02,8.32,4.04,342.6,63,0.01
2022-05-24 22:30:00,0.33,0.48,0,4.89,4.89,4.76,2,6.04,8.34,4.67,355,64,-0.29
2022-05-24 22:35:00,0.06,0.42,0,6.08,6.08,6.04,2.03,6.15,8.5,4.54,357.5,64,-0.44
2022-05-24 22:40:00,0.16,0.48,0,5.46,5.46,5.38,2,6.3,8.4,5.36,9.04,63,-0.51
2022-05-24 22:45:00,0.09,0.44,0,5.02,5.02,4.92,2,6.44,8.4,5.35,17.12,63,-0.51
2022-05-24 22:50:00,0.25,0.43,0,6.38,6.38,6.26,2.01,6.57,8.34,5.16,40.01,65,-0.26
2022-05-24 22:55:00,0,0.48,0,7.85,7.85,7.74,2.03,6.64,8.15,5.16,26.56,65,-0.32
2022-05-24 23:00:00,0.02,0.5,0,7.76,7.76,7.71,2.04,6.73,8.1,4.94,13.28,66,-0.45
2022-05-24 23:05:00,0.03,0.46,0,7.75,7.75,7.7,2.05,6.86,8.27,6.02,24.93,66,-0.47
2022-05-24 23:10:00,0,0.47,0,7.67,7.67,7.63,2.07,6.98,8.25,5.66,36.01,65,-0.4
2022-05-24 23:15:00,0,0.44,0,7.69,7.69,7.63,2.07,7.01,8.19,5.71,45.36,66,-0.29
2022-05-24 23:20:00,0.09,0.45,0.04,7.84,7.84,7.88,2.07,6.99,8.08,5.19,64.06,66,-0.1
2022-05-24 23:25:00,0,0.45,0.04,8.89,8.89,8.92,2.09,7.06,8,4.24,51.97,65,0
2022-05-24 23:30:00,0.09,0.46,0.04,9.54,9.54,9.58,2.09,7.13,8,3.84,300.9,67,-0.07
2022-05-24 23:35:00,0,0.46,0,7.42,7.42,7.41,2.08,7.01,7.81,4.69,337,67,0
2022-05-24 23:40:00,0.06,0.42,0,7.96,7.96,7.96,2.1,7.12,7.73,5.25,5.78,69,-0.1
2022-05-24 23:45:00,0.01,0.42,0,8.56,8.56,8.56,2.1,7.26,8.33,6.13,25.27,66,-0.55
2022-05-24 23:50:00,0,0.45,0,8.34,8.34,8.29,2.11,7.61,8.41,5.99,24.85,66,-0.51
2022-05-24 23:55:00,0,0.48,0.16,9.05,9.05,9.21,2.11,7.82,8.23,4.91,30.07,69,-0.31
2022-05-25 00:00:00,0.02,0.49,1.73,13.82,13.82,15.56,2.11,7.7,7.76,6.06,44.69,69,0.15
2022-05-25 00:05:00,0,0.43,Z/S,Z/S,Z/S,Z/S,2.12,7.57,7.4,4.92,37.37,69,-0.23
2022-05-25 00:10:00,0.07,0.48,Z/S,Z/S,Z/S,Z/S,2.11,7.57,7.32,3.9,348.3,70,-0.03
2022-05-25 00:15:00,0.06,0.44,Z/S,Z/S,Z/S,Z/S,2.09,7.55,6.79,5.47,336.1,70,0.23
2022-05-25 00:20:00,0.07,0.43,Z/S,Z/S,Z/S,Z/S,2.06,7.3,6.43,5.31,349.1,71,0.03
2022-05-25 00:25:00,0.07,0.42,Z/S,Z/S,Z/S,Z/S,2.06,6.75,6.43,4.25,353,70,-0.08
2022-05-25 00:30:00,0.15,0.41,Z/S,Z/S,Z/S,Z/S,2.04,6.43,6.59,3.88,16.31,70,-0.42
2022-05-25 00:35:00,0.15,0.42,Z/S,Z/S,Z/S,Z/S,2.05,6.41,6.91,4.36,64.18,72,-0.55
2022-05-25 00:40:00,0.06,0.43,Z/S,Z/S,Z/S,Z/S,2.03,6.47,6.84,5.52,74.62,71,-0.55
2022-05-25 00:45:00,0.06,0.42,Z/S,Z/S,Z/S,Z/S,2.02,6.24,6.9,3.15,359.5,71,-0.42
2022-05-25 00:50:00,0,0.44,Z/S,Z/S,Z/S,Z/S,2.03,6.2,6.71,4.78,13.7,72,-0.5
2022-05-25 00:55:00,0,0.37,Z/S,Z/S,Z/S,Z/S,1.99,5.95,7.23,5.85,52.96,70,-0.54
2022-05-25 01:00:00,0.02,0.43,0,2.71,2.71,2.69,1.98,5.25,7.44,7.39,66.4,66,-0.5
2022-05-25 01:05:00,0.16,0.41,0,1.81,1.81,1.76,1.99,4.87,7.62,6.24,69.22,64,-0.52
2022-05-25 01:10:00,0.18,0.39,0.03,1.75,1.75,1.77,1.99,4.72,7.77,5.73,65.13,63,-0.51
2022-05-25 01:15:00,0.26,0.4,0.03,1.82,1.82,1.85,1.99,4.64,7.74,7.13,69.67,64,-0.5
2022-05-25 01:20:00,0.14,0.38,0,1.95,1.95,1.9,1.99,4.68,7.67,8.13,70.72,65,-0.51
2022-05-25 01:25:00,0.23,0.37,0.05,1.58,1.58,1.62,1.99,4.78,7.75,8.06,79.21,63,-0.47
2022-05-25 01:30:00,0.07,0.39,0,1.25,1.25,1.22,1.98,4.73,7.83,7.45,94,62,-0.28
2022-05-25 01:35:00,0.06,0.34,0,1.22,1.22,1.13,1.98,4.6,7.84,7.13,89.4,62,-0.06
2022-05-25 01:40:00,0.11,0.39,0,1.1,1.1,1.09,1.97,4.49,7.8,7.16,83.6,62,0.01
2022-05-25 01:45:00,0,0.38,0,1.33,1.33,1.28,1.97,4.44,7.65,7.48,85.9,63,-0.01
2022-05-25 01:50:00,0,0.39,0,1.27,1.27,1.26,1.98,4.42,7.44,7.73,82,64,0.05
2022-05-25 01:55:00,0.11,0.38,0,1.45,1.45,1.33,1.98,4.51,7.42,7.33,90.9,64,0.03
2022-05-25 02:00:00,0.11,0.38,0,1.39,1.39,1.29,Z/S,4.61,7.45,6.19,94,64,-0.01
2022-05-25 02:05:00,Z/S,0.39,0,1.43,1.43,1.44,Z/S,4.73,7.4,6.36,91.4,64,0
2022-05-25 02:10:00,Z/S,0.36,0,1.36,1.36,1.27,Z/S,4.81,7.3,7.71,97.3,65,-0.02
2022-05-25 02:15:00,Z/S,0.38,0.04,2.2,2.2,2.23,Z/S,4.82,7.27,7.33,97.2,65,-0.1
2022-05-25 02:20:00,Z/S,0.38,0.4,4.74,4.74,5.14,Z/S,4.86,7.13,7.82,93.3,66,-0.03
2022-05-25 02:25:00,Z/S,0.39,0,2.42,2.42,2.41,Z/S,5.34,7.02,8.4,94,67,-0.18
2022-05-25 02:30:00,Z/S,0.4,0,1.34,1.34,1.32,Z/S,5.74,7,8.13,98.5,67,-0.36
2022-05-25 02:35:00,Z/S,0.4,0,1.05,1.05,0.95,Z/S,5.51,7,7.19,92,67,-0.28
2022-05-25 02:40:00,Z/S,0.38,0,0.9,0.9,0.8,Z/S,4.92,7,6.76,83.7,67,-0.12
2022-05-25 02:45:00,Z/S,0.39,0,0.79,0.79,0.68,Z/S,4.78,6.92,7.38,82.4,68,-0.09
2022-05-25 02:50:00,Z/S,0.36,0,0.74,0.74,0.7,Z/S,4.72,6.9,6.51,91.2,68,-0.18
2022-05-25 02:55:00,Z/S,0.4,0,0.76,0.76,0.7,Z/S,4.69,6.9,6.81,97.1,68,-0.04
2022-05-25 03:00:00,Z/S,Z/S,0,0.71,0.71,0.6,Z/S,4.75,6.9,5.85,89,68,0
2022-05-25 03:05:00,0.12,Z/S,0,0.86,0.86,0.8,1.97,4.92,6.82,5.51,90.6,68,0.03
2022-05-25 03:10:00,0,Z/S,0,0.86,0.86,0.78,1.97,5.04,6.89,5.53,87.6,67,0.05
2022-05-25 03:15:00,0.03,Z/S,0,1.03,1.03,1,1.97,5.25,6.76,5.97,76.43,69,0.16
2022-05-25 03:20:00,0.01,Z/S,0,1.05,1.05,1.01,1.97,5.42,6.64,6.47,66.45,71,0.28
2022-05-25 03:25:00,0.14,Z/S,0,1.11,1.11,1.03,1.98,5.53,6.55,5.86,66.14,71,0.26
2022-05-25 03:30:00,0,Z/S,0,1.01,1.01,1,2,5.7,6.54,5.59,66.71,71,0.42
2022-05-25 03:35:00,0,Z/S,0,1.07,1.07,1.07,1.99,5.83,6.4,5.23,65.4,71,1.01
2022-05-25 03:40:00,0,Z/S,0,1.28,1.28,1.22,1.99,6.02,6.4,4.54,56.47,72,1.47
2022-05-25 03:45:00,0,Z/S,0,1.17,1.17,1.09,1.98,6.24,6.4,4.14,32.02,74,2.55
2022-05-25 03:50:00,0.2,Z/S,0,1.29,1.29,1.22,1.98,6.27,6.32,3.25,346.1,74,3.92
2022-05-25 03:55:00,0.09,Z/S,0,1.29,1.29,1.25,1.98,6.04,5.89,3.05,338,74,5.74
2022-05-25 04:00:00,0.04,Z/S,0.01,1.63,1.63,1.64,1.99,6.07,5.82,3.06,34.62,76,6.93
2022-05-25 04:05:00,0.02,0.37,0,1.63,1.63,1.63,1.99,6.52,6.13,3.01,37.88,76,7.3
2022-05-25 04:10:00,0.03,0.35,0,1.57,1.57,1.51,1.99,6.78,6.34,3.09,18.99,75,8.7
2022-05-25 04:15:00,0,0.37,0,1.58,1.58,1.56,1.99,6.87,6.4,2.29,51.42,75,10.19
2022-05-25 04:20:00,0.07,0.42,0.01,1.55,1.55,1.56,1.99,6.98,6.28,2.41,70.95,74,11.47
2022-05-25 04:25:00,0.05,0.5,0,1.59,1.59,1.56,1.99,7,6.1,2.02,89.9,74,13.01
2022-05-25 04:30:00,0.01,0.39,0.09,1.86,1.86,1.94,1.99,7.05,6,2.24,87.9,74,13.44
2022-05-25 04:35:00,0.02,0.39,0.01,2.29,2.29,2.3,1.99,7.27,6.09,1.94,74.3,73,13.4
2022-05-25 04:40:00,0.05,0.38,0.05,2.39,2.39,2.44,2,7.48,6.1,2.34,71.94,73,13.69
2022-05-25 04:45:00,0.03,0.37,0.08,2.76,2.76,2.84,1.99,7.48,6.15,2.79,78.3,74,14.58
2022-05-25 04:50:00,0,0.37,0.14,2.86,2.86,3,1.99,7.64,6.07,2.42,87.2,73,16.17
2022-05-25 04:55:00,0,0.45,0.08,1.71,1.71,1.79,1.99,7.74,6,1.69,76.06,74,18.84
2022-05-25 05:00:00,0,0.46,0.09,1.66,1.66,1.74,1.99,7.46,5.93,2.55,109.5,75,23.59
2022-05-25 05:05:00,0.1,0.41,0.14,2.4,2.4,2.54,2.02,7.14,5.84,3.32,102.3,75,30.01
2022-05-25 05:10:00,0.18,0.39,0.32,3.42,3.42,3.74,2.02,7.01,5.9,3.88,115.8,77,35.53
2022-05-25 05:15:00,0,0.39,0.86,5.95,5.95,6.81,2.02,7.1,6,3.97,129.4,75,40.18
2022-05-25 05:20:00,0,0.4,1.61,7.5,7.5,9.1,2.11,7.46,5.75,3.39,120.5,76,44.26
