Wood Buffalo Environmental Association - Continuous Ambient Air Quality Monitoring Program
For authorized use only
AMS30, L1, 5Mn
Exported On:,2022/08/24,11:07
Date Range:,2022/5/23,0:00,to,2022/8/23,23:00

Date/Time, SO2 (ppb), TRS (ppb), NO (ppb), NO2 (ppb), NO2 (ppb), NOX (ppb), THC (ppm), PM2.5 (ug/m3), Temp @ 2m (deg. C), Wind Speed @ 10m (km/h), Wind Dir. @ 10m (deg.), Relative Humidity (%), GR W/m2
2022-05-27 04:50:00,Z/S,0.43,Cal,Cal,Cal,Cal,Z/S,8.64,3.6,4.83,175.4,94,77.46
2022-05-27 04:55:00,Z/S,0.47,Cal,Cal,Cal,Cal,Z/S,8.58,3.59,5.98,173.9,93,42.02
2022-05-27 05:00:00,Z/S,Z/S,Cal,Cal,Cal,Cal,Z/S,8.52,4.12,6.9,191.3,93,64.48
2022-05-27 05:05:00,0.06,Z/S,Cal,Cal,Cal,Cal,1.98,8.16,4.77,6.46,200.8,94,139.6
2022-05-27 05:10:00,0,Z/S,Cal,Cal,Cal,Cal,1.97,7.85,5.33,5.77,205.6,95,144.5
2022-05-27 05:15:00,0,Z/S,Cal,Cal,Cal,Cal,1.97,7.68,5.52,7.33,202.2,94,91.8
2022-05-27 05:20:00,0.02,Z/S,Cal,Cal,Cal,Cal,1.97,7.63,5.69,7.83,194.9,94,58.98
2022-05-27 05:25:00,0,Z/S,Cal,Cal,Cal,Cal,1.97,7.65,5.7,8,202.2,93,49.78
2022-05-27 05:30:00,0,Z/S,Cal,Cal,Cal,Cal,1.97,7.63,5.61,8.1,213.1,93,48.23
2022-05-27 05:35:00,0.05,Z/S,Cal,Cal,Cal,Cal,1.98,7.44,5.6,7.39,212.1,92,50.84
2022-05-27 05:40:00,0.02,Z/S,Cal,Cal,Cal,Cal,1.98,7.28,5.69,4.72,210.2,92,51.86
2022-05-27 05:45:00,0.04,Z/S,Cal,Cal,Cal,Cal,1.97,7.19,5.81,4.87,207,92,54.12
2022-05-27 05:50:00,0.1,Z/S,Cal,Cal,Cal,Cal,1.97,7.13,5.9,4.13,190.9,92,60.38
2022-05-27 05:55:00,0,Z/S,Cal,Cal,Cal,Cal,1.97,7.01,5.9,4.47,189.5,92,71.38
2022-05-27 06:00:00,0,Z/S,Cal,Cal,Cal,Cal,1.97,6.96,6.01,4.93,193.3,92,75.32
2022-05-27 06:05:00,0.07,0.51,Cal,Cal,Cal,Cal,1.97,6.85,6.1,4.91,173.5,92,63.35
2022-05-27 06:10:00,0,0.5,Cal,Cal,Cal,Cal,1.97,6.85,6.2,6.14,163.8,92,56.05
2022-05-27 06:15:00,0.15,0.47,Cal,Cal,Cal,Cal,1.98,7.14,6.32,4.56,190.3,92,70.07
2022-05-27 06:20:00,0.16,0.5,Cal,Cal,Cal,Cal,1.99,7.51,6.44,3.72,203.8,92,89.8
2022-05-27 06:25:00,0.07,0.47,Cal,Cal,Cal,Cal,2,7.82,6.62,1.8,170.5,92,109.1
2022-05-27 06:30:00,0.08,0.52,Cal,Cal,Cal,Cal,2.02,8.37,6.88,1.1,210.2,91,121.6
2022-05-27 06:35:00,0.21,0.55,Cal,Cal,Cal,Cal,2.1,9.3,7.1,2.61,149.9,90,120.3
2022-05-27 06:40:00,0.28,0.56,Cal,Cal,Cal,Cal,2.14,10.18,7.17,4.03,151.2,90,113.4
2022-05-27 06:45:00,0.19,0.54,Cal,Cal,Cal,Cal,2.2,10.83,7.36,4.72,171.7,91,99.8
2022-05-27 06:50:00,0.43,0.63,Cal,Cal,Cal,Cal,2.23,11.5,7.48,4.3,154.1,90,104.9
2022-05-27 06:55:00,0.31,0.61,Cal,Cal,Cal,Cal,2.2,12.09,7.6,4.06,139.8,90,112.4
2022-05-27 07:00:00,0.49,0.7,Cal,Cal,Cal,Cal,2.28,13.13,7.73,4.54,150.9,90,115.2
2022-05-27 07:05:00,0.49,0.75,Cal,Cal,Cal,Cal,2.31,14.56,7.86,5.75,141.8,90,114
2022-05-27 07:10:00,0.44,0.81,Cal,Cal,Cal,Cal,2.33,15.94,8.03,5.71,154.2,90,126.4
2022-05-27 07:15:00,0.49,0.87,Cal,Cal,Cal,Cal,2.33,16.83,8.24,3.9,177.2,89,327.4
2022-05-27 07:20:00,0.49,0.83,Cal,Cal,Cal,Cal,2.36,16.81,8.67,5.1,188.2,87,379.8
2022-05-27 07:25:00,1.61,1.02,Cal,Cal,Cal,Cal,2.42,17.11,8.99,7.03,155.6,85,422.2
2022-05-27 07:30:00,3.36,1.17,Cal,Cal,Cal,Cal,2.48,18.32,9.46,8.71,148.3,84,396.4
2022-05-27 07:35:00,3.87,1.26,Cal,Cal,Cal,Cal,2.48,19.22,10.02,8.75,146.6,81,451.6
2022-05-27 07:40:00,3.57,1.2,Cal,Cal,Cal,Cal,2.47,18.88,10.25,11.04,148.6,79,310.3
2022-05-27 07:45:00,3.02,1.15,Cal,Cal,Cal,Cal,2.45,18.02,10.29,8.8,148.3,79,173.6
2022-05-27 07:50:00,2.34,1.09,Cal,Cal,Cal,Cal,2.42,17.19,10.4,9.11,150.7,78,204.4
2022-05-27 07:55:00,1.79,1,Cal,Cal,Cal,Cal,2.4,16.45,10.49,8.24,158.8,78,231
2022-05-27 08:00:00,2.4,0.95,Cal,Cal,Cal,Cal,2.4,16.45,10.88,6.72,189.5,76,481.4
2022-05-27 08:05:00,4.47,1.01,Cal,Cal,Cal,Cal,2.38,18.15,11.16,6.1,186.8,75,492.9
2022-05-27 08:10:00,8.83,0.99,Cal,Cal,Cal,Cal,2.37,21.64,11.53,6.69,167.8,73,498
2022-05-27 08:15:00,11.21,1.02,Cal,Cal,Cal,Cal,2.35,24.16,12,5.19,138,72,511.5
2022-05-27 08:20:00,7.98,0.96,Cal,Cal,Cal,Cal,2.37,23.81,12.63,4.48,108.1,70,525.6
2022-05-27 08:25:00,11.81,0.95,Cal,Cal,Cal,Cal,2.33,22.32,13.11,8.57,150.1,67,535.9
2022-05-27 08:30:00,11.46,0.98,Cal,Cal,Cal,Cal,2.29,20.9,12.84,8.01,167.5,67,546.2
2022-05-27 08:35:00,10.58,0.97,Cal,Cal,Cal,Cal,2.3,19.72,13.25,6.56,174.1,66,562.4
2022-05-27 08:40:00,11.35,0.93,Cal,Cal,Cal,Cal,2.28,19.45,13.87,5.16,169.8,64,577.5
2022-05-27 08:45:00,10.07,0.91,Cal,Cal,Cal,Cal,2.27,18.9,14.13,6.35,173,62,590.9
2022-05-27 08:50:00,10.01,0.83,Cal,Cal,Cal,Cal,2.27,18.13,14.36,8.96,135.8,62,604
2022-05-27 08:55:00,9.9,0.85,Cal,Cal,Cal,Cal,2.28,17.6,14.4,8.52,169.4,61,614.7
2022-05-27 09:00:00,10.52,0.87,Cal,Cal,Cal,Cal,2.28,17.26,14.7,7.09,129.9,60,622.6
2022-05-27 09:05:00,8.4,0.84,Cal,Cal,Cal,Cal,2.27,16.69,15.29,6.9,131.9,58,629.9
2022-05-27 09:10:00,6.14,0.84,Cal,Cal,Cal,Cal,2.29,16.22,15.44,9.12,116.1,58,637.8
2022-05-27 09:15:00,5.56,0.82,Cal,Cal,Cal,Cal,2.28,15.74,15.75,8.59,119.2,56,646.6
2022-05-27 09:20:00,3.87,0.74,Cal,Cal,Cal,Cal,2.24,14.88,15.63,5.81,183.8,55,557.1
2022-05-27 09:25:00,3.69,0.78,Cal,Cal,Cal,Cal,2.27,14.16,16.25,6.17,141.6,55,554.1
2022-05-27 09:30:00,3.22,0.75,Cal,Cal,Cal,Cal,2.26,14,16.35,7.65,115.6,53,344.2
2022-05-27 09:35:00,2.83,0.73,Cal,Cal,Cal,Cal,2.26,14.02,16.35,9.74,148.5,53,416.5
2022-05-27 09:40:00,2.96,0.78,Cal,Cal,Cal,Cal,2.29,14.19,16.17,8.56,167.2,54,300.8
2022-05-27 09:45:00,2.8,0.8,Cal,Cal,Cal,Cal,2.29,14.58,16.56,3.63,111.8,53,286.1
2022-05-27 09:50:00,2.79,0.79,Cal,Cal,Cal,Cal,2.25,14.3,16.95,9.55,139.4,52,260.1
2022-05-27 09:55:00,2.62,0.77,Cal,Cal,Cal,Cal,2.23,13.32,17.14,7.76,97.3,50,235.4
2022-05-27 10:00:00,2.56,0.73,Cal,Cal,Cal,Cal,2.19,12.54,17.29,8.19,144,49,522.9
2022-05-27 10:05:00,1.89,0.63,Cal,Cal,Cal,Cal,2.12,11.54,17.39,7.92,156.1,48,686.6
2022-05-27 10:10:00,1.67,0.63,Cal,Cal,Cal,Cal,2.09,10.59,17.75,7.63,242.4,47,361.1
2022-05-27 10:15:00,1.48,0.59,Cal,Cal,Cal,Cal,2.06,10.18,17.87,6.47,193.2,46,681.6
2022-05-27 10:20:00,1.14,0.57,Cal,Cal,Cal,Cal,2.03,9.97,17.97,5.49,204.8,46,748.2
2022-05-27 10:25:00,0.59,0.51,Cal,Cal,Cal,Cal,1.96,9.15,18.37,5.78,214.9,42,746.7
2022-05-27 10:30:00,0.48,0.52,Cal,Cal,Cal,Cal,1.96,8.06,18.65,6.72,197.5,41,762.1
2022-05-27 10:35:00,0.35,0.5,Cal,Cal,Cal,Cal,1.97,7.74,18.73,9.64,169.5,41,774.4
2022-05-27 10:40:00,0.25,0.49,Cal,Cal,Cal,Cal,1.96,7.64,18.77,8.25,174.9,40,778.8
2022-05-27 10:45:00,0.4,0.52,Cal,Cal,Cal,Cal,1.97,7.63,18.94,6.63,215.4,40,781.4
2022-05-27 10:50:00,0.21,0.49,Cal,Cal,Cal,Cal,1.97,7.72,19.5,4.43,3.49,39,789.7
2022-05-27 10:55:00,0.31,0.49,Cal,Cal,Cal,Cal,1.97,7.69,19.6,9.57,160.5,39,804
2022-05-27 11:00:00,0.05,0.47,Cal,Cal,Cal,Cal,1.96,7.39,19.73,10.18,204.6,37,809
2022-05-27 11:05:00,0.05,0.45,Cal,Cal,Cal,Cal,1.96,7.14,19.35,4.15,309.9,37,812
2022-05-27 11:10:00,0.16,0.51,Cal,Cal,Cal,Cal,1.96,7.04,19.84,6.52,58.3,37,816
2022-05-27 11:15:00,0.11,0.47,Cal,Cal,Cal,Cal,1.95,6.85,19.75,5.41,26.46,36,819
2022-05-27 11:20:00,0.16,0.44,Cal,Cal,Cal,Cal,1.95,6.57,19.86,7.66,131.3,38,827
2022-05-27 11:25:00,0.23,0.45,Cal,Cal,Cal,Cal,1.95,6.66,20.21,6.21,126.6,35,837
2022-05-27 11:30:00,0.14,0.45,Cal,Cal,Cal,Cal,1.96,6.85,20.41,5.09,347.5,35,836
2022-05-27 11:35:00,0.17,0.43,Cal,Cal,Cal,Cal,1.96,6.97,21.04,5.2,216.6,35,842
2022-05-27 11:40:00,0.11,0.46,Cal,Cal,Cal,Cal,1.95,7.16,21.05,6.4,193.4,33,860
2022-05-27 11:45:00,0.09,0.43,Cal,Cal,Cal,Cal,1.95,7.2,20.56,8.97,225.9,33,899
2022-05-27 11:50:00,0.12,0.48,Cal,Cal,Cal,Cal,1.95,7.06,20.93,4.51,269.4,33,930
2022-05-27 11:55:00,0.05,0.42,Cal,Cal,Cal,Cal,1.94,6.94,21.6,5.43,298.3,32,952
2022-05-27 12:00:00,0.17,0.47,Cal,Cal,Cal,Cal,1.95,6.95,21.42,10.01,176.7,31,963
2022-05-27 12:05:00,0.2,0.4,Cal,Cal,Cal,Cal,1.93,6.59,21.04,9.58,208,30,887
2022-05-27 12:10:00,0.08,0.44,Cal,Cal,Cal,Cal,1.94,6.2,21.19,15.59,203.4,31,981
2022-05-27 12:15:00,0.07,0.45,Cal,Cal,Cal,Cal,1.94,6.48,20.89,10.13,204,31,786.7
2022-05-27 12:20:00,0.09,0.47,Cal,Cal,Cal,Cal,1.94,6.94,20.6,5.4,247.3,31,326.5
2022-05-27 12:25:00,0.04,0.45,Cal,Cal,Cal,Cal,1.94,7.15,20.48,9.4,213.5,31,526.2
2022-05-27 12:30:00,0.11,0.44,Cal,Cal,Cal,Cal,1.94,7.44,20.88,9.14,252,32,850
2022-05-27 12:35:00,0.08,0.44,Cal,Cal,Cal,Cal,1.94,7.72,21.63,8.27,282.9,30,890
2022-05-27 12:40:00,0.09,0.45,Cal,Cal,Cal,Cal,1.94,7.77,21.83,4.42,38.23,30,915
2022-05-27 12:45:00,0.2,0.45,Cal,Cal,Cal,Cal,1.94,7.81,22.1,8.81,237.7,29,906
2022-05-27 12:50:00,0.11,0.4,Cal,Cal,Cal,Cal,1.94,8.19,22.02,10.21,219.4,29,867
2022-05-27 12:55:00,0.17,0.46,Cal,Cal,Cal,Cal,1.95,8.73,22.28,7.23,149.3,29,953
2022-05-27 13:00:00,0.28,0.48,Cal,Cal,Cal,Cal,1.95,9.54,21.83,11.04,135,30,970
2022-05-27 13:05:00,0.21,0.46,Cal,Cal,Cal,Cal,1.97,10.38,22.12,11.34,132,30,607.1
2022-05-27 13:10:00,0.26,0.43,Cal,Cal,Cal,Cal,1.97,10.78,21.12,10.26,141.7,31,272.6
2022-05-27 13:15:00,0.26,0.48,Cal,Cal,Cal,Cal,1.95,10.65,20.98,7.64,100.2,31,306.7
2022-05-27 13:20:00,0.32,0.45,Cal,Cal,Cal,Cal,1.96,10.95,21.06,7.37,95.2,31,401.1
2022-05-27 13:25:00,0.6,0.43,0.65,2.89,2.89,3.54,1.95,11.45,21.28,9.3,153.3,31,884
2022-05-27 13:30:00,0.7,0.47,0.64,2.49,2.49,3.13,1.94,11.51,21.7,9.49,141.9,30,1035
2022-05-27 13:35:00,0.89,0.43,0.55,2.31,2.31,2.86,1.94,10.95,21.79,12.12,154.1,29,981
2022-05-27 13:40:00,0.89,0.41,0.45,2.24,2.24,2.68,1.94,10.31,21.84,7.29,141.5,29,639
2022-05-27 13:45:00,0.97,0.48,0.32,2.28,2.28,2.59,1.94,10.18,21.99,4.83,20.03,29,370.8
2022-05-27 13:50:00,1.11,0.44,0.27,2.08,2.08,2.34,1.93,10.06,21.98,7.42,107.2,29,375.9
2022-05-27 13:55:00,0.96,0.42,0.13,1.8,1.8,1.93,1.93,9.47,22.01,11.03,105.5,28,378.7
2022-05-27 14:00:00,0.67,0.41,0.25,1.66,1.66,1.91,1.93,9.17,22.09,9.77,95,28,414.4
2022-05-27 14:05:00,0.89,0.42,0.13,1.62,1.62,1.75,1.92,9.15,21.81,11.19,71.19,29,299.7
2022-05-27 14:10:00,1.05,0.39,0.04,1.67,1.67,1.72,1.93,8.95,21.57,11.97,55.29,30,275.5
2022-05-27 14:15:00,0.97,0.4,0.1,1.35,1.35,1.46,1.93,8.8,21.45,11.49,48.73,30,225.9
2022-05-27 14:20:00,1.15,0.42,0.05,1.43,1.43,1.48,1.92,8.81,21.26,13.89,33.19,31,188.7
2022-05-27 14:25:00,0.68,0.45,0.07,1.52,1.52,1.59,1.93,8.44,20.37,21.61,12.3,33,177.3
2022-05-27 14:30:00,0.34,0.45,0.09,1.46,1.46,1.55,1.93,7.51,19.83,21.5,6.27,35,197.8
2022-05-27 14:35:00,0.37,0.45,0.14,1.6,1.6,1.75,1.93,6.7,19.85,17.76,8.27,36,533
2022-05-27 14:40:00,0.36,0.45,0.21,1.27,1.27,1.48,1.92,6.61,20.02,19.87,21.83,36,906
2022-05-27 14:45:00,0.26,0.44,0.15,1.45,1.45,1.59,1.92,6.55,19.76,23.95,24.75,36,320.1
2022-05-27 14:50:00,0.49,0.43,0.07,1.38,1.38,1.45,1.92,6.47,19.57,23.59,24.2,38,211.2
2022-05-27 14:55:00,0.5,0.4,0.08,1.5,1.5,1.58,1.92,6.62,19.49,23.14,24.5,37,193.1
2022-05-27 15:00:00,0.56,0.5,0.04,1.75,1.75,1.79,1.93,7.15,19.5,21.49,21.69,37,175.1
2022-05-27 15:05:00,0.65,0.49,0.05,1.96,1.96,2.01,1.93,7.7,19.5,18.47,22.72,37,160.2
2022-05-27 15:10:00,0.84,0.45,0.13,2.13,2.13,2.26,1.94,7.97,19.62,15.8,24.17,37,134.6
2022-05-27 15:15:00,1.03,0.44,0.15,2.55,2.55,2.7,1.94,8.36,19.61,14.05,35.6,39,108.4
2022-05-27 15:20:00,1.04,0.48,0.15,2.73,2.73,2.88,1.94,9.16,19.78,14.76,41.69,37,95.5
2022-05-27 15:25:00,1.09,0.49,0.07,2.94,2.94,3.01,1.95,9.61,19.81,16.31,33.91,36,96.8
2022-05-27 15:30:00,1.18,0.48,0.1,2.88,2.88,2.98,1.94,9.64,19.9,15.4,23.56,36,104.1
2022-05-27 15:35:00,1.14,0.42,0.15,2.99,2.99,3.13,1.95,9.85,19.9,14.73,23.74,36,105.6
2022-05-27 15:40:00,1.08,0.45,0.11,3.08,3.08,3.2,1.96,10.26,19.78,12.22,30.88,38,97.6
2022-05-27 15:45:00,1.1,0.48,0.15,3.44,3.44,3.58,1.98,10.49,19.81,11.63,25.92,37,93.6
2022-05-27 15:50:00,1.23,0.48,0.15,3.59,3.59,3.74,1.99,10.93,19.84,16.28,16.28,37,103
2022-05-27 15:55:00,0.96,0.44,0.21,3.68,3.68,3.89,2,11.58,19.83,16.38,17.92,37,135.6
2022-05-27 16:00:00,0.94,0.48,0.26,3.54,3.54,3.79,2,11.92,19.82,14.26,29.81,37,194
2022-05-27 16:05:00,1.13,0.48,0.25,3.52,3.52,3.77,1.99,11.78,19.87,14.25,35.81,36,230.5
2022-05-27 16:10:00,0.87,0.46,0.38,3.59,3.59,3.97,1.98,11.7,19.99,13.36,31.77,37,273
2022-05-27 16:15:00,0.99,0.49,0.48,3.79,3.79,4.27,2.01,12.17,20.03,14.23,23.92,37,295.6
2022-05-27 16:20:00,0.76,0.46,0.52,4.33,4.33,4.84,2,12.46,20.04,13.68,20.63,38,301.6
2022-05-27 16:25:00,0.92,0.46,0.75,5.57,5.57,6.32,2.04,12.86,20.16,16.86,28.37,37,306.1
2022-05-27 16:30:00,1.04,0.47,0.86,6.34,6.34,7.19,2.07,13.42,20.23,18.09,29.58,35,298.6
2022-05-27 16:35:00,0.96,0.47,0.99,6.9,6.9,7.88,2.11,13.71,20.3,16.93,29.07,35,283.1
2022-05-27 16:40:00,1.22,0.47,0.75,5.55,5.55,6.3,2.06,13.78,20.49,15.18,47.93,34,265.6
2022-05-27 16:45:00,1.28,0.47,0.64,5.55,5.55,6.19,2.04,13.73,20.55,14.62,41.56,34,272.5
2022-05-27 16:50:00,1.4,0.47,0.64,5.38,5.38,6.02,2.03,13.38,20.5,14.15,34.29,35,262.8
2022-05-27 16:55:00,1.31,0.47,0.61,5.95,5.95,6.57,2.05,12.94,20.56,13.04,54.93,35,223.2
2022-05-27 17:00:00,1.63,0.48,0.51,5.59,5.59,6.09,2.06,13.01,20.69,12.49,40.47,33,183.6
2022-05-27 17:05:00,1.56,0.44,0.47,5.79,5.79,6.26,2.06,13.31,20.69,10.12,57.01,34,128.4
2022-05-27 17:10:00,1.57,0.49,0.34,5.83,5.83,6.17,2.1,13.26,20.83,10.29,77.84,32,93.4
2022-05-27 17:15:00,1.66,0.51,0.33,6.4,6.4,6.72,2.12,13.55,20.85,9.3,61.35,33,79.39
2022-05-27 17:20:00,1.63,0.54,0.34,6.75,6.75,7.09,2.11,13.84,20.77,9.58,86.2,32,93.7
2022-05-27 17:25:00,1.99,0.49,0.53,8.99,8.99,9.53,2.13,13.61,20.8,8.63,88.8,31,102.5
2022-05-27 17:30:00,1.82,0.51,0.46,8.9,8.9,9.35,2.14,13.31,20.8,6.21,85.3,32,97.3
2022-05-27 17:35:00,1.72,0.52,0.54,10.2,10.2,10.74,2.14,13.6,20.74,10.17,102.9,31,81.3
2022-05-27 17:40:00,1.64,0.52,0.56,11.51,11.51,12.07,2.13,14.44,20.7,8.09,111.5,30,61.56
2022-05-27 17:45:00,1.49,0.48,0.49,11.99,11.99,12.48,2.12,15.18,20.64,4.42,94.4,31,45.18
2022-05-27 17:50:00,1.56,0.5,0.35,11.65,11.65,12,2.11,15.93,20.54,5.03,89.4,31,39.87
2022-05-27 17:55:00,1.54,0.51,0.36,11.6,11.6,11.96,2.1,16.4,20.44,7.38,78,31,37.72
2022-05-27 18:00:00,1.53,0.47,0.38,11.11,11.11,11.5,2.11,16.71,20.33,8.15,81.1,32,39.97
2022-05-27 18:05:00,1.15,0.47,0.29,8.52,8.52,8.81,2.13,16.27,20.12,9.81,71.74,33,46.44
2022-05-27 18:10:00,1.13,0.52,0.18,6.33,6.33,6.51,2.12,14.76,19.91,13.77,56.19,34,53.95
2022-05-27 18:15:00,0.76,0.46,0.31,8.3,8.3,8.61,2.09,14.08,19.74,19.93,54.81,34,61.85
2022-05-27 18:20:00,0.67,0.48,0.39,8.49,8.49,8.89,2.07,14.7,19.72,17.78,55.02,34,68.94
2022-05-27 18:25:00,0.59,0.47,0.38,8.68,8.68,9.06,2.12,15.1,19.65,16.57,51.42,35,77.24
2022-05-27 18:30:00,0.45,0.51,0.38,8.4,8.4,8.78,2.14,15.21,19.58,15.54,54.17,36,82.4
2022-05-27 18:35:00,0.4,0.55,0.56,9.76,9.76,10.32,2.07,14.38,19.56,14.9,57.2,35,80.6
2022-05-27 18:40:00,0.46,0.48,0.83,11.86,11.86,12.69,2,12.85,19.52,16.42,57.73,37,71.27
2022-05-27 18:45:00,0.44,0.45,0.74,12.5,12.5,13.24,2.05,11.46,19.5,15.02,55.15,37,70.4
2022-05-27 18:50:00,0.56,0.48,0.87,12.91,12.91,13.77,2.17,10.83,19.54,14.03,47.65,37,136.7
2022-05-27 18:55:00,0.44,0.54,0.93,12.22,12.22,13.15,2.2,10.91,19.53,10.57,49.36,38,153.3
2022-05-27 19:00:00,0.39,0.51,0.78,11.27,11.27,12.05,2.2,11.32,19.52,6.96,49.4,38,159.1
2022-05-27 19:05:00,0.38,0.49,0.64,10.9,10.9,11.54,2.19,11.45,19.6,6.36,72.13,38,103.7
2022-05-27 19:10:00,0.46,0.51,0.56,10.68,10.68,11.25,2.17,11.19,19.65,5.92,98.3,37,96.5
2022-05-27 19:15:00,0.41,0.5,0.54,9.86,9.86,10.41,2.15,10.81,19.64,6.96,123.8,39,109
2022-05-27 19:20:00,0.46,0.54,1.18,15.06,15.06,16.23,2.2,10.88,19.01,12.15,170.5,43,107.6
2022-05-27 19:25:00,1.3,0.52,0.64,11.41,11.41,12.04,2.1,10.5,18.42,9.25,148.9,43,73.31
2022-05-27 19:30:00,0.97,0.65,0.83,14.98,14.98,15.8,2.14,10.11,18.48,10.24,104.1,45,53.06
2022-05-27 19:35:00,0.6,0.81,0.97,15.75,15.75,16.72,2.24,10.46,18.36,10.3,55.94,49,46.11
2022-05-27 19:40:00,0.88,0.58,0.22,7.76,7.76,7.98,2.18,10.46,18.32,8.53,58.46,45,44.07
2022-05-27 19:45:00,0.69,0.62,0.26,9.29,9.29,9.54,2.26,10.31,18.2,8.54,67.4,47,40.85
2022-05-27 19:50:00,0.56,0.61,0.35,10.72,10.72,11.06,2.3,10.73,18.19,7.8,70.35,47,37.07
2022-05-27 19:55:00,0.56,0.58,0.28,11.29,11.29,11.57,2.31,10.98,18.09,8.45,73.13,47,32.42
2022-05-27 20:00:00,0.53,0.58,0.24,8.83,8.83,9.08,2.25,10.83,17.94,8.92,38.8,47,28.85
2022-05-27 20:05:00,0.65,0.59,0.18,7.65,7.65,7.83,2.21,10.81,17.8,11.61,28.52,49,24.67
2022-05-27 20:10:00,0.6,0.79,0.11,7.47,7.47,7.58,2.19,10.96,17.38,10.23,47.69,56,20.4
2022-05-27 20:15:00,0.58,1.1,0.17,7.94,7.94,8.11,2.2,10.93,16.97,10.11,52.63,55,17.73
2022-05-27 20:20:00,0.67,0.73,0.09,7.95,7.95,8.03,2.2,10.99,17,14.02,47.6,53,15.9
2022-05-27 20:25:00,0.92,0.67,0.09,7.01,7.01,7.11,2.15,10.84,16.94,13.74,53.91,53,13.05
2022-05-27 20:30:00,0.98,0.64,0.07,6.85,6.85,6.92,2.09,10.22,16.9,11.6,62.88,52,10.36
2022-05-27 20:35:00,0.57,0.6,0.09,6.23,6.23,6.32,2.06,9.6,16.95,11.88,64.32,51,8.59
2022-05-27 20:40:00,0.92,0.54,0.02,4.88,4.88,4.9,2.03,9.14,16.99,13.07,78.45,50,7.43
2022-05-27 20:45:00,0.98,0.6,0.16,7.94,7.94,8.1,2.11,9.34,16.62,12.74,121.2,52,6.68
2022-05-27 20:50:00,0.63,0.53,0.12,12.97,12.97,13.09,2.2,10.92,16.84,11.17,123,51,5.59
2022-05-27 20:55:00,0.39,0.55,0.1,8.04,8.04,8.14,2.13,11.87,16.86,13.41,129.1,50,4.45
2022-05-27 21:00:00,0.18,0.49,0,3.58,3.58,3.54,1.97,10.22,16.95,10.95,133.2,51,3.73
2022-05-27 21:05:00,0.18,0.51,0,2.45,2.45,2.42,1.94,7.92,16.8,8.06,134.2,51,2.67
2022-05-27 21:10:00,0.18,0.48,0,2.32,2.32,2.3,1.94,7.1,16.58,5.68,139.7,53,2.33
2022-05-27 21:15:00,0.1,0.5,0.04,2.76,2.76,2.79,1.95,7.03,16.05,4.99,138.1,54,1.76
2022-05-27 21:20:00,0.08,0.47,0.02,3.87,3.87,3.89,1.94,7.07,16.14,6.89,146.3,55,1.02
2022-05-27 21:25:00,0.23,0.51,0,2.08,2.08,1.99,1.94,6.9,16.16,8.08,153.8,55,0.54
2022-05-27 21:30:00,0.05,0.51,0,1.55,1.55,1.5,1.94,6.71,16.01,8.18,169.3,55,0.24
2022-05-27 21:35:00,0.16,0.47,0.01,1.29,1.29,1.3,1.93,6.65,16.14,8.34,179,54,0.24
2022-05-27 21:40:00,0.25,0.48,0.04,1.31,1.31,1.35,1.93,6.74,16.2,8.35,182,54,0.17
2022-05-27 21:45:00,0.14,0.47,0.01,1.36,1.36,1.36,1.93,6.72,16.1,9.11,186.6,54,0.09
2022-05-27 21:50:00,0.4,0.43,0,1.25,1.25,1.22,1.93,6.57,16.03,8.54,174.3,55,0.02
2022-05-27 21:55:00,0.38,0.43,0,1.32,1.32,1.32,1.93,6.6,15.96,6.82,166.5,57,0
2022-05-27 22:00:00,0.58,0.48,0,1.49,1.49,1.41,1.93,6.7,15.87,8.75,166.6,58,-0.01
2022-05-27 22:05:00,0.67,0.54,0,1.51,1.51,1.41,1.93,6.79,15.88,8.69,159.9,58,-0.1
2022-05-27 22:10:00,0.64,0.55,0,2.08,2.08,1.99,1.93,6.82,15.72,7.73,148.5,59,0.02
2022-05-27 22:15:00,0.6,0.59,0,3.74,3.74,3.75,1.94,6.75,15.7,6.2,133.8,60,-0.01
2022-05-27 22:20:00,0.72,0.62,0,1.78,1.78,1.72,1.95,6.77,15.6,5.51,132,60,-0.03
2022-05-27 22:25:00,0.94,0.59,0,2.12,2.12,2.07,1.95,6.97,15.59,4.93,125.7,60,-0.02
2022-05-27 22:30:00,1.11,0.64,0,2.19,2.19,2.16,1.94,7.08,15.59,4.4,120.9,60,0.02
2022-05-27 22:35:00,1.02,0.64,0,2.16,2.16,2.15,1.94,7.06,15.46,3.1,131.4,62,0.02
2022-05-27 22:40:00,1.07,0.65,0,3.06,3.06,3,1.95,7.09,15.29,2.69,166.6,62,0
2022-05-27 22:45:00,1,0.65,0,3.89,3.89,3.86,1.94,7.11,15.1,2.09,271,64,-0.05
2022-05-27 22:50:00,0.47,0.61,0,1.73,1.73,1.68,1.94,6.99,14.61,4.47,319.1,67,-0.01
2022-05-27 22:55:00,0.28,0.6,0,1.68,1.68,1.68,1.94,6.86,14.36,3.86,354.7,67,0.01
2022-05-27 23:00:00,0.54,0.59,0,1.7,1.7,1.65,1.94,7.13,14.33,3,348,66,-0.05
2022-05-27 23:05:00,0.69,0.59,0,1.9,1.9,1.83,1.94,7.5,14.37,3.59,327.1,66,-0.12
2022-05-27 23:10:00,0.45,0.56,0,1.72,1.72,1.69,1.94,7.55,14.09,2.88,308.8,68,0.01
