Wood Buffalo Environmental Association - Continuous Ambient Air Quality Monitoring Program
For authorized use only
AMS29, L1, 5Mn
Exported On:,2022/08/24,11:07
Date Range:,2022/5/23,0:00,to,2022/8/23,23:00

Date/Time, SO2 (ppb), H2S (ppb), THC (ppm), NO (ppb), NO2 (ppb), NOx (ppb), PM2.5 (ug/m3), Wind Speed @ 10m (km/h), Wind Dir @ 10m (deg.), Relative Humidity (%), Temp @ 2m (deg. C)
2022-06-19 00:55:00,-0.21,-0.09,2.33,0.3,0.08,0.38,9.77,0,0,99,12.89
2022-06-19 01:00:00,-0.27,-0.01,2.27,0.3,0.03,0.33,9.7,0,0,99,12.85
2022-06-19 01:05:00,-0.31,0.21,2.27,Z/S,Z/S,Z/S,9.6,0,0,99,12.8
2022-06-19 01:10:00,-0.23,0.12,2.33,Z/S,Z/S,Z/S,9.73,0,0,99,12.8
2022-06-19 01:15:00,-0.17,0.07,2.39,Z/S,Z/S,Z/S,9.84,0,0,99,12.74
2022-06-19 01:20:00,-0.39,0.03,2.36,Z/S,Z/S,Z/S,9.88,0,0,99,12.7
2022-06-19 01:25:00,-0.14,-0.04,2.37,Z/S,Z/S,Z/S,9.77,0,0,99,12.62
2022-06-19 01:30:00,-0.43,0.18,2.34,Z/S,Z/S,Z/S,9.73,0,0,100,12.6
2022-06-19 01:35:00,-0.52,0.01,2.36,Z/S,Z/S,Z/S,9.8,1.04,109.6,99,12.56
2022-06-19 01:40:00,-0.27,0.01,2.31,Z/S,Z/S,Z/S,9.97,1.36,164,100,12.5
2022-06-19 01:45:00,-0.25,-0.14,2.32,Z/S,Z/S,Z/S,9.93,3.49,304.2,100,12.57
2022-06-19 01:50:00,-0.25,0.13,2.32,Z/S,Z/S,Z/S,9.7,4,340.9,100,12.88
2022-06-19 01:55:00,-0.33,-0.08,2.33,Z/S,Z/S,Z/S,9.06,5.65,272.6,100,13.17
2022-06-19 02:00:00,-0.38,-0.04,2.22,Z/S,Z/S,Z/S,7.99,3.77,343.2,99,13.44
2022-06-19 02:05:00,-0.28,-0.14,2.2,0.11,0.46,0.56,7.47,2.92,323.6,99,13.32
2022-06-19 02:10:00,-0.22,-0.14,2.2,0.13,0.35,0.48,7.26,4.11,279,99,13.49
2022-06-19 02:15:00,-0.24,-0.07,2.17,0.12,0.34,0.46,6.7,4.68,268,98,13.77
2022-06-19 02:20:00,-0.2,0.12,2.18,0.11,0.29,0.4,6.05,5.55,272.1,97,13.91
2022-06-19 02:25:00,-0.28,-0.07,2.17,0.1,0.27,0.38,5.66,3.93,276.6,95,14.07
2022-06-19 02:30:00,-0.2,-0.17,2.17,0.09,0.29,0.38,5.46,4.68,271.3,95,14
2022-06-19 02:35:00,-0.35,-0.05,2.16,0.12,0.28,0.4,5.4,6.31,261.8,94,14.07
2022-06-19 02:40:00,-0.38,-0.09,2.15,0.1,0.29,0.38,5.3,6.8,274,93,14.2
2022-06-19 02:45:00,-0.36,-0.06,2.16,0.1,0.26,0.36,5.07,5.27,287,93,14.28
2022-06-19 02:50:00,-0.25,-0.12,2.14,0.08,0.27,0.35,5.06,7.62,250.8,92,14.26
2022-06-19 02:55:00,-0.05,-0.03,2.16,0.09,0.23,0.32,4.95,7.19,256.8,92,14.2
2022-06-19 03:00:00,-0.16,0.03,Z/S,0.12,0.19,0.31,4.76,6.78,270.7,91,14.16
2022-06-19 03:05:00,Z/S,0.09,Z/S,0.1,0.2,0.3,4.7,5.59,266.9,91,14.05
2022-06-19 03:10:00,Z/S,-0.16,Z/S,0.08,0.2,0.28,4.66,6.12,270.3,91,13.93
2022-06-19 03:15:00,Z/S,0.06,Z/S,0.07,0.23,0.31,4.63,6.27,261.1,91,13.87
2022-06-19 03:20:00,Z/S,-0.31,Z/S,0.1,0.22,0.32,4.66,6.76,257.5,92,13.69
2022-06-19 03:25:00,Z/S,-0.07,Z/S,0.11,0.2,0.3,4.79,5.51,274.3,93,13.58
2022-06-19 03:30:00,Z/S,0.06,Z/S,0.06,0.23,0.29,4.86,5.29,281.9,93,13.57
2022-06-19 03:35:00,801,-0.08,Z/S,0.05,0.24,0.29,4.92,6.54,279.2,93,13.54
2022-06-19 03:40:00,229,-0.04,3.96,0.06,0.23,0.29,4.94,5.32,280.5,92,13.55
2022-06-19 03:45:00,0.92,-0.07,-0.03,0.07,0.21,0.28,4.88,5.72,269.6,92,13.61
2022-06-19 03:50:00,0.23,-0.08,-0.05,0.09,0.22,0.3,4.78,5,257.9,92,13.69
2022-06-19 03:55:00,-0.23,0.03,1.88,0.09,0.23,0.32,4.75,4.07,254.9,92,13.7
2022-06-19 04:00:00,-0.24,-0.11,2.18,0.08,0.19,0.27,4.77,3.49,239.4,92,13.6
2022-06-19 04:05:00,-0.2,-0.15,2.2,0.08,0.14,0.22,4.79,2.86,243.2,95,13.2
2022-06-19 04:10:00,-0.32,0.12,2.2,0.07,0.2,0.27,4.75,3.84,270.7,96,13.04
2022-06-19 04:15:00,-0.27,0.02,2.24,0.09,0.21,0.3,4.48,4.14,286.2,94,13.1
2022-06-19 04:20:00,-0.26,Z/S,2.25,0.1,0.21,0.31,4.24,5.78,264.3,93,13.21
2022-06-19 04:25:00,-0.35,Z/S,2.22,0.08,0.24,0.32,4.15,5.93,265.7,92,13.35
2022-06-19 04:30:00,-0.08,Z/S,2.16,0.09,0.27,0.36,4.03,5.21,269.2,91,13.44
2022-06-19 04:35:00,-0.24,Z/S,2.17,0.1,0.26,0.37,3.99,7.25,257.9,91,13.46
2022-06-19 04:40:00,-0.3,Z/S,2.2,0.1,0.33,0.42,4.03,4.68,270,91,13.54
2022-06-19 04:45:00,-0.18,0.22,2.21,0.09,0.32,0.41,4.04,7.21,267.5,91,13.53
2022-06-19 04:50:00,-0.3,Z/S,2.23,0.08,0.31,0.39,4.13,6.84,266.6,91,13.6
2022-06-19 04:55:00,-0.2,Z/S,2.18,0.09,0.25,0.34,4.18,7.66,260.8,91,13.76
2022-06-19 05:00:00,-0.31,Z/S,2.17,0.1,0.25,0.34,4.17,8.35,265,90,14.01
2022-06-19 05:05:00,-0.18,0.09,2.17,0.06,0.3,0.37,4.27,6.03,252.6,89,14.1
2022-06-19 05:10:00,-0.03,-0.08,2.17,0.13,0.39,0.51,4.37,6.36,257.2,89,14.17
2022-06-19 05:15:00,-0.05,0.15,2.16,0.09,0.42,0.51,4.39,4.07,288.4,89,14.17
2022-06-19 05:20:00,-0.24,-0.01,2.16,0.09,0.36,0.45,4.42,4.7,282.2,90,14.1
2022-06-19 05:25:00,-0.28,-0.05,2.1,0.09,0.32,0.42,4.44,4.18,272.6,90,14.1
2022-06-19 05:30:00,-0.22,0.34,2.11,0.13,0.28,0.41,4.52,3.07,281,91,14.1
2022-06-19 05:35:00,-0.22,0.23,2.15,0.15,0.4,0.54,4.58,3.81,259.1,91,14.1
2022-06-19 05:40:00,-0.07,0.13,2.17,0.13,0.4,0.52,4.57,6.95,278.7,90,14.12
2022-06-19 05:45:00,-0.04,0.02,2.16,0.09,0.45,0.54,4.59,6.26,270.9,89,14.2
2022-06-19 05:50:00,-0.23,0.03,2.2,0.08,0.53,0.61,4.49,6.82,282,88,14.2
2022-06-19 05:55:00,-0.28,-0.07,2.15,0.09,0.57,0.66,4.43,7.72,289.1,87,14.2
2022-06-19 06:00:00,-0.09,0.07,2.16,0.16,0.57,0.73,4.52,5.2,282.1,86,14.3
2022-06-19 06:05:00,0.04,-0.02,2.19,0.16,0.54,0.7,4.58,4.27,278.5,86,14.31
2022-06-19 06:10:00,-0.12,-0.17,2.16,0.14,0.52,0.65,4.59,5.77,277.4,86,14.35
2022-06-19 06:15:00,0.01,-0.04,2.2,0.15,0.52,0.67,4.61,6.52,256.6,86,14.32
2022-06-19 06:20:00,0.01,-0.21,2.21,0.13,0.56,0.69,4.65,7.69,285.2,85,14.3
2022-06-19 06:25:00,-0.18,0.05,2.23,0.14,0.52,0.66,4.64,7.43,276.3,85,14.3
2022-06-19 06:30:00,-0.03,-0.15,2.21,0.14,0.57,0.71,4.63,7.81,279.5,84,14.3
2022-06-19 06:35:00,-0.01,-0.05,2.16,0.15,0.45,0.6,4.53,7.23,283.7,84,14.3
2022-06-19 06:40:00,-0.06,-0.13,2.18,0.14,0.41,0.55,4.35,5.04,287.7,83,14.43
2022-06-19 06:45:00,-0.17,-0.05,2.15,0.11,0.34,0.44,4.2,6.93,277.9,82,14.6
2022-06-19 06:50:00,-0.17,-0.17,2.13,0.1,0.26,0.36,4.08,8.82,281,81,14.51
2022-06-19 06:55:00,-0.14,-0.44,2.17,0.1,0.22,0.32,3.97,6.39,281.2,82,14.53
2022-06-19 07:00:00,-0.2,-0.23,2.19,0.12,0.19,0.3,3.83,5.66,280.2,81,14.71
2022-06-19 07:05:00,-0.31,-0.02,2.19,0.09,0.17,0.26,3.68,8.57,270.5,80,14.76
2022-06-19 07:10:00,-0.01,-0.07,2.2,0.09,0.18,0.27,3.57,10.22,278.4,78,14.73
2022-06-19 07:15:00,-0.02,-0.34,2.17,0.08,0.23,0.31,3.54,11.13,295.2,76,14.98
2022-06-19 07:20:00,-0.03,-0.12,2.13,0.08,0.15,0.23,3.47,8.01,287.8,76,15.14
2022-06-19 07:25:00,0.01,-0.12,2.18,0.09,0.16,0.25,3.37,10.54,297.2,76,15.13
2022-06-19 07:30:00,-0.06,0.04,2.16,0.09,0.14,0.23,3.28,8.93,274.8,77,14.71
2022-06-19 07:35:00,0.1,-0.29,2.15,0.07,0.17,0.24,3.12,6.92,290.4,77,14.9
2022-06-19 07:40:00,0.15,-0.13,2.18,0.08,0.14,0.22,2.95,8.11,291.9,76,15.05
2022-06-19 07:45:00,0.09,-0.21,2.17,0.09,0.16,0.24,2.89,7.88,307.1,76,14.92
2022-06-19 07:50:00,0.07,-0.07,2.21,0.07,0.18,0.25,2.7,8.26,283,77,14.85
2022-06-19 07:55:00,0.05,-0.06,2.2,0.1,0.09,0.19,2.38,10.78,277.4,76,14.86
2022-06-19 08:00:00,0.08,-0.17,2.19,0.07,0.1,0.17,2.43,10.24,271.2,77,14.78
2022-06-19 08:05:00,0.12,-0.22,2.21,0.1,0.18,0.28,2.66,8.94,289.9,76,15
2022-06-19 08:10:00,0.06,0.05,2.22,0.07,0.14,0.21,2.77,6.83,275.9,77,15.06
2022-06-19 08:15:00,-0.01,-0.01,2.18,0.09,0.12,0.21,2.72,7.6,281.4,77,15.09
2022-06-19 08:20:00,-0.02,-0.07,2.17,0.06,0.14,0.2,2.56,7.59,287.7,76,15.05
2022-06-19 08:25:00,-0.07,0.01,2.16,0.09,0.1,0.2,2.49,7.46,290,75,15.61
2022-06-19 08:30:00,-0.06,0.07,2.16,0.06,0.1,0.16,2.4,9.92,253.8,72,16.12
2022-06-19 08:35:00,-0.15,-0.08,2.18,0.1,0.07,0.17,2.5,7.9,258.9,72,16.26
2022-06-19 08:40:00,-0.19,-0.05,2.17,0.04,0.09,0.13,2.51,9.1,275.1,72,16.2
2022-06-19 08:45:00,-0.26,-0.04,2.18,0.07,0.04,0.11,2.61,9.6,278.6,71,16.3
2022-06-19 08:50:00,-0.28,0.14,2.18,0.07,0.05,0.12,2.67,8.01,279,70,16.4
2022-06-19 08:55:00,-0.29,0.04,2.18,0.06,0.2,0.26,2.57,8.36,309.8,69,16.69
2022-06-19 09:00:00,-0.33,-0.12,2.14,0.15,0.29,0.43,2.49,8.49,293.7,68,17.35
2022-06-19 09:05:00,-0.38,-0.27,2.2,0.06,0.11,0.17,2.39,9.28,283.5,66,17.61
2022-06-19 09:10:00,-0.25,-0.35,2.18,0.06,0.08,0.14,2.6,9.3,279.8,66,17.22
2022-06-19 09:15:00,-0.47,-0.02,2.17,0.07,0.11,0.17,2.83,8.71,247.2,66,17.31
2022-06-19 09:20:00,-0.29,-0.1,2.18,0.05,0.13,0.18,2.82,9.16,284.9,66,17.69
2022-06-19 09:25:00,-0.44,-0.1,2.23,0.09,0.06,0.15,2.81,11.73,265.3,65,17.64
2022-06-19 09:30:00,-0.23,-0.19,2.2,0.06,0.07,0.13,2.9,8.79,271,65,17.5
2022-06-19 09:35:00,-0.32,-0.08,2.19,0.09,0.04,0.13,2.96,8.93,274.9,65,17.58
2022-06-19 09:40:00,-0.32,-0.25,2.2,0.1,0.11,0.2,3.06,9.92,273.3,64,18.07
2022-06-19 09:45:00,-0.37,-0.23,2.17,0.06,0.11,0.16,3.12,8.4,266.5,64,18.05
2022-06-19 09:50:00,-0.44,-0.22,2.15,0.08,0.06,0.13,3.07,13.25,266.3,62,18.01
2022-06-19 09:55:00,-0.37,-0.06,2.12,0.06,0.07,0.13,3.11,10.77,300.4,61,17.99
2022-06-19 10:00:00,-0.3,0.08,2.19,0.06,0.1,0.16,3.21,9.67,296.6,61,18.3
2022-06-19 10:05:00,-0.39,-0.11,2.22,0.11,0.07,0.18,3.29,7.12,278,61,18.57
2022-06-19 10:10:00,-0.34,-0.21,2.21,0.09,0.08,0.17,3.32,8.36,310.5,61,18.84
2022-06-19 10:15:00,-0.43,-0.13,2.24,0.07,0.1,0.17,3.35,9.04,287.9,61,18.96
2022-06-19 10:20:00,-0.34,-0.03,2.2,0.08,0.15,0.23,3.47,10.72,268.5,59,18.69
2022-06-19 10:25:00,-0.4,-0.22,2.21,0.08,0.1,0.18,3.58,11.4,262.9,59,18.83
2022-06-19 10:30:00,-0.43,-0.06,2.19,0.06,0.1,0.15,3.56,10.05,240.4,58,18.9
2022-06-19 10:35:00,-0.49,-0.02,2.19,0.07,0.1,0.17,3.5,7.69,293.7,59,19.11
2022-06-19 10:40:00,-0.43,-0.19,2.2,0.08,0.15,0.23,3.53,9.98,278.2,57,19.29
2022-06-19 10:45:00,-0.53,-0.03,2.16,0.04,0.15,0.19,3.65,10.06,286.5,56,19.34
2022-06-19 10:50:00,-0.48,-0.21,2.18,0.05,0.13,0.18,3.68,11.3,289.8,55,19.53
2022-06-19 10:55:00,-0.42,0,2.16,0.07,0.14,0.21,3.73,10.84,271.1,54,19.71
2022-06-19 11:00:00,-0.26,-0.19,2.18,0.09,0.15,0.23,3.99,10.97,268.2,53,19.57
2022-06-19 11:05:00,-0.39,-0.27,2.21,0.06,0.12,0.18,4.17,11.53,266.3,54,19.46
2022-06-19 11:10:00,-0.43,-0.27,2.2,0.05,0.1,0.15,4.08,9.79,263.7,54,19.65
2022-06-19 11:15:00,-0.34,-0.3,2.2,0.08,0.12,0.2,4.02,10.61,243,53,19.8
2022-06-19 11:20:00,-0.32,-0.22,2.2,0.08,0.11,0.18,4.16,8.08,290.5,54,19.86
2022-06-19 11:25:00,-0.24,-0.09,2.17,0.07,0.12,0.19,4.52,11.03,274.2,53,20.02
2022-06-19 11:30:00,-0.41,0.04,2.19,0.12,0.18,0.3,4.81,9.58,252.4,54,19.96
2022-06-19 11:35:00,-0.24,-0.11,2.19,0.09,0.19,0.28,4.96,8.4,286.4,53,20.51
2022-06-19 11:40:00,-0.22,-0.09,2.25,0.04,0.17,0.21,5.15,12.45,254.1,52,20.42
2022-06-19 11:45:00,-0.3,-0.09,2.21,0.07,0.11,0.18,4.81,9.41,230.5,51,20.25
2022-06-19 11:50:00,-0.02,0,2.19,0.07,0.11,0.18,4.33,10.43,242,50,20.45
2022-06-19 11:55:00,-0.23,0.01,2.17,0.06,0.13,0.19,4.23,9.36,286.7,51,20.61
2022-06-19 12:00:00,-0.11,-0.11,2.14,0.06,0.13,0.19,4.33,8.4,248,50,20.71
2022-06-19 12:05:00,-0.17,-0.05,2.19,0.1,0.13,0.23,4.3,10.63,238.2,50,21.02
2022-06-19 12:10:00,-0.16,-0.02,2.17,0.07,0.13,0.2,4.29,8.69,278.3,52,20.48
2022-06-19 12:15:00,-0.24,-0.1,2.21,0.09,0.11,0.2,4.57,9.52,281.7,51,20.87
2022-06-19 12:20:00,-0.17,-0.14,2.19,0.07,0.11,0.18,4.69,10.69,271.7,50,21.04
2022-06-19 12:25:00,-0.33,0.05,2.17,0.1,0.21,0.3,4.69,13.94,279.1,48,20.76
2022-06-19 12:30:00,-0.16,-0.11,2.21,0.11,0.11,0.22,4.96,12.14,275.7,48,20.64
2022-06-19 12:35:00,-0.06,-0.05,2.16,0.1,0.12,0.22,4.98,10.52,272.9,48,20.79
2022-06-19 12:40:00,-0.2,-0.14,2.22,0.08,0.13,0.21,4.64,9.19,263.1,48,20.64
2022-06-19 12:45:00,-0.12,-0.22,2.2,0.08,0.21,0.28,4.66,9.86,251.3,50,20.09
2022-06-19 12:50:00,-0.31,-0.28,2.2,0.07,0.21,0.28,4.78,11.44,250.3,47,20.59
2022-06-19 12:55:00,-0.21,-0.08,2.21,0.06,0.16,0.22,4.59,7.15,265.6,49,20.61
2022-06-19 13:00:00,-0.38,-0.1,2.18,0.07,0.18,0.25,4.4,10.5,265.1,48,20.61
2022-06-19 13:05:00,-0.13,-0.02,2.22,0.07,0.18,0.25,4.25,10.78,238.8,46,20.59
2022-06-19 13:10:00,-0.16,-0.2,2.2,0.06,0.21,0.27,4.03,12.51,251.2,45,20.7
2022-06-19 13:15:00,-0.26,0.22,2.21,0.07,0.22,0.29,4.52,11.49,275.1,46,20.68
2022-06-19 13:20:00,-0.32,-0.11,2.16,0.06,0.19,0.25,5.08,8.59,273.1,48,20.51
2022-06-19 13:25:00,-0.1,-0.13,2.14,0.08,0.24,0.32,5.09,9.05,251.6,47,21.01
2022-06-19 13:30:00,-0.25,-0.05,2.22,0.08,0.21,0.29,4.77,8.99,266.8,46,20.74
2022-06-19 13:35:00,-0.15,-0.16,2.24,0.1,0.21,0.31,5.64,6.73,295.1,47,21.28
2022-06-19 13:40:00,-0.37,-0.18,2.21,0.15,0.42,0.57,5.94,10.18,284.8,46,21.45
2022-06-19 13:45:00,-0.24,-0.29,2.18,0.06,0.26,0.32,5.69,10.31,283.7,47,21.01
2022-06-19 13:50:00,-0.16,-0.14,2.17,0.05,0.19,0.23,5.58,8.04,256,48,20.52
2022-06-19 13:55:00,-0.05,0.05,2.2,0.07,0.19,0.25,5.3,6.24,254.3,49,20.67
2022-06-19 14:00:00,-0.19,-0.16,2.21,0.07,0.17,0.24,5.01,7.93,261.6,46,21.23
2022-06-19 14:05:00,-0.14,-0.03,2.2,0.07,0.19,0.26,5.07,8.84,274.5,47,21.06
2022-06-19 14:10:00,-0.26,-0.23,2.22,0.08,0.14,0.22,5.1,7.63,283.3,47,21.15
2022-06-19 14:15:00,-0.1,-0.56,2.18,0.05,0.18,0.22,4.88,7.45,295,48,20.97
2022-06-19 14:20:00,-0.17,-0.13,2.22,0.05,0.2,0.25,4.83,10.6,273.6,48,20.77
2022-06-19 14:25:00,-0.13,-0.03,2.23,0.04,0.17,0.21,4.92,9.79,258.8,46,20.93
2022-06-19 14:30:00,-0.15,-0.12,2.25,0.09,0.22,0.31,5.18,4.96,301.6,47,20.97
2022-06-19 14:35:00,-0.26,-0.22,2.22,0.06,0.16,0.21,5.65,7.03,270.5,44,21.89
2022-06-19 14:40:00,-0.09,-0.17,2.19,0.07,0.15,0.22,5.16,7.23,278.8,43,22.47
2022-06-19 14:45:00,-0.16,-0.18,2.22,0.07,0.1,0.17,4.05,10.25,254.3,44,21.77
2022-06-19 14:50:00,-0.27,-0.15,2.18,0.07,0.1,0.18,4.11,9.74,272.9,45,21.3
2022-06-19 14:55:00,-0.24,-0.26,2.19,0.08,0.14,0.22,4.78,9.9,285.9,43,21.71
2022-06-19 15:00:00,0,-0.22,2.24,0.07,0.14,0.21,5.84,9,277.5,43,21.96
2022-06-19 15:05:00,-0.09,-0.1,2.21,0.07,0.18,0.24,5.67,8.79,275,43,21.79
2022-06-19 15:10:00,-0.11,0.02,2.22,0.07,0.11,0.18,4.82,9.57,278.3,43,21.91
2022-06-19 15:15:00,-0.2,-0.14,2.18,0.05,0.13,0.18,4.49,9.26,280.8,43,21.7
2022-06-19 15:20:00,-0.2,0.11,2.17,0.05,0.11,0.16,4.61,8.45,267.8,43,21.72
2022-06-19 15:25:00,-0.16,-0.16,2.2,0.06,0.12,0.17,4.65,7.77,271,42,22.09
2022-06-19 15:30:00,-0.24,0.21,2.19,0.09,0.14,0.23,4.23,6.4,286.1,41,22.52
2022-06-19 15:35:00,-0.23,0.17,2.18,0.07,0.1,0.17,4.15,9.06,261.3,41,22.46
2022-06-19 15:40:00,-0.18,0.15,2.19,0.07,0.11,0.18,4.25,8.06,259.8,41,22.13
2022-06-19 15:45:00,-0.16,0.19,2.19,0.05,0.14,0.19,4.26,8.84,275.8,42,21.79
2022-06-19 15:50:00,-0.23,0.02,2.2,0.07,0.12,0.19,4.23,8.97,273.8,42,21.31
2022-06-19 15:55:00,-0.2,-0.15,2.19,0.04,0.1,0.15,4.2,7.97,271.5,43,21.07
2022-06-19 16:00:00,-0.23,-0.06,2.19,0.06,0.15,0.21,4.33,5.71,258.7,44,21.13
2022-06-19 16:05:00,-0.29,-0.15,2.2,0.1,0.17,0.27,5.02,4.4,317,45,21.67
2022-06-19 16:10:00,-0.24,0.04,2.21,0.1,0.19,0.29,5.87,9.42,277.2,41,22.55
2022-06-19 16:15:00,-0.21,0.16,2.21,0.07,0.12,0.19,5.53,10.34,276.7,41,21.65
2022-06-19 16:20:00,-0.17,-0.05,2.2,0.07,0.12,0.2,4.53,5.95,258.8,43,21.17
2022-06-19 16:25:00,-0.15,-0.25,2.16,0.07,0.14,0.2,3.97,10.67,271.2,42,21.32
2022-06-19 16:30:00,-0.19,-0.04,2.22,0.05,0.17,0.22,4.02,8.52,238,42,21.35
2022-06-19 16:35:00,-0.14,0.05,2.21,0.01,0.19,0.21,3.87,8.5,259,43,21.18
2022-06-19 16:40:00,-0.18,0.02,2.2,0.04,0.16,0.2,3.62,8.78,254.5,43,21.1
2022-06-19 16:45:00,-0.22,-0.18,2.21,0.06,0.13,0.2,3.97,5.93,266.1,44,21.02
2022-06-19 16:50:00,-0.07,-0.04,2.2,0.08,0.16,0.23,5.62,6.57,250.5,43,21.3
2022-06-19 16:55:00,-0.14,-0.16,2.23,0.09,0.23,0.32,6.75,7.5,268.3,42,22.1
2022-06-19 17:00:00,-0.41,-0.06,2.22,0.05,0.22,0.27,6.32,6.87,253.5,42,22.01
2022-06-19 17:05:00,-0.32,-0.13,2.2,0.02,0.14,0.16,5.89,8.32,259.3,42,21.51
2022-06-19 17:10:00,-0.09,0.16,2.2,0.01,0.19,0.19,5.55,6.33,249.6,44,21.1
2022-06-19 17:15:00,-0.24,0.23,2.23,0.05,0.11,0.17,5.16,6.59,257.2,44,21.35
2022-06-19 17:20:00,-0.18,-0.11,2.22,0.04,0.19,0.24,4.71,7.31,258.8,44,21.37
2022-06-19 17:25:00,-0.24,-0.03,2.24,0.07,0.15,0.22,4.42,5.1,261.7,44,21.17
2022-06-19 17:30:00,-0.25,-0.07,2.23,0.03,0.17,0.19,4.5,4.88,279,45,21.1
2022-06-19 17:35:00,-0.18,-0.09,2.21,0.08,0.15,0.22,4.4,4.54,264.5,45,21.13
2022-06-19 17:40:00,-0.4,-0.07,2.21,0.05,0.15,0.2,4.32,5.22,237.5,43,21.85
2022-06-19 17:45:00,-0.33,-0.08,2.21,0.07,0.24,0.31,4.47,5.01,263.3,41,22.62
2022-06-19 17:50:00,-0.25,0.11,2.22,0.08,0.15,0.22,4.52,9.51,215.4,40,22.37
2022-06-19 17:55:00,-0.31,0.08,2.22,0.05,0.13,0.18,4.13,5.87,266.2,43,21.44
2022-06-19 18:00:00,-0.19,0.29,2.24,0.06,0.15,0.2,3.81,7.61,268.7,44,21.11
2022-06-19 18:05:00,-0.3,-0.11,2.19,0.04,0.15,0.19,3.95,7.27,271.2,45,20.82
2022-06-19 18:10:00,-0.39,-0.01,2.24,0.08,0.16,0.24,5.19,7.04,286.9,45,20.61
2022-06-19 18:15:00,-0.29,-0.05,2.22,0.06,0.14,0.21,5.74,6.53,270.3,45,20.6
2022-06-19 18:20:00,-0.16,0.21,2.18,0.06,0.14,0.2,4.89,5.89,282.1,45,20.72
2022-06-19 18:25:00,-0.26,-0.07,2.21,0.06,0.12,0.18,3.86,5.9,259,44,20.82
2022-06-19 18:30:00,-0.17,0.01,2.24,0.05,0.14,0.2,3.55,7.38,274.9,44,20.98
2022-06-19 18:35:00,-0.1,0.19,2.18,0.04,0.23,0.27,3.98,6.79,274.9,44,20.89
2022-06-19 18:40:00,-0.22,-0.15,2.19,0.06,0.19,0.25,6.39,6.7,281,44,20.73
2022-06-19 18:45:00,-0.12,0.01,2.2,0.08,0.21,0.29,8.69,7.32,277.5,44,20.58
2022-06-19 18:50:00,-0.22,-0.11,2.22,0.04,0.21,0.25,8.49,5.97,269.1,44,20.68
2022-06-19 18:55:00,-0.11,0.26,2.18,0.04,0.19,0.23,6.59,6.2,267.2,44,20.9
2022-06-19 19:00:00,-0.03,-0.06,2.2,0.07,0.2,0.27,4.83,4.17,253.8,44,20.83
2022-06-19 19:05:00,-0.14,-0.03,2.18,0.06,0.17,0.23,3.95,5.67,270.7,46,20.47
2022-06-19 19:10:00,-0.05,0.02,2.2,0.08,0.17,0.25,3.7,5.55,279.6,46,20.39
2022-06-19 19:15:00,-0.13,0.09,2.19,0.03,0.22,0.25,3.61,5.39,272.7,47,20.26
2022-06-19 19:20:00,-0.18,0,2.2,0.05,0.17,0.22,3.9,4.94,273.1,47,19.93
2022-06-19 19:25:00,-0.14,-0.08,2.15,0.04,0.2,0.25,4.05,4.78,279.6,49,19.6
2022-06-19 19:30:00,-0.24,0.18,2.17,0.07,0.26,0.33,4.47,4.33,268.9,51,19.37
2022-06-19 19:35:00,-0.25,0.28,2.2,0.05,0.29,0.34,5.88,4.19,273.6,52,19.02
2022-06-19 19:40:00,-0.18,0.08,2.22,0.04,0.34,0.38,7.91,2.56,251.2,57,18.25
2022-06-19 19:45:00,-0.2,0.01,2.22,0.06,0.22,0.27,8.39,3.28,248.3,58,17.65
2022-06-19 19:50:00,-0.22,-0.02,2.28,0.07,0.17,0.24,6.97,3.83,256.2,60,17.31
2022-06-19 19:55:00,-0.28,0.14,2.29,0.06,0.16,0.21,5.17,3.06,204.6,63,17.04
2022-06-19 20:00:00,-0.14,-0.27,2.23,0.05,0.13,0.19,4.79,2.24,211.6,63,16.73
2022-06-19 20:05:00,-0.22,-0.17,2.19,0.05,0.15,0.2,4.64,2.63,246.2,62,16.6
2022-06-19 20:10:00,-0.06,0.09,2.2,0.04,0.17,0.21,4.16,2.99,237.4,63,16.47
2022-06-19 20:15:00,-0.19,-0.3,2.2,0.05,0.18,0.22,3.95,3.26,244.9,63,16.32
2022-06-19 20:20:00,-0.37,-0.15,2.2,0.04,0.18,0.22,3.97,3.04,255.7,64,16.22
2022-06-19 20:25:00,-0.14,-0.01,2.21,0.03,0.22,0.25,3.89,3.71,249.3,66,16
2022-06-19 20:30:00,-0.27,0.15,2.24,0.05,0.18,0.23,4.04,4.16,243,69,15.76
2022-06-19 20:35:00,-0.29,0.02,2.27,0.02,0.32,0.34,5.04,4.95,238.2,68,15.53
2022-06-19 20:40:00,-0.38,-0.01,2.23,0.05,0.3,0.35,6.84,4.4,245.1,69,15.47
2022-06-19 20:45:00,-0.1,0.12,2.24,0.04,0.28,0.31,8.2,4.31,244.7,69,15.21
2022-06-19 20:50:00,-0.27,-0.03,2.22,0.05,0.28,0.33,8.45,4.55,242.7,71,14.98
2022-06-19 20:55:00,-0.14,-0.14,2.2,0.06,0.24,0.29,9.25,4.21,244.7,72,14.8
2022-06-19 21:00:00,-0.34,0.12,2.17,0.05,0.18,0.24,10.78,3.75,251.1,72,14.62
2022-06-19 21:05:00,-0.55,0.03,2.19,0.02,0.17,0.19,11.05,3.09,260.9,73,14.51
2022-06-19 21:10:00,-0.34,0.02,2.18,0.06,0.16,0.22,10.68,2.93,288.2,73,14.38
