Wood Buffalo Environmental Association - Continuous Ambient Air Quality Monitoring Program
For authorized use only
AMS29, L1, 5Mn
Exported On:,2022/08/24,11:07
Date Range:,2022/5/23,0:00,to,2022/8/23,23:00

Date/Time, SO2 (ppb), H2S (ppb), THC (ppm), NO (ppb), NO2 (ppb), NOx (ppb), PM2.5 (ug/m3), Wind Speed @ 10m (km/h), Wind Dir @ 10m (deg.), Relative Humidity (%), Temp @ 2m (deg. C)
2022-08-13 18:30:00,0,-0.16,2.18,0.31,0.44,0.74,13.52,1.86,110.8,82,21.83
2022-08-13 18:35:00,-0.41,0.02,2.22,0.32,0.43,0.76,13.87,1.59,283.7,83,21.99
2022-08-13 18:40:00,0.06,0.14,2.16,0.35,0.39,0.74,14.08,3.36,287.9,85,21.67
2022-08-13 18:45:00,-0.15,-0.06,2.23,0.35,0.45,0.81,14.1,0.65,315.5,86,21.53
2022-08-13 18:50:00,-0.01,0.03,2.21,0.33,0.47,0.8,14.25,0,0,86,21.63
2022-08-13 18:55:00,-0.08,0.23,2.17,0.3,0.46,0.76,14.3,0.64,55.37,86,21.62
2022-08-13 19:00:00,0.05,0.2,2.19,0.34,0.44,0.78,14.63,1.18,277.6,86,21.59
2022-08-13 19:05:00,-0.12,-0.13,2.21,0.32,0.43,0.75,14.95,4.92,243.1,87,21.22
2022-08-13 19:10:00,-0.04,-0.06,2.22,0.33,0.58,0.91,15.05,3.77,267.7,88,20.99
2022-08-13 19:15:00,-0.01,-0.12,2.24,0.35,0.83,1.18,15.86,3.3,257.7,88,20.9
2022-08-13 19:20:00,-0.13,0.02,2.19,0.33,1.18,1.52,17.24,4.05,269.1,88,20.82
2022-08-13 19:25:00,-0.03,0.12,2.21,0.34,1.39,1.73,18.46,3.38,240.6,87,20.79
2022-08-13 19:30:00,-0.03,0.02,2.3,0.33,1.21,1.54,18.83,3.35,264.1,89,20.67
2022-08-13 19:35:00,-0.35,-0.02,2.23,0.33,1.63,1.97,19.52,3.05,295.6,89,20.56
2022-08-13 19:40:00,0.01,0.11,2.21,0.34,1.5,1.84,19.38,2.35,250.9,90,20.41
2022-08-13 19:45:00,-0.01,0.2,2.31,0.36,1,1.37,18,2.38,99.1,90,20.39
2022-08-13 19:50:00,0.06,-0.09,2.26,0.31,0.86,1.17,17.28,2.52,312.1,91,20.24
2022-08-13 19:55:00,-0.04,-0.12,2.22,0.31,0.89,1.2,17.39,1.39,336,92,20.06
2022-08-13 20:00:00,-0.1,0.1,2.25,0.33,0.7,1.03,17.11,2.08,279.2,93,19.91
2022-08-13 20:05:00,-0.17,0.09,2.26,0.3,0.69,0.99,17.02,3.55,274.1,94,19.75
2022-08-13 20:10:00,-0.2,0.1,2.27,0.34,0.66,1,17.19,3.71,260.9,94,19.51
2022-08-13 20:15:00,-0.3,-0.03,2.26,0.34,0.74,1.08,17.44,2.68,309.5,95,19.4
2022-08-13 20:20:00,-0.23,-0.21,2.27,0.34,0.65,0.99,17.6,1.42,271.7,95,19.29
2022-08-13 20:25:00,-0.23,-0.08,2.26,0.31,0.65,0.95,17.5,1.01,64.37,95,19.17
2022-08-13 20:30:00,-0.28,0.09,2.25,0.33,0.64,0.96,17.35,2.87,235.8,95,18.95
2022-08-13 20:35:00,-0.44,-0.09,2.29,0.32,0.57,0.89,17.38,3.47,277.4,96,18.9
2022-08-13 20:40:00,-0.12,0.13,2.22,0.32,0.51,0.83,17.58,3.91,268,96,18.81
2022-08-13 20:45:00,-0.26,0.08,2.4,0.31,0.6,0.92,17.69,3.47,250,96,18.61
2022-08-13 20:50:00,-0.3,0.02,2.4,0.3,0.67,0.97,17.62,2.74,243.1,97,18.6
2022-08-13 20:55:00,-0.22,-0.13,2.28,0.29,0.62,0.91,17.66,2.67,273.5,97,18.51
2022-08-13 21:00:00,-0.08,-0.11,2.27,0.31,0.57,0.88,17.57,1.9,277.1,97,18.39
2022-08-13 21:05:00,-0.27,0.07,2.36,0.29,0.58,0.87,17.5,2.59,208.9,97,18.17
2022-08-13 21:10:00,-0.17,-0.04,2.29,0.29,0.68,0.97,17.78,3.35,254.7,97,18.09
2022-08-13 21:15:00,-0.22,0.07,2.42,0.31,0.67,0.98,17.75,1.8,173,97,17.83
2022-08-13 21:20:00,-0.01,-0.22,2.25,0.32,0.67,1,17.34,3.09,266.9,96,17.84
2022-08-13 21:25:00,-0.27,-0.08,2.24,0.34,0.62,0.95,17.31,3.94,265.6,97,17.76
2022-08-13 21:30:00,-0.35,-0.15,2.23,0.32,0.65,0.97,17.7,5.33,254,97,17.61
2022-08-13 21:35:00,-0.32,-0.2,2.21,0.3,0.74,1.04,17.99,6.24,238.6,97,17.82
2022-08-13 21:40:00,-0.01,-0.11,2.2,0.29,0.69,0.99,18.14,2.54,270.2,97,17.81
2022-08-13 21:45:00,-0.39,0.09,2.19,0.32,0.62,0.94,18.07,2.4,254.9,97,17.64
2022-08-13 21:50:00,-0.25,-0.17,2.25,0.33,0.56,0.89,17.95,2.3,269,97,17.52
2022-08-13 21:55:00,-0.39,-0.11,2.26,0.36,0.48,0.83,17.86,2.2,126.3,98,17.37
2022-08-13 22:00:00,-0.24,0.03,2.25,0.35,0.4,0.76,18.05,1.79,79.44,97,16.96
2022-08-13 22:05:00,-0.18,-0.02,2.31,0.31,0.43,0.74,18.14,1.5,292.9,97,16.8
2022-08-13 22:10:00,-0.17,0.02,2.3,0.33,0.45,0.78,18.39,2.97,276.9,97,16.8
2022-08-13 22:15:00,-0.22,-0.07,2.38,0.34,0.6,0.94,18.14,4.48,243.1,98,16.74
2022-08-13 22:20:00,-0.08,-0.01,2.35,0.31,0.58,0.89,18.03,3.17,278.2,98,16.82
2022-08-13 22:25:00,-0.24,-0.12,2.25,0.27,0.72,0.99,18.38,5.47,249,98,16.97
2022-08-13 22:30:00,-0.33,0.1,2.28,0.28,0.59,0.87,18.48,2.24,148.4,97,16.69
2022-08-13 22:35:00,-0.3,0.18,2.27,0.34,0.42,0.76,18.18,1.76,274.5,96,16.24
2022-08-13 22:40:00,-0.32,-0.07,2.26,0.3,0.46,0.76,18.07,1.24,296.1,97,16.27
2022-08-13 22:45:00,-0.23,-0.01,2.25,0.31,0.46,0.77,18.38,0,0,98,16.26
2022-08-13 22:50:00,-0.25,0.05,2.3,0.33,0.41,0.73,18.56,0.64,168.5,98,16.07
2022-08-13 22:55:00,-0.2,0.03,2.38,0.32,0.44,0.75,18.29,3.21,117.6,97,15.87
2022-08-13 23:00:00,-0.27,0.05,2.37,0.31,0.53,0.84,18.07,1.74,185.2,97,15.62
2022-08-13 23:05:00,-0.23,0.05,2.35,0.29,0.6,0.89,18.15,1.76,233.6,98,15.79
2022-08-13 23:10:00,-0.21,0.01,2.32,0.28,0.61,0.89,18.83,0.03,212.4,98,15.91
2022-08-13 23:15:00,-0.11,-0.05,2.29,0.26,0.79,1.05,19.64,1.59,272.9,98,15.81
2022-08-13 23:20:00,-0.15,-0.13,2.34,0.33,0.73,1.06,19.91,1.36,211.6,98,15.7
2022-08-13 23:25:00,-0.2,0.07,2.29,0.33,1,1.33,19.78,0.96,213.4,98,15.63
2022-08-13 23:30:00,-0.11,0.02,2.26,0.3,1.28,1.58,19.86,1.27,267.5,98,15.6
2022-08-13 23:35:00,-0.1,0.04,2.23,0.27,1.52,1.79,20.06,2.26,262.1,98,15.6
2022-08-13 23:40:00,-0.18,0.13,2.19,0.25,1.43,1.68,20,0.71,255.9,98,15.68
2022-08-13 23:45:00,-0.37,0.2,2.3,0.31,1.1,1.41,19.91,1.24,101.1,98,15.46
2022-08-13 23:50:00,-0.25,0.01,2.31,0.39,0.53,0.92,19.47,0.97,75.58,98,15.05
2022-08-13 23:55:00,-0.28,0.14,2.29,0.27,0.87,1.15,19.18,2.2,241.4,98,14.97
2022-08-14 00:00:00,-0.31,Z/S,2.35,0.32,0.82,1.14,19.22,2.52,65.13,98,14.98
2022-08-14 00:05:00,-0.33,Z/S,2.34,0.32,0.82,1.14,19.17,1.98,135.9,98,14.87
2022-08-14 00:10:00,-0.33,Z/S,2.3,0.31,1.2,1.5,18.98,3.39,286.2,99,15.06
2022-08-14 00:15:00,-0.15,Z/S,2.3,0.29,1.11,1.41,18.81,0.92,339.3,99,15.16
2022-08-14 00:20:00,-0.26,Z/S,2.39,0.4,2.64,3.04,18.67,3.11,253.1,99,15.07
2022-08-14 00:25:00,-0.23,Z/S,2.46,0.45,2.53,2.98,18.42,2.71,229.1,99,15.09
2022-08-14 00:30:00,-0.27,Z/S,2.61,0.54,3.23,3.77,17.92,1.78,226.5,99,15.05
2022-08-14 00:35:00,-0.33,Z/S,2.48,0.36,2.86,3.22,17.47,2.75,248.1,99,15.11
2022-08-14 00:40:00,-0.27,Z/S,2.49,0.33,2.68,3.01,17.41,4.08,245.2,99,15.2
2022-08-14 00:45:00,-0.13,Z/S,2.48,0.37,2.34,2.7,17.47,2.89,246.3,99,15.07
2022-08-14 00:50:00,-0.1,Z/S,2.53,0.32,2.16,2.48,17.45,3.5,265.2,99,15.2
2022-08-14 00:55:00,-0.22,Z/S,2.5,0.41,2.09,2.5,17.41,1.47,219.3,99,15.05
2022-08-14 01:00:00,-0.06,Z/S,2.49,0.56,1.32,1.88,17.27,1.77,177,98,14.67
2022-08-14 01:05:00,-0.36,0.29,2.52,0.47,1.41,1.88,17.06,0.76,225.2,98,14.52
2022-08-14 01:10:00,-0.13,0.46,2.46,0.4,1.45,1.85,17.17,1.65,231,98,14.49
2022-08-14 01:15:00,0.17,0.21,2.52,0.47,1.06,1.54,17.28,1.92,215.5,98,14.38
2022-08-14 01:20:00,-0.06,0.25,2.57,0.51,0.95,1.45,17.16,0.88,243.1,98,14.39
2022-08-14 01:25:00,-0.05,0.32,2.59,0.41,0.97,1.38,17.04,1.32,140.6,98,14.34
2022-08-14 01:30:00,-0.09,0.35,2.53,0.58,0.57,1.14,17.07,0.84,157,97,14.17
2022-08-14 01:35:00,-0.07,0.48,2.63,0.32,1.06,1.38,16.9,2.55,269.8,98,14.24
2022-08-14 01:40:00,-0.15,0.38,2.55,0.29,1.24,1.53,16.49,1.61,259,98,14.63
2022-08-14 01:45:00,-0.21,0.55,2.53,0.29,1.06,1.35,16.2,2.26,286.2,98,14.53
2022-08-14 01:50:00,-0.22,0.27,2.54,0.27,1.08,1.35,16.27,1.83,289.3,99,14.52
2022-08-14 01:55:00,-0.05,-0.02,2.57,0.3,0.85,1.14,16.34,0.12,269.1,99,14.69
2022-08-14 02:00:00,-0.27,0.38,2.55,0.31,0.78,1.09,16.24,1.76,301.7,99,14.36
2022-08-14 02:05:00,-0.21,0.4,2.51,0.26,0.74,1,16.26,2.35,275.7,99,14.42
2022-08-14 02:10:00,-0.21,0.07,2.58,0.37,0.57,0.94,16.33,1.28,149.2,99,14.43
2022-08-14 02:15:00,-0.13,0.14,2.56,0.26,0.63,0.89,16.33,2.19,283.2,99,14.37
2022-08-14 02:20:00,-0.12,0.02,2.4,0.27,0.56,0.83,16.4,1.29,290.9,99,14.65
2022-08-14 02:25:00,-0.14,0.1,2.73,0.35,0.42,0.77,16.27,0,0,99,14.3
2022-08-14 02:30:00,-0.12,0.15,2.67,0.35,0.43,0.77,16.1,0,0,99,14
2022-08-14 02:35:00,-0.21,0.28,2.68,0.31,0.41,0.72,15.95,0.76,140.2,99,14.06
2022-08-14 02:40:00,-0.19,0.21,2.75,0.54,0.24,0.78,15.75,1.47,146.9,99,13.77
2022-08-14 02:45:00,-0.16,0.08,2.8,0.38,0.25,0.63,15.6,1.81,223.9,99,13.78
2022-08-14 02:50:00,-0.23,0.09,2.59,0.36,0.24,0.59,15.66,2.32,188.1,99,14.1
2022-08-14 02:55:00,-0.25,0.26,2.76,0.48,0.18,0.66,16.01,2.69,60.94,99,13.94
2022-08-14 03:00:00,-0.22,0.1,2.72,0.44,0.17,0.61,16.16,1.83,23.08,98,13.81
2022-08-14 03:05:00,-0.32,-0.06,2.69,Z/S,Z/S,Z/S,15.98,2.36,307,99,13.98
2022-08-14 03:10:00,-0.3,0.04,2.59,Z/S,Z/S,Z/S,16,2.27,315.5,99,14.31
2022-08-14 03:15:00,-0.03,0.14,2.53,Z/S,Z/S,Z/S,15.82,3.85,267.1,99,15.02
2022-08-14 03:20:00,0.02,0.08,2.48,Z/S,Z/S,Z/S,15.14,3.17,308,99,15.83
2022-08-14 03:25:00,-0.14,0.15,2.43,226.6,556.5,783,14.07,5.26,211.8,99,16.21
2022-08-14 03:30:00,-0.02,0.28,2.48,265.3,531.1,796.4,13.11,4.56,154.6,98,16.75
2022-08-14 03:35:00,0.07,0.4,2.59,Z/S,Z/S,Z/S,12.62,5.22,163.4,96,16.71
2022-08-14 03:40:00,0.11,0.29,2.43,Z/S,Z/S,Z/S,12.73,4.81,78.38,96,17.39
2022-08-14 03:45:00,-0.12,0.15,2.27,Z/S,Z/S,Z/S,12.86,5.34,289.6,95,18.25
2022-08-14 03:50:00,-0.23,0.27,2.3,Z/S,Z/S,Z/S,12.55,5.44,329,93,18.45
2022-08-14 03:55:00,-0.07,0.15,2.21,Z/S,Z/S,Z/S,12.3,4.11,338.5,93,18.54
2022-08-14 04:00:00,-0.41,0,2.26,0.28,0.97,1.24,12.36,4.03,337.6,93,18.31
2022-08-14 04:05:00,-0.22,0.01,2.23,0.28,0.98,1.26,12.62,6.17,317.2,94,18.38
2022-08-14 04:10:00,-0.18,-0.02,2.22,0.29,0.83,1.12,12.6,4.02,348.9,94,18.18
2022-08-14 04:15:00,-0.16,0.07,2.27,0.26,0.75,1.01,12.54,4.86,346.9,95,17.93
2022-08-14 04:20:00,-0.1,-0.07,2.23,0.27,0.71,0.98,12.74,6.18,270,95,18.14
2022-08-14 04:25:00,-0.18,0.11,2.22,0.27,0.7,0.98,12.94,8.46,271.1,93,18.27
2022-08-14 04:30:00,-0.15,0,2.23,0.25,0.64,0.89,13.22,8.06,273.6,93,18.18
2022-08-14 04:35:00,-0.23,0,2.21,0.23,0.56,0.79,13.52,6.42,286.2,92,18.09
2022-08-14 04:40:00,-0.15,-0.07,2.23,0.25,0.53,0.78,13.79,6.24,302.2,92,17.96
2022-08-14 04:45:00,0.19,0.03,2.21,0.25,0.44,0.69,13.87,8.66,290,91,17.83
2022-08-14 04:50:00,0.12,0.14,2.23,0.28,0.37,0.64,13.93,7.73,311.7,91,17.6
2022-08-14 04:55:00,0.06,-0.25,2.27,0.24,0.4,0.64,14.19,8.08,311.6,90,17.34
2022-08-14 05:00:00,-0.08,0.02,Z/S,0.25,0.35,0.59,14.27,7.07,279.8,90,17.17
2022-08-14 05:05:00,Z/S,0.08,Z/S,0.25,0.43,0.68,14.19,8.32,275.7,90,16.94
2022-08-14 05:10:00,Z/S,-0.16,Z/S,0.24,0.42,0.66,13.98,7.97,265.1,91,16.76
2022-08-14 05:15:00,Z/S,-0.07,Z/S,0.24,0.46,0.7,13.65,8.02,266.4,91,16.66
2022-08-14 05:20:00,Z/S,-0.09,Z/S,0.24,0.42,0.67,13.26,9.02,280.3,91,16.52
2022-08-14 05:25:00,Z/S,0.02,Z/S,0.24,0.41,0.66,12.98,8.37,287.8,90,16.5
2022-08-14 05:30:00,Z/S,-0.01,Z/S,0.23,0.41,0.64,12.58,9.76,285.4,90,16.42
2022-08-14 05:35:00,Z/S,0.12,Z/S,0.22,0.4,0.62,12.08,7.98,274.6,90,16.4
2022-08-14 05:40:00,209.6,0.02,4.04,0.23,0.37,0.6,11.69,5.26,0.29,91,16.32
2022-08-14 05:45:00,Z/S,-0.07,Z/S,0.23,0.35,0.58,11.55,3.7,271.4,91,16.27
2022-08-14 05:50:00,Z/S,-0.13,Z/S,0.22,0.37,0.58,11.51,3.54,301.6,91,16.22
2022-08-14 05:55:00,Z/S,0.08,Z/S,0.24,0.28,0.52,11.61,2.33,351.8,92,16.1
2022-08-14 06:00:00,Z/S,0,Z/S,0.23,0.33,0.56,11.73,3.21,275,93,16
2022-08-14 06:05:00,0.05,0.26,2.16,0.23,0.31,0.54,11.74,2.72,348.9,95,15.85
2022-08-14 06:10:00,-0.02,0,2.16,0.26,0.33,0.59,11.8,3.72,296.2,95,15.8
2022-08-14 06:15:00,-0.05,0,2.19,0.27,0.63,0.9,11.97,3.06,325.6,95,16.05
2022-08-14 06:20:00,0.07,-0.07,2.24,0.32,0.78,1.1,12.24,2.91,302.2,93,16.25
2022-08-14 06:25:00,0.03,-0.11,2.22,0.35,0.98,1.33,12.27,4.34,305.8,92,16.42
2022-08-14 06:30:00,0.06,0.01,2.18,0.4,1.01,1.41,12.07,5.09,290.7,91,16.67
2022-08-14 06:35:00,0.27,0.15,2.15,0.31,0.72,1.03,12.15,3.96,311.3,89,16.91
2022-08-14 06:40:00,0.08,0.06,2.15,0.31,0.58,0.89,12.25,4.15,315.8,89,17.13
2022-08-14 06:45:00,0.21,-0.05,2.18,0.28,0.51,0.79,12.11,3.76,355.3,88,17.3
2022-08-14 06:50:00,0.16,-0.08,2.25,0.3,0.65,0.95,12.03,2.63,315.7,87,17.65
2022-08-14 06:55:00,0.19,-0.01,2.23,0.44,1.04,1.48,12.12,2.18,344,85,18.01
2022-08-14 07:00:00,0.2,0.01,2.14,0.5,1.25,1.75,12.17,2.7,20.78,82,18.58
2022-08-14 07:05:00,0.25,-0.06,2.18,0.44,1.05,1.5,12.3,3.12,332.8,80,19.04
2022-08-14 07:10:00,0.38,-0.16,2.23,0.42,0.82,1.24,12.39,3.27,35.78,80,19.11
2022-08-14 07:15:00,0.25,0.01,2.19,0.32,0.44,0.76,12.3,3.66,119.8,80,19.34
2022-08-14 07:20:00,0.22,-0.08,2.24,0.29,0.41,0.69,12.33,3.4,103.3,79,19.48
2022-08-14 07:25:00,0.08,0,2.17,0.28,0.43,0.7,12.73,1.46,198,78,19.48
2022-08-14 07:30:00,-0.22,0.3,2.16,0.31,0.41,0.72,12.92,3.58,138.6,79,19.5
2022-08-14 07:35:00,0.1,0.1,2.16,0.31,0.37,0.69,12.92,4.62,95.8,79,19.75
2022-08-14 07:40:00,0.19,0.26,2.16,0.32,0.4,0.72,13.12,3.83,116.2,78,19.78
2022-08-14 07:45:00,0.06,0.17,2.2,0.3,0.45,0.75,13.49,5.09,150.9,78,19.91
2022-08-14 07:50:00,0.09,0.22,2.21,0.28,0.45,0.73,13.66,3.98,141.1,78,19.74
2022-08-14 07:55:00,0.02,0.03,2.18,0.27,0.39,0.66,13.47,3.64,188.7,77,19.95
2022-08-14 08:00:00,0,0.18,2.17,0.27,0.4,0.67,13.39,5.23,211.4,77,19.82
2022-08-14 08:05:00,-0.1,0,2.18,0.36,0.58,0.95,13.55,6.93,116.6,78,19.86
2022-08-14 08:10:00,0.07,0.13,2.17,0.45,0.82,1.27,13.65,5.09,147.8,79,19.96
2022-08-14 08:15:00,-0.34,0,2.17,0.53,1.05,1.58,13.16,6.34,148.4,78,20.24
2022-08-14 08:20:00,-0.06,0.05,2.21,0.44,0.91,1.35,12.83,8.86,132.1,78,20.27
2022-08-14 08:25:00,-0.01,-0.01,2.17,0.32,0.49,0.82,12.61,8.3,160.1,78,19.82
2022-08-14 08:30:00,0.02,0.11,2.23,0.28,0.47,0.74,12.14,9.64,144.4,80,19.39
2022-08-14 08:35:00,0.1,0.04,2.2,0.28,0.5,0.78,12.06,5.79,81.8,80,19.53
2022-08-14 08:40:00,0.3,-0.07,2.17,0.31,0.39,0.7,12.06,5.01,191.3,78,20.04
2022-08-14 08:45:00,0.34,0.08,2.17,0.27,0.39,0.66,11.68,7.34,152.2,77,20.26
2022-08-14 08:50:00,0.17,0.2,2.17,0.29,0.36,0.65,11.46,6.43,156.1,77,20.32
2022-08-14 08:55:00,0.28,0.16,2.16,0.37,0.62,1,11.34,6.54,211.3,76,20.56
2022-08-14 09:00:00,0.48,0.17,2.19,0.49,0.83,1.33,11.05,4.12,146.9,75,20.65
2022-08-14 09:05:00,0.6,0.05,2.15,0.5,0.92,1.42,11.16,5.88,192.5,75,20.97
2022-08-14 09:10:00,0.46,-0.07,2.19,0.36,0.56,0.92,11.3,5.12,116.7,74,21.22
2022-08-14 09:15:00,0.42,0.06,2.18,0.39,0.54,0.93,11.6,6.31,174.2,71,21.68
2022-08-14 09:20:00,1.11,0.14,2.21,0.63,1.12,1.75,12.05,5.96,162.5,70,22
2022-08-14 09:25:00,0.89,0.13,2.2,0.53,0.93,1.46,12.21,3.15,221.7,69,22.61
2022-08-14 09:30:00,0.66,0.11,2.19,0.44,0.67,1.11,12.42,6.52,210.9,69,22.53
2022-08-14 09:35:00,0.55,0.03,2.19,0.37,0.63,1,12.86,8.66,216.6,70,22.55
2022-08-14 09:40:00,0.43,0.03,2.22,0.29,0.54,0.83,14.02,6.4,271.1,72,21.69
2022-08-14 09:45:00,0.36,0.2,2.18,0.35,0.64,0.99,15.16,5.96,264.9,72,21.96
2022-08-14 09:50:00,0.87,0.16,2.23,0.59,1.12,1.72,15.39,4.64,232.5,71,22.03
2022-08-14 09:55:00,0.66,0.01,2.18,0.4,0.85,1.25,15.29,8.1,240.8,70,22.11
2022-08-14 10:00:00,0.7,0,2.26,0.5,1.08,1.58,15.22,7.98,233.1,71,21.71
2022-08-14 10:05:00,2.78,0.13,2.27,1.5,2.76,4.26,15.79,5.48,199.2,71,21.9
2022-08-14 10:10:00,1.87,0.02,2.21,0.8,1.83,2.63,16.35,4.08,89.9,68,22.55
2022-08-14 10:15:00,2.7,0.02,2.27,1.39,2.82,4.21,16.36,5.98,176.5,66,23.18
2022-08-14 10:20:00,1.63,0.17,2.23,0.9,2.02,2.92,16.29,6.8,167.5,67,23.16
2022-08-14 10:25:00,0.63,0.17,2.26,0.4,0.9,1.3,15.72,7.72,150.1,68,22.68
2022-08-14 10:30:00,0.42,0.08,2.24,0.28,0.66,0.94,15.36,7.1,107.8,67,22.95
2022-08-14 10:35:00,0.32,-0.06,2.16,0.34,0.63,0.97,14.99,5.59,116.6,66,23.43
2022-08-14 10:40:00,0.65,0.01,2.22,0.44,1.02,1.47,14.49,3.97,160.2,64,24.04
2022-08-14 10:45:00,1.36,0.01,2.29,0.77,1.85,2.61,14.96,5.28,182.4,64,23.96
2022-08-14 10:50:00,1.13,0.05,2.23,0.71,1.59,2.3,15.9,6.29,156.7,63,24.31
2022-08-14 10:55:00,1.07,0.22,2.26,0.64,1.75,2.39,15.9,6.36,216.7,65,23.98
2022-08-14 11:00:00,0.8,0.08,2.28,0.43,1.54,1.97,15.43,6.27,168.4,66,23.53
2022-08-14 11:05:00,0.56,-0.02,2.25,0.35,1.12,1.47,15.69,6.67,218.9,69,22.84
2022-08-14 11:10:00,0.2,-0.02,2.18,0.31,0.77,1.08,16.08,6.26,271.2,71,22.41
2022-08-14 11:15:00,-0.17,-0.13,2.22,0.31,0.65,0.96,16.37,7.13,261.8,72,22.22
2022-08-14 11:20:00,0.42,-0.03,2.21,0.33,0.69,1.01,17.04,5.5,284.3,73,21.82
2022-08-14 11:25:00,0.21,0.01,2.2,0.31,0.74,1.05,17.72,5.93,279.9,72,22.11
2022-08-14 11:30:00,0.27,-0.02,2.25,0.38,0.83,1.2,17.65,7.53,287.1,69,22.96
2022-08-14 11:35:00,0.22,0.08,2.2,0.34,0.7,1.04,17.1,8.68,238.6,67,23.12
2022-08-14 11:40:00,0.29,0.02,2.2,0.27,0.71,0.98,16.6,7.26,254,68,23.11
2022-08-14 11:45:00,0.34,-0.19,2.2,0.31,0.65,0.95,16.66,9.16,240.2,68,22.76
2022-08-14 11:50:00,0.21,-0.09,2.21,0.29,0.62,0.91,16.56,7.73,234.9,69,22.74
2022-08-14 11:55:00,0.16,-0.13,2.25,0.31,0.75,1.06,16.26,5.14,265.9,69,22.86
2022-08-14 12:00:00,0.12,-0.13,2.19,0.27,0.65,0.92,16.25,7.44,263.1,68,22.99
2022-08-14 12:05:00,-0.05,-0.24,2.18,0.26,0.64,0.9,16.16,6.05,263.2,70,22.66
2022-08-14 12:10:00,-0.05,0.01,2.16,0.28,0.59,0.87,15.93,5.74,275.6,69,22.74
2022-08-14 12:15:00,0.03,0.04,2.13,0.27,0.59,0.87,16.21,5.07,292.5,69,22.66
2022-08-14 12:20:00,0.06,-0.15,2.15,0.27,0.6,0.87,16.36,4.44,287.4,69,22.84
2022-08-14 12:25:00,0.08,-0.16,2.1,0.25,0.61,0.86,16.3,6.15,225.5,67,23.6
2022-08-14 12:30:00,0.11,-0.09,2.13,0.29,0.58,0.87,16.23,4.59,241.3,65,23.37
2022-08-14 12:35:00,-0.01,0.06,2.19,0.28,0.61,0.88,16.42,3.57,128.7,64,23.73
2022-08-14 12:40:00,0.1,-0.09,2.16,0.26,0.58,0.84,16.5,2.56,284.7,64,23.95
2022-08-14 12:45:00,0.2,-0.21,2.14,0.29,0.55,0.84,16,4.52,260.6,65,23.57
2022-08-14 12:50:00,0.04,-0.12,2.16,0.26,0.54,0.79,15.74,3,284.7,65,23.24
2022-08-14 12:55:00,0.03,-0.18,2.14,0.28,0.5,0.78,15.68,3.14,232.7,66,23.2
2022-08-14 13:00:00,0.18,-0.01,2.17,0.3,0.61,0.91,15.44,3.59,217.2,67,23.31
2022-08-14 13:05:00,0.06,0.01,2.15,0.3,0.63,0.93,15.3,3,269.5,67,23.41
2022-08-14 13:10:00,-0.13,-0.05,2.17,0.3,0.48,0.79,15.38,4.81,233,66,23.6
2022-08-14 13:15:00,-0.02,-0.09,2.18,0.31,0.47,0.78,15.39,5.59,309.6,64,24.07
2022-08-14 13:20:00,-0.06,-0.04,2.17,0.3,0.54,0.84,15.42,5.19,330.9,63,24.35
2022-08-14 13:25:00,-0.08,-0.03,2.18,0.3,0.51,0.81,15.22,3.63,280.4,62,24.26
2022-08-14 13:30:00,-0.03,-0.17,2.16,0.32,0.48,0.8,14.92,5.65,288.8,61,24.66
2022-08-14 13:35:00,-0.06,-0.03,2.18,0.28,0.47,0.75,14.27,6.12,153,62,24.2
2022-08-14 13:40:00,-0.13,-0.09,2.19,0.27,0.48,0.75,13.96,3.68,155.8,63,24.15
2022-08-14 13:45:00,0.11,0.02,2.13,0.27,0.47,0.74,14.24,3.46,223.2,64,24.21
2022-08-14 13:50:00,0.08,-0.18,2.17,0.26,0.49,0.75,14.05,4.21,212.5,64,24.02
2022-08-14 13:55:00,-0.14,0.07,2.19,0.29,0.52,0.81,14.14,3.1,165,63,24.08
2022-08-14 14:00:00,-0.21,-0.14,2.16,0.28,0.53,0.81,14.61,3.67,202.6,65,24.09
2022-08-14 14:05:00,-0.05,0,2.16,0.29,0.46,0.75,14.18,4.09,283.5,66,23.85
2022-08-14 14:10:00,-0.08,-0.31,2.12,0.28,0.43,0.7,13.34,6.27,269.6,66,23.74
2022-08-14 14:15:00,-0.13,-0.08,2.15,0.3,0.42,0.72,12.62,6.25,282.2,65,23.68
2022-08-14 14:20:00,0.05,-0.14,2.15,0.31,0.48,0.79,12.2,7.09,273.5,63,24.43
2022-08-14 14:25:00,0.19,-0.24,2.15,0.33,0.41,0.75,12.22,7.35,298.7,60,25.12
2022-08-14 14:30:00,-0.01,-0.04,2.17,0.29,0.43,0.72,12.22,6.9,272.9,61,24.49
2022-08-14 14:35:00,0.3,-0.28,2.14,0.34,0.72,1.06,12.34,7.15,286.8,62,24.17
2022-08-14 14:40:00,0.3,-0.23,2.11,0.27,0.48,0.75,12.3,6.24,293.6,62,23.74
2022-08-14 14:45:00,0.01,-0.05,2.13,0.29,0.48,0.77,12.17,4.05,283.1,63,23.72
2022-08-14 14:50:00,0.23,-0.2,2.12,0.29,0.4,0.69,12.08,5.71,268.4,64,23.81
2022-08-14 14:55:00,0.01,-0.08,2.12,0.28,0.38,0.66,11.52,4.73,288.1,61,24.17
2022-08-14 15:00:00,0.08,-0.2,2.15,0.3,0.4,0.7,10.95,9.84,288.4,58,24.81
